natgas_SE,ethane_SE,natgas_demand_SE,biocorn_SE,biowood_SE,bioherb_SE,elec_SE,ethylene_SE,ethylene_demand_SE,h2_SE,co2_captured_SE,gasoline_SE,ethanol_SE,gasoline_demand_SE,jetfuel_SE,jetfuel_demand_SE,diesel_SE,diesel_demand_SE
-89.20742241544353,21.98,103.51844901162579,155.0,565.9829355795958,565.9829355795958,10.432150001454797,-1724.8339453001947,1399.9203874318196,11.928510693289319,-603.6604360319537,94.95991,-134.72448954210898,335.02709391047654,-194.6108135205131,50.549733884342324,97.34841,348.960551098059
-55.217965424425216,21.98,137.50790600264412,155.0,565.9829355795958,517.9351083960953,10.432150001454797,-1772.002539009298,1352.7517937227162,11.928510693289319,-603.6604360319539,94.95991,-126.90482919141456,335.02709391047654,75.68131,320.84185740485543,97.34841,348.960551098059
-55.217965424425195,21.98,137.50790600264412,155.0,565.9829355795958,565.9829355795958,10.432150001454797,-1772.0025390092967,1352.7517937227176,11.928510693289319,-603.6604360319537,94.95991,-126.90482919141456,335.02709391047654,-194.6108135205131,50.549733884342324,97.34841,348.960551098059
-55.43491881981582,21.98,137.2909526072535,155.0,565.9829355795958,86.4192,10.432150001454797,-1771.7014636916285,1353.0528690403858,11.928510693289319,-603.6604360319539,94.95991,-254.07239008734115,335.02709391047654,-194.610813520513,50.5497338843424,97.34841,348.960551098059
-89.20742241544355,21.98,103.51844901162578,155.0,565.9829355795958,565.9829355795958,10.432150001454797,-1724.8339453001959,1399.9203874318184,11.928510693289319,-603.6604360319539,94.95991,-134.72448954210898,335.02709391047654,75.68131,320.84185740485543,97.34841,348.960551098059
-55.21796542442521,21.98,137.50790600264412,155.0,565.9829355795958,565.9829355795958,10.432150001454797,-1772.002539009298,1352.7517937227162,11.928510693289319,-603.6604360319539,94.95991,-126.90482919141456,335.02709391047654,-194.61081352051306,50.54973388434236,97.34841,348.960551098059
-55.217965424425216,21.98,137.50790600264412,155.0,565.9829355795958,565.9829355795958,10.432150001454797,-1772.002539009298,1352.7517937227162,11.928510693289319,-603.6604360319539,94.95991,-126.90482919141456,335.02709391047654,-194.610813520513,50.5497338843424,97.34841,348.960551098059
-55.435389069735585,21.98,137.29048235733373,155.0,565.0758719911026,565.0758719911026,10.160817986087503,-1514.204730004059,1610.5496027279553,11.618259513399348,-603.6604360319537,94.95991,-126.95984380948352,335.02709391047654,75.68131,320.84185740485543,97.34841,348.960551098059
-54.56344903914609,21.98,138.16242238792321,155.0,566.2277613155758,566.2277613155758,-0.0,30.0746369796518,3154.828969711666,11.719867693260223,-603.6604360319539,94.95991,-126.94625302918388,335.02709391047654,75.68131,320.84185740485543,97.34841,348.960551098059
-54.56344903914609,21.98,138.16242238792321,155.0,566.2277613155758,566.2277613155758,-0.0,-1803.5029762478493,1321.251356484165,11.719867693260223,-603.6604360319539,94.95991,-126.94625302918388,335.02709391047654,75.68131,320.84185740485543,97.34841,348.960551098059
-54.56344903914609,21.98,138.16242238792321,155.0,566.2277613155758,566.2277613155758,-0.0,30.0746369796518,3154.828969711666,11.719867693260223,-603.6604360319539,94.95991,-126.94625302918388,335.02709391047654,75.68131,320.84185740485543,97.34841,348.960551098059
-54.56344903914609,21.98,138.16242238792321,155.0,566.2277613155758,566.2277613155758,-0.0,-1803.5029762478493,1321.251356484165,11.719867693260223,-603.6604360319539,94.95991,-126.94625302918388,335.02709391047654,75.68131,320.84185740485543,97.34841,348.960551098059
-54.56344903914611,21.98,138.16242238792321,155.0,566.2277613155758,566.2277613155758,-0.0,-1803.5029762478505,1321.2513564841636,11.719867693260223,-603.6604360319541,94.95991,-126.94625302918388,335.02709391047654,75.68131,320.84185740485543,97.34841,348.960551098059
-54.56344903914609,21.98,138.16242238792321,155.0,566.2277613155758,522.3618938688413,-0.0,-1803.5029762478493,1321.251356484165,11.719867693260223,-603.6604360319539,94.95991,-126.94625302918388,335.02709391047654,75.68131,320.84185740485543,97.34841,348.960551098059
-54.56344903914609,21.98,138.16242238792321,155.0,566.2277613155758,566.2277613155758,-0.0,-1526.303159649984,1598.4511730820302,11.719867693260223,-603.6604360319539,94.95991,-236.59155117775222,335.02709391047654,75.68131,320.84185740485543,97.34841,348.960551098059
-90.06609775785567,21.98,102.65977366921365,155.0,566.2277613155758,566.2277613155758,-0.0,-1754.2344629717372,1370.519869760277,11.719867693260223,-603.6604360319537,94.95991,-135.11404031109558,335.02709391047654,75.68131,320.84185740485543,97.34841,348.960551098059
-89.64384426514397,21.98,103.08202716192535,155.0,565.0758719911023,565.0758719911023,10.160817986087503,-1739.6065796832816,1385.1477530487327,11.618259513399348,-603.6604360319539,94.95991,-134.8298871826603,335.02709391047654,75.68131,320.84185740485543,97.34841,348.960551098059
-55.217965424425216,21.98,137.50790600264412,155.0,565.9829355795958,565.9829355795958,10.432150001454797,-1772.002539009298,1352.7517937227162,11.928510693289319,-603.6604360319539,94.95991,-254.09360054989241,335.02709391047654,-194.610813520513,50.5497338843424,97.34841,348.960551098059
-89.20742241544355,21.98,103.51844901162578,155.0,565.9829355795958,565.9829355795958,10.432150001454797,-1724.8339453001965,1399.9203874318177,11.928510693289319,-603.660436031954,94.95991,-134.72448954210898,335.02709391047654,-194.610813520513,50.5497338843424,97.34841,348.960551098059
-55.217965424425216,21.98,137.50790600264412,155.0,565.9829355795958,565.9829355795958,10.432150001454797,-1772.002539009298,1352.7517937227162,11.928510693289319,-603.6604360319539,94.95991,-126.90482919141456,335.02709391047654,-194.610813520513,50.5497338843424,97.34841,348.960551098059
-55.21796542442521,21.98,137.50790600264412,155.0,565.9829355795958,565.9829355795958,10.432150001454797,-1499.2436886806868,1625.5106440513275,11.928510693289319,-603.6604360319539,94.95991,-126.90482919141456,335.02709391047654,-194.61081352051306,50.54973388434236,97.34841,348.960551098059
-55.217965424425195,21.98,137.50790600264412,155.0,565.9829355795958,565.9829355795958,10.432150001454797,33.39890606418564,3158.1532387962,11.928510693289319,-603.6604360319537,94.95991,-126.90482919141456,335.02709391047654,-194.6108135205131,50.549733884342324,97.34841,348.960551098059
-55.21796542442521,21.98,137.50790600264412,155.0,565.9829355795958,565.9829355795958,10.432150001454797,-1772.0025390092967,1352.7517937227176,11.928510693289319,-603.6604360319537,94.95991,-126.90482919141456,335.02709391047654,-194.6108135205131,50.549733884342324,97.34841,348.960551098059
-55.217965424425216,21.98,137.50790600264412,155.0,565.9829355795958,565.9829355795958,10.432150001454797,-1772.0025390092992,1352.751793722715,11.928510693289319,-603.6604360319541,94.95991,-254.0936005498925,335.02709391047654,-194.61081352051298,50.54973388434244,97.34841,348.960551098059
-55.21796542442521,21.98,137.50790600264412,155.0,565.9829355795958,517.9351083960953,10.432150001454797,-1772.002539009298,1352.7517937227162,11.928510693289319,-603.6604360319539,94.95991,-126.90482919141456,335.02709391047654,75.68131,320.84185740485543,97.34841,348.960551098059
-55.43491881981582,21.98,137.2909526072535,155.0,565.9829355795958,565.9829355795958,10.432150001454797,32.690413774406494,3157.4447465064213,11.928510693289319,-603.6604360319539,94.95991,-126.95474178237866,335.02709391047654,-194.610813520513,50.5497338843424,97.34841,348.960551098059
-55.217965424425195,21.98,137.50790600264412,155.0,565.9829355795958,565.9829355795958,10.432150001454797,33.39890606418564,3158.1532387962,11.928510693289319,-603.6604360319537,94.95991,-126.90482919141456,335.02709391047654,75.68131,320.84185740485543,97.34841,348.960551098059
-55.21796542442521,21.98,137.50790600264412,155.0,565.9829355795958,565.9829355795958,10.432150001454797,-1772.002539009298,1352.7517937227162,11.928510693289319,-603.6604360319539,94.95991,-126.90482919141456,335.02709391047654,75.68131,320.84185740485543,97.34841,348.960551098059
-89.2074224154435,21.98,103.51844901162582,155.0,565.9829355795958,565.9829355795958,10.432150001454797,-1724.8339453001959,1399.9203874318184,11.928510693289319,-603.6604360319539,94.95991,-134.72448954210896,335.02709391047654,-194.61081352051306,50.54973388434236,97.34841,348.960551098059
-55.21796542442521,21.98,137.50790600264412,155.0,565.9829355795958,565.9829355795958,10.432150001454797,33.39890606418564,3158.1532387962,11.928510693289319,-603.6604360319539,94.95991,-126.90482919141456,335.02709391047654,-194.61081352051306,50.54973388434236,97.34841,348.960551098059
