case_name,commodity,commodity_subtype,zone,resource_id,component_id,type,variable,year,value
missing,all,cost,all,all,all,Cost,FixedCost,missing,8.086755030563813e11
missing,all,cost,all,all,all,Cost,VariableCost,missing,6.74399449700366e10
missing,all,cost,all,all,all,Cost,TotalCost,missing,8.76115448026418e11
