case_name,commodity,commodity_subtype,zone,resource_id,component_id,type,variable,year,value
missing,all,cost,all,all,all,Cost,DiscountedFixedCost,missing,4.705334584031375e10
missing,all,cost,all,all,all,Cost,DiscountedVariableCost,missing,1.871909329868383e11
missing,all,cost,all,all,all,Cost,DiscountedTotalCost,missing,2.3424427882715204e11
