natgas_SE,natgas_MIDAT,natgas_NE,natgas_demand_SE,natgas_demand_MIDAT,natgas_demand_NE,ethylene_demand_SE,ethylene_demand_MIDAT,ethylene_demand_NE,ethane_SE,ethane_MIDAT,ethane_NE,ethylene_SE,ethylene_MIDAT,ethylene_NE,biowood_SE,biowood_MIDAT,biowood_NE,bioherb_SE,bioherb_MIDAT,bioherb_NE,elec_SE,elec_MIDAT,elec_NE,h2_SE,h2_MIDAT,h2_NE,co2_captured_SE,co2_captured_MIDAT,co2_captured_NE,gasoline_SE,gasoline_MIDAT,gasoline_NE,gasoline_demand_SE,gasoline_demand_MIDAT,gasoline_demand_NE,jetfuel_SE,jetfuel_MIDAT,jetfuel_NE,jetfuel_demand_SE,jetfuel_demand_MIDAT,jetfuel_demand_NE,diesel_SE,diesel_MIDAT,diesel_NE,diesel_demand_SE,diesel_demand_MIDAT,diesel_demand_NE
-22.041751124227904,-22.04175112424311,-16.943211335245163,-22.041751124227904,-22.04175112424311,-16.943211335245163,1740.7629135912446,1740.7629135912446,1740.7629135912446,73.46474602,73.46474602,73.46474602,1740.7629135912446,1740.7629135912446,1740.7629135912446,39.99999999999999,39.99999999999999,39.99999999999999,39.99999999999999,39.99999999999999,39.99999999999999,-11.023500458383769,-11.023500458504587,-11.023500458504715,-4.738941337741425,-12.593488718779202,-12.593488718779192,-12.26,-12.259999999975877,-41.8053323229702,-8731.93755434765,-8731.93755434765,-8731.93755434765,-8731.93755434765,-8731.93755434765,-8731.93755434765,69.30059661,69.30059661,69.30059661,0.0,0.0,0.0,83.29037731,83.29037731,83.29037731,0.0,0.0,0.0
-22.041751124227904,-22.04175112424311,-20.792067939659354,-22.041751124227904,-22.04175112424311,-20.792067939659354,1740.7629135912487,1740.7629135912487,1740.7629135912487,73.46474602,73.46474602,73.46474602,1740.7629135912487,1740.7629135912487,1740.7629135912487,39.99999999999999,39.99999999999999,39.99999999999999,39.99999999999999,39.99999999999999,39.99999999999999,-11.023500458383769,-11.023500458504587,-11.023500458504715,-4.738941337741425,-12.593488718779202,-12.593488718779192,-12.26,-12.259999999975877,-17.09070092857816,-8731.93755434765,-8731.93755434765,-8731.93755434765,-8731.93755434765,-8731.93755434765,-8731.93755434765,69.30059661,69.30059661,69.30059661,0.0,0.0,0.0,83.29037731,83.29037731,83.29037731,0.0,0.0,0.0
-22.041751124227904,-22.041751124249497,-19.50416370461363,-22.041751124227904,-22.041751124249497,-19.50416370461363,1731.7899920035254,1731.7899920035254,1731.7899920035254,73.46474602,73.46474602,73.46474602,1731.7899920035254,1731.7899920035254,1731.7899920035254,39.99999999999999,39.99999999999999,39.99999999999999,39.99999999999999,39.99999999999999,39.99999999999999,-11.023500458383769,-11.023500458574764,-11.023500458574764,-4.738941337741425,-10.569933190116197,-7.082732809849353,-12.26,-12.259999999975877,-54.71562091261134,-8731.937554340075,-8731.937554340075,-8731.937554340075,-8731.937554340075,-8731.937554340075,-8731.937554340075,69.30059661,69.30059661,69.30059661,0.0,0.0,0.0,83.29037731,83.29037731,83.29037731,0.0,0.0,0.0
-22.041751124227904,-22.041751124249497,-21.923380060274795,-22.041751124227904,-22.041751124249497,-21.923380060274795,1705.9340014328172,1705.9340014328172,1705.9340014328172,73.46474602,73.46474602,73.46474602,1705.9340014328172,1705.9340014328172,1705.9340014328172,39.99999999999999,39.99999999999999,39.99999999999999,39.99999999999999,39.99999999999999,39.99999999999999,-11.023500458383767,-11.023500458574764,-11.023500458504715,-4.738941337741425,-10.569933190116197,-7.082732809847951,-12.26,-12.259999999975877,-68.60571996547834,-8731.937554340075,-8731.937554340075,-8731.937554340075,-8731.937554340075,-8731.937554340075,-8731.937554340075,69.30059661,69.30059661,69.30059661,0.0,0.0,0.0,83.29037731,83.29037731,83.29037731,0.0,0.0,0.0
-22.041751124227904,-22.041751124249497,-21.911472101523774,-22.041751124227904,-22.041751124249497,-21.911472101523774,1523.9312551065086,1523.9312551065086,1523.9312551065086,73.46474602,73.46474602,73.46474602,1523.9312551065086,1523.9312551065086,1523.9312551065086,39.99999999999999,39.99999999999999,39.99999999999999,39.99999999999999,39.99999999999999,39.99999999999999,-11.023500458383769,-11.023500458574764,-11.023500458504715,-4.738941337741425,-4.738941337798124,-7.082732809847951,-12.26,-12.259999999975877,-53.40838730467083,-8731.937554340075,-8731.937554340075,-8731.937554340075,-8731.937554340075,-8731.937554340075,-8731.937554340075,69.30059661,69.30059661,69.30059661,0.0,0.0,0.0,83.29037731,83.29037731,83.29037731,0.0,0.0,0.0
-22.04175112424538,-22.041751124249497,-22.041751124239198,-22.04175112424538,-22.041751124249497,-22.041751124239198,1649.216135191593,1649.216135191593,1649.216135191593,73.46474602,73.46474602,73.46474602,1649.216135191593,1649.216135191593,1649.216135191593,39.99999999999999,39.99999999999999,39.99999999999999,39.99999999999999,39.99999999999999,39.99999999999999,-11.023500458574764,-11.023500458574764,-11.023500458504715,-4.738941337745245,-4.738941337798124,-7.082732809847951,-12.26,-12.259999999975877,-12.259999999999302,-8731.937554336924,-8731.937554336924,-8731.937554336924,-8731.937554336924,-8731.937554336924,-8731.937554336924,69.30059661,69.30059661,69.30059661,0.0,0.0,0.0,83.29037731,83.29037731,83.29037731,0.0,0.0,0.0
-22.041751124227904,-22.041751124249547,-24.705016436905055,-22.041751124227904,-22.041751124249547,-24.705016436905055,1705.9340014323743,1705.9340014323743,1705.9340014323743,73.46474602,73.46474602,73.46474602,1705.9340014323743,1705.9340014323743,1705.9340014323743,39.99999999999999,39.99999999999999,39.99999999999999,39.99999999999999,39.99999999999999,39.99999999999999,-11.023500458383769,-11.023500458574764,-11.023500458504715,-4.738941337741425,-4.738941337798125,-7.082732809847951,-12.26,-12.259999999975877,-15.330865048991825,-8731.937554340075,-8731.937554340075,-8731.937554340075,-8731.937554340075,-8731.937554340075,-8731.937554340075,69.30059661,69.30059661,69.30059661,0.0,0.0,0.0,83.29037731,83.29037731,83.29037731,0.0,0.0,0.0
-22.041751124227904,-22.04175112423205,-17.20200804765977,-22.041751124227904,-22.04175112423205,-17.20200804765977,1523.8755592598086,1523.8755592598086,1523.8755592598086,73.46474602,73.46474602,73.46474602,1523.8755592598086,1523.8755592598086,1523.8755592598086,39.99999999999999,39.99999999999999,39.99999999999999,39.99999999999999,39.99999999999999,39.99999999999999,-11.023500458383769,-11.023500458383769,-11.023500458504715,-4.738941337741425,-4.738941337794304,-7.082732809847951,-12.26,-12.259999999975877,-40.30564119789777,-8731.937554357546,-8731.937554357546,-8731.937554357546,-8731.937554357546,-8731.937554357546,-8731.937554357546,69.30059661,69.30059661,69.30059661,0.0,0.0,0.0,83.29037731,83.29037731,83.29037731,0.0,0.0,0.0
-22.041751124227904,-22.04175112423207,-22.1122380671288,-22.041751124227904,-22.04175112423207,-22.1122380671288,1649.2161351911723,1649.2161351911723,1649.2161351911723,73.46474602,73.46474602,73.46474602,1649.2161351911723,1649.2161351911723,1649.2161351911723,39.99999999999999,39.99999999999999,39.99999999999999,39.99999999999999,39.99999999999999,39.99999999999999,-11.023500458383769,-11.023500458383769,-11.023500458504715,-4.738941337741425,-4.738941337794304,-7.082732809847951,-12.26,-12.259999999975877,-12.26159943273565,-8731.937554357546,-8731.937554357546,-8731.937554357546,-8731.937554357546,-8731.937554357546,-8731.937554357546,69.30059661,69.30059661,69.30059661,0.0,0.0,0.0,83.29037731,83.29037731,83.29037731,0.0,0.0,0.0
-22.041751124227904,-22.041751124249497,-24.10795214822547,-22.041751124227904,-22.041751124249497,-24.10795214822547,1649.2161351916288,1649.2161351916288,1649.2161351916288,73.46474602,73.46474602,73.46474602,1649.2161351916288,1649.2161351916288,1649.2161351916288,39.99999999999999,39.99999999999999,39.99999999999999,39.99999999999999,39.99999999999999,39.99999999999999,-11.023500458383769,-11.023500458574762,-11.023500458504715,-4.738941337741425,-4.738941337798123,-7.082732809847951,-12.26,-12.259999999975877,-12.306884564265571,-8731.937554340075,-8731.937554340075,-8731.937554340075,-8731.937554340075,-8731.937554340075,-8731.937554340075,69.30059661,69.30059661,69.30059661,0.0,0.0,0.0,83.29037731,83.29037731,83.29037731,0.0,0.0,0.0
