Time_Index,natgas_fossil_NE
1,18.01610783
2,18.01610783
3,18.01610783
4,18.01610783
5,18.01610783
6,18.01610783
7,18.01610783
8,18.01610783
9,18.01610783
10,18.01610783
11,18.01610783
12,18.01610783
13,18.01610783
14,18.01610783
15,18.01610783
16,18.01610783
17,18.01610783
18,18.01610783
19,18.01610783
20,18.01610783
21,18.01610783
22,18.01610783
23,18.01610783
24,18.01610783
25,18.01610783
26,18.01610783
27,18.01610783
28,18.01610783
29,18.01610783
30,18.01610783
31,18.01610783
32,18.01610783
33,18.01610783
34,18.01610783
35,18.01610783
36,18.01610783
37,18.01610783
38,18.01610783
39,18.01610783
40,18.01610783
41,18.01610783
42,18.01610783
43,18.01610783
44,18.01610783
45,18.01610783
46,18.01610783
47,18.01610783
48,18.01610783
49,18.01610783
50,18.01610783
51,18.01610783
52,18.01610783
53,18.01610783
54,18.01610783
55,18.01610783
56,18.01610783
57,18.01610783
58,18.01610783
59,18.01610783
60,18.01610783
61,18.01610783
62,18.01610783
63,18.01610783
64,18.01610783
65,18.01610783
66,18.01610783
67,18.01610783
68,18.01610783
69,18.01610783
70,18.01610783
71,18.01610783
72,18.01610783
73,18.01610783
74,18.01610783
75,18.01610783
76,18.01610783
77,18.01610783
78,18.01610783
79,18.01610783
80,18.01610783
81,18.01610783
82,18.01610783
83,18.01610783
84,18.01610783
85,18.01610783
86,18.01610783
87,18.01610783
88,18.01610783
89,18.01610783
90,18.01610783
91,18.01610783
92,18.01610783
93,18.01610783
94,18.01610783
95,18.01610783
96,18.01610783
97,18.01610783
98,18.01610783
99,18.01610783
100,18.01610783
101,18.01610783
102,18.01610783
103,18.01610783
104,18.01610783
105,18.01610783
106,18.01610783
107,18.01610783
108,18.01610783
109,18.01610783
110,18.01610783
111,18.01610783
112,18.01610783
113,18.01610783
114,18.01610783
115,18.01610783
116,18.01610783
117,18.01610783
118,18.01610783
119,18.01610783
120,18.01610783
121,18.01610783
122,18.01610783
123,18.01610783
124,18.01610783
125,18.01610783
126,18.01610783
127,18.01610783
128,18.01610783
129,18.01610783
130,18.01610783
131,18.01610783
132,18.01610783
133,18.01610783
134,18.01610783
135,18.01610783
136,18.01610783
137,18.01610783
138,18.01610783
139,18.01610783
140,18.01610783
141,18.01610783
142,18.01610783
143,18.01610783
144,18.01610783
145,18.01610783
146,18.01610783
147,18.01610783
148,18.01610783
149,18.01610783
150,18.01610783
151,18.01610783
152,18.01610783
153,18.01610783
154,18.01610783
155,18.01610783
156,18.01610783
157,18.01610783
158,18.01610783
159,18.01610783
160,18.01610783
161,18.01610783
162,18.01610783
163,18.01610783
164,18.01610783
165,18.01610783
166,18.01610783
167,18.01610783
168,18.01610783
169,18.01610783
170,18.01610783
171,18.01610783
172,18.01610783
173,18.01610783
174,18.01610783
175,18.01610783
176,18.01610783
177,18.01610783
178,18.01610783
179,18.01610783
180,18.01610783
181,18.01610783
182,18.01610783
183,18.01610783
184,18.01610783
185,18.01610783
186,18.01610783
187,18.01610783
188,18.01610783
189,18.01610783
190,18.01610783
191,18.01610783
192,18.01610783
193,18.01610783
194,18.01610783
195,18.01610783
196,18.01610783
197,18.01610783
198,18.01610783
199,18.01610783
200,18.01610783
201,18.01610783
202,18.01610783
203,18.01610783
204,18.01610783
205,18.01610783
206,18.01610783
207,18.01610783
208,18.01610783
209,18.01610783
210,18.01610783
211,18.01610783
212,18.01610783
213,18.01610783
214,18.01610783
215,18.01610783
216,18.01610783
217,18.01610783
218,18.01610783
219,18.01610783
220,18.01610783
221,18.01610783
222,18.01610783
223,18.01610783
224,18.01610783
225,18.01610783
226,18.01610783
227,18.01610783
228,18.01610783
229,18.01610783
230,18.01610783
231,18.01610783
232,18.01610783
233,18.01610783
234,18.01610783
235,18.01610783
236,18.01610783
237,18.01610783
238,18.01610783
239,18.01610783
240,18.01610783
241,18.01610783
242,18.01610783
243,18.01610783
244,18.01610783
245,18.01610783
246,18.01610783
247,18.01610783
248,18.01610783
249,18.01610783
250,18.01610783
251,18.01610783
252,18.01610783
253,18.01610783
254,18.01610783
255,18.01610783
256,18.01610783
257,18.01610783
258,18.01610783
259,18.01610783
260,18.01610783
261,18.01610783
262,18.01610783
263,18.01610783
264,18.01610783
265,18.01610783
266,18.01610783
267,18.01610783
268,18.01610783
269,18.01610783
270,18.01610783
271,18.01610783
272,18.01610783
273,18.01610783
274,18.01610783
275,18.01610783
276,18.01610783
277,18.01610783
278,18.01610783
279,18.01610783
280,18.01610783
281,18.01610783
282,18.01610783
283,18.01610783
284,18.01610783
285,18.01610783
286,18.01610783
287,18.01610783
288,18.01610783
289,18.01610783
290,18.01610783
291,18.01610783
292,18.01610783
293,18.01610783
294,18.01610783
295,18.01610783
296,18.01610783
297,18.01610783
298,18.01610783
299,18.01610783
300,18.01610783
301,18.01610783
302,18.01610783
303,18.01610783
304,18.01610783
305,18.01610783
306,18.01610783
307,18.01610783
308,18.01610783
309,18.01610783
310,18.01610783
311,18.01610783
312,18.01610783
313,18.01610783
314,18.01610783
315,18.01610783
316,18.01610783
317,18.01610783
318,18.01610783
319,18.01610783
320,18.01610783
321,18.01610783
322,18.01610783
323,18.01610783
324,18.01610783
325,18.01610783
326,18.01610783
327,18.01610783
328,18.01610783
329,18.01610783
330,18.01610783
331,18.01610783
332,18.01610783
333,18.01610783
334,18.01610783
335,18.01610783
336,18.01610783
337,18.01610783
338,18.01610783
339,18.01610783
340,18.01610783
341,18.01610783
342,18.01610783
343,18.01610783
344,18.01610783
345,18.01610783
346,18.01610783
347,18.01610783
348,18.01610783
349,18.01610783
350,18.01610783
351,18.01610783
352,18.01610783
353,18.01610783
354,18.01610783
355,18.01610783
356,18.01610783
357,18.01610783
358,18.01610783
359,18.01610783
360,18.01610783
361,18.01610783
362,18.01610783
363,18.01610783
364,18.01610783
365,18.01610783
366,18.01610783
367,18.01610783
368,18.01610783
369,18.01610783
370,18.01610783
371,18.01610783
372,18.01610783
373,18.01610783
374,18.01610783
375,18.01610783
376,18.01610783
377,18.01610783
378,18.01610783
379,18.01610783
380,18.01610783
381,18.01610783
382,18.01610783
383,18.01610783
384,18.01610783
385,18.01610783
386,18.01610783
387,18.01610783
388,18.01610783
389,18.01610783
390,18.01610783
391,18.01610783
392,18.01610783
393,18.01610783
394,18.01610783
395,18.01610783
396,18.01610783
397,18.01610783
398,18.01610783
399,18.01610783
400,18.01610783
401,18.01610783
402,18.01610783
403,18.01610783
404,18.01610783
405,18.01610783
406,18.01610783
407,18.01610783
408,18.01610783
409,18.01610783
410,18.01610783
411,18.01610783
412,18.01610783
413,18.01610783
414,18.01610783
415,18.01610783
416,18.01610783
417,18.01610783
418,18.01610783
419,18.01610783
420,18.01610783
421,18.01610783
422,18.01610783
423,18.01610783
424,18.01610783
425,18.01610783
426,18.01610783
427,18.01610783
428,18.01610783
429,18.01610783
430,18.01610783
431,18.01610783
432,18.01610783
433,18.01610783
434,18.01610783
435,18.01610783
436,18.01610783
437,18.01610783
438,18.01610783
439,18.01610783
440,18.01610783
441,18.01610783
442,18.01610783
443,18.01610783
444,18.01610783
445,18.01610783
446,18.01610783
447,18.01610783
448,18.01610783
449,18.01610783
450,18.01610783
451,18.01610783
452,18.01610783
453,18.01610783
454,18.01610783
455,18.01610783
456,18.01610783
457,18.01610783
458,18.01610783
459,18.01610783
460,18.01610783
461,18.01610783
462,18.01610783
463,18.01610783
464,18.01610783
465,18.01610783
466,18.01610783
467,18.01610783
468,18.01610783
469,18.01610783
470,18.01610783
471,18.01610783
472,18.01610783
473,18.01610783
474,18.01610783
475,18.01610783
476,18.01610783
477,18.01610783
478,18.01610783
479,18.01610783
480,18.01610783
481,18.01610783
482,18.01610783
483,18.01610783
484,18.01610783
485,18.01610783
486,18.01610783
487,18.01610783
488,18.01610783
489,18.01610783
490,18.01610783
491,18.01610783
492,18.01610783
493,18.01610783
494,18.01610783
495,18.01610783
496,18.01610783
497,18.01610783
498,18.01610783
499,18.01610783
500,18.01610783
501,18.01610783
502,18.01610783
503,18.01610783
504,18.01610783
