bioagri_CA,bioagri_NW,bioagri_SW,bioagri_TX,bioagri_NCEN,bioagri_CEN,bioagri_SE,bioagri_MIDAT,bioagri_NE,bioherb_CA,bioherb_NW,bioherb_SW,bioherb_TX,bioherb_NCEN,bioherb_CEN,bioherb_SE,bioherb_MIDAT,bioherb_NE,biowood_CA,biowood_NW,biowood_SW,biowood_TX,biowood_NCEN,biowood_CEN,biowood_SE,biowood_MIDAT,biowood_NE,ethylene_CA,ethylene_NW,ethylene_SW,ethylene_TX,ethylene_NCEN,ethylene_CEN,ethylene_SE,ethylene_MIDAT,ethylene_NE,ethylene_demand_CA,ethylene_demand_SW,ethylene_demand_NW,ethylene_demand_TX,ethylene_demand_NCEN,ethylene_demand_CEN,ethylene_demand_SE,ethylene_demand_MIDAT,ethylene_demand_NE,natgas_CA,natgas_NW,natgas_SW,natgas_TX,natgas_NCEN,natgas_CEN,natgas_SE,natgas_MIDAT,natgas_NE,natgas_demand_CA,natgas_demand_SW,natgas_demand_NW,natgas_demand_TX,natgas_demand_NCEN,natgas_demand_CEN,natgas_demand_SE,natgas_demand_MIDAT,natgas_demand_NE,elec_CA,elec_NW,elec_SW,elec_TX,elec_NCEN,elec_CEN,elec_SE,elec_MIDAT,elec_NE,h2_CA,h2_NW,h2_SW,h2_TX,h2_NCEN,h2_CEN,h2_SE,h2_MIDAT,h2_NE,co2_captured_CA,co2_captured_NW,co2_captured_SW,co2_captured_TX,co2_captured_NCEN,co2_captured_CEN,co2_captured_SE,co2_captured_MIDAT,co2_captured_NE,gasoline_CA,gasoline_NW,gasoline_SW,gasoline_TX,gasoline_NCEN,gasoline_CEN,gasoline_SE,gasoline_MIDAT,gasoline_NE,gasoline_demand_CA,gasoline_demand_NW,gasoline_demand_SW,gasoline_demand_TX,gasoline_demand_NCEN,gasoline_demand_CEN,gasoline_demand_SE,gasoline_demand_MIDAT,gasoline_demand_NE,jetfuel_CA,jetfuel_NW,jetfuel_SW,jetfuel_TX,jetfuel_NCEN,jetfuel_CEN,jetfuel_SE,jetfuel_MIDAT,jetfuel_NE,jetfuel_demand_CA,jetfuel_demand_NW,jetfuel_demand_SW,jetfuel_demand_TX,jetfuel_demand_NCEN,jetfuel_demand_CEN,jetfuel_demand_SE,jetfuel_demand_MIDAT,jetfuel_demand_NE,diesel_CA,diesel_NW,diesel_SW,diesel_TX,diesel_NCEN,diesel_CEN,diesel_SE,diesel_MIDAT,diesel_NE,diesel_demand_CA,diesel_demand_NW,diesel_demand_SW,diesel_demand_TX,diesel_demand_NCEN,diesel_demand_CEN,diesel_demand_SE,diesel_demand_MIDAT,diesel_demand_NE
44.09,44.09,44.09,44.09,44.09,44.09,44.09,44.09,44.09,77.16,77.16,77.16,77.16,77.16,77.16,77.16,77.16,77.16,44.09,44.09,44.09,44.09,44.09,44.09,44.09,44.09,44.09,505.7319651760035,505.7319651760035,505.7319651760035,505.7319651760035,505.7319651760035,505.7319651760035,505.7319651760035,505.7319651760035,505.7319651760035,0.0,0.0,0.0,505.7319651760035,505.7319651760035,505.7319651760035,505.7319651760035,505.7319651760035,0.0,13.404471918828785,15.559365860000002,13.27323096,3.8689356180232948,14.669127652878371,15.04754461,12.556681220000002,12.215467049999999,4.094094931141891,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.90918098473717,40.79867188028244,43.298135420120985,44.406797394216866,49.09856883402683,46.71639219669532,44.7295351412594,47.04138989249274,44.8132154232905,12.277831252066898,11.41367386087737,12.262192041054913,12.319539735388675,11.682955951778352,11.518736503059637,11.275977631770264,11.615852136172428,24.22527777790136,-5.4,-5.3,-5.6,-5.0,-6.1,-6.2,-6.1,-42.04376984344838,-94.99284780540624,-422.69793661457436,-412.50615130632315,-415.0186539887911,-427.7860824051712,-431.8764419576927,-425.8632963784161,-426.0806934791226,-428.96491873448014,-432.13380663555284,-422.69793661457436,-412.50615130632315,-415.0186539887911,-427.7860824051712,-431.8764419576927,-425.8632963784161,-426.0806934791226,-428.96491873448014,-432.13380663555284,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
44.09,44.09,44.09,44.09,44.09,44.09,44.09,44.09,44.09,77.16,77.16,77.16,77.16,77.16,77.16,77.16,77.16,66.86118343882369,44.09,44.09,44.09,44.09,44.09,44.09,44.09,44.09,44.09,506.9135377134085,506.9135377134085,506.9135377134085,506.9135377134085,506.9135377134085,506.9135377134085,506.9135377134085,506.9135377134085,506.9135377134085,0.0,0.0,0.0,506.9135377134085,506.9135377134085,506.9135377134085,506.9135377134085,506.9135377134085,0.0,13.100347885832177,15.559365860000002,13.27323096,17.921941005466785,14.97930178,15.04754461,12.556681220000002,12.215467049999999,7.65637389343328,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.90918098473717,39.366335409108366,41.77804921049989,42.84778891319535,47.374844320891036,45.076299780418964,44.72953514125939,47.04138989249274,44.8132154232905,12.277831252066898,11.38502713145389,12.23179031686249,12.288359565768246,11.648481461515635,11.48593465473411,11.275977631770264,11.61585213617242,23.799374474135536,-5.4,-5.3,-5.6,-5.0,-6.1,-6.2,-6.1,-42.04376984344838,-83.39391703222964,-422.69793661457436,-408.98876807331345,-411.2857840563038,-423.9576311986121,-427.6434982165744,-421.8357276599653,-426.0806934791226,-428.96491873448014,-432.13380663555284,-422.69793661457436,-408.98876807331345,-411.2857840563038,-423.9576311986121,-427.6434982165744,-421.8357276599653,-426.0806934791226,-428.96491873448014,-432.13380663555284,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
44.09,44.09,44.09,44.09,44.09,44.09,44.09,44.09,38.990154126246864,77.16,77.16,77.16,77.16,77.16,77.16,77.16,77.16,35.105203985768675,44.09,44.09,44.09,44.09,44.09,44.09,44.09,44.09,44.09,506.9135377134085,506.9135377134085,506.9135377134085,506.9135377134085,506.9135377134085,506.9135377134085,506.9135377134085,506.9135377134085,506.9135377134085,0.0,0.0,0.0,506.9135377134085,506.9135377134085,506.9135377134085,506.9135377134085,506.9135377134085,0.0,16.44652268,15.559365860000002,13.27323096,9.445646817793977,14.97930178,15.04754461,12.556681220000002,12.215467049999999,4.978555189583476,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.53822188402292,49.99897442139782,47.1126927747861,48.319027654333695,53.4241432503869,50.83209731212881,54.921069933472815,57.75967614897535,55.02381659978556,12.430412070052611,11.597679911699679,12.338483188148215,12.397784340591013,11.769467440105553,11.601050605368307,11.479808327614533,11.83021786130207,24.429489801431263,-5.4,-5.3,-5.6,-5.0,-6.1,-6.2,-6.1,-42.04376984344838,-113.09817394457433,-441.432543379909,-435.0992993186824,-424.3860479989814,-437.3933313983695,-442.4987386257162,-435.97021780112624,-451.1080067663302,-455.28577359217155,-466.85156218429813,-441.432543379909,-435.0992993186824,-424.3860479989814,-437.3933313983695,-442.4987386257162,-435.97021780112624,-451.1080067663302,-455.28577359217155,-466.85156218429813,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
44.09,44.09,44.09,44.09,44.09,44.09,44.09,44.09,44.09,77.16,77.16,77.16,77.16,77.16,77.16,77.16,77.16,48.20027497286795,44.09,44.09,44.09,44.09,44.09,44.09,44.09,44.09,44.09,505.7319651760035,505.7319651760035,505.7319651760035,505.7319651760035,505.7319651760035,505.7319651760035,505.7319651760035,505.7319651760035,505.7319651760035,0.0,0.0,0.0,505.7319651760035,505.7319651760035,505.7319651760035,505.7319651760035,505.7319651760035,0.0,6.775081591446502,4.702356342560268,6.213651183040398,3.321182712555744,7.419095138039996,12.140318490593812,12.556681220000002,12.215467049999999,11.179776476627076,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.461125958973884,20.651433873642603,19.459292329631236,22.087521560365175,22.066155843372808,20.995544577625083,20.931227502703745,20.409835188846078,19.443097730783222,6.149978417770957,7.832891119468964,9.754627027990695,11.210528571900689,11.142307691965271,10.605630431169823,10.570002135288036,10.742108663249098,23.134582492127716,-5.4,-5.3,-5.6,-5.0,-6.1,-6.2,-6.1,-42.04376984344838,-111.22177527223172,-370.0280293361177,-363.03065544191645,-356.4776975387276,-372.9767214967253,-365.49304803127654,-362.7007085543702,-367.6392797844416,-363.5659109812213,-369.8325049602818,-370.0280293361177,-363.03065544191645,-356.4776975387276,-372.9767214967253,-365.49304803127654,-362.7007085543702,-367.6392797844416,-363.5659109812213,-369.8325049602818,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
44.09,44.09,44.09,44.09,44.09,44.09,44.09,44.09,44.09,77.16,77.16,77.16,77.16,77.16,77.16,77.16,77.16,77.16,44.09,44.09,44.09,44.09,44.09,44.09,44.09,44.09,44.09,505.7319651760035,505.7319651760035,505.7319651760035,505.7319651760035,505.7319651760035,505.7319651760035,505.7319651760035,505.7319651760035,505.7319651760035,0.0,0.0,0.0,505.7319651760035,505.7319651760035,505.7319651760035,505.7319651760035,505.7319651760035,0.0,7.278933692960099,1.123179632697468,2.7214439667530903,12.794128775193014,6.78715727452482,12.140318490593812,6.506012689828675,12.215467049999999,-2.4414270318649844,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.4414270318649844,20.461125958973884,20.651433873642603,19.459292329631236,22.087521560365175,20.792331936900002,20.995544577625083,20.22561689442856,19.23162652507784,18.320696399026236,7.515254262172648,7.832891119468963,9.754627027990699,11.210528571900689,10.493061255728815,10.605630431169823,10.179130760000792,10.482708073071786,19.874058291920715,-5.4,-5.3,-5.6,-5.0,-6.1,-6.2,-6.1,-42.04376984344838,-90.45078020972399,-370.0280293361177,-363.03065544191645,-356.4776975387276,-372.9767214967253,-362.3649235014572,-362.7007085543702,-365.9065144932342,-360.67258843981574,-367.0762282721697,-370.0280293361177,-363.03065544191645,-356.4776975387276,-372.9767214967253,-362.3649235014572,-362.7007085543702,-365.9065144932342,-360.67258843981574,-367.0762282721697,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
44.09,44.09,44.09,44.09,44.09,44.09,44.09,44.09,44.09,77.16,77.16,77.16,77.16,77.16,77.16,77.16,77.16,77.16,44.09,44.09,44.09,44.09,44.09,44.09,44.09,44.09,44.09,512.4756765470758,512.4756765470758,512.4756765470758,512.4756765470758,512.4756765470758,512.4756765470758,512.4756765470758,512.4756765470758,512.4756765470758,0.0,0.0,0.0,512.4756765470758,512.4756765470758,512.4756765470758,512.4756765470758,512.4756765470758,0.0,16.44652268,8.655113826934503,11.326484946131547,15.806124542042124,12.699430957452373,4.308222855627767,12.556681220000002,12.215467049999999,5.551867093308726,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.0722251322978,61.92326876046754,58.34863555669021,59.842670180916095,59.90061328456444,62.95508377808028,58.26796434914692,55.40437824905237,52.7800803407913,8.881310024408343,7.420172770600715,9.365733595720107,12.628257191122662,11.898996840789104,11.843510334687336,11.546746215928014,11.783111903303611,24.384615076251375,-5.4,-5.3,-5.6,-5.0,-6.1,-6.2,-6.1,-42.04376984344838,-106.91628282601422,-462.38946274909034,-464.38174364500554,-451.97811002036616,-465.6918965902301,-458.40298149445596,-465.74058962890575,-459.3269626731755,-449.5018774835,-451.69800655954214,-462.38946274909034,-464.38174364500554,-451.97811002036616,-465.6918965902301,-458.40298149445596,-465.74058962890575,-459.3269626731755,-449.5018774835,-451.69800655954214,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
44.09,44.09,44.09,44.09,44.09,44.09,44.09,44.09,-5.3348882453991,77.16,77.16,77.16,77.16,77.16,77.16,77.16,77.16,-0.9692042239166834,44.09,44.09,44.09,44.09,44.09,44.09,44.09,44.09,-1.3604521904698794,567.1915208010112,567.1915208010112,567.1915208010112,567.1915208010112,567.1915208010112,567.1915208010112,567.1915208010112,567.1915208010112,567.1915208010112,0.0,0.0,0.0,567.1915208010112,567.1915208010112,567.1915208010112,567.1915208010112,567.1915208010112,0.0,16.44652268,11.384038750611559,13.27323096,50.55510227586855,14.97930178,15.04754461,12.556681220000002,12.215467049999999,15.013423189999997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,121.20099479950485,121.26355111484357,127.4408533947238,130.704015346945,130.83057046698903,137.50192314985446,126.77705323558327,121.01022035045209,115.27841939572639,10.143885417752482,10.464676480502284,12.498037019181487,14.045484094443239,13.317595984437595,13.33444712212282,12.916927993656742,9.262780323097102,25.634581857350078,-5.4,-5.3,-5.6,-5.0,-6.1,-6.2,-6.1,-42.04376984344838,-226.16907391646973,-617.4145426913457,-610.1034496798025,-621.6476069897144,-639.7058328207315,-632.5854079930683,-648.8049799849082,-627.5644720905001,-610.609894795798,-754.4081533424702,-617.4145426913457,-610.1034496798025,-621.6476069897144,-639.7058328207315,-632.5854079930683,-648.8049799849082,-627.5644720905001,-610.609894795798,-754.4081533424702,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
44.09,44.09,44.09,44.09,44.09,44.09,44.09,44.09,44.09,77.16,77.16,77.16,77.16,77.16,77.16,77.16,77.16,45.811392507677944,44.09,44.09,44.09,44.09,44.09,44.09,44.09,44.09,44.09,505.87783833125025,505.87783833125025,505.87783833125025,505.87783833125025,505.87783833125025,505.87783833125025,505.87783833125025,505.87783833125025,505.87783833125025,0.0,0.0,0.0,505.87783833125025,505.87783833125025,505.87783833125025,505.87783833125025,505.87783833125025,0.0,16.44652268,15.559365860000002,13.27323096,15.963600984106373,14.97930178,15.04754461,12.556681220000002,12.215467049999999,4.9510923737669685,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.49172409227918,54.98035454970947,58.34863555669021,59.842670180916095,59.90061328456444,62.95508377808028,58.04471548289567,55.40437824905237,52.7800803407913,8.82970000360797,4.32281755667586,6.206327463937456,12.628257191122662,11.898996840789104,11.843510334687336,11.542281238602989,11.783111903303611,24.384615076251375,-5.4,-5.3,-5.6,-5.0,-6.1,-6.2,-6.1,-42.04376984344838,-106.91628282601422,-456.05253614448765,-447.3320555831439,-451.97811002036616,-465.6918965902301,-458.40298149445596,-465.74058962890575,-458.7787312801028,-449.5018774835,-451.69800655954214,-456.05253614448765,-447.3320555831439,-451.97811002036616,-465.6918965902301,-458.40298149445596,-465.74058962890575,-458.7787312801028,-449.5018774835,-451.69800655954214,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-4.090768761554853,44.09,44.09,44.09,44.09,44.09,44.09,44.09,-0.9987508448498044,77.16,77.16,77.16,77.16,77.16,77.16,77.16,77.16,59.94212584266517,44.09,44.09,44.09,44.09,44.09,44.09,44.09,44.09,0.6353121015579953,525.6834952347249,525.6834952347249,525.6834952347249,525.6834952347249,525.6834952347249,525.6834952347249,525.6834952347249,525.6834952347249,525.6834952347249,0.0,0.0,0.0,525.6834952347249,525.6834952347249,525.6834952347249,525.6834952347249,525.6834952347249,0.0,0.4214404792800091,0.4680245001434791,0.19896953472699783,-0.15656019933826038,1.6645056581919004,-0.17266605605056318,-0.1957214583095438,12.215467049999999,-1.779681108188637,0.0,0.0,0.0,-0.15656019933826038,0.0,-0.17266605605056318,-0.1957214583095438,0.0,-1.779681108188637,7.712888344419552,7.784625535219424,7.335243881534286,7.152111873837741,6.468668852566981,6.798521203971575,6.292359049768462,5.983120309184503,5.6997223069239915,3.2477335281856976,3.145364210329476,3.2081784363110484,2.937092690711844,2.5585009993148393,2.7412219515272858,2.4608345891329733,10.449291276665255,23.44300791557403,-5.4,-5.3,-5.6,-5.0,-6.1,-6.2,-6.1,-42.04376984344838,-183.98529835385628,-466.8357834624624,-331.43368306654816,-326.70471780542624,-336.29989264626556,-327.1903584589179,-327.8371321684363,-331.69066611520816,-328.13828203622955,-471.00413889567113,-466.8357834624624,-331.43368306654816,-326.70471780542624,-336.29989264626556,-327.1903584589179,-327.8371321684363,-331.69066611520816,-328.13828203622955,-471.00413889567113,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
44.09,44.09,44.09,44.09,44.09,44.09,44.09,44.09,44.09,77.16,77.16,77.16,77.16,77.16,77.16,77.16,77.16,47.55788033677073,55.12,44.09,44.09,44.09,44.09,44.09,44.09,44.09,44.09,510.61796794852035,510.61796794852035,510.61796794852035,510.61796794852035,510.61796794852035,510.61796794852035,510.61796794852035,510.61796794852035,510.61796794852035,0.0,0.0,0.0,510.61796794852035,510.61796794852035,510.61796794852035,510.61796794852035,510.61796794852035,0.0,4.468809980307507,0.24221527330691994,0.19896953472699783,0.2030220694665041,0.1718916231349402,0.18691621275420042,0.16386081049522302,7.870723141181795,6.763155541023525,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.712888344419552,7.784625535219424,7.335243881534286,7.152111873837741,6.4686688525669815,6.798521203971575,6.292359049768462,5.983120309184503,5.6997223069239915,3.12925394269421,3.145364210329476,3.2081784363110484,2.937092690711844,2.5585009993148398,2.7412219515272858,2.4608345891329733,10.269797667389719,23.27201624636631,-5.4,-5.3,-5.6,-5.0,-6.1,-6.2,-6.1,-42.04376984344838,-137.6870206512272,-314.85122281701604,-331.43368306654816,-326.70471780542624,-336.29989264626556,-327.19035845891796,-327.8371321684363,-331.69066611520816,-328.13828203622955,-336.08295012194395,-314.85122281701604,-331.43368306654816,-326.70471780542624,-336.29989264626556,-327.19035845891796,-327.8371321684363,-331.69066611520816,-328.13828203622955,-336.08295012194395,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
