case_name,commodity,commodity_subtype,zone,resource_id,component_id,type,variable,year,value
missing,all,cost,all,all,all,Cost,FixedCost,missing,4.533715539926652e10
missing,all,cost,all,all,all,Cost,VariableCost,missing,6.852996197165096e10
missing,all,cost,all,all,all,Cost,TotalCost,missing,1.1386711737091748e11
