case_name,commodity,commodity_subtype,zone,resource_id,component_id,type,variable,year,value
missing,all,cost,all,all,all,Cost,DiscountedFixedCost,missing,7.262943518734385e11
missing,all,cost,all,all,all,Cost,DiscountedVariableCost,missing,8.132116843301015e10
missing,all,cost,all,all,all,Cost,DiscountedTotalCost,missing,8.076155203064486e11
