case_name,commodity,commodity_subtype,zone,resource_id,component_id,type,variable,year,value
missing,all,cost,all,all,all,Cost,DiscountedFixedCost,missing,4.288226956714504e11
missing,all,cost,all,all,all,Cost,DiscountedVariableCost,missing,2.0732579786469464e11
missing,all,cost,all,all,all,Cost,DiscountedTotalCost,missing,6.36148493536145e11
