commodity,zone,resource_id,component_id,resource_type,component_type,variable,value
Electricity,NCEN,NCEN_utilitypv_class1_moderate_70_0_2_7,NCEN_utilitypv_class1_moderate_70_0_2_7_edge,VRE,UnidirectionalEdge{Electricity},capacity,1.7351469575572585
Electricity,CEN,CEN_utilitypv_class1_moderate_70_0_2_1,CEN_utilitypv_class1_moderate_70_0_2_1_edge,VRE,UnidirectionalEdge{Electricity},capacity,4.52952877806601
Electricity,CEN,CEN_utilitypv_class1_moderate_70_0_2_2,CEN_utilitypv_class1_moderate_70_0_2_2_edge,VRE,UnidirectionalEdge{Electricity},capacity,22.926756502775785
Electricity,CEN,CEN_utilitypv_class1_moderate_70_0_2_3,CEN_utilitypv_class1_moderate_70_0_2_3_edge,VRE,UnidirectionalEdge{Electricity},capacity,3.6568515358087326
Electricity,CEN,CEN_utilitypv_class1_moderate_70_0_2_4,CEN_utilitypv_class1_moderate_70_0_2_4_edge,VRE,UnidirectionalEdge{Electricity},capacity,25970.95022620767
Electricity,CEN,CEN_utilitypv_class1_moderate_70_0_2_5,CEN_utilitypv_class1_moderate_70_0_2_5_edge,VRE,UnidirectionalEdge{Electricity},capacity,1.7522850008704804
Electricity,SE,SE_utilitypv_class1_moderate_70_0_2_1,SE_utilitypv_class1_moderate_70_0_2_1_edge,VRE,UnidirectionalEdge{Electricity},capacity,7.959647056050928
Electricity,SE,SE_utilitypv_class1_moderate_70_0_2_2,SE_utilitypv_class1_moderate_70_0_2_2_edge,VRE,UnidirectionalEdge{Electricity},capacity,180397.47227656143
Electricity,SE,SE_utilitypv_class1_moderate_70_0_2_3,SE_utilitypv_class1_moderate_70_0_2_3_edge,VRE,UnidirectionalEdge{Electricity},capacity,7.056749649553465
Electricity,SE,SE_utilitypv_class1_moderate_70_0_2_4,SE_utilitypv_class1_moderate_70_0_2_4_edge,VRE,UnidirectionalEdge{Electricity},capacity,1.8707937421531102
Electricity,SE,SE_utilitypv_class1_moderate_70_0_2_5,SE_utilitypv_class1_moderate_70_0_2_5_edge,VRE,UnidirectionalEdge{Electricity},capacity,6.159572093892452
Electricity,SE,SE_utilitypv_class1_moderate_70_0_2_6,SE_utilitypv_class1_moderate_70_0_2_6_edge,VRE,UnidirectionalEdge{Electricity},capacity,2.930096173865422
Electricity,SE,SE_utilitypv_class1_moderate_70_0_2_7,SE_utilitypv_class1_moderate_70_0_2_7_edge,VRE,UnidirectionalEdge{Electricity},capacity,6.712747817632005
Electricity,SE,SE_utilitypv_class1_moderate_70_0_2_8,SE_utilitypv_class1_moderate_70_0_2_8_edge,VRE,UnidirectionalEdge{Electricity},capacity,4.034368516463253
Electricity,MIDAT,MIDAT_utilitypv_class1_moderate_70_0_2_1,MIDAT_utilitypv_class1_moderate_70_0_2_1_edge,VRE,UnidirectionalEdge{Electricity},capacity,8.118379987045058
Electricity,MIDAT,MIDAT_utilitypv_class1_moderate_70_0_2_2,MIDAT_utilitypv_class1_moderate_70_0_2_2_edge,VRE,UnidirectionalEdge{Electricity},capacity,7.82391539374719
Electricity,MIDAT,MIDAT_utilitypv_class1_moderate_70_0_2_3,MIDAT_utilitypv_class1_moderate_70_0_2_3_edge,VRE,UnidirectionalEdge{Electricity},capacity,7.609202667044568
Electricity,MIDAT,MIDAT_utilitypv_class1_moderate_70_0_2_4,MIDAT_utilitypv_class1_moderate_70_0_2_4_edge,VRE,UnidirectionalEdge{Electricity},capacity,2.275672879089444
Electricity,MIDAT,MIDAT_utilitypv_class1_moderate_70_0_2_5,MIDAT_utilitypv_class1_moderate_70_0_2_5_edge,VRE,UnidirectionalEdge{Electricity},capacity,4.064953848356989
Electricity,MIDAT,MIDAT_utilitypv_class1_moderate_70_0_2_6,MIDAT_utilitypv_class1_moderate_70_0_2_6_edge,VRE,UnidirectionalEdge{Electricity},capacity,5.733525755986734
Electricity,MIDAT,MIDAT_utilitypv_class1_moderate_70_0_2_7,MIDAT_utilitypv_class1_moderate_70_0_2_7_edge,VRE,UnidirectionalEdge{Electricity},capacity,4.25924096822565
Electricity,NE,NE_utilitypv_class1_moderate_70_0_2_1,NE_utilitypv_class1_moderate_70_0_2_1_edge,VRE,UnidirectionalEdge{Electricity},capacity,11.332274560752639
Electricity,NE,NE_utilitypv_class1_moderate_70_0_2_2,NE_utilitypv_class1_moderate_70_0_2_2_edge,VRE,UnidirectionalEdge{Electricity},capacity,10.989067619873785
Electricity,NE,NE_utilitypv_class1_moderate_70_0_2_3,NE_utilitypv_class1_moderate_70_0_2_3_edge,VRE,UnidirectionalEdge{Electricity},capacity,4.6103495519291275
Electricity,NE,NE_utilitypv_class1_moderate_70_0_2_4,NE_utilitypv_class1_moderate_70_0_2_4_edge,VRE,UnidirectionalEdge{Electricity},capacity,15.576147122195653
Electricity,NE,NE_utilitypv_class1_moderate_70_0_2_5,NE_utilitypv_class1_moderate_70_0_2_5_edge,VRE,UnidirectionalEdge{Electricity},capacity,3.067567077815026
Electricity,NE,NE_utilitypv_class1_moderate_70_0_2_6,NE_utilitypv_class1_moderate_70_0_2_6_edge,VRE,UnidirectionalEdge{Electricity},capacity,11.600656040463035
Electricity,NE,NE_utilitypv_class1_moderate_70_0_2_7,NE_utilitypv_class1_moderate_70_0_2_7_edge,VRE,UnidirectionalEdge{Electricity},capacity,5.475003850698632
Electricity,CA,CA_landbasedwind_class4_moderate_70_1,CA_landbasedwind_class4_moderate_70_1_edge,VRE,UnidirectionalEdge{Electricity},capacity,2.0263982654438215
Electricity,CA,CA_landbasedwind_class4_moderate_70_2,CA_landbasedwind_class4_moderate_70_2_edge,VRE,UnidirectionalEdge{Electricity},capacity,2.505087889975981
Electricity,CA,CA_landbasedwind_class4_moderate_70_3,CA_landbasedwind_class4_moderate_70_3_edge,VRE,UnidirectionalEdge{Electricity},capacity,1.7169420526923698
Electricity,NW,NW_landbasedwind_class4_moderate_70_1,NW_landbasedwind_class4_moderate_70_1_edge,VRE,UnidirectionalEdge{Electricity},capacity,4.183559680907626
Electricity,NW,NW_landbasedwind_class4_moderate_70_2,NW_landbasedwind_class4_moderate_70_2_edge,VRE,UnidirectionalEdge{Electricity},capacity,79.05836633378641
Electricity,NW,NW_landbasedwind_class4_moderate_70_3,NW_landbasedwind_class4_moderate_70_3_edge,VRE,UnidirectionalEdge{Electricity},capacity,4.691630259832141
Electricity,NW,NW_landbasedwind_class4_moderate_70_4,NW_landbasedwind_class4_moderate_70_4_edge,VRE,UnidirectionalEdge{Electricity},capacity,5.969309641381569
Electricity,NW,NW_landbasedwind_class4_moderate_70_5,NW_landbasedwind_class4_moderate_70_5_edge,VRE,UnidirectionalEdge{Electricity},capacity,79860.117360118
Electricity,SW,SW_landbasedwind_class4_moderate_70_1,SW_landbasedwind_class4_moderate_70_1_edge,VRE,UnidirectionalEdge{Electricity},capacity,47.60393814536094
Electricity,SW,SW_landbasedwind_class4_moderate_70_2,SW_landbasedwind_class4_moderate_70_2_edge,VRE,UnidirectionalEdge{Electricity},capacity,11767.505913282937
Electricity,SW,SW_landbasedwind_class4_moderate_70_3,SW_landbasedwind_class4_moderate_70_3_edge,VRE,UnidirectionalEdge{Electricity},capacity,29.53215930423342
Electricity,SW,SW_landbasedwind_class4_moderate_70_4,SW_landbasedwind_class4_moderate_70_4_edge,VRE,UnidirectionalEdge{Electricity},capacity,5.327058230855044
Electricity,SW,SW_landbasedwind_class4_moderate_70_5,SW_landbasedwind_class4_moderate_70_5_edge,VRE,UnidirectionalEdge{Electricity},capacity,7.2296897765461905
Electricity,TX,TX_landbasedwind_class4_moderate_70_1,TX_landbasedwind_class4_moderate_70_1_edge,VRE,UnidirectionalEdge{Electricity},capacity,13558.440474040799
Electricity,TX,TX_landbasedwind_class4_moderate_70_2,TX_landbasedwind_class4_moderate_70_2_edge,VRE,UnidirectionalEdge{Electricity},capacity,12.225104586204722
Electricity,TX,TX_landbasedwind_class4_moderate_70_3,TX_landbasedwind_class4_moderate_70_3_edge,VRE,UnidirectionalEdge{Electricity},capacity,5.426168830843921
Electricity,NCEN,NCEN_landbasedwind_class4_moderate_70_1,NCEN_landbasedwind_class4_moderate_70_1_edge,VRE,UnidirectionalEdge{Electricity},capacity,20.511743232462123
Electricity,NCEN,NCEN_landbasedwind_class4_moderate_70_2,NCEN_landbasedwind_class4_moderate_70_2_edge,VRE,UnidirectionalEdge{Electricity},capacity,5.575866022122603
Electricity,NCEN,NCEN_landbasedwind_class4_moderate_70_3,NCEN_landbasedwind_class4_moderate_70_3_edge,VRE,UnidirectionalEdge{Electricity},capacity,14.480754214651114
Electricity,NCEN,NCEN_landbasedwind_class4_moderate_70_4,NCEN_landbasedwind_class4_moderate_70_4_edge,VRE,UnidirectionalEdge{Electricity},capacity,24.851965732273595
Electricity,NCEN,NCEN_landbasedwind_class4_moderate_70_5,NCEN_landbasedwind_class4_moderate_70_5_edge,VRE,UnidirectionalEdge{Electricity},capacity,77100.23376735397
Electricity,NCEN,NCEN_landbasedwind_class4_moderate_70_6,NCEN_landbasedwind_class4_moderate_70_6_edge,VRE,UnidirectionalEdge{Electricity},capacity,124489.78231547734
Electricity,NCEN,NCEN_landbasedwind_class4_moderate_70_7,NCEN_landbasedwind_class4_moderate_70_7_edge,VRE,UnidirectionalEdge{Electricity},capacity,18.254439310179567
Electricity,CEN,CEN_landbasedwind_class4_moderate_70_1,CEN_landbasedwind_class4_moderate_70_1_edge,VRE,UnidirectionalEdge{Electricity},capacity,17.427125017109873
Electricity,CEN,CEN_landbasedwind_class4_moderate_70_2,CEN_landbasedwind_class4_moderate_70_2_edge,VRE,UnidirectionalEdge{Electricity},capacity,40472.72759820286
Electricity,CEN,CEN_landbasedwind_class4_moderate_70_3,CEN_landbasedwind_class4_moderate_70_3_edge,VRE,UnidirectionalEdge{Electricity},capacity,32624.282613819756
Electricity,CEN,CEN_landbasedwind_class4_moderate_70_4,CEN_landbasedwind_class4_moderate_70_4_edge,VRE,UnidirectionalEdge{Electricity},capacity,9.987771025120239
Electricity,CEN,CEN_landbasedwind_class4_moderate_70_5,CEN_landbasedwind_class4_moderate_70_5_edge,VRE,UnidirectionalEdge{Electricity},capacity,149988.82010759081
Electricity,CEN,CEN_landbasedwind_class4_moderate_70_6,CEN_landbasedwind_class4_moderate_70_6_edge,VRE,UnidirectionalEdge{Electricity},capacity,10.036417841926262
Electricity,CEN,CEN_landbasedwind_class4_moderate_70_7,CEN_landbasedwind_class4_moderate_70_7_edge,VRE,UnidirectionalEdge{Electricity},capacity,90688.53374541203
Electricity,SE,SE_landbasedwind_class4_moderate_70_1,SE_landbasedwind_class4_moderate_70_1_edge,VRE,UnidirectionalEdge{Electricity},capacity,1580.4066728836517
Electricity,SE,SE_landbasedwind_class4_moderate_70_2,SE_landbasedwind_class4_moderate_70_2_edge,VRE,UnidirectionalEdge{Electricity},capacity,20181.88373249396
Electricity,SE,SE_landbasedwind_class4_moderate_70_3,SE_landbasedwind_class4_moderate_70_3_edge,VRE,UnidirectionalEdge{Electricity},capacity,105299.26535647537
Electricity,SE,SE_landbasedwind_class4_moderate_70_4,SE_landbasedwind_class4_moderate_70_4_edge,VRE,UnidirectionalEdge{Electricity},capacity,16.933564907816617
Electricity,SE,SE_landbasedwind_class4_moderate_70_5,SE_landbasedwind_class4_moderate_70_5_edge,VRE,UnidirectionalEdge{Electricity},capacity,73.73549157400221
Electricity,SE,SE_landbasedwind_class4_moderate_70_6,SE_landbasedwind_class4_moderate_70_6_edge,VRE,UnidirectionalEdge{Electricity},capacity,22.761142622959127
Electricity,SE,SE_landbasedwind_class4_moderate_70_7,SE_landbasedwind_class4_moderate_70_7_edge,VRE,UnidirectionalEdge{Electricity},capacity,39908.84097616193
Electricity,SE,SE_landbasedwind_class4_moderate_70_8,SE_landbasedwind_class4_moderate_70_8_edge,VRE,UnidirectionalEdge{Electricity},capacity,14.95488355871867
Electricity,MIDAT,MIDAT_landbasedwind_class4_moderate_70_1,MIDAT_landbasedwind_class4_moderate_70_1_edge,VRE,UnidirectionalEdge{Electricity},capacity,1383.4808035507438
Electricity,MIDAT,MIDAT_landbasedwind_class4_moderate_70_2,MIDAT_landbasedwind_class4_moderate_70_2_edge,VRE,UnidirectionalEdge{Electricity},capacity,199.70308053370726
Electricity,MIDAT,MIDAT_landbasedwind_class4_moderate_70_3,MIDAT_landbasedwind_class4_moderate_70_3_edge,VRE,UnidirectionalEdge{Electricity},capacity,259.93904833236246
Electricity,MIDAT,MIDAT_landbasedwind_class4_moderate_70_4,MIDAT_landbasedwind_class4_moderate_70_4_edge,VRE,UnidirectionalEdge{Electricity},capacity,52.7647362334775
Electricity,MIDAT,MIDAT_landbasedwind_class4_moderate_70_5,MIDAT_landbasedwind_class4_moderate_70_5_edge,VRE,UnidirectionalEdge{Electricity},capacity,65.17476001208807
Electricity,MIDAT,MIDAT_landbasedwind_class4_moderate_70_6,MIDAT_landbasedwind_class4_moderate_70_6_edge,VRE,UnidirectionalEdge{Electricity},capacity,12.194604508762271
Electricity,MIDAT,MIDAT_landbasedwind_class4_moderate_70_7,MIDAT_landbasedwind_class4_moderate_70_7_edge,VRE,UnidirectionalEdge{Electricity},capacity,40.20944432176338
Electricity,NE,NE_landbasedwind_class4_moderate_70_1,NE_landbasedwind_class4_moderate_70_1_edge,VRE,UnidirectionalEdge{Electricity},capacity,8.197061314463387
Electricity,NE,NE_landbasedwind_class4_moderate_70_2,NE_landbasedwind_class4_moderate_70_2_edge,VRE,UnidirectionalEdge{Electricity},capacity,20.76592481266974
Electricity,NE,NE_landbasedwind_class4_moderate_70_3,NE_landbasedwind_class4_moderate_70_3_edge,VRE,UnidirectionalEdge{Electricity},capacity,14.728397698477028
Electricity,NE,NE_landbasedwind_class4_moderate_70_4,NE_landbasedwind_class4_moderate_70_4_edge,VRE,UnidirectionalEdge{Electricity},capacity,7.796959264692505
Electricity,NE,NE_landbasedwind_class4_moderate_70_5,NE_landbasedwind_class4_moderate_70_5_edge,VRE,UnidirectionalEdge{Electricity},capacity,7.566105802190872
Electricity,NE,NE_landbasedwind_class4_moderate_70_6,NE_landbasedwind_class4_moderate_70_6_edge,VRE,UnidirectionalEdge{Electricity},capacity,7.401763022489066
Electricity,NE,NE_landbasedwind_class4_moderate_70_7,NE_landbasedwind_class4_moderate_70_7_edge,VRE,UnidirectionalEdge{Electricity},capacity,5.024265501346662
Electricity,CEN,CEN_nuclear_1,CEN_nuclear_1_elec_edge,ThermalPower{Uranium},EdgeWithUC{Electricity},capacity,6.9274726254554375
Electricity,CEN,CEN_nuclear_2,CEN_nuclear_2_elec_edge,ThermalPower{Uranium},EdgeWithUC{Electricity},capacity,13.754172262785987
Electricity,MIDAT,MIDAT_nuclear_1,MIDAT_nuclear_1_elec_edge,ThermalPower{Uranium},EdgeWithUC{Electricity},capacity,8.067693761810444
Electricity,MIDAT,MIDAT_nuclear_2,MIDAT_nuclear_2_elec_edge,ThermalPower{Uranium},EdgeWithUC{Electricity},capacity,117.64199516722037
Electricity,NE,NE_nuclear_1,NE_nuclear_1_elec_edge,ThermalPower{Uranium},EdgeWithUC{Electricity},capacity,168.0996692136696
Electricity,NE,NE_nuclear_2,NE_nuclear_2_elec_edge,ThermalPower{Uranium},EdgeWithUC{Electricity},capacity,6.873227091290091
Electricity,NW,NW_nuclear_1,NW_nuclear_1_elec_edge,ThermalPower{Uranium},EdgeWithUC{Electricity},capacity,5.4758547421791395
Electricity,NCEN,NCEN_nuclear_1,NCEN_nuclear_1_elec_edge,ThermalPower{Uranium},EdgeWithUC{Electricity},capacity,49.27677286570356
Electricity,NCEN,NCEN_nuclear_2,NCEN_nuclear_2_elec_edge,ThermalPower{Uranium},EdgeWithUC{Electricity},capacity,6.709523904157187
Electricity,SE,SE_nuclear_1,SE_nuclear_1_elec_edge,ThermalPower{Uranium},EdgeWithUC{Electricity},capacity,40.27455970165103
Electricity,SE,SE_nuclear_2,SE_nuclear_2_elec_edge,ThermalPower{Uranium},EdgeWithUC{Electricity},capacity,1010.6637131058036
Electricity,SW,SW_nuclear_1,SW_nuclear_1_elec_edge,ThermalPower{Uranium},EdgeWithUC{Electricity},capacity,44.94842939683421
Electricity,TX,TX_nuclear_1,TX_nuclear_1_elec_edge,ThermalPower{Uranium},EdgeWithUC{Electricity},capacity,42.16421331207041
Electricity,TX,TX_nuclear_2,TX_nuclear_2_elec_edge,ThermalPower{Uranium},EdgeWithUC{Electricity},capacity,47.75228620395949
Electricity,CA,CA_nuclear_mid_0,CA_nuclear_mid_0_elec_edge,ThermalPower{Uranium},EdgeWithUC{Electricity},capacity,1.53884159326272
Electricity,NW,NW_nuclear_mid_0,NW_nuclear_mid_0_elec_edge,ThermalPower{Uranium},EdgeWithUC{Electricity},capacity,1.4629624080785
Electricity,SW,SW_nuclear_mid_0,SW_nuclear_mid_0_elec_edge,ThermalPower{Uranium},EdgeWithUC{Electricity},capacity,1.7482328948886263
Electricity,TX,TX_nuclear_mid_0,TX_nuclear_mid_0_elec_edge,ThermalPower{Uranium},EdgeWithUC{Electricity},capacity,1.8042921933889795
Electricity,NCEN,NCEN_nuclear_mid_0,NCEN_nuclear_mid_0_elec_edge,ThermalPower{Uranium},EdgeWithUC{Electricity},capacity,1.6621103191458282
Electricity,CEN,CEN_nuclear_mid_0,CEN_nuclear_mid_0_elec_edge,ThermalPower{Uranium},EdgeWithUC{Electricity},capacity,1.6896499195881254
Electricity,SE,SE_nuclear_mid_0,SE_nuclear_mid_0_elec_edge,ThermalPower{Uranium},EdgeWithUC{Electricity},capacity,1.8123711604755053
Electricity,MIDAT,MIDAT_nuclear_mid_0,MIDAT_nuclear_mid_0_elec_edge,ThermalPower{Uranium},EdgeWithUC{Electricity},capacity,1.7575990395212542
Electricity,NE,NE_nuclear_mid_0,NE_nuclear_mid_0_elec_edge,ThermalPower{Uranium},EdgeWithUC{Electricity},capacity,1.5593877975603083
CO2Captured,CA,CA_Synfuel_Plant,CA_Synfuel_Plant_co2_captured_edge,SyntheticLiquidFuels,UnidirectionalEdge{CO2Captured},capacity,0.23069395081522584
CO2Captured,NW,NW_Synfuel_Plant,NW_Synfuel_Plant_co2_captured_edge,SyntheticLiquidFuels,UnidirectionalEdge{CO2Captured},capacity,0.3753004858455303
CO2Captured,SW,SW_Synfuel_Plant,SW_Synfuel_Plant_co2_captured_edge,SyntheticLiquidFuels,UnidirectionalEdge{CO2Captured},capacity,0.2712837253851313
CO2Captured,TX,TX_Synfuel_Plant,TX_Synfuel_Plant_co2_captured_edge,SyntheticLiquidFuels,UnidirectionalEdge{CO2Captured},capacity,0.3047696225483563
CO2Captured,NCEN,NCEN_Synfuel_Plant,NCEN_Synfuel_Plant_co2_captured_edge,SyntheticLiquidFuels,UnidirectionalEdge{CO2Captured},capacity,0.38615291291510784
CO2Captured,CEN,CEN_Synfuel_Plant,CEN_Synfuel_Plant_co2_captured_edge,SyntheticLiquidFuels,UnidirectionalEdge{CO2Captured},capacity,0.43382039263868477
CO2Captured,SE,SE_Synfuel_Plant,SE_Synfuel_Plant_co2_captured_edge,SyntheticLiquidFuels,UnidirectionalEdge{CO2Captured},capacity,0.37434960785111115
CO2Captured,MIDAT,MIDAT_Synfuel_Plant,MIDAT_Synfuel_Plant_co2_captured_edge,SyntheticLiquidFuels,UnidirectionalEdge{CO2Captured},capacity,0.4064794473494693
CO2Captured,NE,NE_Synfuel_Plant,NE_Synfuel_Plant_co2_captured_edge,SyntheticLiquidFuels,UnidirectionalEdge{CO2Captured},capacity,0.4692292177291323
CO2Captured,CA,CA_Synfuel_Plant_wCCS_Stored_99pct,CA_Synfuel_Plant_wCCS_Stored_99pct_co2_captured_edge,SyntheticLiquidFuels,UnidirectionalEdge{CO2Captured},capacity,0.2581977066374103
CO2Captured,NW,NW_Synfuel_Plant_wCCS_Stored_99pct,NW_Synfuel_Plant_wCCS_Stored_99pct_co2_captured_edge,SyntheticLiquidFuels,UnidirectionalEdge{CO2Captured},capacity,0.6291875846620825
CO2Captured,SW,SW_Synfuel_Plant_wCCS_Stored_99pct,SW_Synfuel_Plant_wCCS_Stored_99pct_co2_captured_edge,SyntheticLiquidFuels,UnidirectionalEdge{CO2Captured},capacity,0.3646186640753236
CO2Captured,TX,TX_Synfuel_Plant_wCCS_Stored_99pct,TX_Synfuel_Plant_wCCS_Stored_99pct_co2_captured_edge,SyntheticLiquidFuels,UnidirectionalEdge{CO2Captured},capacity,0.3615660310227017
CO2Captured,NCEN,NCEN_Synfuel_Plant_wCCS_Stored_99pct,NCEN_Synfuel_Plant_wCCS_Stored_99pct_co2_captured_edge,SyntheticLiquidFuels,UnidirectionalEdge{CO2Captured},capacity,0.6637870090116722
CO2Captured,CEN,CEN_Synfuel_Plant_wCCS_Stored_99pct,CEN_Synfuel_Plant_wCCS_Stored_99pct_co2_captured_edge,SyntheticLiquidFuels,UnidirectionalEdge{CO2Captured},capacity,0.8849958945785192
CO2Captured,SE,SE_Synfuel_Plant_wCCS_Stored_99pct,SE_Synfuel_Plant_wCCS_Stored_99pct_co2_captured_edge,SyntheticLiquidFuels,UnidirectionalEdge{CO2Captured},capacity,0.5988408233329222
CO2Captured,MIDAT,MIDAT_Synfuel_Plant_wCCS_Stored_99pct,MIDAT_Synfuel_Plant_wCCS_Stored_99pct_co2_captured_edge,SyntheticLiquidFuels,UnidirectionalEdge{CO2Captured},capacity,0.5565944925226812
CO2Captured,NE,NE_Synfuel_Plant_wCCS_Stored_99pct,NE_Synfuel_Plant_wCCS_Stored_99pct_co2_captured_edge,SyntheticLiquidFuels,UnidirectionalEdge{CO2Captured},capacity,0.6657579699221935
CO2Captured,CA,CA_Synfuel_Plant_wCCS_Recycled_99pct,CA_Synfuel_Plant_wCCS_Recycled_99pct_co2_captured_edge,SyntheticLiquidFuels,UnidirectionalEdge{CO2Captured},capacity,0.1109421603912355
CO2Captured,NW,NW_Synfuel_Plant_wCCS_Recycled_99pct,NW_Synfuel_Plant_wCCS_Recycled_99pct_co2_captured_edge,SyntheticLiquidFuels,UnidirectionalEdge{CO2Captured},capacity,0.1953606469249698
CO2Captured,SW,SW_Synfuel_Plant_wCCS_Recycled_99pct,SW_Synfuel_Plant_wCCS_Recycled_99pct_co2_captured_edge,SyntheticLiquidFuels,UnidirectionalEdge{CO2Captured},capacity,0.1209297519994158
CO2Captured,TX,TX_Synfuel_Plant_wCCS_Recycled_99pct,TX_Synfuel_Plant_wCCS_Recycled_99pct_co2_captured_edge,SyntheticLiquidFuels,UnidirectionalEdge{CO2Captured},capacity,0.1572548208488297
CO2Captured,NCEN,NCEN_Synfuel_Plant_wCCS_Recycled_99pct,NCEN_Synfuel_Plant_wCCS_Recycled_99pct_co2_captured_edge,SyntheticLiquidFuels,UnidirectionalEdge{CO2Captured},capacity,0.14898721419973632
CO2Captured,CEN,CEN_Synfuel_Plant_wCCS_Recycled_99pct,CEN_Synfuel_Plant_wCCS_Recycled_99pct_co2_captured_edge,SyntheticLiquidFuels,UnidirectionalEdge{CO2Captured},capacity,0.14990124459530996
CO2Captured,SE,SE_Synfuel_Plant_wCCS_Recycled_99pct,SE_Synfuel_Plant_wCCS_Recycled_99pct_co2_captured_edge,SyntheticLiquidFuels,UnidirectionalEdge{CO2Captured},capacity,0.14486509522318974
CO2Captured,MIDAT,MIDAT_Synfuel_Plant_wCCS_Recycled_99pct,MIDAT_Synfuel_Plant_wCCS_Recycled_99pct_co2_captured_edge,SyntheticLiquidFuels,UnidirectionalEdge{CO2Captured},capacity,0.1461828114985703
CO2Captured,NE,NE_Synfuel_Plant_wCCS_Recycled_99pct,NE_Synfuel_Plant_wCCS_Recycled_99pct_co2_captured_edge,SyntheticLiquidFuels,UnidirectionalEdge{CO2Captured},capacity,0.14981359497324948
CO2Captured,CA,CA_Syn_NG_Plant,CA_Syn_NG_Plant_co2_captured_edge,SyntheticNaturalGas,UnidirectionalEdge{CO2Captured},capacity,0.4171882932583138
CO2Captured,NW,NW_Syn_NG_Plant,NW_Syn_NG_Plant_co2_captured_edge,SyntheticNaturalGas,UnidirectionalEdge{CO2Captured},capacity,0.6930624042766039
CO2Captured,SW,SW_Syn_NG_Plant,SW_Syn_NG_Plant_co2_captured_edge,SyntheticNaturalGas,UnidirectionalEdge{CO2Captured},capacity,0.37285998987798163
CO2Captured,TX,TX_Syn_NG_Plant,TX_Syn_NG_Plant_co2_captured_edge,SyntheticNaturalGas,UnidirectionalEdge{CO2Captured},capacity,0.3103500112770008
CO2Captured,NCEN,NCEN_Syn_NG_Plant,NCEN_Syn_NG_Plant_co2_captured_edge,SyntheticNaturalGas,UnidirectionalEdge{CO2Captured},capacity,0.5522618159209784
CO2Captured,CEN,CEN_Syn_NG_Plant,CEN_Syn_NG_Plant_co2_captured_edge,SyntheticNaturalGas,UnidirectionalEdge{CO2Captured},capacity,0.3379427827346504
CO2Captured,SE,SE_Syn_NG_Plant,SE_Syn_NG_Plant_co2_captured_edge,SyntheticNaturalGas,UnidirectionalEdge{CO2Captured},capacity,0.5305933400770925
CO2Captured,MIDAT,MIDAT_Syn_NG_Plant,MIDAT_Syn_NG_Plant_co2_captured_edge,SyntheticNaturalGas,UnidirectionalEdge{CO2Captured},capacity,0.3833513198745991
CO2Captured,NE,NE_Syn_NG_Plant,NE_Syn_NG_Plant_co2_captured_edge,SyntheticNaturalGas,UnidirectionalEdge{CO2Captured},capacity,0.44939431601110313
Electricity,CA_NW,CA_to_NW,CA_to_NW_transmission_edge,TransmissionLink{Electricity},BidirectionalEdge{Electricity},capacity,6535.563757205843
Electricity,CA_SW,CA_to_SW,CA_to_SW_transmission_edge,TransmissionLink{Electricity},BidirectionalEdge{Electricity},capacity,11965.521469802825
Electricity,NW_SW,NW_to_SW,NW_to_SW_transmission_edge,TransmissionLink{Electricity},BidirectionalEdge{Electricity},capacity,22618.285549232023
Electricity,SW_CEN,SW_to_CEN,SW_to_CEN_transmission_edge,TransmissionLink{Electricity},BidirectionalEdge{Electricity},capacity,3048.704171434378
Electricity,TX_CEN,TX_to_CEN,TX_to_CEN_transmission_edge,TransmissionLink{Electricity},BidirectionalEdge{Electricity},capacity,12604.65832849265
Electricity,NCEN_CEN,NCEN_to_CEN,NCEN_to_CEN_transmission_edge,TransmissionLink{Electricity},BidirectionalEdge{Electricity},capacity,20138.577876747622
Electricity,NCEN_SE,NCEN_to_SE,NCEN_to_SE_transmission_edge,TransmissionLink{Electricity},BidirectionalEdge{Electricity},capacity,18034.17856576269
Electricity,NCEN_MIDAT,NCEN_to_MIDAT,NCEN_to_MIDAT_transmission_edge,TransmissionLink{Electricity},BidirectionalEdge{Electricity},capacity,9083.252416079562
Electricity,CEN_SE,CEN_to_SE,CEN_to_SE_transmission_edge,TransmissionLink{Electricity},BidirectionalEdge{Electricity},capacity,24336.66267330358
Electricity,SE_MIDAT,SE_to_MIDAT,SE_to_MIDAT_transmission_edge,TransmissionLink{Electricity},BidirectionalEdge{Electricity},capacity,15554.823598661467
Electricity,MIDAT_NE,MIDAT_to_NE,MIDAT_to_NE_transmission_edge,TransmissionLink{Electricity},BidirectionalEdge{Electricity},capacity,1915.47083156417
CO2Captured,CA,co2_CA_to_NW,co2_CA_to_NW_storage,GasStorage{CO2Captured},Storage{CO2Captured},capacity,0.0
CO2Captured,NW,co2_NW_to_CA,co2_NW_to_CA_storage,GasStorage{CO2Captured},Storage{CO2Captured},capacity,0.0
CO2Captured,CA,co2_CA_to_SW,co2_CA_to_SW_storage,GasStorage{CO2Captured},Storage{CO2Captured},capacity,0.0
CO2Captured,SW,co2_SW_to_CA,co2_SW_to_CA_storage,GasStorage{CO2Captured},Storage{CO2Captured},capacity,0.0
CO2Captured,NW,co2_NW_to_SW,co2_NW_to_SW_storage,GasStorage{CO2Captured},Storage{CO2Captured},capacity,0.0
