time,subperiod_index,weight
1,1,52.14285714285714
2,1,52.14285714285714
3,1,52.14285714285714
4,1,52.14285714285714
5,1,52.14285714285714
6,1,52.14285714285714
7,1,52.14285714285714
8,1,52.14285714285714
9,1,52.14285714285714
10,1,52.14285714285714
11,1,52.14285714285714
12,1,52.14285714285714
13,1,52.14285714285714
14,1,52.14285714285714
15,1,52.14285714285714
16,1,52.14285714285714
17,1,52.14285714285714
18,1,52.14285714285714
19,1,52.14285714285714
20,1,52.14285714285714
21,1,52.14285714285714
22,1,52.14285714285714
23,1,52.14285714285714
24,1,52.14285714285714
25,1,52.14285714285714
26,1,52.14285714285714
27,1,52.14285714285714
28,1,52.14285714285714
29,1,52.14285714285714
30,1,52.14285714285714
31,1,52.14285714285714
32,1,52.14285714285714
33,1,52.14285714285714
34,1,52.14285714285714
35,1,52.14285714285714
36,1,52.14285714285714
37,1,52.14285714285714
38,1,52.14285714285714
39,1,52.14285714285714
40,1,52.14285714285714
41,1,52.14285714285714
42,1,52.14285714285714
43,1,52.14285714285714
44,1,52.14285714285714
45,1,52.14285714285714
46,1,52.14285714285714
47,1,52.14285714285714
48,1,52.14285714285714
49,1,52.14285714285714
50,1,52.14285714285714
51,1,52.14285714285714
52,1,52.14285714285714
53,1,52.14285714285714
54,1,52.14285714285714
55,1,52.14285714285714
56,1,52.14285714285714
57,1,52.14285714285714
58,1,52.14285714285714
59,1,52.14285714285714
60,1,52.14285714285714
61,1,52.14285714285714
62,1,52.14285714285714
63,1,52.14285714285714
64,1,52.14285714285714
65,1,52.14285714285714
66,1,52.14285714285714
67,1,52.14285714285714
68,1,52.14285714285714
69,1,52.14285714285714
70,1,52.14285714285714
71,1,52.14285714285714
72,1,52.14285714285714
73,1,52.14285714285714
74,1,52.14285714285714
75,1,52.14285714285714
76,1,52.14285714285714
77,1,52.14285714285714
78,1,52.14285714285714
79,1,52.14285714285714
80,1,52.14285714285714
81,1,52.14285714285714
82,1,52.14285714285714
83,1,52.14285714285714
84,1,52.14285714285714
85,1,52.14285714285714
86,1,52.14285714285714
87,1,52.14285714285714
88,1,52.14285714285714
89,1,52.14285714285714
90,1,52.14285714285714
91,1,52.14285714285714
92,1,52.14285714285714
93,1,52.14285714285714
94,1,52.14285714285714
95,1,52.14285714285714
96,1,52.14285714285714
97,1,52.14285714285714
98,1,52.14285714285714
99,1,52.14285714285714
100,1,52.14285714285714
101,1,52.14285714285714
102,1,52.14285714285714
103,1,52.14285714285714
104,1,52.14285714285714
105,1,52.14285714285714
106,1,52.14285714285714
107,1,52.14285714285714
108,1,52.14285714285714
109,1,52.14285714285714
110,1,52.14285714285714
111,1,52.14285714285714
112,1,52.14285714285714
113,1,52.14285714285714
114,1,52.14285714285714
115,1,52.14285714285714
116,1,52.14285714285714
117,1,52.14285714285714
118,1,52.14285714285714
119,1,52.14285714285714
120,1,52.14285714285714
121,1,52.14285714285714
122,1,52.14285714285714
123,1,52.14285714285714
124,1,52.14285714285714
125,1,52.14285714285714
126,1,52.14285714285714
127,1,52.14285714285714
128,1,52.14285714285714
129,1,52.14285714285714
130,1,52.14285714285714
131,1,52.14285714285714
132,1,52.14285714285714
133,1,52.14285714285714
134,1,52.14285714285714
135,1,52.14285714285714
136,1,52.14285714285714
137,1,52.14285714285714
138,1,52.14285714285714
139,1,52.14285714285714
140,1,52.14285714285714
141,1,52.14285714285714
142,1,52.14285714285714
143,1,52.14285714285714
144,1,52.14285714285714
145,1,52.14285714285714
146,1,52.14285714285714
147,1,52.14285714285714
148,1,52.14285714285714
149,1,52.14285714285714
150,1,52.14285714285714
151,1,52.14285714285714
152,1,52.14285714285714
153,1,52.14285714285714
154,1,52.14285714285714
155,1,52.14285714285714
156,1,52.14285714285714
157,1,52.14285714285714
158,1,52.14285714285714
159,1,52.14285714285714
160,1,52.14285714285714
161,1,52.14285714285714
162,1,52.14285714285714
163,1,52.14285714285714
164,1,52.14285714285714
165,1,52.14285714285714
166,1,52.14285714285714
167,1,52.14285714285714
168,1,52.14285714285714
