commodity,zone,resource_id,component_id,resource_type,component_type,variable,time,value
Electricity,NCEN,NCEN_utilitypv_class1_moderate_70_0_2_5,NCEN_utilitypv_class1_moderate_70_0_2_5_edge,VRE,UnidirectionalEdge{Electricity},curtailment,139,0.0
Electricity,NCEN,NCEN_utilitypv_class1_moderate_70_0_2_5,NCEN_utilitypv_class1_moderate_70_0_2_5_edge,VRE,UnidirectionalEdge{Electricity},curtailment,140,0.0
Electricity,NCEN,NCEN_utilitypv_class1_moderate_70_0_2_5,NCEN_utilitypv_class1_moderate_70_0_2_5_edge,VRE,UnidirectionalEdge{Electricity},curtailment,141,0.0
Electricity,NCEN,NCEN_utilitypv_class1_moderate_70_0_2_5,NCEN_utilitypv_class1_moderate_70_0_2_5_edge,VRE,UnidirectionalEdge{Electricity},curtailment,142,0.0
Electricity,NCEN,NCEN_utilitypv_class1_moderate_70_0_2_5,NCEN_utilitypv_class1_moderate_70_0_2_5_edge,VRE,UnidirectionalEdge{Electricity},curtailment,143,0.0
Electricity,NCEN,NCEN_utilitypv_class1_moderate_70_0_2_5,NCEN_utilitypv_class1_moderate_70_0_2_5_edge,VRE,UnidirectionalEdge{Electricity},curtailment,144,0.0
Electricity,NCEN,NCEN_utilitypv_class1_moderate_70_0_2_5,NCEN_utilitypv_class1_moderate_70_0_2_5_edge,VRE,UnidirectionalEdge{Electricity},curtailment,145,0.0
Electricity,NCEN,NCEN_utilitypv_class1_moderate_70_0_2_5,NCEN_utilitypv_class1_moderate_70_0_2_5_edge,VRE,UnidirectionalEdge{Electricity},curtailment,146,0.0
Electricity,NCEN,NCEN_utilitypv_class1_moderate_70_0_2_5,NCEN_utilitypv_class1_moderate_70_0_2_5_edge,VRE,UnidirectionalEdge{Electricity},curtailment,147,0.0
Electricity,NCEN,NCEN_utilitypv_class1_moderate_70_0_2_5,NCEN_utilitypv_class1_moderate_70_0_2_5_edge,VRE,UnidirectionalEdge{Electricity},curtailment,148,0.0
Electricity,NCEN,NCEN_utilitypv_class1_moderate_70_0_2_5,NCEN_utilitypv_class1_moderate_70_0_2_5_edge,VRE,UnidirectionalEdge{Electricity},curtailment,149,0.0
Electricity,NCEN,NCEN_utilitypv_class1_moderate_70_0_2_5,NCEN_utilitypv_class1_moderate_70_0_2_5_edge,VRE,UnidirectionalEdge{Electricity},curtailment,150,0.0
Electricity,NCEN,NCEN_utilitypv_class1_moderate_70_0_2_5,NCEN_utilitypv_class1_moderate_70_0_2_5_edge,VRE,UnidirectionalEdge{Electricity},curtailment,151,0.0
Electricity,NCEN,NCEN_utilitypv_class1_moderate_70_0_2_5,NCEN_utilitypv_class1_moderate_70_0_2_5_edge,VRE,UnidirectionalEdge{Electricity},curtailment,152,0.00026626702439230896
Electricity,NCEN,NCEN_utilitypv_class1_moderate_70_0_2_5,NCEN_utilitypv_class1_moderate_70_0_2_5_edge,VRE,UnidirectionalEdge{Electricity},curtailment,153,0.006912996952146638
Electricity,NCEN,NCEN_utilitypv_class1_moderate_70_0_2_5,NCEN_utilitypv_class1_moderate_70_0_2_5_edge,VRE,UnidirectionalEdge{Electricity},curtailment,154,0.012473371500741381
Electricity,NCEN,NCEN_utilitypv_class1_moderate_70_0_2_5,NCEN_utilitypv_class1_moderate_70_0_2_5_edge,VRE,UnidirectionalEdge{Electricity},curtailment,155,0.014224696266788515
Electricity,NCEN,NCEN_utilitypv_class1_moderate_70_0_2_5,NCEN_utilitypv_class1_moderate_70_0_2_5_edge,VRE,UnidirectionalEdge{Electricity},curtailment,156,0.022669224589531363
Electricity,NCEN,NCEN_utilitypv_class1_moderate_70_0_2_5,NCEN_utilitypv_class1_moderate_70_0_2_5_edge,VRE,UnidirectionalEdge{Electricity},curtailment,157,0.02749886741159994
Electricity,NCEN,NCEN_utilitypv_class1_moderate_70_0_2_5,NCEN_utilitypv_class1_moderate_70_0_2_5_edge,VRE,UnidirectionalEdge{Electricity},curtailment,158,0.03135220522901436
Electricity,NCEN,NCEN_utilitypv_class1_moderate_70_0_2_5,NCEN_utilitypv_class1_moderate_70_0_2_5_edge,VRE,UnidirectionalEdge{Electricity},curtailment,159,0.03968128560662876
Electricity,NCEN,NCEN_utilitypv_class1_moderate_70_0_2_5,NCEN_utilitypv_class1_moderate_70_0_2_5_edge,VRE,UnidirectionalEdge{Electricity},curtailment,160,0.05393835175897742
Electricity,NCEN,NCEN_utilitypv_class1_moderate_70_0_2_5,NCEN_utilitypv_class1_moderate_70_0_2_5_edge,VRE,UnidirectionalEdge{Electricity},curtailment,161,0.024739769448240162
Electricity,NCEN,NCEN_utilitypv_class1_moderate_70_0_2_5,NCEN_utilitypv_class1_moderate_70_0_2_5_edge,VRE,UnidirectionalEdge{Electricity},curtailment,162,0.0012729450117912944
Electricity,NCEN,NCEN_utilitypv_class1_moderate_70_0_2_5,NCEN_utilitypv_class1_moderate_70_0_2_5_edge,VRE,UnidirectionalEdge{Electricity},curtailment,163,0.0
Electricity,NCEN,NCEN_utilitypv_class1_moderate_70_0_2_5,NCEN_utilitypv_class1_moderate_70_0_2_5_edge,VRE,UnidirectionalEdge{Electricity},curtailment,164,0.0
Electricity,NCEN,NCEN_utilitypv_class1_moderate_70_0_2_5,NCEN_utilitypv_class1_moderate_70_0_2_5_edge,VRE,UnidirectionalEdge{Electricity},curtailment,165,0.0
Electricity,NCEN,NCEN_utilitypv_class1_moderate_70_0_2_5,NCEN_utilitypv_class1_moderate_70_0_2_5_edge,VRE,UnidirectionalEdge{Electricity},curtailment,166,0.0
Electricity,NCEN,NCEN_utilitypv_class1_moderate_70_0_2_5,NCEN_utilitypv_class1_moderate_70_0_2_5_edge,VRE,UnidirectionalEdge{Electricity},curtailment,167,0.0
Electricity,NCEN,NCEN_utilitypv_class1_moderate_70_0_2_5,NCEN_utilitypv_class1_moderate_70_0_2_5_edge,VRE,UnidirectionalEdge{Electricity},curtailment,168,0.0
Electricity,NCEN,NCEN_utilitypv_class1_moderate_70_0_2_6,NCEN_utilitypv_class1_moderate_70_0_2_6_edge,VRE,UnidirectionalEdge{Electricity},curtailment,1,0.0
Electricity,NCEN,NCEN_utilitypv_class1_moderate_70_0_2_6,NCEN_utilitypv_class1_moderate_70_0_2_6_edge,VRE,UnidirectionalEdge{Electricity},curtailment,2,0.0
Electricity,NCEN,NCEN_utilitypv_class1_moderate_70_0_2_6,NCEN_utilitypv_class1_moderate_70_0_2_6_edge,VRE,UnidirectionalEdge{Electricity},curtailment,3,0.0
Electricity,NCEN,NCEN_utilitypv_class1_moderate_70_0_2_6,NCEN_utilitypv_class1_moderate_70_0_2_6_edge,VRE,UnidirectionalEdge{Electricity},curtailment,4,0.0
Electricity,NCEN,NCEN_utilitypv_class1_moderate_70_0_2_6,NCEN_utilitypv_class1_moderate_70_0_2_6_edge,VRE,UnidirectionalEdge{Electricity},curtailment,5,0.0
Electricity,NCEN,NCEN_utilitypv_class1_moderate_70_0_2_6,NCEN_utilitypv_class1_moderate_70_0_2_6_edge,VRE,UnidirectionalEdge{Electricity},curtailment,6,0.0
Electricity,NCEN,NCEN_utilitypv_class1_moderate_70_0_2_6,NCEN_utilitypv_class1_moderate_70_0_2_6_edge,VRE,UnidirectionalEdge{Electricity},curtailment,7,0.0
Electricity,NCEN,NCEN_utilitypv_class1_moderate_70_0_2_6,NCEN_utilitypv_class1_moderate_70_0_2_6_edge,VRE,UnidirectionalEdge{Electricity},curtailment,8,0.0
Electricity,NCEN,NCEN_utilitypv_class1_moderate_70_0_2_6,NCEN_utilitypv_class1_moderate_70_0_2_6_edge,VRE,UnidirectionalEdge{Electricity},curtailment,9,0.0012994838287719126
Electricity,NCEN,NCEN_utilitypv_class1_moderate_70_0_2_6,NCEN_utilitypv_class1_moderate_70_0_2_6_edge,VRE,UnidirectionalEdge{Electricity},curtailment,10,0.011830249169180766
Electricity,NCEN,NCEN_utilitypv_class1_moderate_70_0_2_6,NCEN_utilitypv_class1_moderate_70_0_2_6_edge,VRE,UnidirectionalEdge{Electricity},curtailment,11,0.023163056470907124
Electricity,NCEN,NCEN_utilitypv_class1_moderate_70_0_2_6,NCEN_utilitypv_class1_moderate_70_0_2_6_edge,VRE,UnidirectionalEdge{Electricity},curtailment,12,0.028996451446252076
Electricity,NCEN,NCEN_utilitypv_class1_moderate_70_0_2_6,NCEN_utilitypv_class1_moderate_70_0_2_6_edge,VRE,UnidirectionalEdge{Electricity},curtailment,13,0.03591945054108256
Electricity,NCEN,NCEN_utilitypv_class1_moderate_70_0_2_6,NCEN_utilitypv_class1_moderate_70_0_2_6_edge,VRE,UnidirectionalEdge{Electricity},curtailment,14,0.04524837772092204
Electricity,NCEN,NCEN_utilitypv_class1_moderate_70_0_2_6,NCEN_utilitypv_class1_moderate_70_0_2_6_edge,VRE,UnidirectionalEdge{Electricity},curtailment,15,0.04903846150293309
Electricity,NCEN,NCEN_utilitypv_class1_moderate_70_0_2_6,NCEN_utilitypv_class1_moderate_70_0_2_6_edge,VRE,UnidirectionalEdge{Electricity},curtailment,16,0.04380259479966392
Electricity,NCEN,NCEN_utilitypv_class1_moderate_70_0_2_6,NCEN_utilitypv_class1_moderate_70_0_2_6_edge,VRE,UnidirectionalEdge{Electricity},curtailment,17,0.030754686633788275
Electricity,NCEN,NCEN_utilitypv_class1_moderate_70_0_2_6,NCEN_utilitypv_class1_moderate_70_0_2_6_edge,VRE,UnidirectionalEdge{Electricity},curtailment,18,0.0030786228040511885
Electricity,NCEN,NCEN_utilitypv_class1_moderate_70_0_2_6,NCEN_utilitypv_class1_moderate_70_0_2_6_edge,VRE,UnidirectionalEdge{Electricity},curtailment,19,0.0
Electricity,NCEN,NCEN_utilitypv_class1_moderate_70_0_2_6,NCEN_utilitypv_class1_moderate_70_0_2_6_edge,VRE,UnidirectionalEdge{Electricity},curtailment,20,0.0
Electricity,NCEN,NCEN_utilitypv_class1_moderate_70_0_2_6,NCEN_utilitypv_class1_moderate_70_0_2_6_edge,VRE,UnidirectionalEdge{Electricity},curtailment,21,0.0
Electricity,NCEN,NCEN_utilitypv_class1_moderate_70_0_2_6,NCEN_utilitypv_class1_moderate_70_0_2_6_edge,VRE,UnidirectionalEdge{Electricity},curtailment,22,0.0
Electricity,NCEN,NCEN_utilitypv_class1_moderate_70_0_2_6,NCEN_utilitypv_class1_moderate_70_0_2_6_edge,VRE,UnidirectionalEdge{Electricity},curtailment,23,0.0
Electricity,NCEN,NCEN_utilitypv_class1_moderate_70_0_2_6,NCEN_utilitypv_class1_moderate_70_0_2_6_edge,VRE,UnidirectionalEdge{Electricity},curtailment,24,0.0
Electricity,NCEN,NCEN_utilitypv_class1_moderate_70_0_2_6,NCEN_utilitypv_class1_moderate_70_0_2_6_edge,VRE,UnidirectionalEdge{Electricity},curtailment,25,0.0
Electricity,NCEN,NCEN_utilitypv_class1_moderate_70_0_2_6,NCEN_utilitypv_class1_moderate_70_0_2_6_edge,VRE,UnidirectionalEdge{Electricity},curtailment,26,0.0
Electricity,NCEN,NCEN_utilitypv_class1_moderate_70_0_2_6,NCEN_utilitypv_class1_moderate_70_0_2_6_edge,VRE,UnidirectionalEdge{Electricity},curtailment,27,0.0
Electricity,NCEN,NCEN_utilitypv_class1_moderate_70_0_2_6,NCEN_utilitypv_class1_moderate_70_0_2_6_edge,VRE,UnidirectionalEdge{Electricity},curtailment,28,0.0
Electricity,NCEN,NCEN_utilitypv_class1_moderate_70_0_2_6,NCEN_utilitypv_class1_moderate_70_0_2_6_edge,VRE,UnidirectionalEdge{Electricity},curtailment,29,0.0
Electricity,NCEN,NCEN_utilitypv_class1_moderate_70_0_2_6,NCEN_utilitypv_class1_moderate_70_0_2_6_edge,VRE,UnidirectionalEdge{Electricity},curtailment,30,0.0
Electricity,NCEN,NCEN_utilitypv_class1_moderate_70_0_2_6,NCEN_utilitypv_class1_moderate_70_0_2_6_edge,VRE,UnidirectionalEdge{Electricity},curtailment,31,0.0
Electricity,NCEN,NCEN_utilitypv_class1_moderate_70_0_2_6,NCEN_utilitypv_class1_moderate_70_0_2_6_edge,VRE,UnidirectionalEdge{Electricity},curtailment,32,0.0
Electricity,NCEN,NCEN_utilitypv_class1_moderate_70_0_2_6,NCEN_utilitypv_class1_moderate_70_0_2_6_edge,VRE,UnidirectionalEdge{Electricity},curtailment,33,0.00029264738008560925
Electricity,NCEN,NCEN_utilitypv_class1_moderate_70_0_2_6,NCEN_utilitypv_class1_moderate_70_0_2_6_edge,VRE,UnidirectionalEdge{Electricity},curtailment,34,0.0031921878729262504
Electricity,NCEN,NCEN_utilitypv_class1_moderate_70_0_2_6,NCEN_utilitypv_class1_moderate_70_0_2_6_edge,VRE,UnidirectionalEdge{Electricity},curtailment,35,0.01118322526004406
Electricity,NCEN,NCEN_utilitypv_class1_moderate_70_0_2_6,NCEN_utilitypv_class1_moderate_70_0_2_6_edge,VRE,UnidirectionalEdge{Electricity},curtailment,36,0.02659769179802099
Electricity,NCEN,NCEN_utilitypv_class1_moderate_70_0_2_6,NCEN_utilitypv_class1_moderate_70_0_2_6_edge,VRE,UnidirectionalEdge{Electricity},curtailment,37,0.033012621323636075
Electricity,NCEN,NCEN_utilitypv_class1_moderate_70_0_2_6,NCEN_utilitypv_class1_moderate_70_0_2_6_edge,VRE,UnidirectionalEdge{Electricity},curtailment,38,0.0344101699138736
Electricity,NCEN,NCEN_utilitypv_class1_moderate_70_0_2_6,NCEN_utilitypv_class1_moderate_70_0_2_6_edge,VRE,UnidirectionalEdge{Electricity},curtailment,39,0.029488013406106538
Electricity,NCEN,NCEN_utilitypv_class1_moderate_70_0_2_6,NCEN_utilitypv_class1_moderate_70_0_2_6_edge,VRE,UnidirectionalEdge{Electricity},curtailment,40,0.03360384884269021
Electricity,NCEN,NCEN_utilitypv_class1_moderate_70_0_2_6,NCEN_utilitypv_class1_moderate_70_0_2_6_edge,VRE,UnidirectionalEdge{Electricity},curtailment,41,0.024309800929803817
Electricity,NCEN,NCEN_utilitypv_class1_moderate_70_0_2_6,NCEN_utilitypv_class1_moderate_70_0_2_6_edge,VRE,UnidirectionalEdge{Electricity},curtailment,42,0.0027137572425678484
Electricity,NCEN,NCEN_utilitypv_class1_moderate_70_0_2_6,NCEN_utilitypv_class1_moderate_70_0_2_6_edge,VRE,UnidirectionalEdge{Electricity},curtailment,43,0.0
Electricity,NCEN,NCEN_utilitypv_class1_moderate_70_0_2_6,NCEN_utilitypv_class1_moderate_70_0_2_6_edge,VRE,UnidirectionalEdge{Electricity},curtailment,44,0.0
Electricity,NCEN,NCEN_utilitypv_class1_moderate_70_0_2_6,NCEN_utilitypv_class1_moderate_70_0_2_6_edge,VRE,UnidirectionalEdge{Electricity},curtailment,45,0.0
Electricity,NCEN,NCEN_utilitypv_class1_moderate_70_0_2_6,NCEN_utilitypv_class1_moderate_70_0_2_6_edge,VRE,UnidirectionalEdge{Electricity},curtailment,46,0.0
Electricity,NCEN,NCEN_utilitypv_class1_moderate_70_0_2_6,NCEN_utilitypv_class1_moderate_70_0_2_6_edge,VRE,UnidirectionalEdge{Electricity},curtailment,47,0.0
Electricity,NCEN,NCEN_utilitypv_class1_moderate_70_0_2_6,NCEN_utilitypv_class1_moderate_70_0_2_6_edge,VRE,UnidirectionalEdge{Electricity},curtailment,48,0.0
Electricity,NCEN,NCEN_utilitypv_class1_moderate_70_0_2_6,NCEN_utilitypv_class1_moderate_70_0_2_6_edge,VRE,UnidirectionalEdge{Electricity},curtailment,49,0.0
Electricity,NCEN,NCEN_utilitypv_class1_moderate_70_0_2_6,NCEN_utilitypv_class1_moderate_70_0_2_6_edge,VRE,UnidirectionalEdge{Electricity},curtailment,50,0.0
Electricity,NCEN,NCEN_utilitypv_class1_moderate_70_0_2_6,NCEN_utilitypv_class1_moderate_70_0_2_6_edge,VRE,UnidirectionalEdge{Electricity},curtailment,51,0.0
Electricity,NCEN,NCEN_utilitypv_class1_moderate_70_0_2_6,NCEN_utilitypv_class1_moderate_70_0_2_6_edge,VRE,UnidirectionalEdge{Electricity},curtailment,52,0.0
Electricity,NCEN,NCEN_utilitypv_class1_moderate_70_0_2_6,NCEN_utilitypv_class1_moderate_70_0_2_6_edge,VRE,UnidirectionalEdge{Electricity},curtailment,53,0.0
Electricity,NCEN,NCEN_utilitypv_class1_moderate_70_0_2_6,NCEN_utilitypv_class1_moderate_70_0_2_6_edge,VRE,UnidirectionalEdge{Electricity},curtailment,54,0.0
Electricity,NCEN,NCEN_utilitypv_class1_moderate_70_0_2_6,NCEN_utilitypv_class1_moderate_70_0_2_6_edge,VRE,UnidirectionalEdge{Electricity},curtailment,55,0.0
Electricity,NCEN,NCEN_utilitypv_class1_moderate_70_0_2_6,NCEN_utilitypv_class1_moderate_70_0_2_6_edge,VRE,UnidirectionalEdge{Electricity},curtailment,56,0.0
Electricity,NCEN,NCEN_utilitypv_class1_moderate_70_0_2_6,NCEN_utilitypv_class1_moderate_70_0_2_6_edge,VRE,UnidirectionalEdge{Electricity},curtailment,57,0.001475807073915151
Electricity,NCEN,NCEN_utilitypv_class1_moderate_70_0_2_6,NCEN_utilitypv_class1_moderate_70_0_2_6_edge,VRE,UnidirectionalEdge{Electricity},curtailment,58,0.004437052895096871
Electricity,NCEN,NCEN_utilitypv_class1_moderate_70_0_2_6,NCEN_utilitypv_class1_moderate_70_0_2_6_edge,VRE,UnidirectionalEdge{Electricity},curtailment,59,0.005850823658290951
Electricity,NCEN,NCEN_utilitypv_class1_moderate_70_0_2_6,NCEN_utilitypv_class1_moderate_70_0_2_6_edge,VRE,UnidirectionalEdge{Electricity},curtailment,60,0.011305711093379528
Electricity,NCEN,NCEN_utilitypv_class1_moderate_70_0_2_6,NCEN_utilitypv_class1_moderate_70_0_2_6_edge,VRE,UnidirectionalEdge{Electricity},curtailment,61,0.017126538712768404
Electricity,NCEN,NCEN_utilitypv_class1_moderate_70_0_2_6,NCEN_utilitypv_class1_moderate_70_0_2_6_edge,VRE,UnidirectionalEdge{Electricity},curtailment,62,0.016359029040253686
Electricity,NCEN,NCEN_utilitypv_class1_moderate_70_0_2_6,NCEN_utilitypv_class1_moderate_70_0_2_6_edge,VRE,UnidirectionalEdge{Electricity},curtailment,63,0.02276048697900096
Electricity,NCEN,NCEN_utilitypv_class1_moderate_70_0_2_6,NCEN_utilitypv_class1_moderate_70_0_2_6_edge,VRE,UnidirectionalEdge{Electricity},curtailment,64,0.030221019144366465
Electricity,NCEN,NCEN_utilitypv_class1_moderate_70_0_2_6,NCEN_utilitypv_class1_moderate_70_0_2_6_edge,VRE,UnidirectionalEdge{Electricity},curtailment,65,0.025784875755106358
Electricity,NCEN,NCEN_utilitypv_class1_moderate_70_0_2_6,NCEN_utilitypv_class1_moderate_70_0_2_6_edge,VRE,UnidirectionalEdge{Electricity},curtailment,66,0.0037857695745569537
Electricity,NCEN,NCEN_utilitypv_class1_moderate_70_0_2_6,NCEN_utilitypv_class1_moderate_70_0_2_6_edge,VRE,UnidirectionalEdge{Electricity},curtailment,67,0.0
Electricity,NCEN,NCEN_utilitypv_class1_moderate_70_0_2_6,NCEN_utilitypv_class1_moderate_70_0_2_6_edge,VRE,UnidirectionalEdge{Electricity},curtailment,68,0.0
Electricity,NCEN,NCEN_utilitypv_class1_moderate_70_0_2_6,NCEN_utilitypv_class1_moderate_70_0_2_6_edge,VRE,UnidirectionalEdge{Electricity},curtailment,69,0.0
Electricity,NCEN,NCEN_utilitypv_class1_moderate_70_0_2_6,NCEN_utilitypv_class1_moderate_70_0_2_6_edge,VRE,UnidirectionalEdge{Electricity},curtailment,70,0.0
Electricity,NCEN,NCEN_utilitypv_class1_moderate_70_0_2_6,NCEN_utilitypv_class1_moderate_70_0_2_6_edge,VRE,UnidirectionalEdge{Electricity},curtailment,71,0.0
Electricity,NCEN,NCEN_utilitypv_class1_moderate_70_0_2_6,NCEN_utilitypv_class1_moderate_70_0_2_6_edge,VRE,UnidirectionalEdge{Electricity},curtailment,72,0.0
Electricity,NCEN,NCEN_utilitypv_class1_moderate_70_0_2_6,NCEN_utilitypv_class1_moderate_70_0_2_6_edge,VRE,UnidirectionalEdge{Electricity},curtailment,73,0.0
Electricity,NCEN,NCEN_utilitypv_class1_moderate_70_0_2_6,NCEN_utilitypv_class1_moderate_70_0_2_6_edge,VRE,UnidirectionalEdge{Electricity},curtailment,74,0.0
Electricity,NCEN,NCEN_utilitypv_class1_moderate_70_0_2_6,NCEN_utilitypv_class1_moderate_70_0_2_6_edge,VRE,UnidirectionalEdge{Electricity},curtailment,75,0.0
Electricity,NCEN,NCEN_utilitypv_class1_moderate_70_0_2_6,NCEN_utilitypv_class1_moderate_70_0_2_6_edge,VRE,UnidirectionalEdge{Electricity},curtailment,76,0.0
Electricity,NCEN,NCEN_utilitypv_class1_moderate_70_0_2_6,NCEN_utilitypv_class1_moderate_70_0_2_6_edge,VRE,UnidirectionalEdge{Electricity},curtailment,77,0.0
Electricity,NCEN,NCEN_utilitypv_class1_moderate_70_0_2_6,NCEN_utilitypv_class1_moderate_70_0_2_6_edge,VRE,UnidirectionalEdge{Electricity},curtailment,78,0.0
Electricity,NCEN,NCEN_utilitypv_class1_moderate_70_0_2_6,NCEN_utilitypv_class1_moderate_70_0_2_6_edge,VRE,UnidirectionalEdge{Electricity},curtailment,79,0.0
Electricity,NCEN,NCEN_utilitypv_class1_moderate_70_0_2_6,NCEN_utilitypv_class1_moderate_70_0_2_6_edge,VRE,UnidirectionalEdge{Electricity},curtailment,80,0.0
Electricity,NCEN,NCEN_utilitypv_class1_moderate_70_0_2_6,NCEN_utilitypv_class1_moderate_70_0_2_6_edge,VRE,UnidirectionalEdge{Electricity},curtailment,81,0.0009246116180021433
Electricity,NCEN,NCEN_utilitypv_class1_moderate_70_0_2_6,NCEN_utilitypv_class1_moderate_70_0_2_6_edge,VRE,UnidirectionalEdge{Electricity},curtailment,82,0.008114741825195603
Electricity,NCEN,NCEN_utilitypv_class1_moderate_70_0_2_6,NCEN_utilitypv_class1_moderate_70_0_2_6_edge,VRE,UnidirectionalEdge{Electricity},curtailment,83,0.019771928420981466
Electricity,NCEN,NCEN_utilitypv_class1_moderate_70_0_2_6,NCEN_utilitypv_class1_moderate_70_0_2_6_edge,VRE,UnidirectionalEdge{Electricity},curtailment,84,0.022694310862121335
Electricity,NCEN,NCEN_utilitypv_class1_moderate_70_0_2_6,NCEN_utilitypv_class1_moderate_70_0_2_6_edge,VRE,UnidirectionalEdge{Electricity},curtailment,85,0.022304761064153224
Electricity,NCEN,NCEN_utilitypv_class1_moderate_70_0_2_6,NCEN_utilitypv_class1_moderate_70_0_2_6_edge,VRE,UnidirectionalEdge{Electricity},curtailment,86,0.026349625824164884
Electricity,NCEN,NCEN_utilitypv_class1_moderate_70_0_2_6,NCEN_utilitypv_class1_moderate_70_0_2_6_edge,VRE,UnidirectionalEdge{Electricity},curtailment,87,0.011659493053640481
Electricity,NCEN,NCEN_utilitypv_class1_moderate_70_0_2_6,NCEN_utilitypv_class1_moderate_70_0_2_6_edge,VRE,UnidirectionalEdge{Electricity},curtailment,88,0.026885145573152677
Electricity,NCEN,NCEN_utilitypv_class1_moderate_70_0_2_6,NCEN_utilitypv_class1_moderate_70_0_2_6_edge,VRE,UnidirectionalEdge{Electricity},curtailment,89,0.024475753941356038
Electricity,NCEN,NCEN_utilitypv_class1_moderate_70_0_2_6,NCEN_utilitypv_class1_moderate_70_0_2_6_edge,VRE,UnidirectionalEdge{Electricity},curtailment,90,0.0042678087168610875
Electricity,NCEN,NCEN_utilitypv_class1_moderate_70_0_2_6,NCEN_utilitypv_class1_moderate_70_0_2_6_edge,VRE,UnidirectionalEdge{Electricity},curtailment,91,0.0
Electricity,NCEN,NCEN_utilitypv_class1_moderate_70_0_2_6,NCEN_utilitypv_class1_moderate_70_0_2_6_edge,VRE,UnidirectionalEdge{Electricity},curtailment,92,0.0
Electricity,NCEN,NCEN_utilitypv_class1_moderate_70_0_2_6,NCEN_utilitypv_class1_moderate_70_0_2_6_edge,VRE,UnidirectionalEdge{Electricity},curtailment,93,0.0
Electricity,NCEN,NCEN_utilitypv_class1_moderate_70_0_2_6,NCEN_utilitypv_class1_moderate_70_0_2_6_edge,VRE,UnidirectionalEdge{Electricity},curtailment,94,0.0
Electricity,NCEN,NCEN_utilitypv_class1_moderate_70_0_2_6,NCEN_utilitypv_class1_moderate_70_0_2_6_edge,VRE,UnidirectionalEdge{Electricity},curtailment,95,0.0
Electricity,NCEN,NCEN_utilitypv_class1_moderate_70_0_2_6,NCEN_utilitypv_class1_moderate_70_0_2_6_edge,VRE,UnidirectionalEdge{Electricity},curtailment,96,0.0
Electricity,NCEN,NCEN_utilitypv_class1_moderate_70_0_2_6,NCEN_utilitypv_class1_moderate_70_0_2_6_edge,VRE,UnidirectionalEdge{Electricity},curtailment,97,0.0
Electricity,NCEN,NCEN_utilitypv_class1_moderate_70_0_2_6,NCEN_utilitypv_class1_moderate_70_0_2_6_edge,VRE,UnidirectionalEdge{Electricity},curtailment,98,0.0
Electricity,NCEN,NCEN_utilitypv_class1_moderate_70_0_2_6,NCEN_utilitypv_class1_moderate_70_0_2_6_edge,VRE,UnidirectionalEdge{Electricity},curtailment,99,0.0
Electricity,NCEN,NCEN_utilitypv_class1_moderate_70_0_2_6,NCEN_utilitypv_class1_moderate_70_0_2_6_edge,VRE,UnidirectionalEdge{Electricity},curtailment,100,0.0
Electricity,NCEN,NCEN_utilitypv_class1_moderate_70_0_2_6,NCEN_utilitypv_class1_moderate_70_0_2_6_edge,VRE,UnidirectionalEdge{Electricity},curtailment,101,0.0
Electricity,NCEN,NCEN_utilitypv_class1_moderate_70_0_2_6,NCEN_utilitypv_class1_moderate_70_0_2_6_edge,VRE,UnidirectionalEdge{Electricity},curtailment,102,0.0
Electricity,NCEN,NCEN_utilitypv_class1_moderate_70_0_2_6,NCEN_utilitypv_class1_moderate_70_0_2_6_edge,VRE,UnidirectionalEdge{Electricity},curtailment,103,0.0
Electricity,NCEN,NCEN_utilitypv_class1_moderate_70_0_2_6,NCEN_utilitypv_class1_moderate_70_0_2_6_edge,VRE,UnidirectionalEdge{Electricity},curtailment,104,0.0
Electricity,NCEN,NCEN_utilitypv_class1_moderate_70_0_2_6,NCEN_utilitypv_class1_moderate_70_0_2_6_edge,VRE,UnidirectionalEdge{Electricity},curtailment,105,0.01012853306202173
Electricity,NCEN,NCEN_utilitypv_class1_moderate_70_0_2_6,NCEN_utilitypv_class1_moderate_70_0_2_6_edge,VRE,UnidirectionalEdge{Electricity},curtailment,106,0.032272058350918856
Electricity,NCEN,NCEN_utilitypv_class1_moderate_70_0_2_6,NCEN_utilitypv_class1_moderate_70_0_2_6_edge,VRE,UnidirectionalEdge{Electricity},curtailment,107,0.03294005336047727
Electricity,NCEN,NCEN_utilitypv_class1_moderate_70_0_2_6,NCEN_utilitypv_class1_moderate_70_0_2_6_edge,VRE,UnidirectionalEdge{Electricity},curtailment,108,0.024288112800577674
Electricity,NCEN,NCEN_utilitypv_class1_moderate_70_0_2_6,NCEN_utilitypv_class1_moderate_70_0_2_6_edge,VRE,UnidirectionalEdge{Electricity},curtailment,109,0.018518983393402282
Electricity,NCEN,NCEN_utilitypv_class1_moderate_70_0_2_6,NCEN_utilitypv_class1_moderate_70_0_2_6_edge,VRE,UnidirectionalEdge{Electricity},curtailment,110,0.01663561726498713
Electricity,NCEN,NCEN_utilitypv_class1_moderate_70_0_2_6,NCEN_utilitypv_class1_moderate_70_0_2_6_edge,VRE,UnidirectionalEdge{Electricity},curtailment,111,0.018902560513846013
Electricity,NCEN,NCEN_utilitypv_class1_moderate_70_0_2_6,NCEN_utilitypv_class1_moderate_70_0_2_6_edge,VRE,UnidirectionalEdge{Electricity},curtailment,112,0.019681661664588693
