case_name,commodity,commodity_subtype,zone,resource_id,component_id,type,variable,year,value
missing,all,cost,all,all,all,Cost,DiscountedFixedCost,missing,9.405809226214514e9
missing,all,cost,all,all,all,Cost,DiscountedVariableCost,missing,2.265493380452128e10
missing,all,cost,all,all,all,Cost,DiscountedTotalCost,missing,3.2060743030735794e10
