bioagri_CA,bioagri_NW,bioagri_SW,bioagri_TX,bioagri_NCEN,bioagri_CEN,bioagri_SE,bioagri_MIDAT,bioagri_NE,bioherb_CA,bioherb_NW,bioherb_SW,bioherb_TX,bioherb_NCEN,bioherb_CEN,bioherb_SE,bioherb_MIDAT,bioherb_NE,biowood_CA,biowood_NW,biowood_SW,biowood_TX,biowood_NCEN,biowood_CEN,biowood_SE,biowood_MIDAT,biowood_NE,ethanol_CA,ethanol_NW,ethanol_SW,ethanol_TX,ethanol_NCEN,ethanol_CEN,ethanol_SE,ethanol_MIDAT,ethanol_NE,ethylene_CA,ethylene_NW,ethylene_SW,ethylene_TX,ethylene_NCEN,ethylene_CEN,ethylene_SE,ethylene_MIDAT,ethylene_NE,gasoline_CA,gasoline_NW,gasoline_SW,gasoline_TX,gasoline_NCEN,gasoline_CEN,gasoline_SE,gasoline_MIDAT,gasoline_NE,ethylene_demand_CA,ethylene_demand_SW,ethylene_demand_NW,ethylene_demand_TX,ethylene_demand_NCEN,ethylene_demand_CEN,ethylene_demand_SE,ethylene_demand_MIDAT,ethylene_demand_NE,gasoline_demand_CA,gasoline_demand_SW,gasoline_demand_NW,gasoline_demand_TX,gasoline_demand_NCEN,gasoline_demand_CEN,gasoline_demand_SE,gasoline_demand_MIDAT,gasoline_demand_NE,natgas_CA,natgas_NW,natgas_SW,natgas_TX,natgas_NCEN,natgas_CEN,natgas_SE,natgas_MIDAT,natgas_NE,natgas_demand_CA,natgas_demand_SW,natgas_demand_NW,natgas_demand_TX,natgas_demand_NCEN,natgas_demand_CEN,natgas_demand_SE,natgas_demand_MIDAT,natgas_demand_NE,elec_CA,elec_NW,elec_SW,elec_TX,elec_NCEN,elec_CEN,elec_SE,elec_MIDAT,elec_NE,h2_CA,h2_NW,h2_SW,h2_TX,h2_NCEN,h2_CEN,h2_SE,h2_MIDAT,h2_NE,co2_captured_CA,co2_captured_NW,co2_captured_SW,co2_captured_TX,co2_captured_NCEN,co2_captured_CEN,co2_captured_SE,co2_captured_MIDAT,co2_captured_NE
40.46479019504811,42.550121803398234,41.22558149682066,42.19033060416213,43.17902264561528,43.163402970472944,42.3051422610507,42.260832259960594,40.559800635354705,85.91120277913558,66.44623942425997,67.01990072809305,68.74411484839263,68.29876844252757,68.623478334106,67.40088733567357,65.88024967969353,63.65149440325886,43.976235867165535,43.614856168617486,44.08235382788493,45.30789403164785,44.03615627615778,44.12660954963069,43.91638455412078,40.46924214953458,35.32147756239461,57.88368341785432,58.75495285889639,-33.986467448093315,58.50210904922649,59.600754023155254,59.3186332234697,58.84301764241503,63.46833553468799,64.53132836997894,860.8320367987534,860.8320367987534,860.8320367987534,860.8320367987534,860.8320367987534,860.8320367987534,860.8320367987534,860.8320367987534,860.8320367987534,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-134.7602507839173,-0.0,-0.0,-0.0,-0.0,-0.0,860.8320367987534,860.8320367987534,860.8320367987534,860.8320367987534,860.8320367987534,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-134.7602507839173,-0.0,-0.0,16.116174149856644,15.330703959989359,13.185301521137799,13.407558708709821,14.906886391636945,15.042809677498125,12.535946765688168,12.188619502680108,14.540719828875218,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,149.15358627142334,147.8762552199387,156.70050389213728,159.08119998209577,175.7516730288015,167.34577903759782,173.14184221502612,180.43785837092986,173.3447917926664,24.21601221723479,23.46043169450247,28.055347658527026,32.23564398717702,33.479020917885876,34.85041575774881,29.09935366128745,21.7822154856555,19.214869649825427,-4.67826312070643,-3.5681679066866,-5.5490288126708665,-5.011511625509417,-6.100118943574762,-6.200074499318386,-6.092366110637096,-16.18852494266403,-27.558968180815175
40.464500219800506,42.549111076051226,41.22728117410914,42.19005270821774,43.17915275981502,43.16317877855752,42.30453502751054,42.26045537672664,40.55931757611681,85.92671160759612,66.44123916298284,67.02236826629161,68.7450019766183,68.29732958282082,68.62201176662045,67.39927120331775,65.8738410207899,63.64514987668874,43.94508736683382,43.620643419033456,44.08298230472748,45.236769156807156,44.03703536185607,44.12462218130083,43.91710411169465,40.47147979366392,35.31966003103073,57.878477998453334,58.764142505403164,-33.995529322477985,58.45642346555893,59.625853457439376,59.3316800970351,58.85102889117189,63.47002375353079,64.55655585364669,860.997682026609,860.997682026609,860.997682026609,860.997682026609,860.997682026609,860.997682026609,860.997682026609,860.997682026609,860.997682026609,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-134.7846904154332,-0.0,-0.0,-0.0,-0.0,-0.0,860.997682026609,860.997682026609,860.997682026609,860.997682026609,860.997682026609,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-134.7846904154332,-0.0,-0.0,16.11448286930198,15.317515794292055,13.182971584303402,13.407538427885664,14.906096074128273,15.042413502102498,12.534850617911841,12.187111223721802,14.507335896991524,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,149.26855329424205,148.00512744745419,156.82889621708986,159.22666409382435,175.91673651105404,167.49872593644042,174.26422395662766,181.55095349844706,174.3363385101495,24.277175034649606,23.520089811118865,28.151748396650387,32.83944035857863,33.50542976290878,34.90334906969157,29.167339823126497,21.97252554575287,19.389480513228293,-4.51836624639353,-3.605689592270147,-5.549096423766651,-5.011512887064762,-6.100101384489802,-6.200067396206049,-6.0923847151288175,-16.188519925506604,-27.771019840078843
40.46553499964594,42.54929324238042,41.22851607792222,42.19422247650365,43.17923446331865,43.16353067796377,42.306532067822516,42.262232157816406,40.562731597170284,86.04969564517073,66.45245431498266,67.02509118314269,68.75191538321427,68.30000877602225,68.6255645547342,67.40739538507327,65.8775418040612,63.64987640353299,43.960701683594166,43.61914174468333,44.08136444819396,45.61003946802033,44.036925754306054,44.12234318272548,43.916672780946925,40.46897126612972,35.31466663081722,57.88830568524816,58.73322512565274,-34.05741271267124,58.44446487659573,59.628301434035336,59.32999900405388,58.83471714729832,63.466533020151026,64.62287986649277,860.7213472197274,860.7213472197274,860.7213472197274,860.7213472197274,860.7213472197274,860.7213472197274,860.7213472197274,860.7213472197274,860.7213472197274,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-134.74280284151604,-0.0,-0.0,-0.0,-0.0,-0.0,860.7213472197274,860.7213472197274,860.7213472197274,860.7213472197274,860.7213472197274,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-134.74280284151604,-0.0,-0.0,16.013912415990674,15.125937007579626,13.14759647844392,13.407378997451474,14.894369466325896,15.042185291169321,12.531116114581032,12.183618296890572,14.61140737185977,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,150.0293627543168,148.75156318121168,157.621152563168,159.68169586511135,176.4201774843349,167.97728792811054,175.05406359595136,182.3430829136426,175.04041360567638,24.307363973249878,23.563161854879308,28.2129925258652,33.093032959152914,33.52512154723537,34.934693403214304,29.20169808428635,22.067724281434707,19.473732865087566,-4.627239074479926,-3.583883183648427,-5.5489855810558595,-5.0115484768178025,-6.0998903725406075,-6.200070641068853,-6.092378064495516,-16.187553201463377,-28.21578662671206
40.46571732727257,42.550228219237354,41.22600555389766,42.194809245121,43.17991501080841,43.16491250711973,42.30549598670711,42.26276580682831,40.56222781573372,86.00136179909872,66.43921128938355,67.02102150781461,68.7511204938744,68.30122833258811,68.62737435007912,67.40050542265902,65.88025566062045,63.648223963979945,43.949647913778186,43.622744419267434,44.08276739545667,45.37617816825448,44.03731484154912,44.124752924156724,43.91726365422885,40.473126377488846,35.31590503210573,57.89253240596316,58.77192041819205,-34.02282128279701,58.44040563120766,59.61944424774486,59.329761334432014,58.856470835089176,63.48026467445014,64.62104560603927,861.0344230406176,861.0344230406176,861.0344230406176,861.0344230406176,861.0344230406176,861.0344230406176,861.0344230406176,861.0344230406176,861.0344230406176,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-134.78982238006225,-0.0,-0.0,-0.0,-0.0,-0.0,861.0344230406176,861.0344230406176,861.0344230406176,861.0344230406176,861.0344230406176,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-134.78982238006225,-0.0,-0.0,16.117783478668095,15.267542542562005,13.17899000377499,13.407528904659468,14.903263211234963,15.042123762329009,12.533220903587582,12.186484329168193,14.551967891488015,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,149.58982095998076,148.3278476691298,157.16346411478568,159.2996863600598,175.99857275129668,167.57557620449063,174.52443663381078,181.72535005393624,174.41043023097288,24.311451235384517,23.567028130772133,28.22168622742981,33.278391673595365,33.521365644177756,34.933343196935844,29.200546176083478,22.114623244339956,19.523174423436966,-4.545461311935042,-3.612430537505766,-5.5489842928368684,-5.011513465171709,-6.100000413414267,-6.2000706472578795,-6.092386830773602,-16.188195284186747,-28.052604349861497
40.33586959151547,42.510504277353455,41.08017137723335,42.11947888395402,43.148750540410695,43.12417352793229,42.25823463263483,42.22493027199583,40.52811505437762,86.68577391932797,66.32886563108895,66.82517381487497,68.53259943876222,68.09382997340244,68.42556540459452,67.24597847296756,65.7235554664054,63.563390788912585,43.914775699696314,43.56914166175548,44.079122026254396,44.19875588098156,44.035658405421806,44.12028388067518,43.9149608842379,40.32754400872791,34.98315961341663,63.502006689773374,65.05873581149802,-68.99336210320061,65.89780046682638,68.58091315954032,67.57396333098175,65.83917050259807,71.14039265378015,69.92047978702766,946.4429524175034,946.4429524175034,946.4429524175034,946.4429524175034,946.4429524175034,946.4429524175034,946.4429524175034,946.4429524175034,946.4429524175034,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-147.4955383245795,-0.0,-0.0,-0.0,-0.0,-0.0,946.4429524175034,946.4429524175034,946.4429524175034,946.4429524175034,946.4429524175034,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-147.4955383245795,-0.0,-0.0,16.134180688552696,15.302213966498513,13.183920069666838,13.407550109072252,14.905094126752111,15.041840404666708,12.534555651022961,12.188285184920744,14.525946474706185,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,568.8145302868681,563.6810211776512,597.9945772500721,609.9076171157648,674.109473336491,641.617511314978,614.2318389105321,623.8962481401521,595.3593629363961,32.71273190408158,31.893067828235562,37.048136279082954,43.242597013987876,43.48478301512952,44.41238621332427,37.99245024387921,30.93724937466992,27.947018944689844,-4.316366190658963,-3.136772510101429,-5.548645577356594,-5.0114978443696385,-6.100008343054143,-6.200085116339997,-6.092355227091417,-16.188495858117527,-26.858821767092874
40.41290388203837,42.53779547016554,41.163123222508645,42.17290872212145,43.16880304733206,43.14876149959581,42.298152878138374,42.255265953838894,40.55895549875597,86.90475403948425,66.42341115680223,66.97367984301236,68.69546714395325,68.24792311208711,68.56748381275486,67.38525677971188,65.84437522182209,63.62297524310623,43.926705698299926,43.57997670768202,44.07983643474494,44.20433764607385,44.036978389247096,44.12000494230074,43.91642690044418,40.40494871905223,35.19016886326342,58.46596135369974,59.42167585515039,-39.991688897979934,59.22006559301954,60.59042096975935,60.26750174948323,59.63031027142814,64.43190141326903,65.38546887573332,875.1695930441624,875.1695930441624,875.1695930441624,875.1695930441624,875.1695930441624,875.1695930441624,875.1695930441624,875.1695930441624,875.1695930441624,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-136.89237968884945,-0.0,-0.0,-0.0,-0.0,-0.0,875.1695930441624,875.1695930441624,875.1695930441624,875.1695930441624,875.1695930441624,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-136.89237968884945,-0.0,-0.0,15.986271295028056,15.143546489205056,13.15142966584318,13.407427610345444,14.88420208787228,15.041227676397003,12.532388014993758,12.192772833238031,14.541969811009222,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,220.8347958332071,218.92357109824883,232.09610024354023,237.9108279347636,253.2678715322231,250.26968119739817,230.8029626219265,237.22547997463388,227.1283184281543,25.750780918970534,24.995477242331177,29.706327431236605,35.80106509026979,35.06317921631926,36.559164121436574,30.30853080785829,23.2072219870625,20.58678572883371,-4.371631139615014,-3.2152465815269013,-5.548635652466587,-5.011524272116135,-6.099892867558423,-6.200087959036315,-6.092358795571317,-16.187997217213134,-27.96589919868425
40.46605218444743,42.55204075533924,41.22854390699689,42.19755963629925,43.18214045463046,43.16643290496609,42.317420643125764,42.26803567172503,40.565340963158626,86.1721559569582,66.44091337008109,67.0191161965289,68.75049571078019,68.30591529201877,68.63003144621275,67.42494825399275,65.88835841112399,63.63330699524953,43.93869804683126,43.614635535818174,44.079942360176545,45.67937021977114,44.037036277261485,44.123955865215095,43.926786440963475,40.52187164608129,35.3470572066082,57.79622458271182,58.667737995532995,-33.99433347035597,58.33995258894427,59.55225644475047,59.248589876380414,58.834022678648566,63.39710399926394,64.61135383128604,859.6093590937345,859.6093590937345,859.6093590937345,859.6093590937345,859.6093590937345,859.6093590937345,859.6093590937345,859.6093590937345,859.6093590937345,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-134.57720152189515,-0.0,-0.0,-0.0,-0.0,-0.0,859.6093590937345,859.6093590937345,859.6093590937345,859.6093590937345,859.6093590937345,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-134.57720152189515,-0.0,-0.0,16.02186104866709,15.138198514907105,13.160647531360194,13.4075978233414,14.880162565522399,15.042513896948709,12.52967954119323,12.188568351381795,14.59351895294818,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,149.24152990969336,148.00072457693136,156.8240721407386,159.5048015192156,169.72702235088394,167.78196816177987,154.71200104336123,159.2282899798615,153.6228699512456,24.322445271693585,23.57718926083385,28.15926289101172,33.82184028105058,33.382117184350555,34.924944415615954,28.748934360241165,21.600234297375298,19.126633766804687,-4.506027161551923,-3.543515408990756,-5.548863944383317,-5.011514622671558,-6.099993175099372,-6.200065842337718,-6.092466792048859,-16.188985499887902,-28.2312607535773
40.41098056071793,42.54206941930892,41.15515997594457,42.16817623759118,43.16861605662398,43.14771871770508,42.29798360756063,42.255947030888294,40.563501982478186,86.64398900016644,66.44473727835405,66.98082029669432,68.69482618844903,68.2535861629668,68.5732787336074,67.39952185226473,65.87093233575709,63.666197223455086,43.991498049539075,43.58715995809044,44.08737661288031,44.1977372073145,44.037466085724176,44.12179610903233,43.916341272261555,40.38821829773457,35.21532851175879,58.51910706703649,59.49258663386487,-40.44948355319434,59.31772557095827,60.63311751916039,60.3064113088368,59.698058502093815,64.50327855264457,65.40711268458477,876.3118558598821,876.3118558598821,876.3118558598821,876.3118558598821,876.3118558598821,876.3118558598821,876.3118558598821,876.3118558598821,876.3118558598821,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-137.06114059810247,-0.0,-0.0,-0.0,-0.0,-0.0,876.3118558598821,876.3118558598821,876.3118558598821,876.3118558598821,876.3118558598821,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-137.06114059810247,-0.0,-0.0,16.22532719208724,15.293663785795822,13.15979598632827,13.407615809524513,14.862719783220882,15.041749952831493,12.526803858136898,12.188471958654997,14.616984390512611,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,226.27196237895248,224.25403218137257,237.81762008223595,243.97727841696883,259.4762208884693,256.576176430748,236.57346105281593,240.48912503127752,230.18017135959343,25.786985964904424,25.038248489809042,29.565404496117104,35.831078598604364,35.15529057576706,36.45738434936374,30.3598130249247,23.13991075450353,20.612249437392286,-4.700036692539546,-3.29883217010419,-5.548801073390912,-5.01150517328761,-6.099981214678929,-6.200084899604374,-6.092350568657355,-16.18925037401134,-27.806298098476095
40.5063450338663,42.56265143343612,41.26755618868624,42.20085883153175,43.193838064138234,43.16752248526847,42.32830165707555,42.275338623059206,40.56396132610926,85.35609184648163,66.44752660666488,67.00961484989541,68.72157675834995,68.31938588208851,68.59203910538307,67.41455508083696,65.87011309602859,63.55583165407477,43.95802642070401,43.657985686267786,44.09768209564807,48.733227267751005,44.04591857749627,44.1596515322572,43.94078743582017,40.755360904139266,35.476293483654516,57.160897587522335,57.94575342660342,-28.476575175132293,59.16129292451583,58.70601168902851,60.71904025073983,58.07479172654154,62.46408687970322,63.87698115329217,842.8572156926052,842.8572156926052,842.8572156926052,842.8572156926052,842.8572156926052,842.8572156926052,842.8572156926052,842.8572156926052,842.8572156926052,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-132.08526496116494,-0.0,-0.0,-0.0,-0.0,-0.0,842.8572156926052,842.8572156926052,842.8572156926052,842.8572156926052,842.8572156926052,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-132.08526496116494,-0.0,-0.0,15.81269239727171,14.976360179407518,13.128289746778457,13.407716986493506,14.881880582001404,15.03939724035785,12.529127439222664,12.191101815377795,14.491012694056783,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,83.21186311675184,82.56415749796334,87.3988149412843,90.01239011919121,95.3487517571963,94.29787676261327,86.95460873882567,88.66929616277683,85.85284529523572,22.962417798125735,22.186490777227036,16.179963338069186,14.09666629404847,31.727726036805404,8.037065111003141,27.25805237928895,19.967171409278155,17.611811411637657,-4.679554519297051,-3.933575530234038,-5.5512951316111705,-5.011550994307797,-6.0999523130227695,-6.200112533876396,-6.09265616549706,-16.18857737464165,-28.52017731985254
40.51512154973535,42.56677349754961,41.27901543851811,42.20782565667201,43.19847073519793,43.177756099383295,42.33200315710523,42.27809351169148,40.5588922280802,84.79522954832167,66.40268172313972,66.98629545126974,68.72061688593833,68.31521541423277,68.60243726140325,67.38813918286502,65.8498631420219,63.515591136931775,43.95829350063566,43.658593694884246,44.097761127692614,49.325064812197795,44.04625511146683,44.1664809369289,43.94146248555641,40.82601757772464,35.5411823869554,56.98723686980652,57.7504823336852,-26.060990498228115,59.06537226053624,58.46298987447713,60.29200766865214,57.869976374842224,62.160583408203756,63.508813945322714,837.1236114590513,837.1236114590513,837.1236114590513,837.1236114590513,837.1236114590513,837.1236114590513,837.1236114590513,837.1236114590513,837.1236114590513,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-131.22645742354263,-0.0,-0.0,-0.0,-0.0,-0.0,837.1236114590513,837.1236114590513,837.1236114590513,837.1236114590513,837.1236114590513,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-131.22645742354263,-0.0,-0.0,15.627151192318157,14.477714566948459,13.052271961228147,13.40769720077554,14.856060470961673,15.037693053101743,12.500655257969779,12.187476445057637,14.12703946649823,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,54.261906693185466,53.921294225285685,56.95976827805021,58.77634421248793,62.14124919111236,61.458345043218465,56.67862820471592,57.90940378663159,56.485372888046996,22.345818839140602,21.566335642936284,13.18796570378233,11.714773142766486,30.80990882706253,9.274144712933358,26.58288017920783,19.18411311912404,16.910012975123102,-4.674332966420439,-3.9336489792978773,-5.551245958536199,-5.011521985409427,-6.100054522200243,-6.200104386479002,-6.092662741993731,-16.189332042123677,-27.489570946910895
