natgas_SE,natgas_MIDAT,natgas_NE,natgas_demand_SE,natgas_demand_MIDAT,natgas_demand_NE,ethane_SE,ethane_MIDAT,ethane_NE,ethylene_SE,ethylene_MIDAT,ethylene_NE,ethylene_demand_SE,ethylene_demand_MIDAT,ethylene_demand_NE,biowood_SE,biowood_MIDAT,biowood_NE,bioherb_SE,bioherb_MIDAT,bioherb_NE,elec_SE,elec_MIDAT,elec_NE,h2_SE,h2_MIDAT,h2_NE,co2_captured_SE,co2_captured_MIDAT,co2_captured_NE,gasoline_SE,gasoline_MIDAT,gasoline_NE,gasoline_demand_SE,gasoline_demand_MIDAT,gasoline_demand_NE,jetfuel_SE,jetfuel_MIDAT,jetfuel_NE,jetfuel_demand_SE,jetfuel_demand_MIDAT,jetfuel_demand_NE,diesel_SE,diesel_MIDAT,diesel_NE,diesel_demand_SE,diesel_demand_MIDAT,diesel_demand_NE
-19.216076064185074,-9.651422695592613,-23.09988584941109,-19.216076064185074,-9.651422695592613,-23.09988584941109,73.46474602,73.46474602,73.46474602,7266.487094312059,7374.099370819045,7364.37391700965,8160.348835525706,8267.961112032694,8258.235658223297,79.99999999999999,103.19086345029024,80.53637779287736,79.99999999999994,103.19086345029024,80.53637779287736,47.89427972591529,50.36970491849954,42.51205684105658,54.715475696019006,57.54345573324396,48.56670621598237,-278.8691295729704,-284.3439422237919,-258.091697848837,-3072.4819098686635,-3072.4819098686635,-3072.4819098686635,-3072.4819098686635,-3072.4819098686635,-3072.4819098686635,69.30059661,69.30059661,69.30059661,0.0,0.0,0.0,83.29037731,83.29037731,83.29037731,0.0,0.0,0.0
-19.216076064185074,-9.651422695592613,-17.383484251618288,-19.216076064185074,-9.651422695592613,-17.383484251618288,73.46474602,73.46474602,73.46474602,7266.487094312059,7374.099370819045,7366.817747339811,8160.348835525706,8267.961112032694,8260.679488553458,79.99999999999999,103.19086345029024,97.76083343820969,79.99999999999994,103.19086345029024,97.76083343820969,47.89427972591529,50.36970491849954,42.512056841056555,54.715475696019006,57.54345573324396,48.56670621598236,-278.8691295729704,-284.3439422237919,-255.09233712180938,-2250.048914008371,-2250.048914008371,-2250.048914008371,-2250.048914008371,-2250.048914008371,-2250.048914008371,69.30059661,69.30059661,69.30059661,0.0,0.0,0.0,83.29037731,83.29037731,83.29037731,0.0,0.0,0.0
-19.216076064185096,-9.651422695592611,-17.1457411416453,-19.216076064185096,-9.651422695592611,-17.1457411416453,73.46474602,73.46474602,73.46474602,7266.487094312059,7374.099370819045,7366.919385374334,8160.348835525706,8267.961112032694,8260.78112658798,79.99999999999999,103.19086345029024,98.4771924243058,79.99999999999989,103.19086345029024,98.4771924243058,47.8942797259153,50.369704918499544,42.512056841056555,54.715475696019006,57.54345573324396,48.56670621598236,-278.86912957297034,-284.3439422237919,-254.96759477560164,-2215.844218128414,-2215.844218128414,-2215.844218128414,-2215.844218128414,-2215.844218128414,-2215.844218128414,69.30059661,69.30059661,69.30059661,0.0,0.0,0.0,83.29037731,83.29037731,83.29037731,0.0,0.0,0.0
-19.216076064185096,-9.651422695592613,-19.767932526840514,-19.216076064185096,-9.651422695592613,-19.767932526840514,73.46474602,73.46474602,73.46474602,7266.487094312059,7374.099370819045,6907.434645260005,8160.348835525706,8267.961112032694,7801.296386473652,79.99999999999999,103.19086345029024,90.57609967649981,79.99999999999989,103.19086345029024,90.57609967649981,47.89427972591529,50.36970491849954,42.512056841056555,54.715475696019006,57.54345573324396,48.56670621598236,-278.86912957297034,-284.3439422237919,-256.3434424526685,-2593.1054513975823,-2593.1054513975823,-2593.1054513975823,-2593.1054513975823,-2593.1054513975823,-2593.1054513975823,69.30059661,69.30059661,69.30059661,0.0,0.0,0.0,83.29037731,83.29037731,83.29037731,0.0,0.0,0.0
-19.21607606418507,-9.651422695592602,-19.767932526840514,-19.21607606418507,-9.651422695592602,-19.767932526840514,73.46474602,73.46474602,73.46474602,7266.487094312059,7374.099370819044,6907.434645260004,8160.348835525706,8267.961112032692,7801.296386473651,79.99999999999999,103.19086345029028,90.57609967649981,79.99999999999994,103.19086345029028,90.57609967649981,47.8942797259153,50.369704918499544,42.512056841056555,54.71547569601899,57.54345573324396,48.56670621598236,-278.8691295729704,-284.3439422237919,-256.3434424526685,-2593.1054513975823,-2593.1054513975823,-2593.1054513975823,-2593.1054513975823,-2593.1054513975823,-2593.1054513975823,69.30059661,69.30059661,69.30059661,0.0,0.0,0.0,83.29037731,83.29037731,83.29037731,0.0,0.0,0.0
-19.216076064185096,-28.28498985564626,-25.26418361287078,-19.216076064185096,-28.28498985564626,-25.26418361287078,73.46474602,73.46474602,73.46474602,7266.487094312059,6390.704730059117,7363.448653725159,8160.348835525706,7284.566471272764,8257.310394938806,79.99999999999999,79.99999999999997,97.14529255813646,79.99999999999989,79.99999999999999,97.14529255813646,47.8942797259153,35.877277464949266,32.34022103492373,54.71547569601899,40.98698872614158,36.9461778769121,-278.86912957297034,-232.6874602250317,-216.10887957926866,-6285.555810714776,-6285.555810714776,-6285.555810714776,-6285.555810714776,-6285.555810714776,-6285.555810714776,69.30059661,69.30059661,69.30059661,0.0,0.0,0.0,83.29037731,83.29037731,83.29037731,0.0,0.0,0.0
-20.5954789758134,-28.28498985564626,-30.954312798492726,-20.5954789758134,-28.28498985564626,-30.954312798492726,73.46474602,73.46474602,73.46474602,6466.353816763121,6917.132707853363,7361.016055166698,7360.21555797677,7810.9944490670105,8254.877796380346,98.95310765294278,79.99999999999997,79.99999999999999,98.95310765294278,79.99999999999999,80.00000000000004,37.73160155096356,35.877277464949266,32.34022103492373,43.105409235678096,40.98698872614158,36.9461778769121,-236.51330100519561,-232.6874602250317,-219.09445533336856,-7104.208928922928,-7104.208928922928,-7104.208928922928,-7104.208928922928,-7104.208928922928,-7104.208928922928,69.30059661,69.30059661,69.30059661,0.0,0.0,0.0,83.29037731,83.29037731,83.29037731,0.0,0.0,0.0
-20.5954789758134,-28.28498985564626,-25.083313679206814,-20.5954789758134,-28.28498985564626,-25.083313679206814,73.46474602,73.46474602,73.46474602,7365.4445810230245,6390.704730059117,7363.525977793829,8259.306322236673,7284.566471272764,8257.387719007476,98.95310765294278,79.99999999999997,106.93882208560136,98.95310765294278,79.99999999999999,106.93882208560136,37.73160155096356,35.877277464949266,-0.0,43.105409235678096,40.98698872614158,36.65098384354685,-236.51330100519561,-232.6874602250317,-213.76370375749443,-5711.160629055892,-5711.160629055892,-5711.160629055892,-5711.160629055892,-5711.160629055892,-5711.160629055892,69.30059661,69.30059661,69.30059661,0.0,0.0,0.0,83.29037731,83.29037731,83.29037731,0.0,0.0,0.0
-20.5954789758134,-34.02369059349956,-36.450857537175196,-20.5954789758134,-34.02369059349956,-36.450857537175196,73.46474602,73.46474602,73.46474602,6914.422240777502,6114.6584213690785,7358.666216284022,7808.2839819911505,7008.520162582726,8252.52795749767,98.95310765294278,79.99999999999994,79.99999999999999,98.95310765294278,79.99999999999999,79.99999999999996,37.73160155096356,-0.0,-0.0,43.105409235678096,36.65098384354685,32.4817781851682,-236.51330100519561,-218.4546644856397,-204.3895680223294,-5532.420961204354,-5532.420961204354,-5532.420961204354,-5532.420961204354,-5532.420961204354,-5532.420961204354,69.30059661,69.30059661,69.30059661,0.0,0.0,0.0,83.29037731,83.29037731,83.29037731,0.0,0.0,0.0
-20.703944349632245,-36.450857537175196,-34.02369059349956,-20.703944349632245,-36.450857537175196,-34.02369059349956,73.46474602,73.46474602,73.46474602,6467.379676855697,6825.542703350582,6807.055463968359,7361.241418069344,7719.404444564229,7700.917205182006,98.62628369062384,79.99999999999999,79.99999999999999,98.62628369062384,79.99999999999999,79.99999999999994,37.73160155096356,-0.0,-0.0,43.105409235678096,32.48177818516822,36.65098384354685,-236.57021211910342,-204.3895680223294,-218.45466448563974,-5532.420961204354,-5532.420961204354,-5532.420961204354,-5532.420961204354,-5532.420961204354,-5532.420961204354,69.30059661,69.30059661,69.30059661,0.0,0.0,0.0,83.29037731,83.29037731,83.29037731,0.0,0.0,0.0
