case_name,commodity,commodity_subtype,zone,resource_id,component_id,type,variable,year,value
missing,all,cost,all,all,all,Cost,FixedCost,missing,4.3032380545052905e11
missing,all,cost,all,all,all,Cost,VariableCost,missing,2.1214371416628174e11
missing,all,cost,all,all,all,Cost,TotalCost,missing,6.424675196168108e11
