natgas_SE,natgas_MIDAT,natgas_NE,natgas_demand_SE,natgas_demand_MIDAT,natgas_demand_NE,biowood_SE,biowood_MIDAT,biowood_NE,bioherb_SE,bioherb_MIDAT,bioherb_NE,elec_SE,elec_MIDAT,elec_NE,h2_SE,h2_MIDAT,h2_NE,co2_captured_SE,co2_captured_MIDAT,co2_captured_NE,gasoline_SE,gasoline_MIDAT,gasoline_NE,gasoline_demand_SE,gasoline_demand_MIDAT,gasoline_demand_NE,jetfuel_SE,jetfuel_MIDAT,jetfuel_NE,jetfuel_demand_SE,jetfuel_demand_MIDAT,jetfuel_demand_NE,diesel_SE,diesel_MIDAT,diesel_NE,diesel_demand_SE,diesel_demand_MIDAT,diesel_demand_NE
-60.57970664424148,-104.82363530732056,-77.52831619110539,148.2853643246443,103.7002214915652,133.79349674778038,583.6867180491415,574.6849974549441,1029.9508729226566,583.6867180491415,574.6849974549441,969.2916834738295,10.432150001454795,9.9194607377753,-0.0,11.928510693289317,11.342282603846328,-0.0,-680.715743033628,-685.6917051806643,-778.3036934481127,94.95991,94.95991,94.95991,356.5318372027129,356.5318372027129,356.5318372027129,-218.18332940893782,-220.36028992476707,75.68131,48.938214711285305,46.76125419545607,342.8028541202231,97.34841,97.34841,97.34841,371.499468810117,371.499468810117,371.499468810117
-60.57970664424148,-60.973720647267506,-4.241068004389166,148.2853643246443,147.55013615161826,207.0807449344966,86.55,574.6849974549441,1719.0913696654143,583.6867180491413,574.6849974549441,1574.8115417897286,10.432150001454797,9.91946073777531,-0.0,11.928510693289319,11.342282603846341,-0.0,-680.7157430336281,-685.6917051806643,-70.68514505987031,94.95991,94.95991,94.95991,356.5318372027129,356.5318372027129,356.5318372027129,-218.1833294089379,-220.36028992476707,75.68131,48.93821471128523,46.76125419545607,342.8028541202231,97.34841,97.34841,97.34841,371.499468810117,371.499468810117,371.499468810117
-60.57970664424148,-60.973720647267506,-46.73688354223079,148.2853643246443,147.55013615161826,164.58492939665499,583.6867180491411,574.6849974549441,1493.3575833137668,583.6867180491411,574.6849974549441,1493.3575833137668,10.432150001454797,9.91946073777531,-0.0,11.928510693289319,11.342282603846341,-0.0,-680.7157430336283,-685.6917051806643,-302.47157319073654,94.95991,94.95991,94.95991,356.5318372027129,356.5318372027129,356.5318372027129,-218.1833294089379,-220.36028992476707,75.68131,48.93821471128523,46.76125419545607,342.8028541202231,97.34841,97.34841,97.34841,371.499468810117,371.499468810117,371.499468810117
-60.57970664424149,-60.973720647267506,-77.7918961834507,148.28536432464426,147.55013615161826,133.52991675543507,583.6867180491411,574.6849974549441,1029.4449890672222,583.6867180491411,574.6849974549441,969.2916834738295,10.432150001454797,9.91946073777531,-0.0,11.928510693289319,11.342282603846341,-0.0,-680.7157430336282,-685.6917051806643,-778.8231416609627,94.95991,94.95991,94.95991,356.5318372027129,356.5318372027129,356.5318372027129,-218.18332940893794,75.68131,75.68131,48.938214711285184,342.8028541202231,342.8028541202231,97.34841,97.34841,97.34841,371.499468810117,371.499468810117,371.499468810117
-60.57970664424148,-60.973720647267506,-78.04083284288774,148.2853643246443,147.55013615161826,133.28098009599802,583.6867180491413,574.6849974549441,969.2916834738295,583.6867180491413,574.6849974549441,1028.9672098704234,10.432150001454797,9.91946073777531,-0.0,11.928510693289319,11.342282603846341,-0.0,-680.7157430336281,-685.6917051806643,-779.3137316397651,94.95991,94.95991,94.95991,356.5318372027129,356.5318372027129,356.5318372027129,75.68131,-220.36028992476707,75.68131,342.8028541202231,46.76125419545607,342.8028541202231,97.34841,97.34841,97.34841,371.499468810117,371.499468810117,371.499468810117
-60.57970664424148,-104.82363530732054,-77.7918961834507,148.2853643246443,103.70022149156523,133.52991675543507,583.6867180491413,574.6849974549441,1029.4449890672222,583.6867180491413,574.6849974549441,698.7008298183624,10.432150001454797,9.91946073777531,-0.0,11.928510693289319,11.342282603846341,-0.0,-680.7157430336281,-685.6917051806643,-778.8231416609627,94.95991,94.95991,94.95991,356.5318372027129,356.5318372027129,356.5318372027129,-218.1833294089379,-220.36028992476707,75.68131,48.93821471128523,46.76125419545607,342.8028541202231,97.34841,97.34841,97.34841,371.499468810117,371.499468810117,371.499468810117
-103.056110409044,-60.973720647267506,-77.52831619110532,105.80896055984176,147.55013615161826,133.79349674778044,583.6867180491413,574.6849974549441,969.2916834738295,583.6867180491413,86.4192,1029.9508729226568,10.432150001454797,9.91946073777531,-0.0,11.928510693289319,11.342282603846341,-0.0,-680.7157430336281,-685.6917051806643,-778.3036934481125,94.95991,94.95991,94.95991,356.5318372027129,356.5318372027129,356.5318372027129,75.68131,-220.36028992476707,75.68131,342.8028541202231,46.76125419545607,342.8028541202231,97.34841,97.34841,97.34841,371.499468810117,371.499468810117,371.499468810117
-60.79713028955186,-105.23860915284682,-55.42439084017633,148.0679406793339,103.28524764603895,155.89742209870943,552.6812380665372,573.822511615355,1072.374498772509,552.681238066537,573.822511615355,1072.374498772509,10.160817986087503,9.661463366863083,-0.0,11.618259513399348,11.047278755422203,-0.0,-680.7157430336281,-685.6917051806643,-734.742555069034,94.95991,94.95991,94.95991,356.5318372027129,356.5318372027129,356.5318372027129,-234.8997413313076,-220.79187558718417,75.68131,32.221802788915525,46.329668533038976,342.8028541202231,97.34841,97.34841,97.34841,371.499468810117,371.499468810117,371.499468810117
-59.92519025896238,-60.3513705482849,16.82186,148.9398807099234,148.17248625060085,228.14367293888577,583.9315437851208,574.9177912007502,1211.0352961665508,583.9315437851209,574.9177912007502,969.2916834738295,-0.0,-0.0,-0.0,11.719867693260223,11.143893389090834,-0.0,-680.7157430336281,-685.6917051806643,-592.3638200591337,94.95991,94.95991,94.95991,356.5318372027129,356.5318372027129,356.5318372027129,-216.65905547496362,-218.9109266161906,75.68131,50.46248864525951,48.21061750403253,342.8028541202231,97.34841,97.34841,97.34841,371.499468810117,371.499468810117,371.499468810117
-59.925190258962374,-60.3513705482849,-78.04083284288774,148.9398807099234,148.17248625060085,133.28098009599802,583.931543785121,574.9177912007502,440.8328978867713,583.931543785121,574.9177912007502,1028.9672098704234,-0.0,-0.0,-0.0,11.719867693260223,11.143893389090834,-0.0,-680.7157430336281,-685.6917051806643,-779.3137316397651,94.95991,94.95991,94.95991,356.5318372027129,356.5318372027129,356.5318372027129,-216.6590554749636,-218.9109266161906,75.68131,50.46248864525955,48.21061750403253,342.8028541202231,97.34841,97.34841,97.34841,371.499468810117,371.499468810117,371.499468810117
