case_name,commodity,commodity_subtype,zone,resource_id,component_id,type,variable,year,value
missing,all,cost,all,all,all,Cost,FixedCost,missing,4.303238054505292e11
missing,all,cost,all,all,all,Cost,VariableCost,missing,2.5371598096533707e11
missing,all,cost,all,all,all,Cost,TotalCost,missing,6.840397864158662e11
