case_name,commodity,commodity_subtype,zone,resource_id,component_id,type,variable,year,value
missing,all,cost,all,all,all,Cost,DiscountedFixedCost,missing,2.962153214844577e8
missing,all,cost,all,all,all,Cost,DiscountedVariableCost,missing,9.125746005695362e-7
missing,all,cost,all,all,all,Cost,DiscountedTotalCost,missing,2.9621532148445857e8
