case_name,commodity,commodity_subtype,zone,resource_id,component_id,type,variable,year,value
missing,all,cost,all,all,all,Cost,FixedCost,missing,1.245526397784136e12
missing,all,cost,all,all,all,Cost,VariableCost,missing,5.520729614707206e11
missing,all,cost,all,all,all,Cost,TotalCost,missing,1.7975993592548564e12
