case_name,commodity,commodity_subtype,zone,resource_id,component_id,type,variable,year,value
missing,all,cost,all,all,all,Cost,FixedCost,missing,4.4051467146205864e10
missing,all,cost,all,all,all,Cost,VariableCost,missing,6.793795310211224e10
missing,all,cost,all,all,all,Cost,TotalCost,missing,1.1198942024831812e11
