Period_Index,Rep_Period,Rep_Period_Index
1,4,1
2,4,1
3,4,1
4,4,1
5,5,2
6,5,2
7,7,3
8,7,3
9,9,4
10,10,5
11,11,6
12,12,7
13,13,8
14,14,9
15,15,10
16,17,11
17,17,11
18,17,11
19,19,12
20,19,12
21,19,12
22,22,13
23,24,14
24,24,14
25,24,14
26,24,14
27,27,15
28,33,17
29,29,16
30,33,17
31,33,17
32,33,17
33,33,17
34,33,17
35,33,17
36,36,18
37,37,19
38,36,18
39,37,19
40,44,21
41,44,21
42,42,20
43,42,20
44,44,21
45,44,21
46,46,22
47,47,23
48,48,24
49,49,25
50,49,25
51,51,26
52,48,24
