case_name,commodity,commodity_subtype,zone,resource_id,component_id,type,variable,year,value
missing,all,cost,all,all,all,Cost,DiscountedFixedCost,missing,9.248459479152702e9
missing,all,cost,all,all,all,Cost,DiscountedVariableCost,missing,2.2559820438457333e10
missing,all,cost,all,all,all,Cost,DiscountedTotalCost,missing,3.1808279917610035e10
