bioagri_CA,bioagri_NW,bioagri_SW,bioagri_TX,bioagri_NCEN,bioagri_CEN,bioagri_SE,bioagri_MIDAT,bioagri_NE,bioherb_CA,bioherb_NW,bioherb_SW,bioherb_TX,bioherb_NCEN,bioherb_CEN,bioherb_SE,bioherb_MIDAT,bioherb_NE,biowood_CA,biowood_NW,biowood_SW,biowood_TX,biowood_NCEN,biowood_CEN,biowood_SE,biowood_MIDAT,biowood_NE,ethylene_CA,ethylene_NW,ethylene_SW,ethylene_TX,ethylene_NCEN,ethylene_CEN,ethylene_SE,ethylene_MIDAT,ethylene_NE,ethylene_demand_CA,ethylene_demand_SW,ethylene_demand_NW,ethylene_demand_TX,ethylene_demand_NCEN,ethylene_demand_CEN,ethylene_demand_SE,ethylene_demand_MIDAT,ethylene_demand_NE,natgas_CA,natgas_NW,natgas_SW,natgas_TX,natgas_NCEN,natgas_CEN,natgas_SE,natgas_MIDAT,natgas_NE,natgas_demand_CA,natgas_demand_SW,natgas_demand_NW,natgas_demand_TX,natgas_demand_NCEN,natgas_demand_CEN,natgas_demand_SE,natgas_demand_MIDAT,natgas_demand_NE,elec_CA,elec_NW,elec_SW,elec_TX,elec_NCEN,elec_CEN,elec_SE,elec_MIDAT,elec_NE,h2_CA,h2_NW,h2_SW,h2_TX,h2_NCEN,h2_CEN,h2_SE,h2_MIDAT,h2_NE,co2_captured_CA,co2_captured_NW,co2_captured_SW,co2_captured_TX,co2_captured_NCEN,co2_captured_CEN,co2_captured_SE,co2_captured_MIDAT,co2_captured_NE,gasoline_CA,gasoline_NW,gasoline_SW,gasoline_TX,gasoline_NCEN,gasoline_CEN,gasoline_SE,gasoline_MIDAT,gasoline_NE,gasoline_demand_CA,gasoline_demand_NW,gasoline_demand_SW,gasoline_demand_TX,gasoline_demand_NCEN,gasoline_demand_CEN,gasoline_demand_SE,gasoline_demand_MIDAT,gasoline_demand_NE,jetfuel_CA,jetfuel_NW,jetfuel_SW,jetfuel_TX,jetfuel_NCEN,jetfuel_CEN,jetfuel_SE,jetfuel_MIDAT,jetfuel_NE,jetfuel_demand_CA,jetfuel_demand_NW,jetfuel_demand_SW,jetfuel_demand_TX,jetfuel_demand_NCEN,jetfuel_demand_CEN,jetfuel_demand_SE,jetfuel_demand_MIDAT,jetfuel_demand_NE,diesel_CA,diesel_NW,diesel_SW,diesel_TX,diesel_NCEN,diesel_CEN,diesel_SE,diesel_MIDAT,diesel_NE,diesel_demand_CA,diesel_demand_NW,diesel_demand_SW,diesel_demand_TX,diesel_demand_NCEN,diesel_demand_CEN,diesel_demand_SE,diesel_demand_MIDAT,diesel_demand_NE
38.69571008002092,42.85936897752967,42.82820635844152,39.78983204691174,43.37277087492104,38.57959802588891,39.28092508970545,39.93068310525391,36.278860432896266,318.04885668880894,67.15258320209352,65.65584689991088,65.29894322489957,65.22601038794213,65.75247352226356,65.05622023482388,58.94862740108258,56.097795443952435,44.6568572219664,43.80097041698233,43.82494424014934,44.07230396426947,42.841859728772384,41.85481147668136,43.242188712102866,23.163738155734567,16.95995327511896,795.6929598310581,795.6929598310581,795.6929598310581,795.6929598310581,795.6929598310581,795.6929598310581,795.6929598310581,795.6929598310581,795.6929598310581,-0.0,-0.0,-0.0,795.6929598310581,795.6929598310581,795.6929598310581,795.6929598310581,795.6929598310581,-0.0,15.107671083094095,14.946043265632946,12.674673815209832,11.918951409174023,14.234474213051778,14.644766539908593,10.913656484590133,11.810235911524035,14.395899663664334,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,97.51116791260547,97.74439753882703,96.4380267421907,85.19453009600943,91.849722838177,89.46621599502832,91.00456609588673,89.1063700161516,86.6303850931829,8.32435943976766,7.931376327256007,7.712031003664084,6.966342702861326,7.555052828340416,7.178778534285215,7.150697334971847,9.257245934855902,14.563456566148817,-5.244951566668041,-5.152249294911055,-5.419952414981766,-4.9730452760180945,-6.012738555510284,-6.190456633683408,-5.8029963179717345,-35.898112215118246,-105.81541501094304,-519.9203019267036,-516.0143533749051,-509.1799742570672,-490.09697115878413,-503.26654397138316,-507.3439076463732,-504.665640759596,-558.221365380586,-579.4761254458916,-519.9203019267036,-516.0143533749051,-509.1799742570672,-490.09697115878413,-503.26654397138316,-507.3439076463732,-504.665640759596,-558.221365380586,-579.4761254458916,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
38.69220168324098,42.86126901431429,42.82700124393534,39.79502511667409,43.37173631826142,38.58345889027817,39.2828501358305,39.93865791597704,36.283947707274194,319.2307614315652,67.16053902392859,65.66534729890368,65.30060314781998,65.23269364570208,65.75613578418539,65.05399964680991,58.97687326395343,56.11134673375009,44.65075642068256,43.797668121254304,43.82311532937872,44.07182112412017,42.83671879923853,41.84748032843459,43.23769293397957,23.18372032651418,16.977890821660992,797.5754976698931,797.5754976698931,797.5754976698931,797.5754976698931,797.5754976698931,797.5754976698931,797.5754976698931,797.5754976698931,797.5754976698931,-0.0,-0.0,-0.0,797.5754976698931,797.5754976698931,797.5754976698931,797.5754976698931,797.5754976698931,-0.0,15.279317919841972,15.088929737229485,12.708986609048846,12.123912863294706,14.415386254381268,14.661100173833649,11.13675648553364,11.904940794242266,14.462264971397873,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,101.06708859613856,101.31216138498203,99.9575780744699,88.27650555573881,95.18787742731243,92.70576273153685,94.17574434153957,92.25537335212076,89.66891442994401,8.517787051222461,8.115024063404752,7.88076954014973,7.131481178623467,7.7192052344218345,7.366005441349759,7.318682042082969,9.424609230632194,14.667591727605357,-5.2448955603247995,-5.151550535137807,-5.41498675867819,-4.9730673934111715,-6.008657535401285,-6.19043294757575,-5.789139543909054,-35.89846345850001,-108.25630058891119,-528.6707439802317,-524.7855591241077,-517.8284361243101,-497.66683355015715,-511.47959926126424,-515.2862768682357,-512.4666431036635,-565.8937152160333,-586.8830442805648,-528.6707439802317,-524.7855591241077,-517.8284361243101,-497.66683355015715,-511.47959926126424,-515.2862768682357,-512.4666431036635,-565.8937152160333,-586.8830442805648,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
38.6856372175976,42.85982960919341,42.825896191976334,39.79361183022213,43.370799193795534,38.576760841497816,39.28044309427444,39.94074288626646,36.268298835796976,320.231491671012,67.1617519555799,65.66734397274219,65.3051250850459,65.24113127235856,65.751779273992,65.07116696980506,58.98734977940525,56.10957897333754,44.6413307684375,43.792622441609794,43.82128380118148,44.07107869048018,42.82943218851274,41.83672575327428,43.232584487076664,23.19300695285184,16.949540050681858,800.3245421054779,800.3245421054779,800.3245421054779,800.3245421054779,800.3245421054779,800.3245421054779,800.3245421054779,800.3245421054779,800.3245421054779,-0.0,-0.0,-0.0,800.3245421054779,800.3245421054779,800.3245421054779,800.3245421054779,800.3245421054779,-0.0,15.21376470761648,14.63449631800371,12.769183035363636,12.03233707565616,14.372934775865101,14.648257877637265,10.9245342870433,11.869705257842693,14.491881386638092,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,104.06209417571452,104.33044159069566,102.96283304215584,90.92257780807464,98.02593111320274,95.48709735971845,96.87779192884611,94.82037432804827,92.09157541340525,8.704969895278253,8.289799922165855,8.02780257911624,7.2746945892407595,7.85937182970361,7.512142791940723,7.4627081405886395,9.538063955202553,14.781082083594207,-5.243703316143845,-5.149824138374331,-5.403863933920473,-4.973307415291023,-6.004054629807519,-6.1904039565621085,-5.790352678244803,-35.89687279604658,-110.94807190453598,-536.0536574058058,-532.2126062382838,-525.2139502519555,-504.16703878400733,-518.4710537009774,-522.1388967449927,-519.1174498860119,-572.1643935494125,-592.9189545805672,-536.0536574058058,-532.2126062382838,-525.2139502519555,-504.16703878400733,-518.4710537009774,-522.1388967449927,-519.1174498860119,-572.1643935494125,-592.9189545805672,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
38.680287270420614,42.85459891410109,42.8263188831493,39.780566773206935,43.370829060940146,38.55310241118649,39.270045074944015,39.92714605648882,36.25998010885745,319.8582968476311,67.14848907317754,65.64302550630318,65.29664339522681,65.22182721968566,65.75218492119974,65.04354725726579,58.93725437088536,56.0826843930013,44.6463480951148,43.79486611141346,43.82182439051463,44.071152893277485,42.82800126262107,41.834329548707295,43.232151393669554,23.137618388558714,16.900077140724676,799.3005338476524,799.3005338476524,799.3005338476524,799.3005338476524,799.3005338476524,799.3005338476524,799.3005338476524,799.3005338476524,799.3005338476524,-0.0,-0.0,-0.0,799.3005338476524,799.3005338476524,799.3005338476524,799.3005338476524,799.3005338476524,-0.0,15.287556610041442,14.882956865844754,12.478683922855604,12.109142889711256,14.428113973378572,14.68327141678625,11.03902754804331,11.967038232357401,14.494958719410583,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,102.9247375417645,103.15115527105256,101.796746313299,89.88772284789091,96.91547281047025,94.40092423667517,95.83026483089182,93.75133223898423,91.00963088359056,8.818325307522306,8.36965789802068,8.128286446700464,7.3881782504048905,7.9527156237988565,7.614053445461686,7.557454264165392,9.646277619215253,14.873711850722344,-5.24423922429717,-5.151404477352362,-5.431485287367847,-4.973026596206594,-6.011472405487333,-6.190450361981754,-5.7951893598442705,-35.89700818861706,-110.69920277475565,-533.2457027913468,-529.3099370473323,-522.3487659602077,-501.6255239461458,-515.7484369178056,-519.551083326662,-516.5463470761767,-569.7072547172955,-590.4131006131029,-533.2457027913468,-529.3099370473323,-522.3487659602077,-501.6255239461458,-515.7484369178056,-519.551083326662,-516.5463470761767,-569.7072547172955,-590.4131006131029,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
38.68048488897336,42.86022801948858,42.824830986982946,39.78995274143684,43.36851834220932,38.55697597339436,39.27289806519012,39.94300581303531,36.26519957892392,321.596542525512,67.17043834880148,65.67168209951463,65.30652892140736,65.2376018348991,65.76345837648304,65.05449050550783,58.99762180237889,56.09640379059753,44.05223791405706,43.75837034141893,43.817747759121566,44.066381111873625,42.81425664510468,41.80675755519761,43.20399523436506,23.180895105261325,16.9372554013277,802.9507849640939,802.9507849640939,802.9507849640939,802.9507849640939,802.9507849640939,802.9507849640939,802.9507849640939,802.9507849640939,802.9507849640939,-0.0,-0.0,-0.0,802.9507849640939,802.9507849640939,802.9507849640939,802.9507849640939,802.9507849640939,-0.0,15.16134801711956,14.545953123140132,12.257745218695138,12.24832247232426,14.27385002199024,14.565204550022006,11.067201331450754,12.127965701560134,14.297949647877768,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,108.19893151677466,111.06858705128505,110.59239090855812,97.88915513704536,104.50795268201637,102.78069048949955,102.56948683707971,100.20277585060492,97.06646920092564,9.61837147336236,8.737356301531374,8.310459063536333,7.648219621619494,8.108999358008992,7.792742015925885,7.7332217410257424,9.758788592850596,15.004260067190055,-5.188527034806257,-5.1428826326511246,-5.412417258912303,-4.9730161317315185,-6.007245850489607,-6.1904235112691826,-5.783200252590753,-35.89808931023217,-118.67746026741784,-547.9680419568938,-548.8617312448059,-543.9604854941476,-521.289108397223,-534.4348662595472,-540.1162274273144,-533.1807022343802,-585.4186958712095,-605.1733030044624,-547.9680419568938,-548.8617312448059,-543.9604854941476,-521.289108397223,-534.4348662595472,-540.1162274273144,-533.1807022343802,-585.4186958712095,-605.1733030044624,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
38.65774292708203,42.856623434047115,42.822088006665645,39.78119565342536,43.36506386676827,38.520290213567264,39.26026831214539,39.947074191586026,36.247125212864056,326.31207314028416,67.17772683721999,65.67529048927693,65.31164231442388,65.24629217647981,65.76178030405102,65.07412228475361,59.01220243992424,56.095836898438854,44.23903592391062,43.80327634839737,43.81037032895305,44.04029321961081,42.7930492033311,41.75271475059657,43.18372459272722,23.189830678391708,16.912793047405874,808.9366556821427,808.9366556821427,808.9366556821427,808.9366556821427,808.9366556821427,808.9366556821427,808.9366556821427,808.9366556821427,808.9366556821427,-0.0,-0.0,-0.0,808.9366556821427,808.9366556821427,808.9366556821427,808.9366556821427,808.9366556821427,-0.0,15.064481149903031,14.365905275823224,12.189015760872746,12.164336650769302,14.13645387053449,14.728351595662803,10.842874807786384,12.097605014018493,14.344521264734798,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,121.68836959572245,124.14126411556236,123.57595824541536,109.87715884252711,112.01838975510093,115.2467491456287,108.02039390864617,105.716298298289,102.2411368010791,9.93553158578444,8.759744127816576,8.5850682776872,8.19995215646799,8.283003201992027,8.051335086939847,7.846357693335983,9.890158555033064,15.159296932811486,-5.189190634509944,-5.154749317713574,-5.392237648467996,-4.973182288824407,-6.003320010543163,-6.190387766750304,-5.7885158989549454,-35.89635748713299,-124.04115006122684,-580.5373228910223,-580.8301522006444,-575.8664208519313,-550.807263465426,-552.9424135967917,-570.8523529637664,-546.6275773795214,-598.9311126290127,-617.9554292249846,-580.5373228910223,-580.8301522006444,-575.8664208519313,-550.807263465426,-552.9424135967917,-570.8523529637664,-546.6275773795214,-598.9311126290127,-617.9554292249846,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
38.66401437121016,42.85198708315249,42.82713265071935,39.773716990559535,43.36788619344785,38.51409027663056,39.25603128671275,39.92761821948618,36.24817673282213,322.77197787801236,67.15637651719832,65.6508673535983,65.29658061803374,65.22378903858035,65.75491694014407,65.04891146298502,58.94524965803735,56.08479725845134,44.38587105947428,43.75421911685548,43.81564827580502,44.06476097102438,42.81489021989552,41.788272344189814,43.225595609661916,23.139516134685465,16.88951380909728,803.1171724199622,803.1171724199622,803.1171724199622,803.1171724199622,803.1171724199622,803.1171724199622,803.1171724199622,803.1171724199622,803.1171724199622,-0.0,-0.0,-0.0,803.1171724199622,803.1171724199622,803.1171724199622,803.1171724199622,803.1171724199622,-0.0,15.140540187775537,14.80027959463066,12.168076869731166,12.091872431140434,14.392311897985754,14.462793226267038,10.888619363787303,11.677368561359263,14.527404934995186,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,111.53083888790103,112.62753179422513,111.76494590817133,99.92668476961552,101.12216974693114,104.62140644846511,97.19517584062581,95.22809873717209,92.2692353111129,9.499559431127441,8.885168533978234,8.463619150681627,7.743457671911723,8.064525825537928,7.843060467317747,7.566784761842539,9.836549861407956,15.054566292366193,-5.226527692965163,-5.141828757552448,-5.415429087453169,-4.973086189014421,-6.0129574172586455,-6.190440438915303,-5.808728351249631,-35.89612934385003,-112.17899495134564,-555.1559266303356,-552.7024227004091,-546.8462529874757,-526.2975844691878,-526.1184941141083,-544.7805724731575,-519.917915461909,-573.3279849574586,-593.5385696944246,-555.1559266303356,-552.7024227004091,-546.8462529874757,-526.2975844691878,-526.1184941141083,-544.7805724731575,-519.917915461909,-573.3279849574586,-593.5385696944246,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
38.67875397266718,42.85659981740806,42.829079420939586,39.76887910330984,43.363933948829605,38.50324321475387,39.251487695245594,39.94464132272368,36.256963593591514,321.1464281658082,67.16455238059562,65.66907034412746,65.29630984097045,65.23455799553949,65.7594128992315,65.05808078343192,59.003884015096304,56.10764669627618,44.61699797591213,43.781900183567444,43.818098125812845,44.000696472326666,42.79253733583858,41.74477442452533,43.186089502281746,23.179447600367705,16.93684507520725,804.8604367088054,804.8604367088054,804.8604367088054,804.8604367088054,804.8604367088054,804.8604367088054,804.8604367088054,804.8604367088054,804.8604367088054,-0.0,-0.0,-0.0,804.8604367088054,804.8604367088054,804.8604367088054,804.8604367088054,804.8604367088054,-0.0,15.580598928169406,15.542004054157006,12.984598810917515,12.08123367215155,14.52894285401244,14.342693567902332,10.979846096175873,11.39757110899877,14.586355970280966,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,106.66744901252919,107.1408531985364,106.34123118076195,114.25788453752698,110.03375887212516,114.46507933463803,105.94200771200008,103.10337534578554,99.57981795354542,8.87077214690132,8.50818123938794,8.117822103118575,8.361454289867739,8.146869180209631,7.879344925450886,7.746601846541016,9.902504675881357,15.152895079664926,-5.242346829675023,-5.147203326481808,-5.413204474285049,-4.9730497627288655,-6.008954736374339,-6.190413758085229,-5.795613684591535,-35.89721955665509,-119.4185902922361,-542.5241320845122,-539.1461431490255,-533.5198725570647,-561.6852972381469,-548.0703125116945,-568.9900912342331,-541.5165635608469,-592.5460802001882,-611.3465772388655,-542.5241320845122,-539.1461431490255,-533.5198725570647,-561.6852972381469,-548.0703125116945,-568.9900912342331,-541.5165635608469,-592.5460802001882,-611.3465772388655,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
38.75217055229183,42.85822381053089,42.83624713049532,39.791860863412246,43.37706319197958,38.61918929616628,39.2964235138853,39.900152950232766,36.26788652070517,306.90215278125055,67.09746245845056,65.63978531518988,65.26994689900927,65.22012692026752,65.71089557988856,65.03858075027367,58.887491649852315,56.1397107669915,44.6692149693522,43.80839912595139,43.83437837086366,44.0732433050977,42.87348355400713,41.89290842487775,43.26135887039842,23.162277031617222,16.97677319285186,789.8424946315336,789.8424946315336,789.8424946315336,789.8424946315336,789.8424946315336,789.8424946315336,789.8424946315336,789.8424946315336,789.8424946315336,-0.0,-0.0,-0.0,789.8424946315336,789.8424946315336,789.8424946315336,789.8424946315336,789.8424946315336,-0.0,13.517409438097392,13.403223690014201,11.948677216618266,11.430330192465483,13.610845824928209,14.282927365695102,9.9131139565481,11.769988081514274,13.155305197756093,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,62.130956261610336,62.31214412136386,61.83400105678318,69.31467880624109,64.4399558809557,66.69168102651474,61.9703122367671,60.872127345968615,59.31669126832414,7.757378858752865,7.476442093532545,7.319634094098601,6.903166697006934,7.311305167020985,7.0544810753232285,6.890063645074478,9.295871491464768,14.399343331833062,-5.244711481813885,-5.153229239572541,-5.396208601453651,-4.973371676863971,-6.0034533072711875,-6.190396441624056,-5.809985259962527,-35.89535172068539,-80.74461266259894,-433.000422930977,-428.98131891328694,-424.1745617656223,-451.09802675672677,-435.8607571117678,-451.2835327889005,-433.3085477365811,-488.89107737187373,-512.3506186648615,-433.000422930977,-428.98131891328694,-424.1745617656223,-451.09802675672677,-435.8607571117678,-451.2835327889005,-433.3085477365811,-488.89107737187373,-512.3506186648615,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
38.758173639457894,42.852659749560175,42.83444773276502,39.77397361632322,43.37953816064418,38.614114733786984,39.28876038795902,39.85883274787526,36.215188241154074,301.2641698943514,67.03570184218296,65.58595295982089,65.23092024529329,65.171919449875,65.66954239334433,64.98847620945585,58.77352018042532,56.05292458660697,44.67044976519247,43.80883562649629,43.83593357309307,44.07384792284875,42.87885578963405,41.90158907247806,43.26210783881064,23.056548237118836,16.849758968112667,790.199464970386,790.199464970386,790.199464970386,790.199464970386,790.199464970386,790.199464970386,790.199464970386,790.199464970386,790.199464970386,-0.0,-0.0,-0.0,790.199464970386,790.199464970386,790.199464970386,790.199464970386,790.199464970386,-0.0,10.801044870010601,10.97412713022334,10.06506936189855,10.239724059382214,11.333509914809447,12.660119722682623,8.815676945265144,11.057462191948034,8.805360763226819,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,43.124535681967664,43.183524036378614,42.91455011668596,47.94420829045323,44.89874074003162,46.31078128839833,43.24120919119393,42.66783392459522,41.828031800544956,7.380449610834071,7.200784830903025,7.102584770655349,6.596765034562234,7.015858554034461,6.762606838729657,6.628832578306263,9.040147385135489,14.112621316256302,-5.244822947569068,-5.153629447344274,-5.412998335115854,-4.973226992050552,-6.011920032810442,-6.190443183090036,-5.822255224539363,-35.89489400319089,-85.21150902227036,-386.3227482471047,-382.00593569265374,-377.70944997273176,-398.61680652305677,-387.8572073852582,-401.2512864005652,-387.31330283783825,-444.5077490339347,-469.7917198196651,-386.3227482471047,-382.00593569265374,-377.70944997273176,-398.61680652305677,-387.8572073852582,-401.2512864005652,-387.31330283783825,-444.5077490339347,-469.7917198196651,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
