case_name,commodity,commodity_subtype,zone,resource_id,component_id,type,variable,year,value
missing,all,cost,all,all,all,Cost,DiscountedFixedCost,missing,4.3032380545052905e11
missing,all,cost,all,all,all,Cost,DiscountedVariableCost,missing,2.1578734252053775e11
missing,all,cost,all,all,all,Cost,DiscountedTotalCost,missing,6.461111479710668e11
