case_name,commodity,commodity_subtype,zone,resource_id,component_id,type,variable,year,value
missing,all,cost,all,all,all,Cost,DiscountedFixedCost,missing,9.590484318357204e9
missing,all,cost,all,all,all,Cost,DiscountedVariableCost,missing,2.2713898302033524e10
missing,all,cost,all,all,all,Cost,DiscountedTotalCost,missing,3.2304382620390728e10
