bioagri_CA,bioagri_NW,bioagri_SW,bioagri_TX,bioagri_NCEN,bioagri_CEN,bioagri_SE,bioagri_MIDAT,bioagri_NE,bioherb_CA,bioherb_NW,bioherb_SW,bioherb_TX,bioherb_NCEN,bioherb_CEN,bioherb_SE,bioherb_MIDAT,bioherb_NE,biowood_CA,biowood_NW,biowood_SW,biowood_TX,biowood_NCEN,biowood_CEN,biowood_SE,biowood_MIDAT,biowood_NE,ethylene_CA,ethylene_NW,ethylene_SW,ethylene_TX,ethylene_NCEN,ethylene_CEN,ethylene_SE,ethylene_MIDAT,ethylene_NE,gasoline_CA,gasoline_NW,gasoline_SW,gasoline_TX,gasoline_NCEN,gasoline_CEN,gasoline_SE,gasoline_MIDAT,gasoline_NE,ethylene_demand_CA,ethylene_demand_SW,ethylene_demand_NW,ethylene_demand_TX,ethylene_demand_NCEN,ethylene_demand_CEN,ethylene_demand_SE,ethylene_demand_MIDAT,ethylene_demand_NE,gasoline_demand_CA,gasoline_demand_SW,gasoline_demand_NW,gasoline_demand_TX,gasoline_demand_NCEN,gasoline_demand_CEN,gasoline_demand_SE,gasoline_demand_MIDAT,gasoline_demand_NE,natgas_CA,natgas_NW,natgas_SW,natgas_TX,natgas_NCEN,natgas_CEN,natgas_SE,natgas_MIDAT,natgas_NE,natgas_demand_CA,natgas_demand_SW,natgas_demand_NW,natgas_demand_TX,natgas_demand_NCEN,natgas_demand_CEN,natgas_demand_SE,natgas_demand_MIDAT,natgas_demand_NE,elec_CA,elec_NW,elec_SW,elec_TX,elec_NCEN,elec_CEN,elec_SE,elec_MIDAT,elec_NE,h2_CA,h2_NW,h2_SW,h2_TX,h2_NCEN,h2_CEN,h2_SE,h2_MIDAT,h2_NE,co2_captured_CA,co2_captured_NW,co2_captured_SW,co2_captured_TX,co2_captured_NCEN,co2_captured_CEN,co2_captured_SE,co2_captured_MIDAT,co2_captured_NE
38.842724902900024,41.100171342289165,42.07728380685524,40.02742955261561,42.33359843811682,40.572382451616754,38.21122339196756,41.31270068624399,41.40985315316867,75.55056034789314,68.07370703004159,65.77134487565338,65.41525809048709,65.26035546977066,65.78500318299268,64.23806094712323,64.84085538313192,66.0568818194399,43.951785615186736,43.817214180445795,44.07657783590258,45.37462415907641,44.07368618481079,44.10197538390558,44.04598614743529,39.962114906886875,36.39200209217639,852.1063237274059,852.1063237274059,852.1063237274059,852.1063237274059,852.1063237274059,852.1063237274059,852.1063237274059,852.1063237274059,852.1063237274059,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,852.1063237274059,852.1063237274059,852.1063237274059,852.1063237274059,852.1063237274059,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,15.527695933460246,14.885557369642585,13.137614357141969,13.408908282725513,14.861594181350151,15.011483760991677,12.519389164213807,12.169391089745238,14.413305164869598,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,142.29010691581644,141.1418777456167,149.40060562629034,152.56567344014948,168.5640887448532,160.49036684158656,169.12162252688287,176.91331683576874,169.43698890400862,20.638962462900974,18.536229485746777,19.835018137449577,29.388362578344005,31.432099504312013,32.367101906463816,26.7363040203472,18.1875124860381,16.382304969084274,-4.624702834947925,-3.667663440153603,-5.560681961014947,-5.017133013368057,-6.093808293589134,-6.200504134111929,-6.09325686006264,-16.19542750740898,-26.409641153216533
38.84466849099836,41.10118411388872,42.07879463368079,40.02907991260035,42.33390532560023,40.574484545615285,38.2214483054245,41.313139527677635,41.40987582336273,75.51356779403932,68.0732606536467,65.76649433033175,65.40941215417861,65.25579063649916,65.77970553132747,64.23534476770662,64.83778170275305,66.05298624587286,43.95257732332858,43.81918809318515,44.07513057079486,45.383833085306776,44.07292880966752,44.097460689518364,44.0451340509898,39.98011331442429,36.39616965600497,852.0896667762545,852.0896667762545,852.0896667762545,852.0896667762545,852.0896667762545,852.0896667762545,852.0896667762545,852.0896667762545,852.0896667762545,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,852.0896667762545,852.0896667762545,852.0896667762545,852.0896667762545,852.0896667762545,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,15.517006819404486,14.867813700332642,13.134744817501726,13.40888422094155,14.85927626347004,15.011571791812894,12.51837965463187,12.169803917353766,14.4085818009938,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,142.56843033197754,141.40869816554925,149.66776597365228,152.78857805787266,168.81053542085084,160.7245741733915,169.5753868198016,177.41408426045265,169.9300662874472,20.704880418099968,18.614914781607315,19.966824355411255,29.75083162982787,31.48408800316662,32.394697030185455,26.800974637368903,18.28225018171068,16.46214211096373,-4.637437223487857,-3.688383791927134,-5.560475158685453,-5.017133072057,-6.093743084525533,-6.200492354614697,-6.093181109517875,-16.195482044443676,-26.584792193785265
38.84188660139366,41.09912474424556,42.07921937306318,40.027889235247805,42.33368492862192,40.57101710792391,38.22025954576909,41.31366777065398,41.40982943569244,75.50068452817247,68.06881612819613,65.77256738666516,65.4208882706077,65.2579993212006,65.78946121713658,64.23963042738166,64.8384548778537,66.04951770747887,43.95312046735693,43.82135687043654,44.07521097018811,45.30071948898084,44.07181699830236,44.09503708372291,44.04654172635426,39.984626365862674,36.38948342806484,852.1127383738595,852.1127383738595,852.1127383738595,852.1127383738595,852.1127383738595,852.1127383738595,852.1127383738595,852.1127383738595,852.1127383738595,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,852.1127383738595,852.1127383738595,852.1127383738595,852.1127383738595,852.1127383738595,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,15.524844187234859,14.880454273151276,13.136688353632826,13.408915578679604,14.860630020448031,15.012711170245808,12.519962886096234,12.170838038518527,14.423550232464425,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,142.89931301176736,141.735380029549,150.00613102081914,153.08836369078477,169.1398681824857,161.03965344980392,169.93165687933677,177.7884106208106,170.29653898999996,20.746235835865257,18.668715614996955,20.027113564678455,29.961555536842262,31.509218709676006,32.400809225207404,26.825305945090275,18.354082956101472,16.542715883066464,-4.635476615574062,-3.7082748983929643,-5.560347252501052,-5.017135062646877,-6.093641095273778,-6.200479611780808,-6.093381557712817,-16.19548152266798,-26.786882347301184
38.84061112567729,41.101085889741235,42.078672702280464,40.027406304507366,42.332974460872315,40.56820885464506,38.21482138317309,41.313365137524144,41.409565160887624,75.57294295540657,68.07059972449576,65.7655521108812,65.41286059953723,65.25649613309815,65.7807163939535,64.2356838955584,64.83855575848366,66.05199496446981,43.95285934118879,43.81974499995712,44.074672368950694,45.512035488725964,44.07200506784007,44.09527739746816,44.045881820616685,39.97433988940348,36.38633374503831,852.131028889459,852.131028889459,852.131028889459,852.131028889459,852.131028889459,852.131028889459,852.131028889459,852.131028889459,852.131028889459,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,852.131028889459,852.131028889459,852.131028889459,852.131028889459,852.131028889459,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,15.540605525082894,14.888359345589269,13.134663721355594,13.408874336729166,14.861461507576474,15.01241773122204,12.519268939176662,12.1704205732826,14.423495383666813,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,143.12325209295622,141.95982758682123,150.24284408435676,153.1967804838034,169.25713680423908,161.15357355852404,169.85396812855117,177.62938647113384,170.1592788413307,20.775087525895444,18.704909785774273,20.046838266429987,30.033453600032516,31.516346203567466,32.40671807681451,26.830534433678434,18.397991341806947,16.586949957112573,-4.651667231341462,-3.7164795786980096,-5.560369049394787,-5.01713741328313,-6.093676689885053,-6.200479477975334,-6.0932264545179855,-16.195464734262156,-26.879115565796177
38.670591197229875,41.01473149905307,42.0019523153241,39.830556331735686,42.253262749673546,40.36123827602305,37.96581048915147,41.22233472794482,41.380979089465356,76.76331631493917,68.04177596732963,65.6255191392574,65.24917211694208,65.04039211800323,65.59833785535709,64.04803464460784,64.71970791473417,66.03808415291482,43.95873037181174,43.82009776730261,44.082908528890556,44.30583347417227,44.07445192186166,44.09810835252253,44.049684110326076,39.85007793755735,36.16793168166504,914.2805725348032,914.2805725348032,914.2805725348032,914.2805725348032,914.2805725348032,914.2805725348032,914.2805725348032,914.2805725348032,914.2805725348032,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,914.2805725348032,914.2805725348032,914.2805725348032,914.2805725348032,914.2805725348032,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,15.610171346966608,14.955037452123204,13.13657353636229,13.408876876549797,14.864512514078841,15.012405008164347,12.520464092500696,12.17140238385244,14.451908497278355,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,569.8845509241423,564.7745999836675,599.0121558012739,613.8533339826123,678.465159883558,645.76784981136,618.3624870475951,643.4018904355169,613.5895050409617,29.286871671542496,27.126490249556884,28.891513754865713,39.576940036348084,41.66997803565478,41.9638333806852,35.75580765530139,27.497422039632276,25.263956547621515,-4.656706059051899,-3.688749031802934,-5.561623419013038,-5.0171279461843215,-6.093837981630333,-6.200488005065378,-6.0933175616799415,-16.195409755395843,-26.600515772687285
38.7526269754801,41.0638865330042,42.04819084093929,39.93215827907832,42.29444679509779,40.45652822872945,38.09714449366662,41.285561684109254,41.40511860594736,76.2194606941116,68.07706316492882,65.74075099808124,65.37349270447012,65.18718144664234,65.74111535434908,64.1929928357553,64.81969629312164,66.06133525912189,43.95810123334329,43.822636850893055,44.08181547245553,44.41864083644518,44.07437061838916,44.093596393513295,44.051367987392865,39.930742953044124,36.30700700468875,865.2854067506346,865.2854067506346,865.2854067506346,865.2854067506346,865.2854067506346,865.2854067506346,865.2854067506346,865.2854067506346,865.2854067506346,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,865.2854067506346,865.2854067506346,865.2854067506346,865.2854067506346,865.2854067506346,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,15.602867443622786,14.95577116896275,13.138155445835745,13.408894730980235,14.86493113027846,15.01370865142977,12.520583759672991,12.171828923357705,14.451275321926083,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,231.51715109427408,229.55068170688847,243.23101175882104,248.8965087903,264.9742878076304,261.82723299953466,241.51307450550186,246.58441378371586,235.68755684597076,22.507418834511643,20.416594930006717,21.75276234315278,32.297759781990784,33.38761197682126,34.45548536772723,28.182155595291412,19.595179888595133,17.777630335256184,-4.642427213856996,-3.713995985243673,-5.561505108505433,-5.01712666086743,-6.093787888169282,-6.20046960379703,-6.093571074572925,-16.19533685342006,-26.833912453009827
38.847108881862795,41.10151577633861,42.08401631065376,40.019744354347175,42.336850804932176,40.54903565496367,38.23848264367388,41.32832161389896,41.41023759134298,75.59386477660989,68.08268917061227,65.77380386567278,65.41064760135325,65.26027182775323,65.78608954375278,64.24691492924866,64.8347687928804,66.03807060935291,43.96336884621295,43.82840271711829,44.07916389247813,47.642574723680205,44.075285623886636,44.10518849320995,44.05277899003331,40.015732434085,36.40745421464927,850.8617143421944,850.8617143421944,850.8617143421944,850.8617143421944,850.8617143421944,850.8617143421944,850.8617143421944,850.8617143421944,850.8617143421944,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,850.8617143421944,850.8617143421944,850.8617143421944,850.8617143421944,850.8617143421944,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,15.604599403836287,14.90040392015699,13.134846783065758,13.408852134475001,14.861819999404181,15.014490642840286,12.517667324813102,12.168555653715803,14.42075089432662,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,142.81342462893718,141.73158160985062,150.00246732782372,153.53066551116862,163.37193464796732,161.49764261646587,148.93890690689233,153.4919875977016,147.60988237102347,20.728080769287853,18.623707042828052,19.82674341227903,30.15946786208521,31.326434733709,32.12949069555113,26.246259541533842,17.713900702932232,16.05434521898787,-4.7488352328108085,-3.8251219681566506,-5.56115090665727,-5.0171307967088685,-6.0938715937862735,-6.200501149966052,-6.093584167196657,-16.195345670892436,-26.933741788084582
38.7648530881662,41.065511036086974,42.05303736680918,39.9356951812884,42.298909377903485,40.46790589713545,38.10358126116862,41.29173588120262,41.40307811850617,75.73272879369526,68.08218051029485,65.74480447951355,65.36763347848797,65.19529975710469,65.74766216298245,64.20181846547719,64.82202889647928,66.05777689786838,43.9319105377528,43.82095996224794,44.07947092316552,44.41351085622325,44.07720938891093,44.09394595748773,44.050157832991175,39.93992044902045,36.31473682417506,863.9727831878049,863.9727831878049,863.9727831878049,863.9727831878049,863.9727831878049,863.9727831878049,863.9727831878049,863.9727831878049,863.9727831878049,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,863.9727831878049,863.9727831878049,863.9727831878049,863.9727831878049,863.9727831878049,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,15.655089117341658,14.99496988270851,13.137565053782476,13.408855778566569,14.862184526099776,15.016005565718034,12.517668031325153,12.165090471173018,14.445430823960082,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,223.659402252874,221.76970060991218,235.07628231245735,241.1716498897409,256.54044816401074,253.60446404006854,233.84393690380887,237.62911808062216,227.01588551639458,22.313185566150874,20.139747117692014,21.26076937450903,32.027923888812225,33.1354969436991,34.05640391780331,27.868465727425956,19.17401397286137,17.497704359569575,-4.441258006302906,-3.697930071100987,-5.560824653523021,-5.0171261637895315,-6.093981925868313,-6.200466243175289,-6.093473913454264,-16.19539684356449,-26.781422306738545
38.93979743334423,41.12568980573134,42.109825267309425,40.076252385740595,42.379962446676856,40.5595807500236,38.36186784050315,41.35952138806389,41.4006434088247,75.35450793646675,68.04007447919247,65.78108614426976,65.41369085579664,65.2916389616002,65.74695541340078,64.25374231922441,64.82167344326419,65.98135684674777,43.971929779319495,43.85142030756023,44.081949836032074,49.18376413913955,44.07699575386492,44.11955967567502,44.05442980623052,40.21425019592127,36.506773229891806,840.425806020505,840.425806020505,840.425806020505,840.425806020505,840.425806020505,840.425806020505,840.425806020505,840.425806020505,840.425806020505,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,840.425806020505,840.425806020505,840.425806020505,840.425806020505,840.425806020505,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,15.26062929052191,14.689953869427617,13.125331744490373,13.408844050708078,14.853742529674792,15.005328304157086,12.516267275460166,12.167540063848564,14.236556940875579,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,84.37320826065336,83.73092768157974,88.5995938234607,91.49738117707226,96.63794952598865,95.57300201650503,88.14640218377936,89.83247377693154,86.40822862251197,19.448087007602126,17.296858586262406,17.401599883367226,22.39364073664701,29.83171188526524,7.534772501793741,24.77382330596344,16.14413892037086,14.711620712485242,-4.840890708493705,-4.128823686377653,-5.562536369174337,-5.017131191062457,-6.094043747341184,-6.200498300784322,-6.093689725286277,-16.195402394718027,-26.77416829742777
38.9650851020999,41.13537401732593,42.11541610885634,40.09017748641035,42.39124413826596,40.62961477896954,38.39607142155407,41.367688104265696,41.3906601847525,75.15142176909269,68.00042178710588,65.74583578386199,65.37218472047941,65.2674977541103,65.72598104888498,64.2138184885476,64.77531647137525,65.92921886805654,43.97217860611345,43.85230365430146,44.081801363297785,49.59077780380057,44.0768581220582,44.12835484861822,44.054406174354774,40.29719400183025,36.54781082173825,835.2414281549015,835.2414281549015,835.2414281549015,835.2414281549015,835.2414281549015,835.2414281549015,835.2414281549015,835.2414281549015,835.2414281549015,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,835.2414281549015,835.2414281549015,835.2414281549015,835.2414281549015,835.2414281549015,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,14.659968600449242,14.061977794812185,13.052394019522886,13.408793382675226,14.82180814649576,14.99744394532398,12.45686125370822,12.162295075527195,13.810791109837316,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,53.59504906859815,53.20901630651605,56.23225413375215,58.17446079974128,61.290859080651934,60.65014143581885,55.94981884112355,57.157461710817024,55.339836327484946,18.728980712015094,16.559033074704086,16.101614995657492,17.54933671268153,29.023425011450197,8.87140413197705,23.874103083709436,15.38070456384724,14.059110291313559,-4.847383822098111,-4.148475249005571,-5.562621384651267,-5.017129657091345,-6.094060949012254,-6.200505011862365,-6.093665817634048,-16.19538403465908,-26.20525066439479
