case_name,commodity,commodity_subtype,zone,resource_id,component_id,type,variable,year,value
missing,all,cost,all,all,all,Cost,FixedCost,missing,3.0088394979932e10
missing,all,cost,all,all,all,Cost,VariableCost,missing,1.3792641669025177e10
missing,all,cost,all,all,all,Cost,TotalCost,missing,4.388103664895718e10
