Time_Index,natgas_fossil_MIDAT
1,12.21546705
2,12.21546705
3,12.21546705
4,12.21546705
5,12.21546705
6,12.21546705
7,12.21546705
8,12.21546705
9,12.21546705
10,12.21546705
11,12.21546705
12,12.21546705
13,12.21546705
14,12.21546705
15,12.21546705
16,12.21546705
17,12.21546705
18,12.21546705
19,12.21546705
20,12.21546705
21,12.21546705
22,12.21546705
23,12.21546705
24,12.21546705
25,12.21546705
26,12.21546705
27,12.21546705
28,12.21546705
29,12.21546705
30,12.21546705
31,12.21546705
32,12.21546705
33,12.21546705
34,12.21546705
35,12.21546705
36,12.21546705
37,12.21546705
38,12.21546705
39,12.21546705
40,12.21546705
41,12.21546705
42,12.21546705
43,12.21546705
44,12.21546705
45,12.21546705
46,12.21546705
47,12.21546705
48,12.21546705
49,12.21546705
50,12.21546705
51,12.21546705
52,12.21546705
53,12.21546705
54,12.21546705
55,12.21546705
56,12.21546705
57,12.21546705
58,12.21546705
59,12.21546705
60,12.21546705
61,12.21546705
62,12.21546705
63,12.21546705
64,12.21546705
65,12.21546705
66,12.21546705
67,12.21546705
68,12.21546705
69,12.21546705
70,12.21546705
71,12.21546705
72,12.21546705
73,12.21546705
74,12.21546705
75,12.21546705
76,12.21546705
77,12.21546705
78,12.21546705
79,12.21546705
80,12.21546705
81,12.21546705
82,12.21546705
83,12.21546705
84,12.21546705
85,12.21546705
86,12.21546705
87,12.21546705
88,12.21546705
89,12.21546705
90,12.21546705
91,12.21546705
92,12.21546705
93,12.21546705
94,12.21546705
95,12.21546705
96,12.21546705
97,12.21546705
98,12.21546705
99,12.21546705
100,12.21546705
101,12.21546705
102,12.21546705
103,12.21546705
104,12.21546705
105,12.21546705
106,12.21546705
107,12.21546705
108,12.21546705
109,12.21546705
110,12.21546705
111,12.21546705
112,12.21546705
113,12.21546705
114,12.21546705
115,12.21546705
116,12.21546705
117,12.21546705
118,12.21546705
119,12.21546705
120,12.21546705
121,12.21546705
122,12.21546705
123,12.21546705
124,12.21546705
125,12.21546705
126,12.21546705
127,12.21546705
128,12.21546705
129,12.21546705
130,12.21546705
131,12.21546705
132,12.21546705
133,12.21546705
134,12.21546705
135,12.21546705
136,12.21546705
137,12.21546705
138,12.21546705
139,12.21546705
140,12.21546705
141,12.21546705
142,12.21546705
143,12.21546705
144,12.21546705
145,12.21546705
146,12.21546705
147,12.21546705
148,12.21546705
149,12.21546705
150,12.21546705
151,12.21546705
152,12.21546705
153,12.21546705
154,12.21546705
155,12.21546705
156,12.21546705
157,12.21546705
158,12.21546705
159,12.21546705
160,12.21546705
161,12.21546705
162,12.21546705
163,12.21546705
164,12.21546705
165,12.21546705
166,12.21546705
167,12.21546705
168,12.21546705
169,12.21546705
170,12.21546705
171,12.21546705
172,12.21546705
173,12.21546705
174,12.21546705
175,12.21546705
176,12.21546705
177,12.21546705
178,12.21546705
179,12.21546705
180,12.21546705
181,12.21546705
182,12.21546705
183,12.21546705
184,12.21546705
185,12.21546705
186,12.21546705
187,12.21546705
188,12.21546705
189,12.21546705
190,12.21546705
191,12.21546705
192,12.21546705
193,12.21546705
194,12.21546705
195,12.21546705
196,12.21546705
197,12.21546705
198,12.21546705
199,12.21546705
200,12.21546705
201,12.21546705
202,12.21546705
203,12.21546705
204,12.21546705
205,12.21546705
206,12.21546705
207,12.21546705
208,12.21546705
209,12.21546705
210,12.21546705
211,12.21546705
212,12.21546705
213,12.21546705
214,12.21546705
215,12.21546705
216,12.21546705
217,12.21546705
218,12.21546705
219,12.21546705
220,12.21546705
221,12.21546705
222,12.21546705
223,12.21546705
224,12.21546705
225,12.21546705
226,12.21546705
227,12.21546705
228,12.21546705
229,12.21546705
230,12.21546705
231,12.21546705
232,12.21546705
233,12.21546705
234,12.21546705
235,12.21546705
236,12.21546705
237,12.21546705
238,12.21546705
239,12.21546705
240,12.21546705
241,12.21546705
242,12.21546705
243,12.21546705
244,12.21546705
245,12.21546705
246,12.21546705
247,12.21546705
248,12.21546705
249,12.21546705
250,12.21546705
251,12.21546705
252,12.21546705
253,12.21546705
254,12.21546705
255,12.21546705
256,12.21546705
257,12.21546705
258,12.21546705
259,12.21546705
260,12.21546705
261,12.21546705
262,12.21546705
263,12.21546705
264,12.21546705
265,12.21546705
266,12.21546705
267,12.21546705
268,12.21546705
269,12.21546705
270,12.21546705
271,12.21546705
272,12.21546705
273,12.21546705
274,12.21546705
275,12.21546705
276,12.21546705
277,12.21546705
278,12.21546705
279,12.21546705
280,12.21546705
281,12.21546705
282,12.21546705
283,12.21546705
284,12.21546705
285,12.21546705
286,12.21546705
287,12.21546705
288,12.21546705
289,12.21546705
290,12.21546705
291,12.21546705
292,12.21546705
293,12.21546705
294,12.21546705
295,12.21546705
296,12.21546705
297,12.21546705
298,12.21546705
299,12.21546705
300,12.21546705
301,12.21546705
302,12.21546705
303,12.21546705
304,12.21546705
305,12.21546705
306,12.21546705
307,12.21546705
308,12.21546705
309,12.21546705
310,12.21546705
311,12.21546705
312,12.21546705
313,12.21546705
314,12.21546705
315,12.21546705
316,12.21546705
317,12.21546705
318,12.21546705
319,12.21546705
320,12.21546705
321,12.21546705
322,12.21546705
323,12.21546705
324,12.21546705
325,12.21546705
326,12.21546705
327,12.21546705
328,12.21546705
329,12.21546705
330,12.21546705
331,12.21546705
332,12.21546705
333,12.21546705
334,12.21546705
335,12.21546705
336,12.21546705
337,12.21546705
338,12.21546705
339,12.21546705
340,12.21546705
341,12.21546705
342,12.21546705
343,12.21546705
344,12.21546705
345,12.21546705
346,12.21546705
347,12.21546705
348,12.21546705
349,12.21546705
350,12.21546705
351,12.21546705
352,12.21546705
353,12.21546705
354,12.21546705
355,12.21546705
356,12.21546705
357,12.21546705
358,12.21546705
359,12.21546705
360,12.21546705
361,12.21546705
362,12.21546705
363,12.21546705
364,12.21546705
365,12.21546705
366,12.21546705
367,12.21546705
368,12.21546705
369,12.21546705
370,12.21546705
371,12.21546705
372,12.21546705
373,12.21546705
374,12.21546705
375,12.21546705
376,12.21546705
377,12.21546705
378,12.21546705
379,12.21546705
380,12.21546705
381,12.21546705
382,12.21546705
383,12.21546705
384,12.21546705
385,12.21546705
386,12.21546705
387,12.21546705
388,12.21546705
389,12.21546705
390,12.21546705
391,12.21546705
392,12.21546705
393,12.21546705
394,12.21546705
395,12.21546705
396,12.21546705
397,12.21546705
398,12.21546705
399,12.21546705
400,12.21546705
401,12.21546705
402,12.21546705
403,12.21546705
404,12.21546705
405,12.21546705
406,12.21546705
407,12.21546705
408,12.21546705
409,12.21546705
410,12.21546705
411,12.21546705
412,12.21546705
413,12.21546705
414,12.21546705
415,12.21546705
416,12.21546705
417,12.21546705
418,12.21546705
419,12.21546705
420,12.21546705
421,12.21546705
422,12.21546705
423,12.21546705
424,12.21546705
425,12.21546705
426,12.21546705
427,12.21546705
428,12.21546705
429,12.21546705
430,12.21546705
431,12.21546705
432,12.21546705
433,12.21546705
434,12.21546705
435,12.21546705
436,12.21546705
437,12.21546705
438,12.21546705
439,12.21546705
440,12.21546705
441,12.21546705
442,12.21546705
443,12.21546705
444,12.21546705
445,12.21546705
446,12.21546705
447,12.21546705
448,12.21546705
449,12.21546705
450,12.21546705
451,12.21546705
452,12.21546705
453,12.21546705
454,12.21546705
455,12.21546705
456,12.21546705
457,12.21546705
458,12.21546705
459,12.21546705
460,12.21546705
461,12.21546705
462,12.21546705
463,12.21546705
464,12.21546705
465,12.21546705
466,12.21546705
467,12.21546705
468,12.21546705
469,12.21546705
470,12.21546705
471,12.21546705
472,12.21546705
473,12.21546705
474,12.21546705
475,12.21546705
476,12.21546705
477,12.21546705
478,12.21546705
479,12.21546705
480,12.21546705
481,12.21546705
482,12.21546705
483,12.21546705
484,12.21546705
485,12.21546705
486,12.21546705
487,12.21546705
488,12.21546705
489,12.21546705
490,12.21546705
491,12.21546705
492,12.21546705
493,12.21546705
494,12.21546705
495,12.21546705
496,12.21546705
497,12.21546705
498,12.21546705
499,12.21546705
500,12.21546705
501,12.21546705
502,12.21546705
503,12.21546705
504,12.21546705
