Time_Index,MIDAT_conventional_hydroelectric_1,MIDAT_hydroelectric_pumped_storage_1,MIDAT_natural_gas_fired_combined_cycle_1,MIDAT_natural_gas_fired_combined_cycle_2,MIDAT_natural_gas_fired_combined_cycle_3,MIDAT_natural_gas_fired_combined_cycle_4,MIDAT_natural_gas_fired_combustion_turbine_1,MIDAT_natural_gas_fired_combustion_turbine_2,MIDAT_nuclear_1,MIDAT_nuclear_2,MIDAT_onshore_wind_turbine_1,MIDAT_small_hydroelectric_1,MIDAT_solar_photovoltaic_1,MIDAT_naturalgas_ccavgcf_moderate_0,MIDAT_naturalgas_ctavgcf_moderate_0,MIDAT_battery_moderate_0,MIDAT_nuclear_mid_0,MIDAT_utilitypv_class1_moderate_70_0_2_1,MIDAT_utilitypv_class1_moderate_70_0_2_2,MIDAT_utilitypv_class1_moderate_70_0_2_3,MIDAT_utilitypv_class1_moderate_70_0_2_4,MIDAT_utilitypv_class1_moderate_70_0_2_5,MIDAT_utilitypv_class1_moderate_70_0_2_6,MIDAT_utilitypv_class1_moderate_70_0_2_7,MIDAT_landbasedwind_class4_moderate_70_1,MIDAT_landbasedwind_class4_moderate_70_2,MIDAT_landbasedwind_class4_moderate_70_3,MIDAT_landbasedwind_class4_moderate_70_4,MIDAT_landbasedwind_class4_moderate_70_5,MIDAT_landbasedwind_class4_moderate_70_6,MIDAT_landbasedwind_class4_moderate_70_7
147,0.201446917,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.572608793,0.201446917,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.572608793,0.621958772,0.747625174,0.201494736,0.313292431,0.507425729,0.212305383
148,0.201446917,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.544280022,0.201446917,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.544280022,0.617390274,0.753832629,0.218334624,0.314980886,0.532096169,0.218015284
149,0.201446917,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.595181226,0.201446917,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.595181226,0.617688153,0.759156582,0.239133611,0.310019828,0.545722941,0.238281288
150,0.201446917,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.646789563,0.201446917,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.36e-5,0.0,0.646789563,0.604930378,0.758989335,0.260679068,0.304065719,0.564993317,0.269173957
151,0.201446917,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.666812287,0.201446917,0.128063782,1.0,1.0,1.0,1.0,0.128063782,0.136739177,0.132418734,0.023516828,0.093709298,0.110780752,0.058317378,0.666812287,0.61530684,0.760099953,0.273793566,0.304950365,0.5856141,0.298560224
152,0.201446917,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.651315742,0.201446917,0.390893872,1.0,1.0,1.0,1.0,0.390893872,0.529011362,0.417024884,0.319373913,0.453861557,0.464917848,0.404090781,0.651315742,0.614085632,0.731860251,0.273249828,0.298475734,0.577503062,0.345471259
153,0.201520972,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.458102189,0.201520972,0.366924371,1.0,1.0,1.0,1.0,0.366924371,0.61973178,0.469024397,0.604377801,0.515669761,0.584515792,0.584570009,0.458102189,0.381739252,0.482057674,0.265595097,0.217593662,0.295218027,0.309075869
154,0.201593316,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.322197697,0.201593316,0.31869408,1.0,1.0,1.0,1.0,0.31869408,0.563939438,0.499404147,0.583948522,0.36615544,0.533729918,0.532892405,0.322197697,0.2435729,0.317788387,0.219440758,0.150783851,0.206995457,0.238662609
155,0.201691842,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.373781096,0.201691842,0.355789883,1.0,1.0,1.0,1.0,0.355789883,0.504258165,0.518149798,0.518275135,0.359359111,0.495795045,0.485245125,0.373781096,0.25178346,0.315286486,0.165438234,0.133845969,0.233683002,0.246550663
156,0.201780601,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.501380724,0.201780601,0.481467594,1.0,1.0,1.0,1.0,0.481467594,0.456144285,0.54230771,0.498341068,0.386763381,0.486291705,0.471565597,0.501380724,0.260285553,0.315889715,0.135177837,0.120001221,0.26281034,0.280188652
157,0.201854655,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.48563724,0.201854655,0.560095415,1.0,1.0,1.0,1.0,0.560095415,0.44030428,0.602897459,0.527130112,0.460437607,0.487105484,0.495462008,0.48563724,0.280361876,0.321227917,0.12823863,0.116589916,0.280708685,0.299613969
158,0.201951427,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.483182504,0.201951427,0.618060954,1.0,1.0,1.0,1.0,0.618060954,0.422399288,0.622755881,0.565164138,0.584221095,0.456493706,0.490984319,0.483182504,0.290881735,0.341848619,0.147207668,0.124547719,0.293574036,0.330317906
159,0.202025482,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.476469805,0.202025482,0.405627016,1.0,1.0,1.0,1.0,0.405627016,0.316082057,0.378413422,0.502102307,0.429701435,0.2896595,0.37591038,0.476469805,0.303926717,0.352886642,0.175787837,0.139419161,0.323948024,0.369028855
160,0.202099536,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.50871468,0.202099536,0.046742193,1.0,1.0,1.0,1.0,0.046742193,0.050718921,0.034306362,0.175765469,0.062815144,0.060508266,0.091701847,0.50871468,0.321065628,0.342044659,0.200935626,0.165034546,0.349294523,0.383567057
161,0.202202343,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.690426639,0.202202343,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.002748562,0.0,1.65e-5,0.000106507,0.690426639,0.49390292,0.496037611,0.330387309,0.322589973,0.468905926,0.530040997
162,0.202269446,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.748969013,0.202269446,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.748969013,0.646144144,0.624083864,0.489784035,0.464368298,0.54980282,0.624284983
163,0.2023435,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.75674211,0.2023435,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75674211,0.723207249,0.707508664,0.577318443,0.556280506,0.579959,0.65671016
164,0.20248372,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.73693431,0.20248372,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.73693431,0.756057834,0.727423758,0.616104696,0.61409347,0.605769581,0.652090289
165,0.202572479,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.767899794,0.202572479,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.767899794,0.767378442,0.757083876,0.637930295,0.641734262,0.626092169,0.650167471
166,0.202646533,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.792178841,0.202646533,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.792178841,0.765254287,0.764883861,0.651941462,0.659215137,0.602906068,0.646050048
167,0.20274506,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.792078111,0.20274506,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.792078111,0.767187939,0.768084037,0.661776853,0.670070581,0.587632615,0.626747828
168,0.202817404,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.774325095,0.202817404,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.774325095,0.760778402,0.763896673,0.666691828,0.682114423,0.597556364,0.601743882
169,0.30676522,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.431018822,0.30676522,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.431018822,0.61723574,0.441210032,0.771389143,0.738330609,0.625767403,0.769663998
170,0.30676522,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.378559008,0.30676522,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.378559008,0.638080054,0.456342717,0.713555493,0.744727267,0.650440035,0.77448532
171,0.30676522,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.576313604,0.30676522,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.576313604,0.675126387,0.515880509,0.630031209,0.737455337,0.666987705,0.775536177
172,0.30676522,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.697294475,0.30676522,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.697294475,0.717186128,0.585897113,0.623464593,0.712459324,0.694490863,0.785058155
173,0.30676522,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.740293528,0.30676522,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.740293528,0.759705949,0.676308837,0.687909694,0.690737714,0.735080827,0.781047107
174,0.30676522,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.785550647,0.30676522,0.001887161,1.0,1.0,1.0,1.0,0.001887161,0.00461377,0.001637756,0.002846543,0.004415238,0.010731721,0.006488364,0.785550647,0.779501009,0.747924865,0.753918242,0.693171852,0.765317645,0.76180057
175,0.30676522,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.794065293,0.30676522,0.019211173,1.0,1.0,1.0,1.0,0.019211173,0.055905374,0.017471904,0.07460786,0.028982019,0.135335724,0.109812101,0.794065293,0.785267199,0.770352362,0.765470361,0.700841731,0.764076641,0.727587818
176,0.30676522,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.798481013,0.30676522,0.099822799,1.0,1.0,1.0,1.0,0.099822799,0.193123361,0.042554362,0.265734616,0.093380624,0.398998768,0.260397885,0.798481013,0.754852811,0.685106209,0.74984407,0.708156467,0.727234929,0.714567382
177,0.30676522,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.723812797,0.30676522,0.203079064,1.0,1.0,1.0,1.0,0.203079064,0.356115568,0.096432089,0.386323943,0.197232613,0.629412869,0.353276594,0.723812797,0.720663063,0.723899039,0.680942401,0.676370292,0.720169369,0.692565042
178,0.30676522,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.701182544,0.30676522,0.319851653,1.0,1.0,1.0,1.0,0.319851653,0.480284211,0.172903726,0.477811758,0.241379035,0.706957113,0.427405371,0.701182544,0.670322654,0.68618667,0.610435189,0.62165506,0.717994676,0.683363428
179,0.30676522,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.651662099,0.30676522,0.512445793,1.0,1.0,1.0,1.0,0.512445793,0.613795061,0.337140799,0.525127256,0.351491863,0.692964725,0.481867124,0.651662099,0.611811895,0.593916736,0.529829053,0.57865658,0.746840253,0.698106429
180,0.30676522,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.632154938,0.30676522,0.649642431,1.0,1.0,1.0,1.0,0.649642431,0.652530871,0.487719082,0.530793239,0.431627188,0.61765355,0.557459928,0.632154938,0.586898979,0.465542569,0.48725865,0.542892129,0.754343133,0.700436027
181,0.30676522,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.579010365,0.30676522,0.672828234,1.0,1.0,1.0,1.0,0.672828234,0.586211738,0.580596522,0.497699535,0.448802912,0.582240336,0.572347244,0.579010365,0.577334362,0.326217903,0.463885539,0.519839566,0.764169069,0.727972869
182,0.30676522,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.506840302,0.30676522,0.537110345,1.0,1.0,1.0,1.0,0.537110345,0.522291067,0.570144911,0.447942092,0.455253335,0.558789577,0.53554569,0.506840302,0.586485229,0.217208011,0.460504241,0.520370381,0.775320335,0.744877265
183,0.30676522,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.585739894,0.30676522,0.404025758,1.0,1.0,1.0,1.0,0.404025758,0.444553105,0.53076555,0.438675367,0.44555381,0.489637188,0.387014171,0.585739894,0.608281413,0.141759763,0.460768202,0.522110438,0.781637479,0.744777828
184,0.30676522,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.592400263,0.30676522,0.229594874,1.0,1.0,1.0,1.0,0.229594874,0.328352488,0.352589713,0.423818914,0.329692653,0.339628987,0.286903025,0.592400263,0.592443073,0.08282875,0.457004658,0.528427158,0.769831716,0.735667756
185,0.30676522,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.439639354,0.30676522,0.041816374,1.0,1.0,1.0,1.0,0.041816374,0.103398201,0.080407205,0.256392698,0.122328193,0.112214126,0.109629546,0.439639354,0.575907362,0.057203313,0.43252957,0.522258756,0.725183205,0.687628387
186,0.30676522,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.560714924,0.30676522,0.000170219,1.0,1.0,1.0,1.0,0.000170219,0.002234191,0.000129681,0.029342421,0.005895904,0.005262907,0.007349364,0.560714924,0.674469244,0.102544874,0.441602697,0.54627252,0.749671866,0.65671826
187,0.30676522,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.726336812,0.30676522,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.726336812,0.711700792,0.141401973,0.551469207,0.575475316,0.766790504,0.665028648
188,0.30676522,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.793369317,0.30676522,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.793369317,0.715924739,0.154230868,0.597988999,0.57808468,0.776386713,0.674607305
189,0.30676522,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.804611796,0.30676522,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.804611796,0.706166278,0.160664948,0.600782986,0.592467358,0.779220381,0.650301643
190,0.30676522,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.780718862,0.30676522,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.780718862,0.696962434,0.185058027,0.574688327,0.598073077,0.77128442,0.627037798
191,0.30676522,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.739281351,0.30676522,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.739281351,0.7281117,0.331248741,0.541420768,0.582738882,0.762001522,0.607066648
192,0.30676522,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.740825801,0.30676522,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.740825801,0.758766008,0.481506903,0.495613926,0.567494839,0.750176061,0.583003042
193,0.30676522,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.763082472,0.30676522,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.763082472,0.761353411,0.534540699,0.438475252,0.557122807,0.736004551,0.525685393
194,0.30676522,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.677700376,0.30676522,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.677700376,0.760659464,0.62009402,0.365469788,0.552281448,0.724590591,0.484669126
195,0.30676522,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.609388515,0.30676522,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.609388515,0.741233933,0.664836387,0.300779203,0.549712924,0.718091344,0.459733606
196,0.30676522,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.576489058,0.30676522,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.576489058,0.716724994,0.700685338,0.249503092,0.547080269,0.713286489,0.439854524
197,0.30676522,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.469523077,0.30676522,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.469523077,0.691978486,0.73520912,0.216618107,0.539198476,0.694750257,0.419199664
198,0.30676522,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.475820679,0.30676522,0.024328217,1.0,1.0,1.0,1.0,0.024328217,0.049333625,0.040297369,0.002533851,0.012135088,0.018297877,0.010249982,0.475820679,0.678287005,0.743237108,0.189327045,0.526787043,0.662574408,0.379855967
199,0.30676522,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.421450118,0.30676522,0.356276541,1.0,1.0,1.0,1.0,0.356276541,0.343344787,0.17773117,0.085174752,0.057863689,0.199084267,0.130803172,0.421450118,0.628375088,0.695725535,0.182134029,0.498137874,0.56665322,0.330551246
200,0.30676522,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.396069717,0.30676522,0.613336755,1.0,1.0,1.0,1.0,0.613336755,0.546663782,0.249511283,0.236368898,0.142310902,0.457335439,0.331907536,0.396069717,0.454867974,0.574435495,0.179223072,0.397217321,0.344922792,0.248997861
201,0.30676522,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.45256421,0.30676522,0.616825313,1.0,1.0,1.0,1.0,0.616825313,0.638099767,0.422050056,0.322205437,0.251163241,0.616092035,0.56256635,0.45256421,0.370070203,0.533564844,0.193679831,0.364759388,0.278717589,0.165680624
202,0.30676522,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.437828286,0.30676522,0.605816998,1.0,1.0,1.0,1.0,0.605816998,0.714611924,0.628072036,0.391955026,0.358690215,0.660872207,0.695649774,0.437828286,0.323038124,0.491864181,0.214115341,0.326808564,0.258582806,0.131260436
203,0.30676522,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.400029619,0.30676522,0.696433366,1.0,1.0,1.0,1.0,0.696433366,0.762520571,0.759353802,0.461503654,0.477127844,0.673108381,0.686349097,0.400029619,0.296067126,0.453025902,0.226926417,0.28815549,0.238459844,0.114149822
204,0.30676522,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.406779693,0.30676522,0.805476517,1.0,1.0,1.0,1.0,0.805476517,0.789340953,0.823125162,0.480990471,0.557478486,0.658890533,0.630267525,0.406779693,0.264863994,0.436303476,0.231468587,0.25628296,0.22125407,0.106916468
205,0.30676522,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.377234163,0.30676522,0.868165889,1.0,1.0,1.0,1.0,0.868165889,0.833100932,0.859507869,0.463476372,0.58923504,0.646166433,0.567242057,0.377234163,0.239786347,0.422152543,0.288300306,0.231949972,0.198253429,0.128189874
206,0.30676522,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.371765589,0.30676522,0.878469958,1.0,1.0,1.0,1.0,0.878469958,0.824663542,0.88165545,0.436790069,0.595467695,0.596926085,0.496518345,0.371765589,0.220299638,0.406882912,0.327566222,0.225336276,0.188126646,0.143918119
207,0.30676522,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.394538859,0.30676522,0.853865348,1.0,1.0,1.0,1.0,0.853865348,0.631785816,0.867286943,0.350434513,0.490554919,0.49252657,0.444410259,0.394538859,0.196344552,0.396662936,0.348107866,0.206782506,0.201884589,0.175401396
208,0.30676522,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.376692895,0.30676522,0.52411127,1.0,1.0,1.0,1.0,0.52411127,0.29810951,0.629632345,0.203784676,0.252956134,0.3245072,0.297857403,0.376692895,0.187220152,0.3699817,0.372006455,0.205921858,0.231019327,0.209118136
209,0.30676522,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.345128681,0.30676522,0.066379975,1.0,1.0,1.0,1.0,0.066379975,0.076375341,0.124127747,0.06200889,0.082426015,0.123085366,0.110416923,0.345128681,0.164205023,0.339548931,0.42242671,0.20617477,0.276026985,0.205365438
210,0.30676522,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.38651811,0.30676522,0.000906302,1.0,1.0,1.0,1.0,0.000906302,0.001893107,0.001150959,0.005732856,0.002684369,0.006115957,0.00629043,0.38651811,0.215918954,0.346352909,0.468217234,0.257773315,0.387521184,0.260683244
211,0.30676522,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.361669872,0.30676522,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.361669872,0.243732633,0.344542115,0.499058767,0.308014382,0.481264972,0.303592509
212,0.30676522,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.359365596,0.30676522,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.359365596,0.277658275,0.339027393,0.51984193,0.346827508,0.493504863,0.326817469
213,0.30676522,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.382222356,0.30676522,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.382222356,0.319120569,0.28984652,0.518244628,0.412490708,0.437760532,0.365709844
214,0.30676522,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.330406142,0.30676522,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.330406142,0.387973821,0.301967039,0.520401564,0.439952197,0.390025052,0.450473506
215,0.30676522,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.333212732,0.30676522,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.333212732,0.412490244,0.280193481,0.48752834,0.434302769,0.372114717,0.500292863
216,0.30676522,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.276559823,0.30676522,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.276559823,0.306932277,0.25488063,0.493703413,0.41683735,0.360853941,0.501129158
217,0.30676522,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.255472136,0.30676522,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.255472136,0.205618138,0.196654323,0.519501988,0.378968078,0.341854734,0.553817691
218,0.30676522,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.128499934,0.30676522,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.128499934,0.189129227,0.121184309,0.544948414,0.37789052,0.334839152,0.611931504
219,0.30676522,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.110742329,0.30676522,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.110742329,0.216886762,0.129349321,0.55071548,0.401949743,0.321632315,0.650488996
220,0.30676522,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.129242939,0.30676522,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.129242939,0.204312602,0.133753609,0.540596901,0.40136812,0.307952694,0.678700037
221,0.30676522,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.122291274,0.30676522,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.122291274,0.241690658,0.129279669,0.522928878,0.425055562,0.340960197,0.696988391
222,0.30676522,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.182524664,0.30676522,0.014844191,1.0,1.0,1.0,1.0,0.014844191,0.00742961,0.00736245,0.0021338,0.007554327,0.013611653,0.005071825,0.182524664,0.278700243,0.13889011,0.520165161,0.450449937,0.354368334,0.71381202
223,0.30676522,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.31277876,0.30676522,0.043800701,1.0,1.0,1.0,1.0,0.043800701,0.051873236,0.046013851,0.044478387,0.02692976,0.147483204,0.088213861,0.31277876,0.318987983,0.170472775,0.518852725,0.474057386,0.333101933,0.735175814
224,0.30676522,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.427680698,0.30676522,0.093059868,1.0,1.0,1.0,1.0,0.093059868,0.118933104,0.111016681,0.122345122,0.059554025,0.316397006,0.258401335,0.427680698,0.402117583,0.158125946,0.48688391,0.496438897,0.276312597,0.747469569
225,0.306650036,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.440867907,0.306650036,0.173431219,1.0,1.0,1.0,1.0,0.173431219,0.160484928,0.141762916,0.385078087,0.09631489,0.451911811,0.278401579,0.440867907,0.411571259,0.217861809,0.436656895,0.500459665,0.281193717,0.742462026
226,0.306509631,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.52511305,0.306509631,0.21398821,1.0,1.0,1.0,1.0,0.21398821,0.180216972,0.163144543,0.554599818,0.108515669,0.484962415,0.262514921,0.52511305,0.426510391,0.245721024,0.3907048,0.492838974,0.304045671,0.736784825
227,0.306369976,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.538114297,0.306369976,0.183380422,1.0,1.0,1.0,1.0,0.183380422,0.200297937,0.163024394,0.529909301,0.159714894,0.478263342,0.414784708,0.538114297,0.440035929,0.256209995,0.361780222,0.483437681,0.342867758,0.7348715
228,0.306229527,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.532611332,0.306229527,0.125719382,1.0,1.0,1.0,1.0,0.125719382,0.218043008,0.127779305,0.391925988,0.201076088,0.580013106,0.474848328,0.532611332,0.431726126,0.266517366,0.357323506,0.46557224,0.386812219,0.736691116
229,0.306133275,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.52858551,0.306133275,0.111153374,1.0,1.0,1.0,1.0,0.111153374,0.210899219,0.120187087,0.239414219,0.184552947,0.623944948,0.44207966,0.52858551,0.458672743,0.318093761,0.394604176,0.429982031,0.452607493,0.730654452
230,0.306007574,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.49338994,0.306007574,0.10651295,1.0,1.0,1.0,1.0,0.10651295,0.212237673,0.118387635,0.198448557,0.202255789,0.63906579,0.468170751,0.49338994,0.453031842,0.376650099,0.445305107,0.427934683,0.523271219,0.739692561
231,0.305877686,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.439045693,0.305877686,0.113282612,1.0,1.0,1.0,1.0,0.113282612,0.250376313,0.092343218,0.337727987,0.174776805,0.521251497,0.325524535,0.439045693,0.449421162,0.331287174,0.493500511,0.462300933,0.589618721,0.742724506
