Time_Index,MIDAT_conventional_hydroelectric_1,MIDAT_hydroelectric_pumped_storage_1,MIDAT_natural_gas_fired_combined_cycle_1,MIDAT_natural_gas_fired_combined_cycle_2,MIDAT_natural_gas_fired_combined_cycle_3,MIDAT_natural_gas_fired_combined_cycle_4,MIDAT_natural_gas_fired_combustion_turbine_1,MIDAT_natural_gas_fired_combustion_turbine_2,MIDAT_nuclear_1,MIDAT_nuclear_2,MIDAT_onshore_wind_turbine_1,MIDAT_small_hydroelectric_1,MIDAT_solar_photovoltaic_1,MIDAT_naturalgas_ccavgcf_moderate_0,MIDAT_naturalgas_ctavgcf_moderate_0,MIDAT_battery_moderate_0,MIDAT_nuclear_mid_0,MIDAT_utilitypv_class1_moderate_70_0_2_1,MIDAT_utilitypv_class1_moderate_70_0_2_2,MIDAT_utilitypv_class1_moderate_70_0_2_3,MIDAT_utilitypv_class1_moderate_70_0_2_4,MIDAT_utilitypv_class1_moderate_70_0_2_5,MIDAT_utilitypv_class1_moderate_70_0_2_6,MIDAT_utilitypv_class1_moderate_70_0_2_7,MIDAT_landbasedwind_class4_moderate_70_1,MIDAT_landbasedwind_class4_moderate_70_2,MIDAT_landbasedwind_class4_moderate_70_3,MIDAT_landbasedwind_class4_moderate_70_4,MIDAT_landbasedwind_class4_moderate_70_5,MIDAT_landbasedwind_class4_moderate_70_6,MIDAT_landbasedwind_class4_moderate_70_7
61,0.201446917,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.731097092,0.201446917,0.52565903,1.0,1.0,1.0,1.0,0.52565903,0.390883243,0.393824882,0.173060649,0.475001689,0.122275841,0.176268771,0.731097092,0.559862181,0.404413878,0.556923419,0.489093454,0.568257889,0.634656158
62,0.201446917,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.737522144,0.201446917,0.551412373,1.0,1.0,1.0,1.0,0.551412373,0.374443866,0.364405992,0.160459984,0.491779924,0.098347912,0.135496071,0.737522144,0.57413427,0.397182819,0.560098728,0.494226451,0.604857501,0.64258111
63,0.201446917,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.729899725,0.201446917,0.360526834,1.0,1.0,1.0,1.0,0.360526834,0.294921667,0.211837832,0.11329722,0.324826833,0.089466325,0.129258945,0.729899725,0.576267939,0.382864883,0.549040939,0.502490543,0.625770472,0.655695446
64,0.201446917,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.713455324,0.201446917,0.052999493,1.0,1.0,1.0,1.0,0.052999493,0.058892706,0.035103347,0.037828389,0.056108569,0.033517462,0.050837653,0.713455324,0.585571618,0.395281232,0.514594066,0.512680965,0.640418034,0.63755767
65,0.201446917,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.749258534,0.201446917,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.000681326,0.0,0.000132758,0.00053119,0.749258534,0.681489913,0.460528585,0.559085024,0.65312952,0.666791767,0.667494223
66,0.201446917,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.774763639,0.201446917,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.774763639,0.70178926,0.525231333,0.589246573,0.687849825,0.680854002,0.661895469
67,0.201446917,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.761172368,0.201446917,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.761172368,0.702990995,0.548621836,0.585593596,0.692330156,0.67761168,0.661431187
68,0.201446917,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.742846717,0.201446917,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.742846717,0.705125409,0.546936549,0.575703601,0.685174928,0.67505911,0.679680938
69,0.201446917,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.756361939,0.201446917,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.756361939,0.704352772,0.545142556,0.556202211,0.666283889,0.663922443,0.68513767
70,0.201446917,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.72257243,0.201446917,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.72257243,0.703635016,0.520610605,0.564177309,0.643609759,0.652633384,0.665916527
71,0.201446917,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.695346018,0.201446917,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.695346018,0.685413912,0.499084518,0.553755426,0.623957206,0.642696075,0.640043167
72,0.201446917,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.743384321,0.201446917,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.743384321,0.67027964,0.49415765,0.547506002,0.624259252,0.626936279,0.626994698
73,0.201446917,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.740101069,0.201446917,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.740101069,0.671132597,0.498637251,0.53285789,0.618644448,0.612942349,0.6100962
74,0.201446917,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.741087752,0.201446917,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.741087752,0.67515414,0.48743278,0.498801053,0.614284413,0.597845768,0.596408355
75,0.201446917,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.734791034,0.201446917,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.734791034,0.662996711,0.489182248,0.46038405,0.61446983,0.574823537,0.581607928
76,0.201446917,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.702689689,0.201446917,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.702689689,0.665554585,0.457418014,0.395221341,0.614188777,0.546492213,0.545659916
77,0.201446917,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.684413113,0.201446917,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.684413113,0.675525946,0.490877342,0.330006613,0.621085992,0.52082207,0.51860787
78,0.201446917,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.678060164,0.201446917,0.000918062,1.0,1.0,1.0,1.0,0.000918062,0.000366433,0.001529934,0.0,0.0,1.32e-5,0.0,0.678060164,0.668639943,0.513504876,0.294453637,0.627909405,0.498067497,0.48375335
79,0.201446917,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.68475716,0.201446917,0.136020648,1.0,1.0,1.0,1.0,0.136020648,0.053609131,0.091609244,0.011047923,0.038211956,0.029680535,0.024717719,0.68475716,0.658837452,0.521937673,0.278789298,0.630863632,0.478371186,0.428063097
80,0.201446917,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.633494484,0.201446917,0.176844288,1.0,1.0,1.0,1.0,0.176844288,0.112280399,0.152115458,0.120279546,0.111409922,0.078978259,0.089315559,0.633494484,0.63129688,0.525570994,0.270434649,0.636143924,0.451400749,0.370023173
81,0.201446917,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.602988945,0.201446917,0.133935568,1.0,1.0,1.0,1.0,0.133935568,0.140614028,0.138686591,0.159180956,0.089810293,0.088424735,0.060638993,0.602988945,0.602270645,0.534518974,0.219816964,0.624293427,0.381301277,0.324472876
82,0.201446917,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.522687151,0.201446917,0.124000489,1.0,1.0,1.0,1.0,0.124000489,0.155882866,0.151260911,0.158519697,0.093594625,0.104316812,0.061164371,0.522687151,0.560686335,0.475999957,0.164129422,0.590719346,0.292660169,0.247827053
83,0.201446917,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.469086197,0.201446917,0.184355986,1.0,1.0,1.0,1.0,0.184355986,0.141183771,0.164627839,0.128981539,0.113961924,0.114871963,0.075529286,0.469086197,0.476369201,0.405519151,0.160109205,0.542085379,0.226472394,0.210855314
84,0.201446917,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.413575051,0.201446917,0.250659004,1.0,1.0,1.0,1.0,0.250659004,0.109436461,0.202914508,0.111228635,0.111862552,0.141422387,0.083828113,0.413575051,0.422366905,0.353744124,0.164495006,0.508547963,0.191165404,0.163812971
85,0.201446917,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.355582411,0.201446917,0.166211384,1.0,1.0,1.0,1.0,0.166211384,0.07475859,0.225299334,0.111758496,0.088062318,0.173554183,0.078240545,0.355582411,0.384712035,0.336978145,0.196683148,0.488106371,0.173629949,0.154842382
86,0.201446917,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.362837285,0.201446917,0.065707439,1.0,1.0,1.0,1.0,0.065707439,0.04871998,0.135323151,0.103821192,0.069259211,0.188728248,0.093268256,0.362837285,0.367048598,0.341148544,0.234643574,0.484468024,0.170381583,0.123486251
87,0.201446917,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.35082313,0.201446917,0.043108105,1.0,1.0,1.0,1.0,0.043108105,0.085249241,0.076028718,0.097885176,0.09515087,0.24511136,0.126926257,0.35082313,0.365017302,0.371279065,0.241083889,0.474085868,0.17489796,0.106283802
88,0.201446917,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.337876529,0.201446917,0.005243024,1.0,1.0,1.0,1.0,0.005243024,0.040124054,0.010652846,0.047576522,0.028777354,0.098010663,0.091683766,0.337876529,0.399410853,0.37852925,0.24330621,0.467955383,0.19241424,0.106044723
89,0.201446917,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.370981928,0.201446917,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.001073043,0.0,0.000217875,0.001422294,0.370981928,0.481145249,0.391692598,0.254633763,0.457178708,0.234858888,0.132677044
90,0.201446917,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.364684794,0.201446917,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.364684794,0.52457179,0.393600873,0.315987417,0.454046987,0.256667281,0.188755858
91,0.201446917,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.39878239,0.201446917,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.39878239,0.531258533,0.395955472,0.37464725,0.451969135,0.276679437,0.250787751
92,0.201446917,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.468895462,0.201446917,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.468895462,0.513654212,0.444229882,0.422095602,0.468273041,0.276596924,0.3338596
93,0.201446917,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.519277458,0.201446917,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.519277458,0.476484576,0.490531365,0.472649986,0.492857435,0.280475088,0.405273526
94,0.201446917,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.503827659,0.201446917,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.503827659,0.446887518,0.54035884,0.523292302,0.524741613,0.279073083,0.460481255
95,0.201446917,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.444120601,0.201446917,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.444120601,0.457911858,0.51823988,0.557193292,0.556054807,0.291782185,0.447849723
96,0.201446917,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.517661484,0.201446917,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.517661484,0.461395075,0.479143812,0.555123136,0.564214358,0.327265482,0.429496327
97,0.201446917,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.517727279,0.201446917,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.517727279,0.490090205,0.466784979,0.514083098,0.594112844,0.376765012,0.412220141
98,0.201446917,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.512838458,0.201446917,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.512838458,0.53319387,0.511569362,0.46533334,0.613063646,0.424077352,0.39135725
99,0.201446917,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.47527345,0.201446917,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.47527345,0.622748697,0.539988479,0.431310549,0.645018519,0.462119426,0.400009753
100,0.201446917,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.514497478,0.201446917,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.514497478,0.672988283,0.544079809,0.408386573,0.650367885,0.490979654,0.417960011
101,0.201446917,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.67387727,0.201446917,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.67387727,0.720674193,0.642162639,0.37022139,0.644048369,0.50938631,0.425247351
102,0.201446917,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.703399491,0.201446917,0.000399757,1.0,1.0,1.0,1.0,0.000399757,0.000448615,0.00131867,0.0,0.0,6.86e-5,0.0,0.703399491,0.720257803,0.711401857,0.341281346,0.642112251,0.526456302,0.428486517
103,0.201446917,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.742657288,0.201446917,0.184155827,1.0,1.0,1.0,1.0,0.184155827,0.166417955,0.18685847,0.024540743,0.112402678,0.128777199,0.063298945,0.742657288,0.699677181,0.725559494,0.32717464,0.622245063,0.526852764,0.42964685
104,0.201446917,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.719275053,0.201446917,0.600363663,1.0,1.0,1.0,1.0,0.600363663,0.583609671,0.593935898,0.282294237,0.428312487,0.468517125,0.368585718,0.719275053,0.654878612,0.718721223,0.317917151,0.600176523,0.507657661,0.416531476
105,0.201446917,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.657578705,0.201446917,0.667118891,1.0,1.0,1.0,1.0,0.667118891,0.649259192,0.657100912,0.502433281,0.422667635,0.589821333,0.484939433,0.657578705,0.565098835,0.595874545,0.29096809,0.527453798,0.409208854,0.331168361
106,0.201446917,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.556563546,0.201446917,0.612033861,1.0,1.0,1.0,1.0,0.612033861,0.534947352,0.601320422,0.488382541,0.28141776,0.584187656,0.458817286,0.556563546,0.538059877,0.544404664,0.248578909,0.49603751,0.352467141,0.279039088
107,0.201446917,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.530677203,0.201446917,0.566055119,1.0,1.0,1.0,1.0,0.566055119,0.464583734,0.55652319,0.432542044,0.271967257,0.562071042,0.453462975,0.530677203,0.50435421,0.518382316,0.223516044,0.492179988,0.315851428,0.2857796
108,0.201446917,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.493479039,0.201446917,0.572137144,1.0,1.0,1.0,1.0,0.572137144,0.49659179,0.570435382,0.422225575,0.322315838,0.575949565,0.493432284,0.493479039,0.473550699,0.519983746,0.188815656,0.48166916,0.283306973,0.277593172
109,0.201446917,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.495028137,0.201446917,0.621754588,1.0,1.0,1.0,1.0,0.621754588,0.578039381,0.624183488,0.401829955,0.418283958,0.623620334,0.529504136,0.495028137,0.427986595,0.51306588,0.174087914,0.467854738,0.242566142,0.260758839
110,0.201446917,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.497634412,0.201446917,0.647275814,1.0,1.0,1.0,1.0,0.647275814,0.606484172,0.630391114,0.413870047,0.461199582,0.652075598,0.564876801,0.497634412,0.384073547,0.508411733,0.169317725,0.444986465,0.215613784,0.238848214
111,0.201446917,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.470161738,0.201446917,0.397598835,1.0,1.0,1.0,1.0,0.397598835,0.371404205,0.364075548,0.4825017,0.324581527,0.551273018,0.553775258,0.470161738,0.359546557,0.516585139,0.161996327,0.428994968,0.191636011,0.218843922
112,0.201446917,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.406404229,0.201446917,0.049277807,1.0,1.0,1.0,1.0,0.049277807,0.067684355,0.03768649,0.189413681,0.051178479,0.139685726,0.189044606,0.406404229,0.301760504,0.456402967,0.150183317,0.400653415,0.165558122,0.200649574
113,0.201446917,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.421424503,0.201446917,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.004685508,0.0,0.000132878,0.002125792,0.421424503,0.350016898,0.594956116,0.156079546,0.473159826,0.224120173,0.214597092
114,0.201446917,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.437860473,0.201446917,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.437860473,0.38136047,0.67588844,0.17691446,0.50053237,0.287833551,0.230498947
115,0.201446917,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.465706561,0.201446917,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.465706561,0.397800515,0.719343848,0.187038247,0.509275061,0.310952299,0.212223612
116,0.201446917,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.419830909,0.201446917,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.419830909,0.444008206,0.679554593,0.181252027,0.504483294,0.321860819,0.170444536
117,0.201446917,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.38209211,0.201446917,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.38209211,0.503952584,0.670566452,0.161613542,0.494771586,0.330081436,0.141810631
118,0.201446917,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.494066122,0.201446917,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.494066122,0.550819584,0.706256708,0.138414164,0.475516907,0.343554935,0.121117217
119,0.201446917,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.664352989,0.201446917,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.664352989,0.544348459,0.726599187,0.123983475,0.454880499,0.361683765,0.104051121
120,0.201446917,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.720041189,0.201446917,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.720041189,0.573589041,0.723116304,0.117775759,0.437732925,0.383607335,0.092392218
121,0.201446917,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.653697176,0.201446917,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.653697176,0.58930544,0.690507753,0.113518117,0.419351912,0.414671189,0.086323737
122,0.201446917,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.583613962,0.201446917,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.583613962,0.563409233,0.675654618,0.105359995,0.403150026,0.456751457,0.079748584
123,0.201446917,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.489361866,0.201446917,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.489361866,0.527103272,0.64587828,0.098981159,0.384696577,0.473446767,0.077943147
124,0.201446917,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.418388564,0.201446917,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.418388564,0.486826879,0.618024913,0.090632245,0.373289929,0.477941043,0.081314137
125,0.201446917,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.403976758,0.201446917,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.403976758,0.463475967,0.579963692,0.07648961,0.356056637,0.464548378,0.081556233
126,0.201446917,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.417941198,0.201446917,0.0,1.0,1.0,1.0,1.0,0.0,1.59e-5,6.51e-5,0.0,0.0,1.57e-5,0.0,0.417941198,0.442895817,0.538541875,0.05931082,0.34001867,0.446196162,0.077896611
127,0.201446917,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.473860316,0.201446917,0.077757612,1.0,1.0,1.0,1.0,0.077757612,0.062956538,0.075217905,0.024171652,0.04303589,0.064475817,0.047568806,0.473860316,0.44433207,0.520613017,0.050870804,0.328375809,0.421379081,0.087044217
128,0.201446917,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.454325037,0.201446917,0.296076534,1.0,1.0,1.0,1.0,0.296076534,0.240603329,0.337245989,0.297119564,0.20728988,0.299106155,0.343035133,0.454325037,0.43137231,0.46526434,0.042080099,0.305074211,0.382258086,0.085758721
129,0.201446917,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.16949475,0.201446917,0.403200465,1.0,1.0,1.0,1.0,0.403200465,0.373452944,0.409122719,0.540171091,0.287413738,0.406169399,0.521597051,0.16949475,0.21102132,0.256078993,0.028934061,0.236588963,0.15780751,0.070560361
130,0.201446917,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.051588988,0.201446917,0.440485398,1.0,1.0,1.0,1.0,0.440485398,0.428059236,0.449259835,0.545444287,0.332431602,0.433450422,0.52445368,0.051588988,0.104303126,0.146216656,0.009435201,0.182726847,0.056506125,0.044073855
131,0.201446917,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.052150087,0.201446917,0.423574855,1.0,1.0,1.0,1.0,0.423574855,0.437416877,0.446482295,0.513711453,0.332275391,0.448635107,0.501158018,0.052150087,0.114110775,0.125216704,0.00395339,0.168384149,0.077096556,0.044070927
132,0.201446917,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.09539304,0.201446917,0.377677395,1.0,1.0,1.0,1.0,0.377677395,0.374135459,0.391714899,0.495856756,0.30116971,0.463692616,0.493257627,0.09539304,0.140252775,0.114232152,0.001101559,0.157970931,0.101895723,0.042741255
133,0.201446917,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.111238781,0.201446917,0.333788267,1.0,1.0,1.0,1.0,0.333788267,0.367729198,0.301187148,0.535932872,0.289431128,0.487641224,0.499185252,0.111238781,0.180733376,0.104133842,0.000962931,0.153410199,0.117927339,0.046118972
134,0.201446917,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.116509772,0.201446917,0.353096429,1.0,1.0,1.0,1.0,0.353096429,0.414939683,0.31720869,0.597842857,0.397428837,0.485284492,0.525985343,0.116509772,0.193501011,0.111747591,0.001054443,0.149915494,0.116704633,0.046086637
135,0.201446917,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.130970822,0.201446917,0.2601153,1.0,1.0,1.0,1.0,0.2601153,0.329856221,0.209022541,0.548983496,0.367997206,0.387504745,0.518746271,0.130970822,0.215021832,0.117090547,0.001422796,0.155333652,0.110559823,0.056681277
136,0.201446917,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.138573753,0.201446917,0.036520566,1.0,1.0,1.0,1.0,0.036520566,0.054008881,0.020954472,0.186007326,0.054843847,0.102026255,0.171657781,0.138573753,0.205987668,0.157972806,0.001583883,0.166793911,0.109822717,0.07348968
137,0.201446917,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.190992516,0.201446917,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.003877068,0.0,0.000202385,0.001519251,0.190992516,0.300278303,0.251802628,0.007398174,0.256568912,0.153386692,0.141259829
138,0.201446917,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.255040584,0.201446917,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.255040584,0.397055462,0.31802783,0.012038724,0.311719103,0.202730661,0.201998766
139,0.201446917,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.284495199,0.201446917,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.284495199,0.478260466,0.409329675,0.019096156,0.338236867,0.232944301,0.218404959
140,0.201446917,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.219982311,0.201446917,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.219982311,0.517739978,0.542110345,0.032294554,0.352879257,0.248879891,0.220588039
141,0.201446917,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.247902488,0.201446917,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.247902488,0.554299912,0.683511309,0.05358245,0.364655162,0.255539431,0.213532857
142,0.201446917,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.379201663,0.201446917,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.379201663,0.57411157,0.761138896,0.079349047,0.366152924,0.274474113,0.206448991
143,0.201446917,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.49597041,0.201446917,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.49597041,0.600305254,0.765911036,0.10931335,0.357055708,0.307482992,0.209837538
144,0.201446917,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.555695862,0.201446917,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.555695862,0.600271349,0.76363093,0.145192139,0.351567092,0.358993082,0.213547593
145,0.201446917,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.548977391,0.201446917,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.548977391,0.599969638,0.750293952,0.166220843,0.341379499,0.430145279,0.211134463
146,0.201446917,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.587752823,0.201446917,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.587752823,0.613327194,0.748453203,0.184748873,0.327851266,0.480884853,0.213161551
