time,co2_CA_to_NW_storage,co2_NW_to_CA_storage,co2_CA_to_SW_storage,co2_SW_to_CA_storage,co2_NW_to_SW_storage,co2_SW_to_NW_storage,co2_SW_to_CEN_storage,co2_CEN_to_SW_storage,co2_TX_to_CEN_storage,co2_CEN_to_TX_storage,co2_NCEN_to_CEN_storage,co2_CEN_to_NCEN_storage,co2_NCEN_to_SE_storage,co2_SE_to_NCEN_storage,co2_NCEN_to_MIDAT_storage,co2_MIDAT_to_NCEN_storage,co2_CEN_to_SE_storage,co2_SE_to_CEN_storage,co2_SE_to_MIDAT_storage,co2_MIDAT_to_SE_storage,co2_MIDAT_to_NE_storage,co2_NE_to_MIDAT_storage,CA_battery_moderate_0_storage,NW_battery_moderate_0_storage,SW_battery_moderate_0_storage,TX_battery_moderate_0_storage,NCEN_battery_moderate_0_storage,CEN_battery_moderate_0_storage,SE_battery_moderate_0_storage,MIDAT_battery_moderate_0_storage,NE_battery_moderate_0_storage,CA_hydroelectric_pumped_storage_1_storage,CEN_hydroelectric_pumped_storage_1_storage,MIDAT_hydroelectric_pumped_storage_1_storage,NE_hydroelectric_pumped_storage_1_storage,NW_hydroelectric_pumped_storage_1_storage,NCEN_hydroelectric_pumped_storage_1_storage,SE_hydroelectric_pumped_storage_1_storage,SW_hydroelectric_pumped_storage_1_storage,h2_CA_to_NW_storage,h2_NW_to_CA_storage,h2_CA_to_SW_storage,h2_SW_to_CA_storage,h2_NW_to_SW_storage,h2_SW_to_NW_storage,h2_SW_to_CEN_storage,h2_CEN_to_SW_storage,h2_TX_to_CEN_storage,h2_CEN_to_TX_storage,h2_NCEN_to_CEN_storage,h2_CEN_to_NCEN_storage,h2_NCEN_to_SE_storage,h2_SE_to_NCEN_storage,h2_NCEN_to_MIDAT_storage,h2_MIDAT_to_NCEN_storage,h2_CEN_to_SE_storage,h2_SE_to_CEN_storage,h2_SE_to_MIDAT_storage,h2_MIDAT_to_SE_storage,h2_MIDAT_to_NE_storage,h2_NE_to_MIDAT_storage,CA_Above_ground_storage_storage,NW_Above_ground_storage_storage,SW_Above_ground_storage_storage,TX_Above_ground_storage_storage,NCEN_Above_ground_storage_storage,CEN_Above_ground_storage_storage,SE_Above_ground_storage_storage,MIDAT_Above_ground_storage_storage,NE_Above_ground_storage_storage,CA_conventional_hydroelectric_1_storage,CEN_conventional_hydroelectric_1_storage,MIDAT_conventional_hydroelectric_1_storage,NE_conventional_hydroelectric_1_storage,NW_conventional_hydroelectric_1_storage,NCEN_conventional_hydroelectric_1_storage,SE_conventional_hydroelectric_1_storage,SW_conventional_hydroelectric_1_storage,TX_conventional_hydroelectric_1_storage,natgas_CA_to_SW_storage,natgas_NW_to_CA_storage,natgas_NW_to_SW_storage,natgas_NW_to_NCEN_storage,natgas_NW_to_CEN_storage,natgas_SW_to_CA_storage,natgas_SW_to_NW_storage,natgas_SW_to_TX_storage,natgas_SW_to_CEN_storage,natgas_TX_to_CEN_storage,natgas_NCEN_to_NW_storage,natgas_NCEN_to_CEN_storage,natgas_NCEN_to_SE_storage,natgas_NCEN_to_MIDAT_storage,natgas_CEN_to_NW_storage,natgas_CEN_to_SW_storage,natgas_CEN_to_TX_storage,natgas_CEN_to_NCEN_storage,natgas_CEN_to_SE_storage,natgas_SE_to_NCEN_storage,natgas_SE_to_CEN_storage,natgas_SE_to_MIDAT_storage,natgas_MIDAT_to_NCEN_storage,natgas_MIDAT_to_SE_storage,natgas_MIDAT_to_NE_storage,natgas_NE_to_MIDAT_storage
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.795063688346568,8.944299283540365,8.229723998892359,14.154117018267918,14.031664008982558,17.132844582885777,11.918090608113532,12.271517694438646,10.40776777842899,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,107939.5956861821,47771.17583702736,94818.26470758188,276681.02495137067,456538.7405164983,671589.2491382831,1.112241925523252e6,358650.14366736653,294943.6936845392,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5523.757057550276,14367.329505994761,72167.24558940525,20252.76652421622,17496.367262799446,59304.26142398648,52461.04954598184,27253.900003142626,30845.500313144188,160648.2879522772,2293.881406869418,41685.735486488615,19379.97127797984,45621.30890108859,538.933101243868,20878.469341907974,83980.29988567835,78108.6347430102,205006.4292378631,32706.30879440141,68013.37953324319,66317.85205982356,67452.665919191,75513.56063505037,64567.39985291063,11301.655776860216
2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.868485962187414,10.777194147523717,10.29193695050143,12.81263467777476,13.169629375000646,16.555985536213083,12.299640363622537,12.319781775681152,10.543185192846577,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,112712.5660387132,50294.652810594285,98000.30745948054,273442.2451024483,465020.8442585922,680189.457559778,1.1260921715280332e6,365473.4123197288,313760.7847827105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5512.206868129663,14346.275348319872,72253.08271784865,20249.355764742268,17492.125447617807,59317.69237830896,52449.4403543146,27250.32016851478,30841.524690869708,160640.99160686866,2291.7989992624316,41580.44037531924,19339.60358368748,45565.552963620656,537.6802408955233,20873.370052744653,83860.79022023978,78073.23301527042,205770.14822523625,32623.787957893986,67857.695493942,66269.68891327773,67470.24522422493,75476.6939729052,64559.58277839912,11285.918406192326
3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.074758327321574,8.876836196190489,10.550280326258804,11.95834721731149,12.170041579317456,15.445842848952397,11.929656172404226,11.751483755950986,10.773404542291699,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,119750.18831299456,52792.74136259337,101177.14095369924,260543.7741162226,473495.1017842539,679675.6885795493,1.1399350024836985e6,372288.3730686119,332185.86419058824,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5541.317795379174,14387.67317682073,72183.72836075982,20256.197349786507,17500.204457032727,59305.25586376875,52490.685561581944,27254.85392987173,30847.428491337003,159589.78001575524,2301.5278269563555,41749.138128325176,19428.75745898023,45682.778362023295,541.9353854554008,20881.665552520863,83763.81669267903,78127.1925215358,204434.33498448724,32777.532699849886,68140.73091385228,66370.90630672134,67422.73899706916,75525.09748724203,64564.28283769486,11335.799528149011
4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.275400456008827,4.803301652666108,11.861927155092863,12.582948336672107,12.056260539202233,16.63427135553129,11.12615063173387,11.960555033796409,11.5879068718547,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,127169.07997991235,55298.72087463857,104811.37727158256,242271.1339859428,481971.20947864366,662377.1942410625,1.1537587811897642e6,379105.65456526907,350116.61743116565,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5513.924668961992,14347.08988287459,72285.43588276512,20252.242181267848,17494.627996135518,59358.07567333575,52476.35267249312,27255.10813101242,30846.657794074385,161306.0380545141,2289.8093459680144,41652.33853702491,19355.96498387063,45595.85427360833,536.7442767481879,20877.96650237124,84234.71680709961,78115.38253487511,205842.92890499713,32669.28757262882,67968.9300629351,66302.01762316105,67467.76521930408,75514.18207721775,64595.303094416224,11283.174343584922
5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.978233301784673,10.43020352709945,12.566789214400075,14.080784906599623,11.3155788358191,17.076010031447225,10.556356672711583,11.876026806751039,13.507957848630168,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,134586.30879993073,57859.63387155952,108790.63960065463,223368.9759562426,488989.4158713411,633445.0110174589,1.1601349840096158e6,385919.1948632793,366717.93942520267,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5509.812127444521,14340.219396140243,72344.09676744464,20250.28567933449,17492.286323521665,59386.497275653564,52466.27763178411,27252.395344999426,30844.2405344019,160806.71879740158,2290.15574287448,41604.96602051631,19340.89480270508,45572.905630039044,536.8911248631827,20875.010495422426,83966.69031493187,78132.26725508516,205921.7614228778,32635.04032486235,67920.37401589417,66308.95073323595,67497.73156704326,75536.69678961745,64598.412118179855,11280.705288692325
6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.276117272081862,11.841490966074705,12.86615182111623,17.446113395396583,10.870170687136763,19.734007018667125,9.75289694880662,11.42635154624797,11.730317898611546,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142004.50929023125,60420.06098036153,112514.42549808364,203417.18067444657,496562.3140497779,604516.8082008314,1.1288153733861337e6,392715.67548618396,376717.4863528866,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5541.2461976379755,14387.873684876497,72264.2224307108,20257.13871873475,17500.60086699334,59373.95635272914,52524.525353351724,27256.25506577951,30849.560172652287,159441.28751188953,2301.487558824634,41769.82597041835,19436.143395171104,45706.837349143905,541.926199509698,20882.879132725273,83733.49659713513,78169.23823832249,204396.21612212688,32795.687591195965,68178.0483097431,66413.0138737405,67457.64048662267,75569.01975349692,64591.33718984879,11340.329815428693
7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.130067376893031,14.264698812042429,12.588235908807073,1.996172924002965,11.024138130534086,1.3079345294353302,9.212983879006865,10.56443374314512,10.84575824315169,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,149374.64366750658,62978.23826234697,115693.45941015743,161417.87418665463,497060.7884297716,575564.6148414713,1.083098138038826e6,397223.3961323411,378018.70634729165,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5515.822996991432,14350.243567447005,72370.16294938719,20253.329634373753,17495.26912210993,59423.45986344871,52515.95538705796,27256.112455448496,30848.093032108998,161268.8425634176,2291.0018470740592,41676.06466006055,19368.875776601322,45630.88569583833,537.2409523590817,20879.148340738015,84251.60309278022,78163.6934618267,205607.19278644817,32695.49672351896,68028.15072733702,66354.0417533656,67502.34221583379,75561.2390803991,64607.7414466512,11292.985203724425
8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0591761448317,15.715065892579766,11.895575784732685,5.4131008515983385,11.114934259402467,5.412641763424644,9.267953193620325,10.074022823158886,9.81356879183667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,154426.95806704965,65539.27656982029,118872.70412023972,125743.8225053183,492958.32134143356,546636.0163800208,1.0828702687934996e6,397072.78285064717,373550.97060988884,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5511.879569095399,14343.109649640188,72440.69280282638,20250.734579103497,17492.524013527636,59447.76996567819,52509.748479804846,27252.774858270983,30844.735103198134,160727.90386862378,2291.2720262250778,41620.355097748004,19354.700232375184,45589.57729307827,537.2587800380926,20875.702127684057,83943.23604722842,78175.28722611375,205641.02227075398,32661.127458998588,67974.14459660539,66357.87005796697,67526.55217029336,75585.73808836237,64613.31060263013,11285.122439883351
9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.416155314791446,15.353087867051167,10.602202178904752,5.184075434989178,11.56129530375072,7.80546172266706,9.965308996493395,9.76152998730598,9.947767572470084,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,157168.42575391356,68099.86110300577,122049.4641033915,114807.80197326787,494755.2743500881,517720.54095528123,1.096693364544981e6,403402.76987531676,366728.32855431293,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5544.022364640706,14390.335307080757,72362.63615594908,20257.973074782665,17500.466383967407,59434.23917565871,52575.7678701265,27256.529689868818,30849.509240878404,159467.7620580978,2302.820079890707,41781.97672042006,19436.7201722946,45711.850473929255,542.2084220479518,20883.314059088643,83732.73237537987,78189.55161416666,204387.30235457042,32796.2092054768,68179.42826527095,66401.38581438817,67457.7281663328,75563.46712967921,64607.43862018418,11344.95854720538
10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.115188271401042,16.566100039635373,10.53107511910744,7.967719714042511,12.176860752846629,11.186708887372845,9.942658614988499,9.340742919937407,10.279427012143362,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,162291.0295804572,70660.61691787811,130910.7873927012,120555.82254922224,485262.8769872456,489361.1936663275,1.1105142039018269e6,404230.7280477962,356203.96203022095,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5514.793923669093,14347.986885425704,72496.35838097867,20252.941740784732,17494.0751150876,59488.293123882555,52556.46152014813,27255.437913048903,30846.48714950574,161405.1561756674,2290.6077627438467,41670.10862189671,19356.06587473386,45610.37939260451,536.9139057616449,20878.055753394554,84301.46944962814,78202.81570176885,205691.45299912986,32673.405551761924,68006.99395240174,66314.01565953896,67498.85359401745,75528.83999905622,64624.58877136165,11285.869682996194
