time,CA_onshore_wind_turbine_1,CA_solar_photovoltaic_1,CEN_onshore_wind_turbine_1,CEN_solar_photovoltaic_1,MIDAT_onshore_wind_turbine_1,MIDAT_solar_photovoltaic_1,NE_onshore_wind_turbine_1,NE_solar_photovoltaic_1,NW_onshore_wind_turbine_1,NW_solar_photovoltaic_1,NCEN_onshore_wind_turbine_1,NCEN_solar_photovoltaic_1,SE_solar_photovoltaic_1,SW_onshore_wind_turbine_1,SW_solar_photovoltaic_1,TX_onshore_wind_turbine_1,TX_solar_photovoltaic_1,CA_offshorewind_class10_moderate_floating_1_1,NW_offshorewind_class10_moderate_floating_1_1,NE_offshorewind_class10_moderate_floating_1_1,CA_utilitypv_class1_moderate_70_0_2_1,CA_utilitypv_class1_moderate_70_0_2_2,CA_utilitypv_class1_moderate_70_0_2_3,NW_utilitypv_class1_moderate_70_0_2_1,NW_utilitypv_class1_moderate_70_0_2_2,NW_utilitypv_class1_moderate_70_0_2_3,NW_utilitypv_class1_moderate_70_0_2_4,SW_utilitypv_class1_moderate_70_0_2_1,SW_utilitypv_class1_moderate_70_0_2_2,SW_utilitypv_class1_moderate_70_0_2_3,SW_utilitypv_class1_moderate_70_0_2_4,SW_utilitypv_class1_moderate_70_0_2_5,TX_utilitypv_class1_moderate_70_0_2_1,TX_utilitypv_class1_moderate_70_0_2_2,TX_utilitypv_class1_moderate_70_0_2_3,NCEN_utilitypv_class1_moderate_70_0_2_1,NCEN_utilitypv_class1_moderate_70_0_2_2,NCEN_utilitypv_class1_moderate_70_0_2_3,NCEN_utilitypv_class1_moderate_70_0_2_4,NCEN_utilitypv_class1_moderate_70_0_2_5,NCEN_utilitypv_class1_moderate_70_0_2_6,NCEN_utilitypv_class1_moderate_70_0_2_7,CEN_utilitypv_class1_moderate_70_0_2_1,CEN_utilitypv_class1_moderate_70_0_2_2,CEN_utilitypv_class1_moderate_70_0_2_3,CEN_utilitypv_class1_moderate_70_0_2_4,CEN_utilitypv_class1_moderate_70_0_2_5,SE_utilitypv_class1_moderate_70_0_2_1,SE_utilitypv_class1_moderate_70_0_2_2,SE_utilitypv_class1_moderate_70_0_2_3,SE_utilitypv_class1_moderate_70_0_2_4,SE_utilitypv_class1_moderate_70_0_2_5,SE_utilitypv_class1_moderate_70_0_2_6,SE_utilitypv_class1_moderate_70_0_2_7,SE_utilitypv_class1_moderate_70_0_2_8,MIDAT_utilitypv_class1_moderate_70_0_2_1,MIDAT_utilitypv_class1_moderate_70_0_2_2,MIDAT_utilitypv_class1_moderate_70_0_2_3,MIDAT_utilitypv_class1_moderate_70_0_2_4,MIDAT_utilitypv_class1_moderate_70_0_2_5,MIDAT_utilitypv_class1_moderate_70_0_2_6,MIDAT_utilitypv_class1_moderate_70_0_2_7,NE_utilitypv_class1_moderate_70_0_2_1,NE_utilitypv_class1_moderate_70_0_2_2,NE_utilitypv_class1_moderate_70_0_2_3,NE_utilitypv_class1_moderate_70_0_2_4,NE_utilitypv_class1_moderate_70_0_2_5,NE_utilitypv_class1_moderate_70_0_2_6,NE_utilitypv_class1_moderate_70_0_2_7,CA_landbasedwind_class4_moderate_70_1,CA_landbasedwind_class4_moderate_70_2,CA_landbasedwind_class4_moderate_70_3,NW_landbasedwind_class4_moderate_70_1,NW_landbasedwind_class4_moderate_70_2,NW_landbasedwind_class4_moderate_70_3,NW_landbasedwind_class4_moderate_70_4,NW_landbasedwind_class4_moderate_70_5,SW_landbasedwind_class4_moderate_70_1,SW_landbasedwind_class4_moderate_70_2,SW_landbasedwind_class4_moderate_70_3,SW_landbasedwind_class4_moderate_70_4,SW_landbasedwind_class4_moderate_70_5,TX_landbasedwind_class4_moderate_70_1,TX_landbasedwind_class4_moderate_70_2,TX_landbasedwind_class4_moderate_70_3,NCEN_landbasedwind_class4_moderate_70_1,NCEN_landbasedwind_class4_moderate_70_2,NCEN_landbasedwind_class4_moderate_70_3,NCEN_landbasedwind_class4_moderate_70_4,NCEN_landbasedwind_class4_moderate_70_5,NCEN_landbasedwind_class4_moderate_70_6,NCEN_landbasedwind_class4_moderate_70_7,CEN_landbasedwind_class4_moderate_70_1,CEN_landbasedwind_class4_moderate_70_2,CEN_landbasedwind_class4_moderate_70_3,CEN_landbasedwind_class4_moderate_70_4,CEN_landbasedwind_class4_moderate_70_5,CEN_landbasedwind_class4_moderate_70_6,CEN_landbasedwind_class4_moderate_70_7,SE_landbasedwind_class4_moderate_70_1,SE_landbasedwind_class4_moderate_70_2,SE_landbasedwind_class4_moderate_70_3,SE_landbasedwind_class4_moderate_70_4,SE_landbasedwind_class4_moderate_70_5,SE_landbasedwind_class4_moderate_70_6,SE_landbasedwind_class4_moderate_70_7,SE_landbasedwind_class4_moderate_70_8,MIDAT_landbasedwind_class4_moderate_70_1,MIDAT_landbasedwind_class4_moderate_70_2,MIDAT_landbasedwind_class4_moderate_70_3,MIDAT_landbasedwind_class4_moderate_70_4,MIDAT_landbasedwind_class4_moderate_70_5,MIDAT_landbasedwind_class4_moderate_70_6,MIDAT_landbasedwind_class4_moderate_70_7,NE_landbasedwind_class4_moderate_70_1,NE_landbasedwind_class4_moderate_70_2,NE_landbasedwind_class4_moderate_70_3,NE_landbasedwind_class4_moderate_70_4,NE_landbasedwind_class4_moderate_70_5,NE_landbasedwind_class4_moderate_70_6,NE_landbasedwind_class4_moderate_70_7
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5634628473626447,1.4642173967779208,2.008812027284659,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.44648830022194097,0.08206440833966863,0.005027328607771227,2.0395020294463144,3.33496194697409,1.6479433288129979,2.260712987896815,3.970813975254714,1.921187910755937,2.905533775387198,2.6162303235946602,1.2918809586804487,1.6985737772331637,1.8016436983043604,1.2149099027937784,1.3196004869339757,2.0256431002262207,1.1845463407896064,1.2923660532245007,2.043967165301508,2.382445231152815,2.3914836737531004,1.8209153813576675,1.6524945892451557,2.305174983368488,2.279082592967825,1.8686114115429842,2.2648093262832845,2.057617844984229,2.2879649897804484,2.452260339838176,2.4335589037182217,2.467327475140337,0.9458802365178762,2.279925133492295,2.223738452109874,2.4801422894433927,0.6361284746836259,1.578448084204183,2.5653663980426415,2.4107388320710754,2.372650118543824,2.5140977799954243,2.0032170284351754,2.2593484209412793,2.402890336809808,2.7489624680085143,2.6453866654614657,2.486384516064316,2.2349453178802037,1.3892149773434141,2.1566512804422366
2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5866863166841205,1.7180416454395502,2.013731134783413,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4371066025631948,0.08479039763091271,0.0025255335908421,2.121130187626221,3.4892834697752733,1.6378086087490034,2.2383777109165406,4.105622630835569,1.7972699479454537,2.9949443413918004,2.7073941898942344,1.3464292119264187,1.7902186790813737,1.809427681226225,1.1459164132444721,1.276201030768155,1.901843535196308,1.307320561290699,1.3571783662479677,1.9333374094749054,2.1974003268696833,2.2035556950359023,1.7619786011710232,1.6120860303458873,2.1146153701229196,2.0825217287365376,1.7478786899437484,2.0826364624517737,1.8821309172354788,2.1010160560254008,2.2511252833546678,2.2288761383006204,2.268303713753994,0.9142563531180132,2.063546464449942,2.0599047304375873,2.2790404039551504,0.5225657638157394,1.4499066379540864,2.3777308902907635,2.232345595228651,2.1657510463535132,2.342003186957541,1.8412312834812417,1.9934339470499598,2.395047958002035,2.7494409441161025,2.6502363545738135,2.487827862103906,2.229206478754726,1.394721851383867,2.126492279460063
3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2112164050943857,1.926266523203572,2.0284552608350808,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.43573490109903157,0.07567629140105084,0.0025264912397233628,2.1461745857995824,3.4518507281072743,1.5974058064295655,2.1934208001835973,4.07401006132568,1.6871962514314411,3.047073946845984,2.772489501347554,1.4242304381989315,1.8415871344629595,1.8335222235045876,1.1143166657758439,1.2156313570875765,1.8127504664096872,1.401030756881684,1.4866435471714352,1.828076720716421,2.0675547740756883,2.0695289767245413,1.7191336030499436,1.5302220566880402,1.9208303136074392,1.878858986360683,1.612816377296916,1.8956293392693624,1.7007265706961832,1.9086243679885229,2.0349424710329913,2.0128579125184842,2.049830149313493,0.876630714576909,1.822637611824586,1.886360701326467,2.063897775247824,0.4673929736366603,1.213553375095671,2.1581629859386453,1.9786464788455334,1.970533843934355,2.1436538617216243,1.6689713773411716,1.7199397185789618,2.3554306632135464,2.838707205427937,2.662946166427897,2.4967296222209683,2.2157412058316197,1.370158983120227,2.110230374336272
4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4723946156560936,1.95125678379077,2.0009409169122296,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4524257484092009,0.0859943977588641,0.00294497889355911,2.1299428991762577,3.36468102336039,1.5493897655457016,2.0765660090709037,3.985171233442088,1.7437459455372473,3.192143109524409,2.9163751860958342,1.5136339539593906,1.882484328879575,1.7665013735868342,1.1132650661310484,1.1308996157816495,1.7636062623289277,1.4461823288255164,1.5499815391051106,1.7591766718603115,1.986938274880231,1.990869634108094,1.6967094450295939,1.5386666445561623,1.8937590578279924,1.8351387352331585,1.5875899608985833,1.8695374717208324,1.6275118592345095,1.8758379932987737,1.8197187759406006,1.7963001102525595,1.8377460108749801,0.7779793235693568,1.5799588398465616,1.7003851473888432,1.8489338065537595,0.4127222205597435,1.3691767719900554,2.0955607568732546,1.9158835962978884,1.9237805976988973,2.0511017575375945,1.5555949136687524,1.5147648738995914,2.3513958720789034,2.8180213124848734,2.6278205435280775,2.4663766850722872,2.1541863056815327,1.4100412145609837,2.085293406208903
5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5798387738416673,2.794025947783099,2.009457489318234,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48810907260535696,0.10338320361214369,0.003363666224409813,3.13576902415622,40.98397720831372,1.8945856028395918,2.8569931457506614,48.58308397472865,1.7989322569172597,3.1771230728338082,2.9244926194107776,1.5768988204937031,1.866146318114959,1.7206109348644532,1.1713023304755392,1.067198250156602,1.6505496166032803,1.4302975724329778,1.5349635587717891,1.6462067348814493,1.8390439553986653,1.8428288033028366,1.6102974505164536,1.4162292290910052,1.6595814022093691,1.595851278475493,1.4099565125844293,1.632626490732946,1.4162054954011722,1.6518955300707603,1.7723607434199948,1.7533626148169787,1.7922908207765431,0.7965033834773505,1.4718044473983678,1.666670785769405,1.8058590194177668,0.42256184343139,1.1660588490101418,1.917646160939995,1.7376490453046927,1.8298709785549896,1.8920914292863884,1.419327005450591,1.2883482190359992,2.3211409203792996,2.814605823847728,2.631141895039214,2.4609617037319556,2.1280540267150307,1.394363464652045,2.069712998422414
6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8271594381320724,2.8989846163658695,1.593473605689705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5103926178211583,0.117148208493405,0.004409167893157582,3.3033302871962285,469.5165521113838,1.9503349123012863,2.890829290211489,726.4065892961735,1.9231257496472587,3.204178130935162,2.955236582870505,1.6379037945934183,1.8687622934918346,1.8041497136964608,1.2207929429975555,1.0165421162619106,1.6570716932892289,1.4861748121666958,1.5908103060664889,1.6690892058068627,1.85578013540362,1.858441141564981,1.6420303601866983,1.3965983122121433,1.5940055075716373,1.5499210565990325,1.3308931477284371,1.5690647682531562,1.3344812738079455,1.5913058465012,1.739234514247073,1.7281374046569908,1.7604094704802264,0.8725851056308767,1.345551770277825,1.6487419072416465,1.777939194236751,0.4492589047806489,1.0505740435046391,1.7827002651940234,1.5849580147750117,1.7535315624457937,1.7880690420897452,1.3021693656495765,1.0181401859371855,1.6479459066653526,1.9876645271855296,1.9207083900822788,1.8238091129133203,1.6454702916938384,0.9380232340068169,1.63068145859652
7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.652110051114375,2.894772627397948,1.5683271551423354,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0455047447075769,0.9256061824107746,0.05807081500824886,0.0,0.0,0.04976127956343986,0.06438299801946824,0.00966726087720233,0.19762871417005864,0.15676938328753864,0.27687355215573917,0.0034964960970233884,0.12731207624034094,0.07820528054621999,0.11589361433935935,0.8686241598284117,0.912014005425247,0.31659371188468266,0.9597766059474633,0.09570053512383302,1.0206952600629435,0.3698676179046474,0.5392240983847959,0.13356187968109057,0.00482084763660077,3.29465101550059,956.9535857771154,1.9149763220056073,2.7507818286245724,2961.087876849473,1.988805735642723,3.0483751252259026,2.8258326912844325,1.6851191484750605,1.8255484249529683,0.22633814953587716,0.2343794786884681,0.23257504534742823,1.6426666596417387,1.4694227551892531,1.5936228706612283,1.6704008383591322,1.8312297862794367,1.8375711301050615,1.6550199894858295,0.18809025837062876,0.1879671705628425,0.16983388139533417,0.18955961324171522,0.18048885554890148,0.17760709280240405,0.19081690328312106,1.7286769427919353,1.725410283045676,1.7537828965796507,0.975220843949522,1.2576290151263096,1.6411414273829479,1.768648573613973,0.477304291322207,1.0033361870310955,1.6527394472876722,1.554127603535946,1.6375081049863525,1.6562324462440188,1.1901317557501612,0.8614278929490904,1.6737431007849999,1.9666786072357212,1.9015190039618624,1.7840351380691732,1.616576279993141,0.9748483404401682,1.5597850640553697
8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.604842628748266,2.901168346248714,1.4678590268595686,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5292647611929624,0.2033349846838064,0.09813104929097455,0.013973262419284434,0.05325612471438041,0.16542803828533809,0.05179759094395276,0.0030997840229281064,0.0,0.020390409526196748,0.01065307987060435,1.151131218069441,0.10966244017149557,0.86240371298544,0.0,0.6530328069991169,0.8248416405258467,0.4766235444623108,0.29306743178224276,0.5850788864387473,0.3581589935106829,0.6842139388663255,0.3479497294472632,0.9545249154525552,0.9641793647981944,1.2199773424662252,0.3830611284287374,0.5277118033568016,0.520616047411447,0.9482385469757233,1.7117409015205034,1.722849720392615,0.6608308409207617,1.6102109978607348,0.5348187155145547,1.7015161869554447,1.4087158048986064,0.595644676535863,0.16434006368872267,0.005440375995842652,3.254226839260093,1013.4736439939529,1.862066975450125,2.5501653395871795,3832.389476316428,2.0938938415105515,2.981741506443427,2.7722993788971024,1.7477789216273099,1.812544413952331,1.697155962987381,1.32153604548677,0.8640944082135649,1.6198817973731572,1.4627494760500923,1.587067230238377,1.6579481023617468,1.7999615661319694,1.806634387212398,1.6568901564222216,1.4357643375522837,1.5995459293026215,1.5524293469907207,1.2747428556968856,1.5783268400846282,1.3250436575438194,1.60435134133877,1.7380119907775224,1.7378565031976905,1.7671850268816343,1.046304144573233,1.2280139741247895,1.6440819492636969,1.7801757358629402,0.5442272365960221,0.9608834972908653,1.6082964307292755,1.495302293832502,1.6219813074001763,1.6215635354953903,1.1317337472220927,0.8693257408133839,1.5271354002041768,1.898082970488403,1.851580752322043,1.7136618797455245,1.567039583902666,0.8770909985806128,1.4764176203580313
9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.623181222997089,2.907455531921735,1.475464076811284,0.009099564333536527,0.005468903225224323,0.0,0.0,0.0,0.0,0.0,1.2746314122468902,0.18975510860917014,0.5879510406354274,0.0036501670472612506,0.019312159196883373,0.5932132258458296,0.5482495316674019,0.48535390012121327,0.19001905226050203,0.2304344747991367,0.4920767088608786,0.16996053819175547,0.16438807187940188,0.012423519569261954,0.21049990083049464,0.1833653184339747,1.2114768959253936,0.4468788273558104,0.570994187712131,0.02054592041864112,0.9181545806604294,0.9587525809038198,0.602968095553436,0.5425454193255237,0.90355501547148,0.4983731778119107,1.0635615596802093,0.804752563434282,1.2394780290497822,1.2658004080739254,1.4475958973920395,0.6445837344217105,0.6375603628108868,0.6583311030560606,1.1858452670239306,1.844268497503787,1.8541258537654066,0.7636909898646884,1.8015178451106983,0.6867496067372829,1.7885592565346649,1.6285464186202265,0.6590748317917204,0.1991802999433239,0.005650253259176985,3.2636450557031136,852.2600141955775,1.8335437966919275,2.178004740293042,2159.543920076503,2.2210681132187364,3.0097556925051947,2.8024465772457816,1.8092329976918267,1.8729330467551906,1.689357454833953,1.3335075652132122,0.8494071942393555,1.6598690975821349,1.4710627560627927,1.6067230500374627,1.7029849836839972,1.8529289174621226,1.8561752145542414,1.708067168650416,1.5185193388397966,1.7648386123564705,1.6911530284280616,1.3041238422252608,1.7308066324258107,1.463270009213872,1.764888905097905,1.8908270413671744,1.896036118218035,1.9278635182017752,0.8847554195699507,0.9342469529832054,1.813961643559388,1.954418895416893,0.5406691291610561,0.9326243399704026,1.608271354885673,1.4603100136116822,1.6527157066561813,1.6047416823011176,1.0952512896004056,0.48904171831138166,1.4302918763818848,1.8533488147175845,1.8576892587986187,1.6578150802649212,1.4188766350892195,0.8437060789928097,1.3818239589341674
10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5191602598950156,2.527942082503159,1.4608232423556382,0.45877837110393904,0.2810640243555362,0.09353300791191776,0.17173797288412004,0.04707077308426114,0.054361986863869866,0.02736268592992124,1.162134625028557,0.8066246379995814,1.0958449845041933,0.4100532777379233,0.5149717413059958,0.9141919003959629,0.7994868427930903,0.7749842916800906,0.32682865588385646,0.3371221020045787,0.5766134966238272,0.21315826333090154,0.42150377077441814,0.11070009207908618,0.4478928783132503,0.3413545724293182,1.3723558139419652,0.5318958264166125,0.6451848222604895,0.11252044845672271,0.9863399665431078,0.939973563188687,0.5416481664371924,0.518852819877929,0.9373316520061215,0.48504464790511514,1.2199797906889165,0.9037653233722622,1.3487800887857562,1.335318147969792,1.4338992488751785,0.6168932634169808,0.6710350604841784,0.6355676034763267,1.245540024204841,1.804165332426786,1.823323957896962,0.7605729719130596,1.7615270816392972,0.6992573577681838,1.759103141647767,1.5745266623373873,0.6996227141111038,0.2180110907938948,0.008169327165619567,3.156872754851852,973.1725550431956,1.797021865256812,1.894970639881292,3396.805862705849,2.398103823832452,3.225548384138932,2.9914592799736752,1.8823622541442946,1.9994141437128476,2.54127265144416,1.3444090466786678,0.880494365374896,1.5706355377636019,1.1253294205629203,1.5435806915663335,1.6662259267610473,1.799071066401666,1.8041814375319518,1.5539971672678252,1.1676047787539177,1.8783344397343171,1.726669559963284,1.0568243347308819,1.8598428707337007,1.5486883945960948,1.8778625414634007,1.876081304919353,1.8892080595423977,1.9116712151626416,0.21246637198292304,0.498645876217635,1.7944940746994043,1.9647172243421664,0.12498002529992622,1.0818294239988404,1.585661261690035,1.416632305989836,1.6033436229342897,1.5016167012041173,1.0099342851947815,0.23741168255878503,1.3205282891562966,1.8405267470367974,1.8424983844951939,1.611138537538773,1.0829178278692613,0.7109337169632699,1.2398784722372893
