case_name,commodity,commodity_subtype,zone,resource_id,component_id,type,variable,year,value
missing,all,cost,all,all,all,Cost,FixedCost,missing,7.761430885830613e11
missing,all,cost,all,all,all,Cost,VariableCost,missing,4.2056696752380356e10
missing,all,cost,all,all,all,Cost,TotalCost,missing,8.181997853354417e11
