case_name,commodity,commodity_subtype,zone,resource_id,component_id,type,variable,year,value
missing,all,cost,all,all,all,Cost,FixedCost,missing,7.368990929212639e11
missing,all,cost,all,all,all,Cost,VariableCost,missing,6.509275773257401e10
missing,all,cost,all,all,all,Cost,TotalCost,missing,8.019918506538379e11
