case_name,commodity,commodity_subtype,zone,resource_id,component_id,type,variable,year,value
missing,all,cost,all,all,all,Cost,DiscountedFixedCost,missing,7.368990929212639e11
missing,all,cost,all,all,all,Cost,DiscountedVariableCost,missing,6.509275773257401e10
missing,all,cost,all,all,all,Cost,DiscountedTotalCost,missing,8.019918506538379e11
