case_name,commodity,commodity_subtype,zone,resource_id,component_id,type,variable,year,value
missing,all,cost,all,all,all,Cost,FixedCost,missing,1.0127373849510822e11
missing,all,cost,all,all,all,Cost,VariableCost,missing,7.31098922534481e10
missing,all,cost,all,all,all,Cost,TotalCost,missing,1.7438363074855634e11
