,commodity,commodity_subtype,node_in,node_out,resource_id,component_id,type,variable,time,weighted_value,time_weight,zone,weighted_value_flow
0,NaturalGas,flow,SE_BECCS_NaturalGas_Herb_transforms,natgas_SE,SE_BECCS_NaturalGas_Herb,SE_BECCS_NaturalGas_Herb_natgas_edge,BECCSNaturalGas,flow,504,0.0,,SE,0.0
1,NaturalGas,flow,SE_BECCS_NaturalGas_Wood_transforms,natgas_SE,SE_BECCS_NaturalGas_Wood,SE_BECCS_NaturalGas_Wood_natgas_edge,BECCSNaturalGas,flow,504,6.627567453930587e-12,,SE,6.627567453930587e-12
2,NaturalGas,flow,SE_Bio_NaturalGas_Herb_transforms,natgas_SE,SE_Bio_NaturalGas_Herb,SE_Bio_NaturalGas_Herb_natgas_edge,BECCSNaturalGas,flow,504,0.0,,SE,0.0
3,NaturalGas,flow,SE_Bio_NaturalGas_Wood_transforms,natgas_SE,SE_Bio_NaturalGas_Wood,SE_Bio_NaturalGas_Wood_natgas_edge,BECCSNaturalGas,flow,504,5.833746261057488e-10,,SE,5.833746261057488e-10
4,NaturalGas,flow,SE_NG_Fossil_Upstream_transforms,natgas_SE,SE_NG_Fossil_Upstream,SE_NG_Fossil_Upstream_fuel_edge,FossilFuelsUpstream{NaturalGas},flow,504,5159833.505492626,,SE,5159833.505492626
5,NaturalGas,flow,SE_Synthetic_NaturalGas_transforms,natgas_SE,SE_Synthetic_NaturalGas,SE_Synthetic_NaturalGas_natgas_edge,SyntheticNaturalGas,flow,504,613223427.8518156,,SE,613223427.8518156
6,NaturalGas,flow,natgas_SE,SE_ATR_wCCS_94pct_transforms,SE_ATR_wCCS_94pct,SE_ATR_wCCS_94pct_fuel_edge,ThermalHydrogenCCS{NaturalGas},flow,504,396904221.974191,,SE,-396904221.974191
7,NaturalGas,flow,natgas_SE,SE_Biochemical_CCS_20_transforms,SE_Biochemical_CCS_20,SE_Biochemical_CCS_20_natgas_consumption_edge,BioEthanol,flow,504,0.0,,SE,-0.0
8,NaturalGas,flow,natgas_SE,SE_Biochemical_CCS_86_transforms,SE_Biochemical_CCS_86,SE_Biochemical_CCS_86_natgas_consumption_edge,BioEthanol,flow,504,0.0,,SE,-0.0
9,NaturalGas,flow,natgas_SE,SE_Biochemical_Non_CCS_transforms,SE_Biochemical_Non_CCS,SE_Biochemical_Non_CCS_natgas_consumption_edge,BioEthanol,flow,504,0.0,,SE,-0.0
10,NaturalGas,flow,natgas_SE,SE_DryMill_Existing_Non_CCS_transforms,SE_DryMill_Existing_Non_CCS,SE_DryMill_Existing_Non_CCS_natgas_consumption_edge,BioEthanol,flow,504,10998180.0,,SE,-10998180.0
11,NaturalGas,flow,natgas_SE,SE_Large_SMR_Non_CCS_transforms,SE_Large_SMR_Non_CCS,SE_Large_SMR_Non_CCS_fuel_edge,ThermalHydrogen{NaturalGas},flow,504,0.0,,SE,-0.0
12,NaturalGas,flow,natgas_SE,SE_Large_SMR_wCCS_96pct_transforms,SE_Large_SMR_wCCS_96pct,SE_Large_SMR_wCCS_96pct_fuel_edge,ThermalHydrogenCCS{NaturalGas},flow,504,0.0,,SE,-0.0
13,NaturalGas,flow,natgas_SE,SE_NG_End_Use_transforms,SE_NG_End_Use,SE_NG_End_Use_fuel_edge,FuelsEndUse{NaturalGas},flow,504,207971997.1932,,SE,-207971997.1932
14,NaturalGas,flow,natgas_SE,SE_Solvent_DAC_transforms,SE_Solvent_DAC,SE_Solvent_DAC_natgas_edge,NaturalGasDAC,flow,504,0.0,,SE,-0.0
