case_name,commodity,commodity_subtype,zone,resource_id,component_id,type,variable,year,value
missing,all,cost,all,all,all,Cost,DiscountedFixedCost,missing,4.340306056852553e11
missing,all,cost,all,all,all,Cost,DiscountedVariableCost,missing,2.4762468259726578e11
missing,all,cost,all,all,all,Cost,DiscountedTotalCost,missing,6.816552882825211e11
