natgas_SE,natgas_MIDAT,natgas_NE,natgas_demand_SE,natgas_demand_MIDAT,natgas_demand_NE,biowood_SE,biowood_MIDAT,biowood_NE,bioherb_SE,bioherb_MIDAT,bioherb_NE,elec_SE,elec_MIDAT,elec_NE,h2_SE,h2_MIDAT,h2_NE,co2_captured_SE,co2_captured_MIDAT,co2_captured_NE,gasoline_SE,gasoline_MIDAT,gasoline_NE,gasoline_demand_SE,gasoline_demand_MIDAT,gasoline_demand_NE,jetfuel_SE,jetfuel_MIDAT,jetfuel_NE,jetfuel_demand_SE,jetfuel_demand_MIDAT,jetfuel_demand_NE,diesel_SE,diesel_MIDAT,diesel_NE,diesel_demand_SE,diesel_demand_MIDAT,diesel_demand_NE
12.55668122,12.21546705,15.01342319,61.42067690646061,61.07946273646061,63.87741887646061,39.99999999999999,39.99999999999999,39.99999999999999,39.99999999999999,39.99999999999999,39.99999999999999,148.77480760263194,106.20848145168975,111.48931266516257,40.89225780298943,39.30606304680468,22.951979606164993,-12.26,-150.163954712392,-175.65884374326055,-168.58460405555905,-98.85218547502232,-97.44222455173038,-103.47557056553674,-33.743151985000026,-32.333191061708085,72.71273824,69.30059661,76.12487988,139.20315159598528,135.7910099659853,142.6152932359853,90.11466058,86.70251895,83.29037731,158.35482174821212,154.9426801182121,151.53053847821212
12.55668122,12.21546705,15.01342319,61.42067690646061,61.07946273646061,63.87741887646061,39.99999999999999,39.99999999999999,39.99999999999999,39.99999999999999,39.99999999999999,39.99999999999988,148.77480760263194,106.20848145168975,111.48931266516257,40.89225780298943,39.30606304680468,22.951979606164993,-12.26,-150.163954712392,-175.65884374326055,-168.58460405555905,-98.85218547502232,-97.44222455173038,-103.47557056553674,-33.743151985000026,-32.333191061708085,72.71273824,69.30059661,76.12487988,139.20315159598528,135.7910099659853,142.6152932359853,90.11466058,86.70251895,83.29037731,158.35482174821212,154.9426801182121,151.53053847821212
12.55668122,12.21546705,15.01342319,61.42067690646061,61.07946273646061,63.87741887646061,39.99999999999999,39.99999999999999,39.99999999999999,39.99999999999999,39.99999999999999,39.99999999999999,148.77480760263194,106.20848145168975,111.48931266516257,40.89225780298943,39.30606304680468,22.951979606164993,-12.26,-150.163954712392,-187.22741881911034,-168.58460405555905,-98.85218547502232,-90.19021852789729,-103.47557056553674,-33.743151985000026,-25.08118503787499,72.71273824,69.30059661,76.12487988,139.20315159598528,135.7910099659853,142.6152932359853,90.11466058,86.70251895,83.29037731,158.35482174821212,154.9426801182121,151.53053847821212
12.55668122,12.21546705,15.01342319,61.42067690646061,61.07946273646061,63.87741887646061,39.99999999999999,39.99999999999999,39.99999999999999,39.99999999999999,39.99999999999999,39.99999999999999,148.77480760263194,106.20848145168975,111.48931266516257,40.89225780298943,39.30606304680468,22.951979606164993,-12.26,-150.163954712392,-171.10916383800085,-168.58460405555905,-98.85218547502232,-88.26104548161221,-103.47557056553674,-33.743151985000026,-23.15201199158992,72.71273824,69.30059661,76.12487988,139.20315159598528,135.7910099659853,142.6152932359853,90.11466058,86.70251895,83.29037731,158.35482174821212,154.9426801182121,151.53053847821212
12.55668122,12.21546705,15.01342319,61.42067690646061,61.07946273646061,63.87741887646061,39.99999999999999,39.99999999999999,39.99999999999999,39.99999999999999,39.99999999999999,39.99999999999999,148.77480760263194,106.20848145168975,0.0,40.89225780298943,39.30606304680468,20.722193352861744,-12.26,-150.163954712392,-59.74771605072913,-168.58460405555905,-98.85218547502232,-144.5719983258007,-103.47557056553674,-33.743151985000026,-79.4629648357784,72.71273824,69.30059661,76.12487988,139.20315159598528,135.7910099659853,142.6152932359853,90.11466058,86.70251895,83.29037731,158.35482174821212,154.9426801182121,151.53053847821212
12.55668122,12.21546705,15.01342319,61.42067690646061,61.07946273646061,63.87741887646061,39.99999999999999,39.99999999999999,39.99999999999999,39.99999999999999,39.99999999999999,39.99999999999999,148.77480760263194,0.0,0.0,40.89225780298943,12.482099624060648,20.722193352861744,-12.26,-150.163954712392,-161.34002412209625,-168.58460405555905,-98.85218547502232,-93.20090192925323,-103.47557056553674,-33.743151985000026,-28.091868439230932,72.71273824,69.30059661,76.12487988,139.20315159598528,135.7910099659853,142.6152932359853,90.11466058,86.70251895,83.29037731,158.35482174821212,154.9426801182121,151.53053847821212
12.55668122,12.21546705,15.01342319,61.42067690646061,61.07946273646061,63.87741887646061,39.99999999999999,39.99999999999999,39.99999999999999,39.99999999999999,39.99999999999999,39.99999999999999,24.965041982468577,0.0,0.0,32.85681309253899,12.482099624060648,20.722193352861744,-12.26,-150.163954712392,-161.34002412209625,-168.58460405555905,90.69472466,-93.20090192925323,-103.47557056553674,155.8037581500223,-28.091868439230932,72.71273824,69.30059661,76.12487988,139.20315159598528,135.7910099659853,142.6152932359853,90.11466058,86.70251895,83.29037731,158.35482174821212,154.9426801182121,151.53053847821212
12.55668122,12.21546705,15.01342319,61.42067690646061,61.07946273646061,63.87741887646061,39.99999999999999,39.99999999999999,39.99999999999999,39.99999999999999,39.99999999999999,39.99999999999999,24.965041982468577,0.0,0.0,32.85681309253899,12.482099624060648,20.722193352861744,-12.26,-150.163954712392,-106.24771695131892,-168.58460405555905,-98.85218547502232,-121.05883995729828,-103.47557056553674,-33.743151985000026,-55.94980646727598,72.71273824,69.30059661,76.12487988,139.20315159598528,135.7910099659853,142.6152932359853,90.11466058,86.70251895,83.29037731,158.35482174821212,154.9426801182121,151.53053847821212
12.55668122,12.21546705,15.01342319,61.42067690646061,61.07946273646061,63.87741887646061,39.99999999999999,39.99999999999999,39.99999999999999,39.99999999999999,39.99999999999999,39.99999999999999,24.965041982468577,0.0,0.0,32.85681309253899,12.482099624060648,20.722193352861744,-12.26,-150.163954712392,-106.24771695131892,-168.58460405555905,-113.42423509465223,-136.65131442411584,-103.47557056553674,-48.315201604629934,-71.54228093409354,72.71273824,69.30059661,76.12487988,139.20315159598528,135.7910099659853,142.6152932359853,90.11466058,86.70251895,83.29037731,158.35482174821212,154.9426801182121,151.53053847821212
12.55668122,12.21546705,15.01342319,61.42067690646061,61.07946273646061,63.87741887646061,39.99999999999999,39.99999999999999,39.99999999999999,39.99999999999999,39.99999999999999,39.99999999999999,24.965041982468577,0.0,0.0,32.85681309253899,12.482099624060648,20.722193352861744,-12.26,-150.163954712392,-106.24771695131892,83.87044139,90.69472466,-136.65131442411584,148.9794748800223,155.8037581500223,-71.54228093409354,72.71273824,69.30059661,76.12487988,139.20315159598528,135.7910099659853,142.6152932359853,90.11466058,86.70251895,83.29037731,158.35482174821212,154.9426801182121,151.53053847821212
