case_name,commodity,commodity_subtype,zone,resource_id,component_id,type,variable,year,value
missing,all,cost,all,all,all,Cost,DiscountedFixedCost,missing,7.997634205844485e11
missing,all,cost,all,all,all,Cost,DiscountedVariableCost,missing,5.456498307582989e10
missing,all,cost,all,all,all,Cost,DiscountedTotalCost,missing,8.543284036602783e11
