id,commodity,h2_consumption,h2_production,elec_consumption,ethylene_production,natgas_consumption,natgas_production,capture_rate,emission_rate,investment_cost,fixed_om_cost,variable_om_cost
SW_ESC,Ethane,0,0.1598531434,0.1913827933,0.05310189724,0,0.1181424966,0,0.033512947,131324.1148,71875.354,2.220647733
TX_ESC,Ethane,0,0.1598531434,0.1913827933,0.05310189724,0,0.1181424966,0,0.033512947,131324.1148,71875.354,2.220647733
NCEN_ESC,Ethane,0,0.1598531434,0.1913827933,0.05310189724,0,0.1181424966,0,0.033512947,131324.1148,71875.354,2.220647733
CEN_ESC,Ethane,0,0.1598531434,0.1913827933,0.05310189724,0,0.1181424966,0,0.033512947,131324.1148,71875.354,2.220647733
SE_ESC,Ethane,0,0.1598531434,0.1913827933,0.05310189724,0,0.1181424966,0,0.033512947,131324.1148,71875.354,2.220647733
MIDAT_ESC,Ethane,0,0.1598531434,0.1913827933,0.05310189724,0,0.1181424966,0,0.033512947,131324.1148,71875.354,2.220647733
NE_ESC,Ethane,0,0.1598531434,0.1913827933,0.05310189724,0,0.1181424966,0,0.033512947,131324.1148,71875.354,2.220647733
