bioagri_CA,bioagri_NW,bioagri_SW,bioagri_TX,bioagri_NCEN,bioagri_CEN,bioagri_SE,bioagri_MIDAT,bioagri_NE,bioherb_CA,bioherb_NW,bioherb_SW,bioherb_TX,bioherb_NCEN,bioherb_CEN,bioherb_SE,bioherb_MIDAT,bioherb_NE,biowood_CA,biowood_NW,biowood_SW,biowood_TX,biowood_NCEN,biowood_CEN,biowood_SE,biowood_MIDAT,biowood_NE,ethylene_CA,ethylene_NW,ethylene_SW,ethylene_TX,ethylene_NCEN,ethylene_CEN,ethylene_SE,ethylene_MIDAT,ethylene_NE,ethylene_demand_CA,ethylene_demand_SW,ethylene_demand_NW,ethylene_demand_TX,ethylene_demand_NCEN,ethylene_demand_CEN,ethylene_demand_SE,ethylene_demand_MIDAT,ethylene_demand_NE,natgas_CA,natgas_NW,natgas_SW,natgas_TX,natgas_NCEN,natgas_CEN,natgas_SE,natgas_MIDAT,natgas_NE,natgas_demand_CA,natgas_demand_SW,natgas_demand_NW,natgas_demand_TX,natgas_demand_NCEN,natgas_demand_CEN,natgas_demand_SE,natgas_demand_MIDAT,natgas_demand_NE,elec_CA,elec_NW,elec_SW,elec_TX,elec_NCEN,elec_CEN,elec_SE,elec_MIDAT,elec_NE,h2_CA,h2_NW,h2_SW,h2_TX,h2_NCEN,h2_CEN,h2_SE,h2_MIDAT,h2_NE,co2_captured_CA,co2_captured_NW,co2_captured_SW,co2_captured_TX,co2_captured_NCEN,co2_captured_CEN,co2_captured_SE,co2_captured_MIDAT,co2_captured_NE
38.67540942990775,41.28614564484889,39.83876097210732,37.89161128045289,42.039543100273235,41.23123897169402,39.3577093345321,38.25445355201069,40.26378607053811,76.78580170670966,68.7474773073823,66.47391071292273,65.64797045423072,66.23872200664353,65.44003663171513,65.66254546555767,65.06496737873385,67.73745230022091,44.104171694459524,44.06268060247008,44.08253376791825,44.19743154448375,43.585970010110046,43.28861602147438,43.90218895603107,40.11730704472824,40.77182008562266,815.0153633684238,815.0153633684238,815.0153633684238,815.0153633684238,815.0153633684238,815.0153633684238,815.0153633684238,815.0153633684238,815.0153633684238,-0.0,-0.0,-0.0,815.0153633684238,815.0153633684238,815.0153633684238,815.0153633684238,815.0153633684238,-0.0,14.112612353708881,13.618427707818794,11.988582773333054,12.243024044604741,13.693484405770574,13.660457721245047,11.8490225283885,11.309227125197776,13.716833571697256,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,150.28673993197728,148.78624383492289,157.772656119405,161.73178682776793,178.45335123944346,170.10713022048873,176.9101315045265,185.04957079831303,176.7645915351957,24.785384407876865,25.870788742597803,25.652403052955773,30.937433760540035,20.432048572930068,20.046337966953814,23.079630041779396,16.62736508125012,18.608562418821535,-5.383484128431168,-5.284138861620039,-5.150151703636349,-4.9907323374356185,-6.072296022444171,-6.191828917076916,-6.077676421558865,-15.551945706376578,-21.286304165830384
38.67620008519845,41.28567400566899,39.83687707379912,37.887267732940295,42.039171439249735,41.23028868464175,39.35412584799273,38.2532607005077,40.262918292000236,76.76171387989862,68.74621957555193,66.46995423240077,65.6436126443832,66.23405076089301,65.43584380202299,65.65416819606942,65.055919695418,67.73413698763098,44.09868457116573,44.06135278325837,44.08356384693719,44.19283091100114,43.603541185265584,43.29003259407048,43.901896809772495,40.123066363761346,40.77388764494224,815.1179798636092,815.1179798636092,815.1179798636092,815.1179798636092,815.1179798636092,815.1179798636092,815.1179798636092,815.1179798636092,815.1179798636092,-0.0,-0.0,-0.0,815.1179798636092,815.1179798636092,815.1179798636092,815.1179798636092,815.1179798636092,-0.0,14.209309986055025,13.760205929029773,12.09615911824617,12.265375521757841,13.685545654316112,13.662022857818235,11.84705820740052,11.274911257490762,13.666328436917926,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,151.33013771444058,149.86948176033613,158.94952386662465,162.92683198813242,179.869926378397,171.35790797613882,179.1180129788925,187.2503281032049,178.85629788897,25.147040244042817,26.171203952878116,25.75772218307475,31.063459926958874,20.59929114443972,20.2299654624639,23.27250786400006,16.85760502246324,18.800269818521148,-5.365251261026277,-5.283123758765325,-5.171819325070549,-4.990735843195828,-6.072411782667111,-6.1918180474798215,-6.077536200250324,-15.551958970629753,-21.107378932804572
38.68022226108759,41.286209948136666,39.83705906059288,37.88955511249678,42.039452313173996,41.229031965028035,39.35640027895897,38.25386644555378,40.263166198120416,76.74125468505244,68.74551684218534,66.49270484340211,65.66334086669414,66.2475010652242,65.44568559532082,65.6642569919516,65.07341755494141,67.74012886206847,44.09806959002269,44.061964542651324,44.08291413764446,44.18521345554112,43.59600452403844,43.29457793103479,43.90448454595697,40.12732885426437,40.77724368516095,815.0355823112192,815.0355823112192,815.0355823112192,815.0355823112192,815.0355823112192,815.0355823112192,815.0355823112192,815.0355823112192,815.0355823112192,-0.0,-0.0,-0.0,815.0355823112192,815.0355823112192,815.0355823112192,815.0355823112192,815.0355823112192,-0.0,14.182062757601143,13.811778020392401,12.151942624081471,12.422467271714085,13.778865292067133,13.82948549464737,11.89206636994601,11.307461908361137,13.653762681483233,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,151.44257071943085,149.99577666939643,159.07038558428155,163.12985550002443,180.04181518871331,171.56930276214683,179.7330020811449,187.85863784437925,179.42007448540033,25.27350599421596,26.2468025187187,25.99471219917174,31.11582086091958,20.685606306464713,20.308916891861628,23.32368654792737,16.99443598936782,18.916616156601698,-5.369075753894083,-5.283459373960244,-5.14533034556675,-4.990763549177137,-6.072086777975796,-6.191746731517638,-6.077713116157823,-15.552054947123464,-20.767089940754516
38.67508174629999,41.28363888051525,39.83585935938864,37.884641099778975,42.03898313198132,41.229143262002594,39.35050088959563,38.25367718743493,40.26228021474466,76.77261207465486,68.74118125324617,66.47017077041492,65.64069314506276,66.23381969955467,65.43507515636117,65.64497644273919,65.05401750076294,67.72720768743217,44.09687579779027,44.0610356039382,44.085098222075366,44.19537142475354,43.59737919953044,43.293611643117025,43.90316306276232,40.1247382810851,40.773920438777694,815.1417201867067,815.1417201867067,815.1417201867067,815.1417201867067,815.1417201867067,815.1417201867067,815.1417201867067,815.1417201867067,815.1417201867067,-0.0,-0.0,-0.0,815.1417201867067,815.1417201867067,815.1417201867067,815.1417201867067,815.1417201867067,-0.0,14.18880121558086,13.793420126680612,12.096441000404685,12.32452962746481,13.700888313311111,13.730475130259476,11.849438432885144,11.251897391295765,13.61417902312519,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,151.7783524562,150.32309655216753,159.4433489059923,163.4454943904349,180.45104588547167,171.90117374896488,179.8829047445006,188.14118273050826,179.6751365560593,25.35823669200839,26.314822238534354,25.924225395321898,31.139584257463905,20.741193976598257,20.37142255988269,23.36036784567595,17.082836659450212,18.994388067509384,-5.3623055050837145,-5.282811826698695,-5.189515653524158,-4.990736696967103,-6.072273902382937,-6.191802215942994,-6.077751205081297,-15.551895336092723,-21.09703061096957
38.6289097568853,41.27463216508372,39.80800232232831,37.85922411957896,42.03173814499603,41.21137903827701,39.354083987822506,38.25795098928763,40.26380729005674,76.8060828156781,68.7407235280275,66.46091783549987,65.63009264529113,66.22675341247593,65.4211213567209,65.65236493539747,65.05705049133473,67.73007351329258,44.092512845855374,44.05696160666392,44.0916173261966,44.137598167080625,43.606382788536976,43.29356824605113,43.91431504217186,40.12485526286166,40.78281002848275,816.5860756351685,816.5860756351685,816.5860756351685,816.5860756351685,816.5860756351685,816.5860756351685,816.5860756351685,816.5860756351685,816.5860756351685,-0.0,-0.0,-0.0,816.5860756351685,816.5860756351685,816.5860756351685,816.5860756351685,816.5860756351685,-0.0,14.191572768198847,13.67024974482227,12.113862791858208,12.506979554938164,13.841567097437267,13.950840903179595,11.91870503080531,11.301529080857598,13.684250550319073,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,168.07592183318252,166.5062992699309,176.64308337369684,181.2119245774025,198.84861466942604,190.579813378589,181.45714888578723,189.8509139999068,181.27082385054337,25.76309266366005,26.774675091807563,26.351122552029178,31.502189613790478,21.101406473151016,20.741252159016515,23.303966306915644,17.12256568631292,19.02451856072619,-5.355778950444282,-5.281969178103939,-5.141165732033123,-4.990736284680523,-6.07227465994127,-6.191793986032866,-6.079075215404841,-15.55186962132363,-21.074423677591074
38.50988982277188,41.239071391970214,39.74437020734192,37.75957345874763,42.01096654056977,41.17399638104907,39.29586746489204,38.211781367163255,40.238978974322784,76.71960882899836,68.72059750047397,66.42207509577388,65.54802632376952,66.14524376345807,65.32698099197768,65.58654856756088,65.03044786648161,67.7127731387966,44.095425864594354,44.05045265377777,44.09715317992228,44.137320232064745,43.61010094182096,43.29023143702256,43.91600420440806,40.060232413773406,40.75712713097327,831.2714103262603,831.2714103262603,831.2714103262603,831.2714103262603,831.2714103262603,831.2714103262603,831.2714103262603,831.2714103262603,831.2714103262603,-0.0,-0.0,-0.0,831.2714103262603,831.2714103262603,831.2714103262603,831.2714103262603,831.2714103262603,-0.0,14.401282278151838,13.929834590317823,12.220754332454325,12.605041188018246,13.870805744821814,14.05120079785454,11.916896309598561,11.305674796881043,13.734022150608055,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,297.44964626452963,294.5724843553742,312.5552324666372,320.6134749275632,340.7323440181076,337.19395582678396,310.97612630706027,315.8765798471152,301.28648810376717,28.152800329091594,29.2530791366473,29.162226648856215,34.28268965677084,23.93991104046235,23.68588227699318,25.862117645626448,19.61392028050097,21.39839427538599,-5.356431567869136,-5.276980023918295,-5.17984405649972,-4.990762259423305,-6.072236741381753,-6.191729666215674,-6.079048316493618,-15.55197944135883,-20.73619407746388
38.681728319292496,41.285634236738915,39.845609012803656,37.89613275727826,42.04513173697476,41.23402205162895,39.401354653241114,38.2826069620577,40.27739621018311,76.71237307325165,68.7484094775178,66.47624323584732,65.63407982074011,66.23203408133809,65.4340368255155,65.66263462161396,65.04301415879671,67.72020707615957,44.09566895266272,44.064069739856386,44.07872256155309,44.18165432166087,43.59512506157041,43.29866535603319,43.905559474334446,40.16307200635842,40.81366451680164,813.9476552835711,813.9476552835711,813.9476552835711,813.9476552835711,813.9476552835711,813.9476552835711,813.9476552835711,813.9476552835711,813.9476552835711,-0.0,-0.0,-0.0,813.9476552835711,813.9476552835711,813.9476552835711,813.9476552835711,813.9476552835711,-0.0,14.229753307333171,13.764824055060922,12.136439581937395,12.442760454153554,13.497244299060661,13.719013230462723,11.748954405421996,11.20602646180757,13.596655930759958,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,150.2571883943856,148.91524706091505,157.83863881369493,161.97712143165245,171.42230146165437,170.2863056922643,157.04566706202857,159.2537103330873,152.21913547760545,25.335322952169307,26.105115380321244,26.131875524718566,31.051460242956907,20.538699393406194,20.34217139850437,22.791148335431007,16.497830541294768,18.4772843217462,-5.368671498439193,-5.285051426778304,-5.107636257127569,-4.9907331117240705,-6.072459235385959,-6.191798346594595,-6.077908411781929,-15.551803581577689,-21.339503275435796
38.69264734745126,41.29173378437818,39.85411501325863,37.88171602222218,42.04804463242628,41.23825917892945,39.409284837223026,38.29326283925002,40.27977344256408,76.6760612095566,68.76742985231049,66.48537880800349,65.61225156102581,66.23431985784694,65.43197975590222,65.67051280549252,65.05603340244464,67.72679190227204,44.09485597939391,44.063726261197395,44.08454067683229,44.13754362211155,43.59811296381351,43.3063694366003,43.914553749791594,40.175382956018716,40.8346142664089,814.6654332141457,814.6654332141457,814.6654332141457,814.6654332141457,814.6654332141457,814.6654332141457,814.6654332141457,814.6654332141457,814.6654332141457,-0.0,-0.0,-0.0,814.6654332141457,814.6654332141457,814.6654332141457,814.6654332141457,814.6654332141457,-0.0,14.624391904005874,13.951513801618978,12.13065333843768,11.85045705489111,13.500036057860404,13.470528061135374,11.810832551938313,11.302921779339144,13.623468899854982,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,149.6185567327152,148.23899371264275,157.12726740464765,178.062997872381,170.09943142002845,169.53374079536135,156.34341121690852,157.83537312280663,150.93400859693406,25.191129252929162,25.8300732309834,25.82237842119366,31.2988875527739,20.44712044916806,20.271647092061997,22.61642978961596,16.37057563382182,18.39555444487653,-5.36419838769845,-5.285576677279212,-5.114443404551946,-4.990721202232575,-6.072437509921502,-6.191787850393456,-6.078819379023926,-15.551846027807745,-21.49483087865479
38.74424119001546,41.30501988816732,39.89041101337552,37.92489533304886,42.05730966049042,41.25581105531516,39.45040010621111,38.310949989040985,40.29066706248523,76.6775956966901,68.77846468424518,66.5222805915175,65.65437117133202,66.2581802742627,65.45647055282743,65.69270357952794,65.08406507573355,67.7395244069905,44.10276827185892,44.064971962305655,44.085927603249814,44.4609897943484,43.61630362696537,43.30977879475855,43.929619790280356,40.18978228560653,40.8705267060858,812.6369519267869,812.6369519267869,812.6369519267869,812.6369519267869,812.6369519267869,812.6369519267869,812.6369519267869,812.6369519267869,812.6369519267869,-0.0,-0.0,-0.0,812.6369519267869,812.6369519267869,812.6369519267869,812.6369519267869,812.6369519267869,-0.0,14.313504901774875,13.638614760936052,11.98263866239954,11.908984755514108,13.643980156820673,13.729204587540726,11.891791704929107,11.312975250498228,13.633782478873856,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,132.7619378527239,131.47298015475138,139.35015650714556,158.15258235123457,151.39819758091127,150.35211355326018,138.65214767158668,140.461181529949,134.51071517191198,23.968755721643266,24.226911123717468,24.68763471438016,30.564005708224038,19.989515482389823,19.83285636242777,22.078162093058094,15.93234542013924,18.003025076991488,-5.376562428701625,-5.285826274396817,-5.245066798769232,-4.990736838890959,-6.072515611119284,-6.1917084588512195,-6.079772294844332,-15.551966504644575,-21.481189467921062
38.838190922772874,41.322454410438134,39.98675488836237,37.996730236282204,42.099309103139774,41.31801245221075,39.53883299129506,38.35454899722521,40.311693401576115,75.83024274877212,68.70871266827774,66.45742284758676,65.62904270665082,66.25028663061877,65.4492477490713,65.65145176079002,64.98658810398572,67.66345512521319,44.10271317429861,44.06496789064017,44.08662544299731,44.90874269738776,43.64420118171747,43.36512176265363,43.941713885793256,40.28979571704507,41.00079555690874,804.3644763138198,804.3644763138198,804.3644763138198,804.3644763138198,804.3644763138198,804.3644763138198,804.3644763138198,804.3644763138198,804.3644763138198,-0.0,-0.0,-0.0,804.3644763138198,804.3644763138198,804.3644763138198,804.3644763138198,804.3644763138198,-0.0,12.019928907507715,11.729286191892129,10.956499691692786,11.201410094261622,12.520467365028944,12.570353851402743,11.27020480404384,10.598601355300906,12.878863817519113,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,70.10791253288463,69.40920816982042,73.4755568829542,83.37051299220184,79.60892682226181,79.2760593169889,73.12127921246241,74.09309049718838,71.42058693148411,21.954589548044765,21.995976630851704,22.280844400500758,27.90185353263555,18.503384496526177,18.369484964676907,20.317168207250436,14.581703697610363,16.796152608392717,-5.377759607081673,-5.285948553582459,-5.27179821132815,-4.990712569638843,-6.072581819597308,-6.1917726232125805,-6.080263544830285,-15.55178380429485,-22.34154236127096
