case_name,commodity,commodity_subtype,zone,resource_id,component_id,type,variable,year,value
missing,all,cost,all,all,all,Cost,DiscountedFixedCost,missing,1.4929311807480001e9
missing,all,cost,all,all,all,Cost,DiscountedVariableCost,missing,0.0
missing,all,cost,all,all,all,Cost,DiscountedTotalCost,missing,1.4929311807480001e9
