case_name,commodity,commodity_subtype,zone,resource_id,component_id,type,variable,year,value
missing,all,cost,all,all,all,Cost,DiscountedFixedCost,missing,2.1037314486020856e11
missing,all,cost,all,all,all,Cost,DiscountedVariableCost,missing,1.473762275551973e11
missing,all,cost,all,all,all,Cost,DiscountedTotalCost,missing,3.577493724154059e11
