case_name,commodity,commodity_subtype,zone,resource_id,component_id,type,variable,year,value
missing,all,cost,all,all,all,Cost,DiscountedFixedCost,missing,7.780724796524363e11
missing,all,cost,all,all,all,Cost,DiscountedVariableCost,missing,9.527279835955446e9
missing,all,cost,all,all,all,Cost,DiscountedTotalCost,missing,7.875997594883917e11
