case_name,commodity,commodity_subtype,zone,resource_id,component_id,type,variable,year,value
missing,all,cost,all,all,all,Cost,DiscountedFixedCost,missing,7.776204995741012e9
missing,all,cost,all,all,all,Cost,DiscountedVariableCost,missing,2.2288719457338783e10
missing,all,cost,all,all,all,Cost,DiscountedTotalCost,missing,3.0064924453079796e10
