ethylene_CA,ethylene_NW,ethylene_SW,ethylene_TX,ethylene_NCEN,ethylene_CEN,ethylene_SE,ethylene_MIDAT,ethylene_NE,ethylene_demand_CA,ethylene_demand_SW,ethylene_demand_NW,ethylene_demand_TX,ethylene_demand_NCEN,ethylene_demand_CEN,ethylene_demand_SE,ethylene_demand_MIDAT,ethylene_demand_NE,natgas_CA,natgas_NW,natgas_SW,natgas_TX,natgas_NCEN,natgas_CEN,natgas_SE,natgas_MIDAT,natgas_NE,natgas_demand_CA,natgas_demand_SW,natgas_demand_NW,natgas_demand_TX,natgas_demand_NCEN,natgas_demand_CEN,natgas_demand_SE,natgas_demand_MIDAT,natgas_demand_NE,elec_CA,elec_NW,elec_SW,elec_TX,elec_NCEN,elec_CEN,elec_SE,elec_MIDAT,elec_NE,h2_CA,h2_NW,h2_SW,h2_TX,h2_NCEN,h2_CEN,h2_SE,h2_MIDAT,h2_NE,co2_captured_CA,co2_captured_NW,co2_captured_SW,co2_captured_TX,co2_captured_NCEN,co2_captured_CEN,co2_captured_SE,co2_captured_MIDAT,co2_captured_NE,gasoline_CA,gasoline_NW,gasoline_SW,gasoline_TX,gasoline_NCEN,gasoline_CEN,gasoline_SE,gasoline_MIDAT,gasoline_NE,gasoline_demand_CA,gasoline_demand_NW,gasoline_demand_SW,gasoline_demand_TX,gasoline_demand_NCEN,gasoline_demand_CEN,gasoline_demand_SE,gasoline_demand_MIDAT,gasoline_demand_NE,jetfuel_CA,jetfuel_NW,jetfuel_SW,jetfuel_TX,jetfuel_NCEN,jetfuel_CEN,jetfuel_SE,jetfuel_MIDAT,jetfuel_NE,jetfuel_demand_CA,jetfuel_demand_NW,jetfuel_demand_SW,jetfuel_demand_TX,jetfuel_demand_NCEN,jetfuel_demand_CEN,jetfuel_demand_SE,jetfuel_demand_MIDAT,jetfuel_demand_NE,diesel_CA,diesel_NW,diesel_SW,diesel_TX,diesel_NCEN,diesel_CEN,diesel_SE,diesel_MIDAT,diesel_NE,diesel_demand_CA,diesel_demand_NW,diesel_demand_SW,diesel_demand_TX,diesel_demand_NCEN,diesel_demand_CEN,diesel_demand_SE,diesel_demand_MIDAT,diesel_demand_NE
15083.843307683706,15083.843307683706,15083.843307683706,15083.843307683706,15083.843307683706,15083.843307683706,15083.843307683706,15083.843307683706,15083.843307683706,0.0,0.0,0.0,15083.843307683706,15083.843307683706,15083.843307683706,15083.843307683706,15083.843307683706,0.0,4.170332899032293,4.170332899032293,4.170332899032293,4.170332899032293,4.170332899032293,4.170332899032293,4.170332899032293,4.170332899032293,4.170332899032293,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.71238088830874,28.2575800898859,28.2575800898859,28.2575800898859,28.2575800898859,28.2575800898859,28.2575800898859,28.2575800898859,28.2575800898859,3.9482109879994347,3.2665283947318184,3.5933307540634054,4.416682285951001,3.6582357390965643,3.490286469819929,3.6181801128303164,3.529902620968274,3.8365074318305354,-5.4,-5.3,-5.6,46.12503335886447,-6.1,-6.2,-6.1,-7.9,-13.723911792529039,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-7.744978749111954,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-7.744978749111954,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
524.9607709961977,524.9607709961977,524.9607709961977,524.9607709961977,524.9607709961977,524.9607709961977,524.9607709961977,524.9607709961977,524.9607709961977,0.0,0.0,0.0,524.9607709961977,524.9607709961977,524.9607709961977,524.9607709961977,524.9607709961977,0.0,4.170332899032293,4.170332899032293,4.170332899032293,4.170332899032293,4.170332899032293,4.170332899032293,4.170332899032293,4.170332899032293,4.170332899032293,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.71238088830874,28.893167714597407,28.893167714597407,29.690155322154954,28.893167714597407,28.893167714597407,28.893167714597407,28.893167714597407,28.2575800898859,3.9482109879994343,3.213309083781205,3.550439209417127,4.416682285951001,3.6582357390965643,3.502998222314159,3.6181801128303164,3.488257584047652,2.9887800291339586,25.97303542583229,-5.3,-5.6,-4.7,27.001271535028053,18.875138662605206,-6.1,-7.9,-7.646570997145333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
492.96823443675703,492.96823443675703,492.96823443675703,492.96823443675703,492.96823443675703,492.96823443675703,492.96823443675703,492.96823443675703,492.96823443675703,0.0,0.0,0.0,492.96823443675703,492.96823443675703,492.96823443675703,492.96823443675703,492.96823443675703,0.0,4.170332899032293,4.170332899032293,4.170332899032293,4.170332899032293,4.170332899032293,4.170332899032293,4.170332899032293,4.170332899032293,4.170332899032293,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.97911221693457,32.97911221693457,32.97911221693457,32.002208432228315,32.002208432228315,32.002208432228315,32.002208432228315,32.002208432228315,30.486383667064235,3.0241722480639153,3.860556294048338,3.2747062274797414,3.860556294048338,3.7331283059434126,3.565179036666774,3.6930726796771647,3.284546702275493,2.9664919933621756,-5.4,-5.3,-5.6,-4.7,-6.1,-6.2,-6.1,-7.9,-48.456759805386895,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-73.93863242295636,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-73.93863242295636,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
549.3224199177292,549.3224199177292,549.3224199177292,549.3224199177292,549.3224199177292,549.3224199177292,549.3224199177292,549.3224199177292,549.3224199177292,0.0,0.0,0.0,549.3224199177292,549.3224199177292,549.3224199177292,549.3224199177292,549.3224199177292,0.0,4.170332899032293,4.170332899032293,4.170332899032293,4.170332899032293,4.170332899032293,4.170332899032293,4.170332899032293,4.170332899032293,4.170332899032293,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.97911221693457,32.97911221693457,32.97911221693457,32.97911221693457,32.002208432228315,32.97911221693457,32.002208432228315,32.002208432228315,32.002208432228315,3.0241722480639153,2.871182927540313,3.2747062274797414,4.840160622709309,3.7331283059434126,2.595343745852864,3.2514165499592904,3.284546702275493,3.911399998677381,-5.4,31.147058330067313,34.29466751411555,-4.7,-6.1,-6.2,33.95323589423379,27.98044707669343,-15.350501954024388,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-10.84492453471085,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-10.84492453471085,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
492.4062461373009,492.4062461373009,492.4062461373009,492.4062461373009,492.4062461373009,492.4062461373009,492.4062461373009,492.4062461373009,492.4062461373009,0.0,0.0,0.0,492.4062461373009,492.4062461373009,492.4062461373009,492.4062461373009,492.4062461373009,0.0,4.170332899032293,4.170332899032293,4.170332899032293,4.170332899032293,4.170332899032293,4.170332899032293,4.170332899032293,4.170332899032293,4.170332899032293,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.97911221693457,32.97911221693457,32.97911221693457,32.97911221693457,32.97911221693457,32.97911221693457,32.97911221693457,32.97911221693457,31.417015177993626,3.769918152889416,3.7742542383892594,3.2747062274797414,3.8507872562012753,3.7526663816375367,3.766580754995604,3.2514165499592904,3.529902620968274,3.3988189926734633,-5.4,27.3969364346925,-5.6,-4.7,-6.1,-6.2,-6.1,-7.9,-11.505527736620106,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.5171957047139246,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.5171957047139246,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
492.96823443675703,492.96823443675703,492.96823443675703,492.96823443675703,492.96823443675703,492.96823443675703,492.96823443675703,492.96823443675703,492.96823443675703,0.0,0.0,0.0,492.96823443675703,492.96823443675703,492.96823443675703,492.96823443675703,492.96823443675703,0.0,4.170332899032293,4.170332899032293,4.170332899032293,4.170332899032293,4.170332899032293,4.170332899032293,4.170332899032293,4.170332899032293,4.170332899032293,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.42006283434683,28.664009433979984,30.42006283434683,32.002208432228315,28.94413462073428,30.42006283434683,28.047359898935763,28.047359898935763,28.047359898935763,3.769918152889416,3.7742542383892594,3.2747062274797414,3.860556294048338,3.4888575218213957,3.766580754995604,3.2514165499592904,3.529902620968274,3.3988189926734633,-5.4,30.077049775103763,-5.6,-4.7,-6.1,-6.2,-6.1,-7.9,-10.524958050414295,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.6484318709001953,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.6484318709001953,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
487.7540490058878,487.7540490058878,487.7540490058878,487.7540490058878,487.7540490058878,487.7540490058878,487.7540490058878,487.7540490058878,487.7540490058878,0.0,0.0,0.0,487.7540490058878,487.7540490058878,487.7540490058878,487.7540490058878,487.7540490058878,0.0,4.170332899032293,4.170332899032293,4.170332899032293,4.170332899032293,4.170332899032293,4.170332899032293,4.170332899032293,4.170332899032293,4.170332899032293,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.057359873784318,25.53119446442351,24.057359873784318,24.057359873784318,24.057359873784318,24.057359873784318,24.057359873784318,22.875058035904,22.875058035904,3.769918152889416,3.2008290089341775,3.2747062274797414,3.5487476051789795,3.4888575218213957,3.2026281414817124,3.2514165499592904,3.3452784770369406,3.3988189926734633,46.12503335886447,-5.3,-5.6,46.12503335886447,46.12503335886447,46.12503335886447,-6.1,-7.9,-9.019818208272039,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
487.7540490058878,487.7540490058878,487.7540490058878,487.7540490058878,487.7540490058878,487.7540490058878,487.7540490058878,487.7540490058878,487.7540490058878,0.0,0.0,0.0,487.7540490058878,487.7540490058878,487.7540490058878,487.7540490058878,487.7540490058878,0.0,4.170332899032293,4.170332899032293,4.170332899032293,4.170332899032293,4.170332899032293,4.170332899032293,4.170332899032293,4.170332899032293,4.170332899032293,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.79773913280783,20.79773913280783,20.79773913280783,20.79773913280783,19.78866922612748,20.79773913280783,19.78866922612748,18.816152702369138,19.52933680259281,3.769918152889416,3.2008290089341775,3.0061106286563994,3.4835551903594495,3.4888575218213957,3.2026281414817124,3.2514165499592904,3.3452784770369406,3.3988189926734633,46.12503335886447,-5.3,-5.6,-4.7,-6.1,-6.2,-6.1,-7.9,-8.04621332937848,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
477.24879859700246,477.24879859700246,477.24879859700246,477.24879859700246,477.24879859700246,477.24879859700246,477.24879859700246,477.24879859700246,477.24879859700246,0.0,0.0,0.0,477.24879859700246,477.24879859700246,477.24879859700246,477.24879859700246,477.24879859700246,0.0,4.170332899032293,4.170332899032293,4.170332899032293,4.170332899032293,4.170332899032293,4.170332899032293,4.170332899032293,4.170332899032293,4.170332899032293,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.056460930001247,16.056460930001247,16.056460930001247,18.225093747861095,17.324069935544525,17.324069935544525,16.472676439673798,17.324069935544525,17.324069935544525,3.2008290089341775,3.2008290089341775,2.932519527998834,2.8853494702246825,2.9198434379434013,2.9849387989532206,3.2514165499592904,2.7957147236341138,3.3988189926734633,46.12503335886447,46.12503335886447,46.12503335886447,46.12503335886447,46.12503335886447,-6.2,-6.1,-7.9,-7.404480671067431,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
475.4055118323735,475.4055118323735,475.4055118323735,475.4055118323735,475.4055118323735,475.4055118323735,475.4055118323735,475.4055118323735,475.4055118323735,0.0,0.0,0.0,475.4055118323735,475.4055118323735,475.4055118323735,475.4055118323735,475.4055118323735,0.0,4.170332899032293,4.170332899032293,4.170332899032293,4.170332899032293,4.170332899032293,4.170332899032293,4.170332899032293,4.170332899032293,4.170332899032293,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.313436129908222,14.429440204795823,15.313436129908222,15.313436129908222,15.313436129908222,15.313436129908222,14.325705578398843,14.325705578398843,14.325705578398843,3.2008290089341775,3.0566796476617,2.939949775999764,2.914466046404211,2.939949775999764,3.0050451370095836,2.9097714552486105,2.82569836720557,3.1280987742488287,-5.4,46.12503335886447,-5.6,-3.347069648881924,46.12503335886447,46.12503335886447,-6.1,-7.9,-4.591168811656202,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
