Time_Index,natgas_fossil_CA,natgas_fossil_NW,natgas_fossil_SW,natgas_fossil_TX,natgas_fossil_NCEN,natgas_fossil_CEN,natgas_fossil_SE,natgas_fossil_MIDAT,natgas_fossil_NE,uranium_source,gasoline_fossil_CA,gasoline_fossil_NW,gasoline_fossil_SW,gasoline_fossil_NCEN,gasoline_fossil_CEN,gasoline_fossil_TX,gasoline_fossil_SE,gasoline_fossil_MIDAT,gasoline_fossil_NE,jetfuel_fossil_CA,jetfuel_fossil_NW,jetfuel_fossil_SW,jetfuel_fossil_NCEN,jetfuel_fossil_CEN,jetfuel_fossil_TX,jetfuel_fossil_SE,jetfuel_fossil_MIDAT,jetfuel_fossil_NE,diesel_fossil_CA,diesel_fossil_SW,diesel_fossil_NW,diesel_fossil_NCEN,diesel_fossil_CEN,diesel_fossil_TX,diesel_fossil_SE,diesel_fossil_MIDAT,diesel_fossil_NE
2225,30.1962,27.67132,23.50868,16.68468,20.77908,19.17544,22.48508,21.59796,25.96532,2.79796,94.95596,94.95596,94.95596,94.95596,94.95596,94.95596,94.95596,94.95596,94.95596,75.67816,75.67816,75.67816,75.67816,75.67816,75.67816,75.67816,75.67816,75.67816,97.34436,97.34436,97.34436,97.34436,97.34436,97.34436,97.34436,97.34436,97.34436
2226,30.1962,27.67132,23.50868,16.68468,20.77908,19.17544,22.48508,21.59796,25.96532,2.79796,94.95596,94.95596,94.95596,94.95596,94.95596,94.95596,94.95596,94.95596,94.95596,75.67816,75.67816,75.67816,75.67816,75.67816,75.67816,75.67816,75.67816,75.67816,97.34436,97.34436,97.34436,97.34436,97.34436,97.34436,97.34436,97.34436,97.34436
2227,30.1962,27.67132,23.50868,16.68468,20.77908,19.17544,22.48508,21.59796,25.96532,2.79796,94.95596,94.95596,94.95596,94.95596,94.95596,94.95596,94.95596,94.95596,94.95596,75.67816,75.67816,75.67816,75.67816,75.67816,75.67816,75.67816,75.67816,75.67816,97.34436,97.34436,97.34436,97.34436,97.34436,97.34436,97.34436,97.34436,97.34436
2228,30.1962,27.67132,23.50868,16.68468,20.77908,19.17544,22.48508,21.59796,25.96532,2.79796,94.95596,94.95596,94.95596,94.95596,94.95596,94.95596,94.95596,94.95596,94.95596,75.67816,75.67816,75.67816,75.67816,75.67816,75.67816,75.67816,75.67816,75.67816,97.34436,97.34436,97.34436,97.34436,97.34436,97.34436,97.34436,97.34436,97.34436
2229,30.1962,27.67132,23.50868,16.68468,20.77908,19.17544,22.48508,21.59796,25.96532,2.79796,94.95596,94.95596,94.95596,94.95596,94.95596,94.95596,94.95596,94.95596,94.95596,75.67816,75.67816,75.67816,75.67816,75.67816,75.67816,75.67816,75.67816,75.67816,97.34436,97.34436,97.34436,97.34436,97.34436,97.34436,97.34436,97.34436,97.34436
2230,30.1962,27.67132,23.50868,16.68468,20.77908,19.17544,22.48508,21.59796,25.96532,2.79796,94.95596,94.95596,94.95596,94.95596,94.95596,94.95596,94.95596,94.95596,94.95596,75.67816,75.67816,75.67816,75.67816,75.67816,75.67816,75.67816,75.67816,75.67816,97.34436,97.34436,97.34436,97.34436,97.34436,97.34436,97.34436,97.34436,97.34436
2231,30.1962,27.67132,23.50868,16.68468,20.77908,19.17544,22.48508,21.59796,25.96532,2.79796,94.95596,94.95596,94.95596,94.95596,94.95596,94.95596,94.95596,94.95596,94.95596,75.67816,75.67816,75.67816,75.67816,75.67816,75.67816,75.67816,75.67816,75.67816,97.34436,97.34436,97.34436,97.34436,97.34436,97.34436,97.34436,97.34436,97.34436
2232,30.1962,27.67132,23.50868,16.68468,20.77908,19.17544,22.48508,21.59796,25.96532,2.79796,94.95596,94.95596,94.95596,94.95596,94.95596,94.95596,94.95596,94.95596,94.95596,75.67816,75.67816,75.67816,75.67816,75.67816,75.67816,75.67816,75.67816,75.67816,97.34436,97.34436,97.34436,97.34436,97.34436,97.34436,97.34436,97.34436,97.34436
2233,30.1962,27.67132,23.50868,16.68468,20.77908,19.17544,22.48508,21.59796,25.96532,2.79796,94.95596,94.95596,94.95596,94.95596,94.95596,94.95596,94.95596,94.95596,94.95596,75.67816,75.67816,75.67816,75.67816,75.67816,75.67816,75.67816,75.67816,75.67816,97.34436,97.34436,97.34436,97.34436,97.34436,97.34436,97.34436,97.34436,97.34436
2234,30.1962,27.67132,23.50868,16.68468,20.77908,19.17544,22.48508,21.59796,25.96532,2.79796,94.95596,94.95596,94.95596,94.95596,94.95596,94.95596,94.95596,94.95596,94.95596,75.67816,75.67816,75.67816,75.67816,75.67816,75.67816,75.67816,75.67816,75.67816,97.34436,97.34436,97.34436,97.34436,97.34436,97.34436,97.34436,97.34436,97.34436
2235,30.1962,27.67132,23.50868,16.68468,20.77908,19.17544,22.48508,21.59796,25.96532,2.79796,94.95596,94.95596,94.95596,94.95596,94.95596,94.95596,94.95596,94.95596,94.95596,75.67816,75.67816,75.67816,75.67816,75.67816,75.67816,75.67816,75.67816,75.67816,97.34436,97.34436,97.34436,97.34436,97.34436,97.34436,97.34436,97.34436,97.34436
2236,30.1962,27.67132,23.50868,16.68468,20.77908,19.17544,22.48508,21.59796,25.96532,2.79796,94.95596,94.95596,94.95596,94.95596,94.95596,94.95596,94.95596,94.95596,94.95596,75.67816,75.67816,75.67816,75.67816,75.67816,75.67816,75.67816,75.67816,75.67816,97.34436,97.34436,97.34436,97.34436,97.34436,97.34436,97.34436,97.34436,97.34436
2237,30.1962,27.67132,23.50868,16.68468,20.77908,19.17544,22.48508,21.59796,25.96532,2.79796,94.95596,94.95596,94.95596,94.95596,94.95596,94.95596,94.95596,94.95596,94.95596,75.67816,75.67816,75.67816,75.67816,75.67816,75.67816,75.67816,75.67816,75.67816,97.34436,97.34436,97.34436,97.34436,97.34436,97.34436,97.34436,97.34436,97.34436
2238,30.1962,27.67132,23.50868,16.68468,20.77908,19.17544,22.48508,21.59796,25.96532,2.79796,94.95596,94.95596,94.95596,94.95596,94.95596,94.95596,94.95596,94.95596,94.95596,75.67816,75.67816,75.67816,75.67816,75.67816,75.67816,75.67816,75.67816,75.67816,97.34436,97.34436,97.34436,97.34436,97.34436,97.34436,97.34436,97.34436,97.34436
2239,30.1962,27.67132,23.50868,16.68468,20.77908,19.17544,22.48508,21.59796,25.96532,2.79796,94.95596,94.95596,94.95596,94.95596,94.95596,94.95596,94.95596,94.95596,94.95596,75.67816,75.67816,75.67816,75.67816,75.67816,75.67816,75.67816,75.67816,75.67816,97.34436,97.34436,97.34436,97.34436,97.34436,97.34436,97.34436,97.34436,97.34436
2240,30.1962,27.67132,23.50868,16.68468,20.77908,19.17544,22.48508,21.59796,25.96532,2.79796,94.95596,94.95596,94.95596,94.95596,94.95596,94.95596,94.95596,94.95596,94.95596,75.67816,75.67816,75.67816,75.67816,75.67816,75.67816,75.67816,75.67816,75.67816,97.34436,97.34436,97.34436,97.34436,97.34436,97.34436,97.34436,97.34436,97.34436
2241,30.1962,27.67132,23.50868,16.68468,20.77908,19.17544,22.48508,21.59796,25.96532,2.79796,94.95596,94.95596,94.95596,94.95596,94.95596,94.95596,94.95596,94.95596,94.95596,75.67816,75.67816,75.67816,75.67816,75.67816,75.67816,75.67816,75.67816,75.67816,97.34436,97.34436,97.34436,97.34436,97.34436,97.34436,97.34436,97.34436,97.34436
2242,30.1962,27.67132,23.50868,16.68468,20.77908,19.17544,22.48508,21.59796,25.96532,2.79796,94.95596,94.95596,94.95596,94.95596,94.95596,94.95596,94.95596,94.95596,94.95596,75.67816,75.67816,75.67816,75.67816,75.67816,75.67816,75.67816,75.67816,75.67816,97.34436,97.34436,97.34436,97.34436,97.34436,97.34436,97.34436,97.34436,97.34436
2243,30.1962,27.67132,23.50868,16.68468,20.77908,19.17544,22.48508,21.59796,25.96532,2.79796,94.95596,94.95596,94.95596,94.95596,94.95596,94.95596,94.95596,94.95596,94.95596,75.67816,75.67816,75.67816,75.67816,75.67816,75.67816,75.67816,75.67816,75.67816,97.34436,97.34436,97.34436,97.34436,97.34436,97.34436,97.34436,97.34436,97.34436
2244,30.1962,27.67132,23.50868,16.68468,20.77908,19.17544,22.48508,21.59796,25.96532,2.79796,94.95596,94.95596,94.95596,94.95596,94.95596,94.95596,94.95596,94.95596,94.95596,75.67816,75.67816,75.67816,75.67816,75.67816,75.67816,75.67816,75.67816,75.67816,97.34436,97.34436,97.34436,97.34436,97.34436,97.34436,97.34436,97.34436,97.34436
2245,30.1962,27.67132,23.50868,16.68468,20.77908,19.17544,22.48508,21.59796,25.96532,2.79796,94.95596,94.95596,94.95596,94.95596,94.95596,94.95596,94.95596,94.95596,94.95596,75.67816,75.67816,75.67816,75.67816,75.67816,75.67816,75.67816,75.67816,75.67816,97.34436,97.34436,97.34436,97.34436,97.34436,97.34436,97.34436,97.34436,97.34436
2246,30.1962,27.67132,23.50868,16.68468,20.77908,19.17544,22.48508,21.59796,25.96532,2.79796,94.95596,94.95596,94.95596,94.95596,94.95596,94.95596,94.95596,94.95596,94.95596,75.67816,75.67816,75.67816,75.67816,75.67816,75.67816,75.67816,75.67816,75.67816,97.34436,97.34436,97.34436,97.34436,97.34436,97.34436,97.34436,97.34436,97.34436
2247,30.1962,27.67132,23.50868,16.68468,20.77908,19.17544,22.48508,21.59796,25.96532,2.79796,94.95596,94.95596,94.95596,94.95596,94.95596,94.95596,94.95596,94.95596,94.95596,75.67816,75.67816,75.67816,75.67816,75.67816,75.67816,75.67816,75.67816,75.67816,97.34436,97.34436,97.34436,97.34436,97.34436,97.34436,97.34436,97.34436,97.34436
2248,30.1962,27.67132,23.50868,16.68468,20.77908,19.17544,22.48508,21.59796,25.96532,2.79796,94.95596,94.95596,94.95596,94.95596,94.95596,94.95596,94.95596,94.95596,94.95596,75.67816,75.67816,75.67816,75.67816,75.67816,75.67816,75.67816,75.67816,75.67816,97.34436,97.34436,97.34436,97.34436,97.34436,97.34436,97.34436,97.34436,97.34436
2249,30.1962,27.67132,23.50868,16.68468,20.77908,19.17544,22.48508,21.59796,25.96532,2.79796,94.95596,94.95596,94.95596,94.95596,94.95596,94.95596,94.95596,94.95596,94.95596,75.67816,75.67816,75.67816,75.67816,75.67816,75.67816,75.67816,75.67816,75.67816,97.34436,97.34436,97.34436,97.34436,97.34436,97.34436,97.34436,97.34436,97.34436
2250,30.1962,27.67132,23.50868,16.68468,20.77908,19.17544,22.48508,21.59796,25.96532,2.79796,94.95596,94.95596,94.95596,94.95596,94.95596,94.95596,94.95596,94.95596,94.95596,75.67816,75.67816,75.67816,75.67816,75.67816,75.67816,75.67816,75.67816,75.67816,97.34436,97.34436,97.34436,97.34436,97.34436,97.34436,97.34436,97.34436,97.34436
2251,30.1962,27.67132,23.50868,16.68468,20.77908,19.17544,22.48508,21.59796,25.96532,2.79796,94.95596,94.95596,94.95596,94.95596,94.95596,94.95596,94.95596,94.95596,94.95596,75.67816,75.67816,75.67816,75.67816,75.67816,75.67816,75.67816,75.67816,75.67816,97.34436,97.34436,97.34436,97.34436,97.34436,97.34436,97.34436,97.34436,97.34436
2252,30.1962,27.67132,23.50868,16.68468,20.77908,19.17544,22.48508,21.59796,25.96532,2.79796,94.95596,94.95596,94.95596,94.95596,94.95596,94.95596,94.95596,94.95596,94.95596,75.67816,75.67816,75.67816,75.67816,75.67816,75.67816,75.67816,75.67816,75.67816,97.34436,97.34436,97.34436,97.34436,97.34436,97.34436,97.34436,97.34436,97.34436
2253,30.1962,27.67132,23.50868,16.68468,20.77908,19.17544,22.48508,21.59796,25.96532,2.79796,94.95596,94.95596,94.95596,94.95596,94.95596,94.95596,94.95596,94.95596,94.95596,75.67816,75.67816,75.67816,75.67816,75.67816,75.67816,75.67816,75.67816,75.67816,97.34436,97.34436,97.34436,97.34436,97.34436,97.34436,97.34436,97.34436,97.34436
2254,30.1962,27.67132,23.50868,16.68468,20.77908,19.17544,22.48508,21.59796,25.96532,2.79796,94.95596,94.95596,94.95596,94.95596,94.95596,94.95596,94.95596,94.95596,94.95596,75.67816,75.67816,75.67816,75.67816,75.67816,75.67816,75.67816,75.67816,75.67816,97.34436,97.34436,97.34436,97.34436,97.34436,97.34436,97.34436,97.34436,97.34436
2255,30.1962,27.67132,23.50868,16.68468,20.77908,19.17544,22.48508,21.59796,25.96532,2.79796,94.95596,94.95596,94.95596,94.95596,94.95596,94.95596,94.95596,94.95596,94.95596,75.67816,75.67816,75.67816,75.67816,75.67816,75.67816,75.67816,75.67816,75.67816,97.34436,97.34436,97.34436,97.34436,97.34436,97.34436,97.34436,97.34436,97.34436
2256,30.1962,27.67132,23.50868,16.68468,20.77908,19.17544,22.48508,21.59796,25.96532,2.79796,94.95596,94.95596,94.95596,94.95596,94.95596,94.95596,94.95596,94.95596,94.95596,75.67816,75.67816,75.67816,75.67816,75.67816,75.67816,75.67816,75.67816,75.67816,97.34436,97.34436,97.34436,97.34436,97.34436,97.34436,97.34436,97.34436,97.34436
2257,30.1962,27.67132,23.50868,16.68468,20.77908,19.17544,22.48508,21.59796,25.96532,2.79796,94.95596,94.95596,94.95596,94.95596,94.95596,94.95596,94.95596,94.95596,94.95596,75.67816,75.67816,75.67816,75.67816,75.67816,75.67816,75.67816,75.67816,75.67816,97.34436,97.34436,97.34436,97.34436,97.34436,97.34436,97.34436,97.34436,97.34436
2258,30.1962,27.67132,23.50868,16.68468,20.77908,19.17544,22.48508,21.59796,25.96532,2.79796,94.95596,94.95596,94.95596,94.95596,94.95596,94.95596,94.95596,94.95596,94.95596,75.67816,75.67816,75.67816,75.67816,75.67816,75.67816,75.67816,75.67816,75.67816,97.34436,97.34436,97.34436,97.34436,97.34436,97.34436,97.34436,97.34436,97.34436
2259,30.1962,27.67132,23.50868,16.68468,20.77908,19.17544,22.48508,21.59796,25.96532,2.79796,94.95596,94.95596,94.95596,94.95596,94.95596,94.95596,94.95596,94.95596,94.95596,75.67816,75.67816,75.67816,75.67816,75.67816,75.67816,75.67816,75.67816,75.67816,97.34436,97.34436,97.34436,97.34436,97.34436,97.34436,97.34436,97.34436,97.34436
2260,30.1962,27.67132,23.50868,16.68468,20.77908,19.17544,22.48508,21.59796,25.96532,2.79796,94.95596,94.95596,94.95596,94.95596,94.95596,94.95596,94.95596,94.95596,94.95596,75.67816,75.67816,75.67816,75.67816,75.67816,75.67816,75.67816,75.67816,75.67816,97.34436,97.34436,97.34436,97.34436,97.34436,97.34436,97.34436,97.34436,97.34436
2261,30.1962,27.67132,23.50868,16.68468,20.77908,19.17544,22.48508,21.59796,25.96532,2.79796,94.95596,94.95596,94.95596,94.95596,94.95596,94.95596,94.95596,94.95596,94.95596,75.67816,75.67816,75.67816,75.67816,75.67816,75.67816,75.67816,75.67816,75.67816,97.34436,97.34436,97.34436,97.34436,97.34436,97.34436,97.34436,97.34436,97.34436
2262,30.1962,27.67132,23.50868,16.68468,20.77908,19.17544,22.48508,21.59796,25.96532,2.79796,94.95596,94.95596,94.95596,94.95596,94.95596,94.95596,94.95596,94.95596,94.95596,75.67816,75.67816,75.67816,75.67816,75.67816,75.67816,75.67816,75.67816,75.67816,97.34436,97.34436,97.34436,97.34436,97.34436,97.34436,97.34436,97.34436,97.34436
2263,30.1962,27.67132,23.50868,16.68468,20.77908,19.17544,22.48508,21.59796,25.96532,2.79796,94.95596,94.95596,94.95596,94.95596,94.95596,94.95596,94.95596,94.95596,94.95596,75.67816,75.67816,75.67816,75.67816,75.67816,75.67816,75.67816,75.67816,75.67816,97.34436,97.34436,97.34436,97.34436,97.34436,97.34436,97.34436,97.34436,97.34436
2264,30.1962,27.67132,23.50868,16.68468,20.77908,19.17544,22.48508,21.59796,25.96532,2.79796,94.95596,94.95596,94.95596,94.95596,94.95596,94.95596,94.95596,94.95596,94.95596,75.67816,75.67816,75.67816,75.67816,75.67816,75.67816,75.67816,75.67816,75.67816,97.34436,97.34436,97.34436,97.34436,97.34436,97.34436,97.34436,97.34436,97.34436
2265,30.1962,27.67132,23.50868,16.68468,20.77908,19.17544,22.48508,21.59796,25.96532,2.79796,94.95596,94.95596,94.95596,94.95596,94.95596,94.95596,94.95596,94.95596,94.95596,75.67816,75.67816,75.67816,75.67816,75.67816,75.67816,75.67816,75.67816,75.67816,97.34436,97.34436,97.34436,97.34436,97.34436,97.34436,97.34436,97.34436,97.34436
2266,30.1962,27.67132,23.50868,16.68468,20.77908,19.17544,22.48508,21.59796,25.96532,2.79796,94.95596,94.95596,94.95596,94.95596,94.95596,94.95596,94.95596,94.95596,94.95596,75.67816,75.67816,75.67816,75.67816,75.67816,75.67816,75.67816,75.67816,75.67816,97.34436,97.34436,97.34436,97.34436,97.34436,97.34436,97.34436,97.34436,97.34436
2267,30.1962,27.67132,23.50868,16.68468,20.77908,19.17544,22.48508,21.59796,25.96532,2.79796,94.95596,94.95596,94.95596,94.95596,94.95596,94.95596,94.95596,94.95596,94.95596,75.67816,75.67816,75.67816,75.67816,75.67816,75.67816,75.67816,75.67816,75.67816,97.34436,97.34436,97.34436,97.34436,97.34436,97.34436,97.34436,97.34436,97.34436
2268,30.1962,27.67132,23.50868,16.68468,20.77908,19.17544,22.48508,21.59796,25.96532,2.79796,94.95596,94.95596,94.95596,94.95596,94.95596,94.95596,94.95596,94.95596,94.95596,75.67816,75.67816,75.67816,75.67816,75.67816,75.67816,75.67816,75.67816,75.67816,97.34436,97.34436,97.34436,97.34436,97.34436,97.34436,97.34436,97.34436,97.34436
2269,30.1962,27.67132,23.50868,16.68468,20.77908,19.17544,22.48508,21.59796,25.96532,2.79796,94.95596,94.95596,94.95596,94.95596,94.95596,94.95596,94.95596,94.95596,94.95596,75.67816,75.67816,75.67816,75.67816,75.67816,75.67816,75.67816,75.67816,75.67816,97.34436,97.34436,97.34436,97.34436,97.34436,97.34436,97.34436,97.34436,97.34436
2270,30.1962,27.67132,23.50868,16.68468,20.77908,19.17544,22.48508,21.59796,25.96532,2.79796,94.95596,94.95596,94.95596,94.95596,94.95596,94.95596,94.95596,94.95596,94.95596,75.67816,75.67816,75.67816,75.67816,75.67816,75.67816,75.67816,75.67816,75.67816,97.34436,97.34436,97.34436,97.34436,97.34436,97.34436,97.34436,97.34436,97.34436
2271,30.1962,27.67132,23.50868,16.68468,20.77908,19.17544,22.48508,21.59796,25.96532,2.79796,94.95596,94.95596,94.95596,94.95596,94.95596,94.95596,94.95596,94.95596,94.95596,75.67816,75.67816,75.67816,75.67816,75.67816,75.67816,75.67816,75.67816,75.67816,97.34436,97.34436,97.34436,97.34436,97.34436,97.34436,97.34436,97.34436,97.34436
2272,30.1962,27.67132,23.50868,16.68468,20.77908,19.17544,22.48508,21.59796,25.96532,2.79796,94.95596,94.95596,94.95596,94.95596,94.95596,94.95596,94.95596,94.95596,94.95596,75.67816,75.67816,75.67816,75.67816,75.67816,75.67816,75.67816,75.67816,75.67816,97.34436,97.34436,97.34436,97.34436,97.34436,97.34436,97.34436,97.34436,97.34436
2273,30.1962,27.67132,23.50868,16.68468,20.77908,19.17544,22.48508,21.59796,25.96532,2.79796,94.95596,94.95596,94.95596,94.95596,94.95596,94.95596,94.95596,94.95596,94.95596,75.67816,75.67816,75.67816,75.67816,75.67816,75.67816,75.67816,75.67816,75.67816,97.34436,97.34436,97.34436,97.34436,97.34436,97.34436,97.34436,97.34436,97.34436
2274,30.1962,27.67132,23.50868,16.68468,20.77908,19.17544,22.48508,21.59796,25.96532,2.79796,94.95596,94.95596,94.95596,94.95596,94.95596,94.95596,94.95596,94.95596,94.95596,75.67816,75.67816,75.67816,75.67816,75.67816,75.67816,75.67816,75.67816,75.67816,97.34436,97.34436,97.34436,97.34436,97.34436,97.34436,97.34436,97.34436,97.34436
2275,30.1962,27.67132,23.50868,16.68468,20.77908,19.17544,22.48508,21.59796,25.96532,2.79796,94.95596,94.95596,94.95596,94.95596,94.95596,94.95596,94.95596,94.95596,94.95596,75.67816,75.67816,75.67816,75.67816,75.67816,75.67816,75.67816,75.67816,75.67816,97.34436,97.34436,97.34436,97.34436,97.34436,97.34436,97.34436,97.34436,97.34436
2276,30.1962,27.67132,23.50868,16.68468,20.77908,19.17544,22.48508,21.59796,25.96532,2.79796,94.95596,94.95596,94.95596,94.95596,94.95596,94.95596,94.95596,94.95596,94.95596,75.67816,75.67816,75.67816,75.67816,75.67816,75.67816,75.67816,75.67816,75.67816,97.34436,97.34436,97.34436,97.34436,97.34436,97.34436,97.34436,97.34436,97.34436
2277,30.1962,27.67132,23.50868,16.68468,20.77908,19.17544,22.48508,21.59796,25.96532,2.79796,94.95596,94.95596,94.95596,94.95596,94.95596,94.95596,94.95596,94.95596,94.95596,75.67816,75.67816,75.67816,75.67816,75.67816,75.67816,75.67816,75.67816,75.67816,97.34436,97.34436,97.34436,97.34436,97.34436,97.34436,97.34436,97.34436,97.34436
2278,30.1962,27.67132,23.50868,16.68468,20.77908,19.17544,22.48508,21.59796,25.96532,2.79796,94.95596,94.95596,94.95596,94.95596,94.95596,94.95596,94.95596,94.95596,94.95596,75.67816,75.67816,75.67816,75.67816,75.67816,75.67816,75.67816,75.67816,75.67816,97.34436,97.34436,97.34436,97.34436,97.34436,97.34436,97.34436,97.34436,97.34436
2279,30.1962,27.67132,23.50868,16.68468,20.77908,19.17544,22.48508,21.59796,25.96532,2.79796,94.95596,94.95596,94.95596,94.95596,94.95596,94.95596,94.95596,94.95596,94.95596,75.67816,75.67816,75.67816,75.67816,75.67816,75.67816,75.67816,75.67816,75.67816,97.34436,97.34436,97.34436,97.34436,97.34436,97.34436,97.34436,97.34436,97.34436
2280,30.1962,27.67132,23.50868,16.68468,20.77908,19.17544,22.48508,21.59796,25.96532,2.79796,94.95596,94.95596,94.95596,94.95596,94.95596,94.95596,94.95596,94.95596,94.95596,75.67816,75.67816,75.67816,75.67816,75.67816,75.67816,75.67816,75.67816,75.67816,97.34436,97.34436,97.34436,97.34436,97.34436,97.34436,97.34436,97.34436,97.34436
2281,30.1962,27.67132,23.50868,16.68468,20.77908,19.17544,22.48508,21.59796,25.96532,2.79796,94.95596,94.95596,94.95596,94.95596,94.95596,94.95596,94.95596,94.95596,94.95596,75.67816,75.67816,75.67816,75.67816,75.67816,75.67816,75.67816,75.67816,75.67816,97.34436,97.34436,97.34436,97.34436,97.34436,97.34436,97.34436,97.34436,97.34436
2282,30.1962,27.67132,23.50868,16.68468,20.77908,19.17544,22.48508,21.59796,25.96532,2.79796,94.95596,94.95596,94.95596,94.95596,94.95596,94.95596,94.95596,94.95596,94.95596,75.67816,75.67816,75.67816,75.67816,75.67816,75.67816,75.67816,75.67816,75.67816,97.34436,97.34436,97.34436,97.34436,97.34436,97.34436,97.34436,97.34436,97.34436
2283,30.1962,27.67132,23.50868,16.68468,20.77908,19.17544,22.48508,21.59796,25.96532,2.79796,94.95596,94.95596,94.95596,94.95596,94.95596,94.95596,94.95596,94.95596,94.95596,75.67816,75.67816,75.67816,75.67816,75.67816,75.67816,75.67816,75.67816,75.67816,97.34436,97.34436,97.34436,97.34436,97.34436,97.34436,97.34436,97.34436,97.34436
2284,30.1962,27.67132,23.50868,16.68468,20.77908,19.17544,22.48508,21.59796,25.96532,2.79796,94.95596,94.95596,94.95596,94.95596,94.95596,94.95596,94.95596,94.95596,94.95596,75.67816,75.67816,75.67816,75.67816,75.67816,75.67816,75.67816,75.67816,75.67816,97.34436,97.34436,97.34436,97.34436,97.34436,97.34436,97.34436,97.34436,97.34436
2285,30.1962,27.67132,23.50868,16.68468,20.77908,19.17544,22.48508,21.59796,25.96532,2.79796,94.95596,94.95596,94.95596,94.95596,94.95596,94.95596,94.95596,94.95596,94.95596,75.67816,75.67816,75.67816,75.67816,75.67816,75.67816,75.67816,75.67816,75.67816,97.34436,97.34436,97.34436,97.34436,97.34436,97.34436,97.34436,97.34436,97.34436
2286,30.1962,27.67132,23.50868,16.68468,20.77908,19.17544,22.48508,21.59796,25.96532,2.79796,94.95596,94.95596,94.95596,94.95596,94.95596,94.95596,94.95596,94.95596,94.95596,75.67816,75.67816,75.67816,75.67816,75.67816,75.67816,75.67816,75.67816,75.67816,97.34436,97.34436,97.34436,97.34436,97.34436,97.34436,97.34436,97.34436,97.34436
2287,30.1962,27.67132,23.50868,16.68468,20.77908,19.17544,22.48508,21.59796,25.96532,2.79796,94.95596,94.95596,94.95596,94.95596,94.95596,94.95596,94.95596,94.95596,94.95596,75.67816,75.67816,75.67816,75.67816,75.67816,75.67816,75.67816,75.67816,75.67816,97.34436,97.34436,97.34436,97.34436,97.34436,97.34436,97.34436,97.34436,97.34436
2288,30.1962,27.67132,23.50868,16.68468,20.77908,19.17544,22.48508,21.59796,25.96532,2.79796,94.95596,94.95596,94.95596,94.95596,94.95596,94.95596,94.95596,94.95596,94.95596,75.67816,75.67816,75.67816,75.67816,75.67816,75.67816,75.67816,75.67816,75.67816,97.34436,97.34436,97.34436,97.34436,97.34436,97.34436,97.34436,97.34436,97.34436
2289,30.1962,27.67132,23.50868,16.68468,20.77908,19.17544,22.48508,21.59796,25.96532,2.79796,94.95596,94.95596,94.95596,94.95596,94.95596,94.95596,94.95596,94.95596,94.95596,75.67816,75.67816,75.67816,75.67816,75.67816,75.67816,75.67816,75.67816,75.67816,97.34436,97.34436,97.34436,97.34436,97.34436,97.34436,97.34436,97.34436,97.34436
2290,30.1962,27.67132,23.50868,16.68468,20.77908,19.17544,22.48508,21.59796,25.96532,2.79796,94.95596,94.95596,94.95596,94.95596,94.95596,94.95596,94.95596,94.95596,94.95596,75.67816,75.67816,75.67816,75.67816,75.67816,75.67816,75.67816,75.67816,75.67816,97.34436,97.34436,97.34436,97.34436,97.34436,97.34436,97.34436,97.34436,97.34436
2291,30.1962,27.67132,23.50868,16.68468,20.77908,19.17544,22.48508,21.59796,25.96532,2.79796,94.95596,94.95596,94.95596,94.95596,94.95596,94.95596,94.95596,94.95596,94.95596,75.67816,75.67816,75.67816,75.67816,75.67816,75.67816,75.67816,75.67816,75.67816,97.34436,97.34436,97.34436,97.34436,97.34436,97.34436,97.34436,97.34436,97.34436
2292,30.1962,27.67132,23.50868,16.68468,20.77908,19.17544,22.48508,21.59796,25.96532,2.79796,94.95596,94.95596,94.95596,94.95596,94.95596,94.95596,94.95596,94.95596,94.95596,75.67816,75.67816,75.67816,75.67816,75.67816,75.67816,75.67816,75.67816,75.67816,97.34436,97.34436,97.34436,97.34436,97.34436,97.34436,97.34436,97.34436,97.34436
2293,30.1962,27.67132,23.50868,16.68468,20.77908,19.17544,22.48508,21.59796,25.96532,2.79796,94.95596,94.95596,94.95596,94.95596,94.95596,94.95596,94.95596,94.95596,94.95596,75.67816,75.67816,75.67816,75.67816,75.67816,75.67816,75.67816,75.67816,75.67816,97.34436,97.34436,97.34436,97.34436,97.34436,97.34436,97.34436,97.34436,97.34436
2294,30.1962,27.67132,23.50868,16.68468,20.77908,19.17544,22.48508,21.59796,25.96532,2.79796,94.95596,94.95596,94.95596,94.95596,94.95596,94.95596,94.95596,94.95596,94.95596,75.67816,75.67816,75.67816,75.67816,75.67816,75.67816,75.67816,75.67816,75.67816,97.34436,97.34436,97.34436,97.34436,97.34436,97.34436,97.34436,97.34436,97.34436
2295,30.1962,27.67132,23.50868,16.68468,20.77908,19.17544,22.48508,21.59796,25.96532,2.79796,94.95596,94.95596,94.95596,94.95596,94.95596,94.95596,94.95596,94.95596,94.95596,75.67816,75.67816,75.67816,75.67816,75.67816,75.67816,75.67816,75.67816,75.67816,97.34436,97.34436,97.34436,97.34436,97.34436,97.34436,97.34436,97.34436,97.34436
2296,30.1962,27.67132,23.50868,16.68468,20.77908,19.17544,22.48508,21.59796,25.96532,2.79796,94.95596,94.95596,94.95596,94.95596,94.95596,94.95596,94.95596,94.95596,94.95596,75.67816,75.67816,75.67816,75.67816,75.67816,75.67816,75.67816,75.67816,75.67816,97.34436,97.34436,97.34436,97.34436,97.34436,97.34436,97.34436,97.34436,97.34436
