time,co2_CA_to_NW_storage,co2_NW_to_CA_storage,co2_CA_to_SW_storage,co2_SW_to_CA_storage,co2_NW_to_SW_storage,co2_SW_to_NW_storage,co2_SW_to_CEN_storage,co2_CEN_to_SW_storage,co2_TX_to_CEN_storage,co2_CEN_to_TX_storage,co2_NCEN_to_CEN_storage,co2_CEN_to_NCEN_storage,co2_NCEN_to_SE_storage,co2_SE_to_NCEN_storage,co2_NCEN_to_MIDAT_storage,co2_MIDAT_to_NCEN_storage,co2_CEN_to_SE_storage,co2_SE_to_CEN_storage,co2_SE_to_MIDAT_storage,co2_MIDAT_to_SE_storage,co2_MIDAT_to_NE_storage,co2_NE_to_MIDAT_storage,CA_battery_moderate_0_storage,NW_battery_moderate_0_storage,SW_battery_moderate_0_storage,TX_battery_moderate_0_storage,NCEN_battery_moderate_0_storage,CEN_battery_moderate_0_storage,SE_battery_moderate_0_storage,MIDAT_battery_moderate_0_storage,NE_battery_moderate_0_storage,CA_hydroelectric_pumped_storage_1_storage,CEN_hydroelectric_pumped_storage_1_storage,MIDAT_hydroelectric_pumped_storage_1_storage,NE_hydroelectric_pumped_storage_1_storage,NW_hydroelectric_pumped_storage_1_storage,NCEN_hydroelectric_pumped_storage_1_storage,SE_hydroelectric_pumped_storage_1_storage,SW_hydroelectric_pumped_storage_1_storage,h2_CA_to_NW_storage,h2_NW_to_CA_storage,h2_CA_to_SW_storage,h2_SW_to_CA_storage,h2_NW_to_SW_storage,h2_SW_to_NW_storage,h2_SW_to_CEN_storage,h2_CEN_to_SW_storage,h2_TX_to_CEN_storage,h2_CEN_to_TX_storage,h2_NCEN_to_CEN_storage,h2_CEN_to_NCEN_storage,h2_NCEN_to_SE_storage,h2_SE_to_NCEN_storage,h2_NCEN_to_MIDAT_storage,h2_MIDAT_to_NCEN_storage,h2_CEN_to_SE_storage,h2_SE_to_CEN_storage,h2_SE_to_MIDAT_storage,h2_MIDAT_to_SE_storage,h2_MIDAT_to_NE_storage,h2_NE_to_MIDAT_storage,CA_Above_ground_storage_storage,NW_Above_ground_storage_storage,SW_Above_ground_storage_storage,TX_Above_ground_storage_storage,NCEN_Above_ground_storage_storage,CEN_Above_ground_storage_storage,SE_Above_ground_storage_storage,MIDAT_Above_ground_storage_storage,NE_Above_ground_storage_storage,CA_conventional_hydroelectric_1_storage,CEN_conventional_hydroelectric_1_storage,MIDAT_conventional_hydroelectric_1_storage,NE_conventional_hydroelectric_1_storage,NW_conventional_hydroelectric_1_storage,NCEN_conventional_hydroelectric_1_storage,SE_conventional_hydroelectric_1_storage,SW_conventional_hydroelectric_1_storage,TX_conventional_hydroelectric_1_storage,natgas_CA_to_SW_storage,natgas_NW_to_CA_storage,natgas_NW_to_SW_storage,natgas_NW_to_NCEN_storage,natgas_NW_to_CEN_storage,natgas_SW_to_CA_storage,natgas_SW_to_NW_storage,natgas_SW_to_TX_storage,natgas_SW_to_CEN_storage,natgas_TX_to_CEN_storage,natgas_NCEN_to_NW_storage,natgas_NCEN_to_CEN_storage,natgas_NCEN_to_SE_storage,natgas_NCEN_to_MIDAT_storage,natgas_CEN_to_NW_storage,natgas_CEN_to_SW_storage,natgas_CEN_to_TX_storage,natgas_CEN_to_NCEN_storage,natgas_CEN_to_SE_storage,natgas_SE_to_NCEN_storage,natgas_SE_to_CEN_storage,natgas_SE_to_MIDAT_storage,natgas_MIDAT_to_NCEN_storage,natgas_MIDAT_to_SE_storage,natgas_MIDAT_to_NE_storage,natgas_NE_to_MIDAT_storage
42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6349538375370583e-11,1.6517875105807893e-11,1.6707391608282465e-11,1.678397333972717e-11,1.6810622676256367e-11,1.6755580208376503e-11,1.6613707070713472e-11,1.682976166801445e-11,1.6607984753600336e-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.339077612983365e-10,8.376461497632571e-10,8.336735295800047e-10,8.327865794738172e-10,8.35373783043827e-10,8.312625309029667e-10,8.34095772331755e-10,8.335660856504695e-10,8.348363634315508e-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5524.635582003658,14382.124710036866,73106.35804052097,20271.90589835998,17509.70000590067,59887.09659328599,52884.448093438776,27284.23266613407,30873.274388218313,160647.50874699574,2293.6957643255205,41669.22814227944,19376.143034094024,45584.83238215613,538.6018542801621,20902.975443572264,83948.14940135309,78105.12912379479,204716.99050478198,32697.687578969035,68011.19181098076,66285.57105233954,67407.6481487246,75485.24507292571,64574.46982282304,11299.189961414268
43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6176186395144487e-11,1.6340016450804666e-11,1.65281913557344e-11,1.6591825290767477e-11,1.6614426040101843e-11,1.6560686480374647e-11,1.6419698449612885e-11,1.6634419703866782e-11,1.6431411016871074e-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.34353842795403e-10,8.383642917623987e-10,8.341749826610691e-10,8.332146916632293e-10,8.358360891331007e-10,8.317180806044228e-10,8.34621912711004e-10,8.342122989578112e-10,8.355723763073347e-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5527.385576897988,14385.792990647584,73073.53609040572,20275.919616741317,17512.83401927005,59884.27406723997,52897.38661167506,27284.146188298128,30872.866212738216,160557.40572952485,2294.531052015488,41659.36067318388,19371.43878624251,45587.884866162494,538.7504224567554,20902.17260926631,83977.53858701362,78105.62672865354,204845.31047476974,32684.19230484766,67981.51363018151,66276.14505824013,67425.53589905107,75458.86169512074,64588.39662751479,11299.227305550316
44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.606545454595971e-11,1.622585475607048e-11,1.641239189779132e-11,1.6479399974870492e-11,1.649589259167354e-11,1.644551119453586e-11,1.6305288099567107e-11,1.6518395696095487e-11,1.632871906765797e-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.345978840816268e-10,8.390608709775672e-10,8.343794782603762e-10,8.334273605299311e-10,8.361091166634029e-10,8.320930977859141e-10,8.349929830015525e-10,8.346478313377548e-10,8.36018565115045e-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5528.239274334234,14386.197616314565,73074.74090908963,20276.744848337992,17513.934639553474,59885.55982214772,52898.3485660885,27289.86231590157,30876.178582199278,160519.02071230445,2294.7878196828206,41665.90814384507,19375.20879250757,45602.90123161,538.7940457655343,20903.4069208941,83972.53164759252,78101.08969565184,204785.19032462608,32693.176461600568,67990.29905138572,66300.74769303392,67435.07374745123,75485.48676939879,64573.90382835857,11300.700364033682
45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6183187939126264e-11,1.634717556745737e-11,1.6535559265539553e-11,1.6596691037757204e-11,1.661911768299309e-11,1.6565230299582646e-11,1.642862540070473e-11,1.6645225203359347e-11,1.644807960413999e-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.339630622457952e-10,8.389486859820815e-10,8.336278699546146e-10,8.323139864445128e-10,8.345511368148061e-10,8.309996707337585e-10,8.332630189000771e-10,8.325400636949227e-10,8.344613466435857e-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5524.09380760328,14383.373353906149,73123.6445511424,20273.869576630255,17510.15611194587,59890.3221556197,52881.676437591224,27282.658146020087,30873.444811869496,160493.62454111027,2294.0257104818165,41672.474925265,19379.755977858324,45606.11752492847,538.618014720074,20903.202656659712,83911.59856514077,78097.57810796237,204803.79606221314,32706.204820976112,68010.19773765901,66308.86765471647,67415.87401270037,75505.93279835315,64576.424068962784,11300.501691673124
46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6117925398968654e-11,1.6279014317731153e-11,1.6466194522472393e-11,1.6534307463517343e-11,1.6550791303026717e-11,1.6500908153483888e-11,1.6364111993074687e-11,1.658080656678784e-11,1.638947733284028e-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.343148736021674e-10,8.396603118193344e-10,8.339749107706456e-10,8.327523837363838e-10,8.349021308407913e-10,8.31676939164489e-10,8.338164214499385e-10,8.331955445002914e-10,8.348753361101284e-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5527.248627326441,14386.953661473903,73097.54963062429,20276.215348923248,17512.687711808234,59892.47854900991,52898.098298863464,27283.164293315884,30872.13017959434,160437.511218951,2294.534992319714,41664.555691098096,19375.164170143747,45610.094613218396,538.7468424357369,20901.92609576293,83937.7677516431,78100.82321297444,204868.72201607778,32692.934794053737,67991.51856602624,66305.30440385632,67453.91213229319,75491.20521559405,64557.5112424639,11299.274563857336
47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6062540833844825e-11,1.6222364769886204e-11,1.6408141738576448e-11,1.648103885070887e-11,1.6492107803264692e-11,1.6445139795127057e-11,1.630807565380408e-11,1.652406163305758e-11,1.6336802489016542e-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.345301472637019e-10,8.402641867780087e-10,8.34142806988252e-10,8.330254938551777e-10,8.351047437093014e-10,8.32249586917858e-10,8.342202833737178e-10,8.337408519230695e-10,8.351399924743361e-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5528.4073217247405,14387.39898940953,73095.19987354554,20276.974540490315,17513.62110165936,59898.51664531765,52900.68211148046,27290.101161020742,30876.524149169574,160395.28906746904,2294.642255369788,41664.40047762918,19375.298464142485,45606.89375812416,538.7777117629059,20903.903556279016,83945.75514146351,78089.51056549705,204914.68409418702,32691.87331486639,67981.23743337193,66291.06382980292,67422.60171349465,75487.18960802621,64595.008588909805,11302.478349495408
48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.619939823880055e-11,1.6363720219227695e-11,1.6552723402034275e-11,1.661574315414562e-11,1.6631936155434315e-11,1.6581341529856685e-11,1.6446572430282375e-11,1.66659703803665e-11,1.6463546257399487e-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.338645942008411e-10,8.399706729728878e-10,8.333754663462598e-10,8.319243020337967e-10,8.334472266260855e-10,8.312844536474875e-10,8.324634961033218e-10,8.316603253679085e-10,8.33376844738248e-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5524.086260953435,14384.804246214184,73142.69785178434,20274.117483558784,17510.109052051845,59905.62621529334,52883.43943815251,27281.35984409635,30872.31568857535,160391.9536194955,2293.9389675771345,41671.102955508235,19380.243982627475,45612.72814869302,538.6157484408978,20903.287107604967,83902.52137383836,78089.74518858029,204899.88106272157,32705.971385199155,68002.15560558437,66305.03134517335,67423.76539268157,75493.2729617767,64574.78503437842,11300.477863148242
49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6129726780967612e-11,1.629182505475804e-11,1.647943641347407e-11,1.654681480884641e-11,1.65586670202521e-11,1.6511116930185964e-11,1.6374286098226835e-11,1.659308604524636e-11,1.6391027683724662e-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.341807176508455e-10,8.404272172379709e-10,8.337063062884223e-10,8.323618316663168e-10,8.337306202938932e-10,8.320172035453517e-10,8.329950723943178e-10,8.323113847739876e-10,8.337164904869961e-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5527.228373383354,14387.645868785632,73112.55510805825,20275.851447447276,17512.38363102994,59907.785532215785,52900.038142608864,27282.82174612166,30871.41465096305,160369.98625828084,2294.371671991244,41662.49814838857,19375.19480843134,45610.77015472482,538.7315033390302,20901.947459061368,83928.34891807426,78092.4296496537,204927.6050127033,32691.946577589566,67989.45475722704,66312.06758764798,67455.2194679989,75491.9062171258,64548.770493119344,11299.06063773846
50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.606340231215967e-11,1.6223909886586176e-11,1.6409841336893768e-11,1.6478299248462985e-11,1.6487297050256834e-11,1.6441206487185065e-11,1.6303941996785e-11,1.652087402507643e-11,1.6321913687191617e-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.343704978156477e-10,8.408182344491135e-10,8.338727096428052e-10,8.326279118488498e-10,8.338877359360196e-10,8.326279518424104e-10,8.33414386990108e-10,8.328995396077083e-10,8.340100799771049e-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5528.161009155867,14387.521963471288,73108.11489204412,20276.83562899927,17513.224295937332,59913.14870359675,52901.539589886655,27290.41578280612,30876.465373730105,160318.90110136205,2294.4930105086846,41660.17759065949,19374.43262019296,45603.63259129718,538.7585848122923,20903.744483972667,83941.95486876217,78078.20003185954,205015.71558110314,32688.354020203733,67971.64710909766,66283.44368597468,67409.9854566722,75482.92175579251,64603.23468930062,11303.00940251026
51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6190186487520422e-11,1.6354259172315554e-11,1.6543579405221933e-11,1.659931619691907e-11,1.661479477934025e-11,1.6565166114701e-11,1.6430081064900122e-11,1.6649895537993255e-11,1.6438029866048366e-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.336884170771034e-10,8.403922757316894e-10,8.33097729004742e-10,8.315113734074107e-10,8.321926720068091e-10,8.316873780629452e-10,8.31699208605445e-10,8.308648373771015e-10,8.323515308162713e-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5523.922328740431,14385.079113151352,73153.2418329504,20274.032341780574,17509.82255545217,59920.0588882054,52883.84913271886,27280.616632446283,30871.470706135824,160310.49963689758,2293.892270266442,41668.51355100162,19380.508256341815,45617.4851663465,538.6091493794379,20903.037332646956,83889.258847056,78079.43106200617,205001.5332559202,32705.526701106723,67995.50987530105,66300.61590243269,67428.96629344462,75486.3315980178,64565.32681837977,11300.894575582675
52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6108665819008473e-11,1.6270742772400135e-11,1.6458429324153365e-11,1.6516990106453255e-11,1.6528946351376998e-11,1.6481617615673322e-11,1.634591645871801e-11,1.6564376107527413e-11,1.6355432427124305e-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.340016745761356e-10,8.40789703927369e-10,8.334125133085609e-10,8.31947017500346e-10,8.324533291413788e-10,8.324309050946886e-10,8.32293050873111e-10,8.315836356049076e-10,8.328190189718408e-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5527.076605483707,14387.93967003807,73120.30766519991,20275.999323962227,17512.023790267,59920.96857444051,52900.61682391146,27282.218397574045,30870.537326062018,160241.15380987935,2294.377063444703,41658.63218565151,19375.243806591112,45615.03254281205,538.7228403876037,20901.778566140543,83911.0829444375,78078.15617917324,205090.05907287754,32691.009843486925,67979.69674051867,66308.39528204406,67450.54206292029,75489.32272124034,64547.07206331362,11300.067921851381
53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6017562033702293e-11,1.6178586555593954e-11,1.636342568827508e-11,1.6423774206846155e-11,1.643179561599881e-11,1.638730376993716e-11,1.62516998824929e-11,1.6468280698211124e-11,1.6260935895726495e-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.341953074194631e-10,8.41208889817072e-10,8.335434979388953e-10,8.322133972038009e-10,8.326156204007172e-10,8.330327636015008e-10,8.327835727235493e-10,8.322231736477417e-10,8.332335891884317e-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5528.129212098054,14387.856741800026,73114.68416888041,20277.271013776757,17512.95951355314,59923.72199173456,52902.807709087334,27290.39784180509,30875.973779008316,160123.98135469318,2294.649842927058,41657.54371327708,19375.33173956191,45616.22528249253,538.7620058469486,20903.564100346906,83921.97266753374,78060.23710451275,205227.235145416,32689.95283404935,67962.14391858548,66288.78638027849,67410.88314378672,75482.45228758788,64595.70034337068,11304.809987698989
54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6080101874113494e-11,1.6242905012225484e-11,1.6430472802856684e-11,1.647245838645577e-11,1.6484768415697268e-11,1.643883641429604e-11,1.630618418766272e-11,1.6527079606652834e-11,1.6302275419992438e-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.335186734340522e-10,8.408010343203524e-10,8.327166665396564e-10,8.310942710898502e-10,8.30964378512294e-10,8.320752109626722e-10,8.311242527885284e-10,8.302247701019277e-10,8.316929914663302e-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5523.906531349369,14384.988345964479,73162.45790764486,20274.18125255118,17509.647160556084,59926.960988457155,52883.10043039642,27281.33972049363,30873.33988037042,160103.46172041286,2294.210827429749,41669.7336465035,19383.557910771153,45643.07487560158,538.6310800264642,20903.08767359682,83823.35238923374,78056.21054881759,205249.2184376487,32713.168496073617,67986.30504794314,66307.33985488144,67444.41801020307,75489.30986353301,64539.47140439045,11303.559818858928
55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.592920680540976e-11,1.6089088034851852e-11,1.6272850217261075e-11,1.631190077679275e-11,1.631477803346518e-11,1.6274486921870718e-11,1.6142900854298872e-11,1.6370969696355673e-11,1.6137301732792973e-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.33891602978265e-10,8.413433090214428e-10,8.330075662109697e-10,8.316248576176857e-10,8.31421832680617e-10,8.329080632167179e-10,8.318535874352292e-10,8.310956116064822e-10,8.323311212920741e-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5526.962362839449,14388.41715970671,73129.29082066161,20276.76217718565,17511.94741887686,59926.72888051483,52898.590739733634,27280.635787787498,30870.576444070994,160022.4321836422,2294.7052798848576,41653.86087477574,19375.828945560872,45624.161531092475,538.7427915404953,20901.57084155958,83845.06319306602,78041.46805584601,205456.19122407955,32692.187134903612,67952.05419454732,66288.69002026494,67420.33415080966,75478.69359707955,64570.32852950848,11301.809484170792
56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5950111165074166e-11,1.6109887822917707e-11,1.6295671146438634e-11,1.6338902267898893e-11,1.6340548925522094e-11,1.6299749749570526e-11,1.6167417214503416e-11,1.6389932545230957e-11,1.6175317589299056e-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.343455558132131e-10,8.421132295635061e-10,8.332725408157127e-10,8.32312205738596e-10,8.321981052167989e-10,8.339194513234437e-10,8.328394233528274e-10,8.32254699253662e-10,8.33426985514114e-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5527.636776597957,14388.863876428242,73125.37218348823,20277.365472085152,17512.78084334853,59927.44911086432,52895.98607725688,27284.776507703515,30872.5650183987,160041.65289874116,2294.8267079386587,41654.51676901748,19375.61801983041,45617.93608052588,538.7800988027859,20902.168429031808,83829.61113274624,78029.1873061336,205528.3781204427,32690.561983018895,67937.13740668722,66283.55884442576,67405.27887770625,75469.71234162155,64553.4800451608,11302.832895706653
57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6204270780963717e-11,1.6366727525579616e-11,1.6564178029199812e-11,1.66067194642497e-11,1.6609949483325985e-11,1.6562948430070834e-11,1.6434663221200725e-11,1.6657348003183018e-11,1.644109128200798e-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.340202342038414e-10,8.421052159316862e-10,8.327345597355639e-10,8.318185727221399e-10,8.313109522909942e-10,8.335068115567465e-10,8.319503074789762e-10,8.311335936881674e-10,8.33157811255869e-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5524.168387865904,14385.167298377983,73162.70608121739,20272.295676825815,17508.44822506545,59928.54329742057,52873.464225415555,27275.968418375203,30872.247212353708,160209.55586873004,2293.761445263354,41665.15399298587,19380.356716359176,45627.10496422163,538.6181264864433,20902.825909494117,83672.85605693869,78028.03857661774,205502.7615133759,32704.404716495595,67950.95737127318,66281.55237840663,67421.89735780381,75469.25305368015,64515.425790466965,11300.501162192522
58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6152164593023358e-11,1.631289667379944e-11,1.6505349380902704e-11,1.6567103741246142e-11,1.6571046788504113e-11,1.6525716015709513e-11,1.639653618812118e-11,1.661444037465687e-11,1.6411785738007493e-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.348084292811802e-10,8.427827845536064e-10,8.335021749968343e-10,8.329201075890058e-10,8.326276502607765e-10,8.347623443644781e-10,8.33595444590077e-10,8.329759283493082e-10,8.354925646814545e-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5527.311184071886,14388.429708641514,73109.81792054533,20274.172469908033,17509.90418456359,59922.844187661256,52885.665982571394,27276.550104992784,30869.019430169337,160218.5691264126,2294.0981688369766,41646.87546117832,19371.763263732013,45597.35285400262,538.6845576769728,20900.466133747843,83769.7847499169,78037.91673589054,205543.4700200137,32682.15169745356,67937.95745597666,66267.70250086846,67416.51023204916,75457.24334856003,64526.53262273414,11297.23972153377
59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6088372102869506e-11,1.6248964907400916e-11,1.6435245227000318e-11,1.6515341599188197e-11,1.652191947434011e-11,1.647669356188673e-11,1.6344195395995115e-11,1.655966167825928e-11,1.635234622232651e-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.356273728780434e-10,8.434613029320106e-10,8.343681121954605e-10,8.338682354466815e-10,8.338784528118892e-10,8.357111849389028e-10,8.351883673609959e-10,8.347760551496157e-10,8.378664635359226e-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5527.648738741013,14388.912867343304,73093.43330577856,20275.61245479292,17511.79863284133,59917.735943051965,52887.99582041954,27284.394473829117,30869.888717030084,160253.5770142627,2294.5404606823013,41649.56209665242,19372.284990124146,45594.03022592959,538.7529304072395,20900.74194040062,83868.97440336707,78045.08078539916,205403.5262327955,32682.98697315603,67940.69368325474,66264.16330125771,67401.33347121636,75449.35833304292,64551.39807767303,11299.60795026004
