Time_Index,natgas_fossil_CA,natgas_fossil_NW,natgas_fossil_SW,natgas_fossil_TX,natgas_fossil_NCEN,natgas_fossil_CEN,natgas_fossil_SE,natgas_fossil_MIDAT,natgas_fossil_NE,uranium_source,gasoline_fossil_global,jetfuel_fossil_global,diesel_fossil_global,ethane_CA,ethane_NW,ethane_SW,ethane_NCEN,ethane_CEN,ethane_TX,ethane_SE,ethane_MIDAT,ethane_NE
102,30.19746068,27.67247527,23.50966148,16.68537658,20.77994752,19.17624057,22.48601875,21.59886171,25.96640405,2.814676307,94.95992439,75.68131954,97.3484241,75815.01137,75815.01137,75815.01137,24.6398787,24.6398787,24.6398787,24.6398787,24.6398787,75815.01137
103,30.19746068,27.67247527,23.50966148,16.68537658,20.77994752,19.17624057,22.48601875,21.59886171,25.96640405,2.814676307,94.95992439,75.68131954,97.3484241,75815.01137,75815.01137,75815.01137,24.6398787,24.6398787,24.6398787,24.6398787,24.6398787,75815.01137
104,30.19746068,27.67247527,23.50966148,16.68537658,20.77994752,19.17624057,22.48601875,21.59886171,25.96640405,2.814676307,94.95992439,75.68131954,97.3484241,75815.01137,75815.01137,75815.01137,24.6398787,24.6398787,24.6398787,24.6398787,24.6398787,75815.01137
105,30.19746068,27.67247527,23.50966148,16.68537658,20.77994752,19.17624057,22.48601875,21.59886171,25.96640405,2.814676307,94.95992439,75.68131954,97.3484241,75815.01137,75815.01137,75815.01137,24.6398787,24.6398787,24.6398787,24.6398787,24.6398787,75815.01137
106,30.19746068,27.67247527,23.50966148,16.68537658,20.77994752,19.17624057,22.48601875,21.59886171,25.96640405,2.814676307,94.95992439,75.68131954,97.3484241,75815.01137,75815.01137,75815.01137,24.6398787,24.6398787,24.6398787,24.6398787,24.6398787,75815.01137
107,30.19746068,27.67247527,23.50966148,16.68537658,20.77994752,19.17624057,22.48601875,21.59886171,25.96640405,2.814676307,94.95992439,75.68131954,97.3484241,75815.01137,75815.01137,75815.01137,24.6398787,24.6398787,24.6398787,24.6398787,24.6398787,75815.01137
108,30.19746068,27.67247527,23.50966148,16.68537658,20.77994752,19.17624057,22.48601875,21.59886171,25.96640405,2.814676307,94.95992439,75.68131954,97.3484241,75815.01137,75815.01137,75815.01137,24.6398787,24.6398787,24.6398787,24.6398787,24.6398787,75815.01137
109,30.19746068,27.67247527,23.50966148,16.68537658,20.77994752,19.17624057,22.48601875,21.59886171,25.96640405,2.814676307,94.95992439,75.68131954,97.3484241,75815.01137,75815.01137,75815.01137,24.6398787,24.6398787,24.6398787,24.6398787,24.6398787,75815.01137
110,30.19746068,27.67247527,23.50966148,16.68537658,20.77994752,19.17624057,22.48601875,21.59886171,25.96640405,2.814676307,94.95992439,75.68131954,97.3484241,75815.01137,75815.01137,75815.01137,24.6398787,24.6398787,24.6398787,24.6398787,24.6398787,75815.01137
111,30.19746068,27.67247527,23.50966148,16.68537658,20.77994752,19.17624057,22.48601875,21.59886171,25.96640405,2.814676307,94.95992439,75.68131954,97.3484241,75815.01137,75815.01137,75815.01137,24.6398787,24.6398787,24.6398787,24.6398787,24.6398787,75815.01137
112,30.19746068,27.67247527,23.50966148,16.68537658,20.77994752,19.17624057,22.48601875,21.59886171,25.96640405,2.814676307,94.95992439,75.68131954,97.3484241,75815.01137,75815.01137,75815.01137,24.6398787,24.6398787,24.6398787,24.6398787,24.6398787,75815.01137
113,30.19746068,27.67247527,23.50966148,16.68537658,20.77994752,19.17624057,22.48601875,21.59886171,25.96640405,2.814676307,94.95992439,75.68131954,97.3484241,75815.01137,75815.01137,75815.01137,24.6398787,24.6398787,24.6398787,24.6398787,24.6398787,75815.01137
114,30.19746068,27.67247527,23.50966148,16.68537658,20.77994752,19.17624057,22.48601875,21.59886171,25.96640405,2.814676307,94.95992439,75.68131954,97.3484241,75815.01137,75815.01137,75815.01137,24.6398787,24.6398787,24.6398787,24.6398787,24.6398787,75815.01137
115,30.19746068,27.67247527,23.50966148,16.68537658,20.77994752,19.17624057,22.48601875,21.59886171,25.96640405,2.814676307,94.95992439,75.68131954,97.3484241,75815.01137,75815.01137,75815.01137,24.6398787,24.6398787,24.6398787,24.6398787,24.6398787,75815.01137
116,30.19746068,27.67247527,23.50966148,16.68537658,20.77994752,19.17624057,22.48601875,21.59886171,25.96640405,2.814676307,94.95992439,75.68131954,97.3484241,75815.01137,75815.01137,75815.01137,24.6398787,24.6398787,24.6398787,24.6398787,24.6398787,75815.01137
117,30.19746068,27.67247527,23.50966148,16.68537658,20.77994752,19.17624057,22.48601875,21.59886171,25.96640405,2.814676307,94.95992439,75.68131954,97.3484241,75815.01137,75815.01137,75815.01137,24.6398787,24.6398787,24.6398787,24.6398787,24.6398787,75815.01137
118,30.19746068,27.67247527,23.50966148,16.68537658,20.77994752,19.17624057,22.48601875,21.59886171,25.96640405,2.814676307,94.95992439,75.68131954,97.3484241,75815.01137,75815.01137,75815.01137,24.6398787,24.6398787,24.6398787,24.6398787,24.6398787,75815.01137
119,30.19746068,27.67247527,23.50966148,16.68537658,20.77994752,19.17624057,22.48601875,21.59886171,25.96640405,2.814676307,94.95992439,75.68131954,97.3484241,75815.01137,75815.01137,75815.01137,24.6398787,24.6398787,24.6398787,24.6398787,24.6398787,75815.01137
120,30.19746068,27.67247527,23.50966148,16.68537658,20.77994752,19.17624057,22.48601875,21.59886171,25.96640405,2.814676307,94.95992439,75.68131954,97.3484241,75815.01137,75815.01137,75815.01137,24.6398787,24.6398787,24.6398787,24.6398787,24.6398787,75815.01137
121,30.19746068,27.67247527,23.50966148,16.68537658,20.77994752,19.17624057,22.48601875,21.59886171,25.96640405,2.814676307,94.95992439,75.68131954,97.3484241,75815.01137,75815.01137,75815.01137,24.6398787,24.6398787,24.6398787,24.6398787,24.6398787,75815.01137
122,30.19746068,27.67247527,23.50966148,16.68537658,20.77994752,19.17624057,22.48601875,21.59886171,25.96640405,2.814676307,94.95992439,75.68131954,97.3484241,75815.01137,75815.01137,75815.01137,24.6398787,24.6398787,24.6398787,24.6398787,24.6398787,75815.01137
123,30.19746068,27.67247527,23.50966148,16.68537658,20.77994752,19.17624057,22.48601875,21.59886171,25.96640405,2.814676307,94.95992439,75.68131954,97.3484241,75815.01137,75815.01137,75815.01137,24.6398787,24.6398787,24.6398787,24.6398787,24.6398787,75815.01137
124,30.19746068,27.67247527,23.50966148,16.68537658,20.77994752,19.17624057,22.48601875,21.59886171,25.96640405,2.814676307,94.95992439,75.68131954,97.3484241,75815.01137,75815.01137,75815.01137,24.6398787,24.6398787,24.6398787,24.6398787,24.6398787,75815.01137
125,30.19746068,27.67247527,23.50966148,16.68537658,20.77994752,19.17624057,22.48601875,21.59886171,25.96640405,2.814676307,94.95992439,75.68131954,97.3484241,75815.01137,75815.01137,75815.01137,24.6398787,24.6398787,24.6398787,24.6398787,24.6398787,75815.01137
126,30.19746068,27.67247527,23.50966148,16.68537658,20.77994752,19.17624057,22.48601875,21.59886171,25.96640405,2.814676307,94.95992439,75.68131954,97.3484241,75815.01137,75815.01137,75815.01137,24.6398787,24.6398787,24.6398787,24.6398787,24.6398787,75815.01137
127,30.19746068,27.67247527,23.50966148,16.68537658,20.77994752,19.17624057,22.48601875,21.59886171,25.96640405,2.814676307,94.95992439,75.68131954,97.3484241,75815.01137,75815.01137,75815.01137,24.6398787,24.6398787,24.6398787,24.6398787,24.6398787,75815.01137
128,30.19746068,27.67247527,23.50966148,16.68537658,20.77994752,19.17624057,22.48601875,21.59886171,25.96640405,2.814676307,94.95992439,75.68131954,97.3484241,75815.01137,75815.01137,75815.01137,24.6398787,24.6398787,24.6398787,24.6398787,24.6398787,75815.01137
129,30.19746068,27.67247527,23.50966148,16.68537658,20.77994752,19.17624057,22.48601875,21.59886171,25.96640405,2.814676307,94.95992439,75.68131954,97.3484241,75815.01137,75815.01137,75815.01137,24.6398787,24.6398787,24.6398787,24.6398787,24.6398787,75815.01137
130,30.19746068,27.67247527,23.50966148,16.68537658,20.77994752,19.17624057,22.48601875,21.59886171,25.96640405,2.814676307,94.95992439,75.68131954,97.3484241,75815.01137,75815.01137,75815.01137,24.6398787,24.6398787,24.6398787,24.6398787,24.6398787,75815.01137
131,30.19746068,27.67247527,23.50966148,16.68537658,20.77994752,19.17624057,22.48601875,21.59886171,25.96640405,2.814676307,94.95992439,75.68131954,97.3484241,75815.01137,75815.01137,75815.01137,24.6398787,24.6398787,24.6398787,24.6398787,24.6398787,75815.01137
132,30.19746068,27.67247527,23.50966148,16.68537658,20.77994752,19.17624057,22.48601875,21.59886171,25.96640405,2.814676307,94.95992439,75.68131954,97.3484241,75815.01137,75815.01137,75815.01137,24.6398787,24.6398787,24.6398787,24.6398787,24.6398787,75815.01137
133,30.19746068,27.67247527,23.50966148,16.68537658,20.77994752,19.17624057,22.48601875,21.59886171,25.96640405,2.814676307,94.95992439,75.68131954,97.3484241,75815.01137,75815.01137,75815.01137,24.6398787,24.6398787,24.6398787,24.6398787,24.6398787,75815.01137
134,30.19746068,27.67247527,23.50966148,16.68537658,20.77994752,19.17624057,22.48601875,21.59886171,25.96640405,2.814676307,94.95992439,75.68131954,97.3484241,75815.01137,75815.01137,75815.01137,24.6398787,24.6398787,24.6398787,24.6398787,24.6398787,75815.01137
135,30.19746068,27.67247527,23.50966148,16.68537658,20.77994752,19.17624057,22.48601875,21.59886171,25.96640405,2.814676307,94.95992439,75.68131954,97.3484241,75815.01137,75815.01137,75815.01137,24.6398787,24.6398787,24.6398787,24.6398787,24.6398787,75815.01137
136,30.19746068,27.67247527,23.50966148,16.68537658,20.77994752,19.17624057,22.48601875,21.59886171,25.96640405,2.814676307,94.95992439,75.68131954,97.3484241,75815.01137,75815.01137,75815.01137,24.6398787,24.6398787,24.6398787,24.6398787,24.6398787,75815.01137
137,30.19746068,27.67247527,23.50966148,16.68537658,20.77994752,19.17624057,22.48601875,21.59886171,25.96640405,2.814676307,94.95992439,75.68131954,97.3484241,75815.01137,75815.01137,75815.01137,24.6398787,24.6398787,24.6398787,24.6398787,24.6398787,75815.01137
138,30.19746068,27.67247527,23.50966148,16.68537658,20.77994752,19.17624057,22.48601875,21.59886171,25.96640405,2.814676307,94.95992439,75.68131954,97.3484241,75815.01137,75815.01137,75815.01137,24.6398787,24.6398787,24.6398787,24.6398787,24.6398787,75815.01137
139,30.19746068,27.67247527,23.50966148,16.68537658,20.77994752,19.17624057,22.48601875,21.59886171,25.96640405,2.814676307,94.95992439,75.68131954,97.3484241,75815.01137,75815.01137,75815.01137,24.6398787,24.6398787,24.6398787,24.6398787,24.6398787,75815.01137
140,30.19746068,27.67247527,23.50966148,16.68537658,20.77994752,19.17624057,22.48601875,21.59886171,25.96640405,2.814676307,94.95992439,75.68131954,97.3484241,75815.01137,75815.01137,75815.01137,24.6398787,24.6398787,24.6398787,24.6398787,24.6398787,75815.01137
141,30.19746068,27.67247527,23.50966148,16.68537658,20.77994752,19.17624057,22.48601875,21.59886171,25.96640405,2.814676307,94.95992439,75.68131954,97.3484241,75815.01137,75815.01137,75815.01137,24.6398787,24.6398787,24.6398787,24.6398787,24.6398787,75815.01137
142,30.19746068,27.67247527,23.50966148,16.68537658,20.77994752,19.17624057,22.48601875,21.59886171,25.96640405,2.814676307,94.95992439,75.68131954,97.3484241,75815.01137,75815.01137,75815.01137,24.6398787,24.6398787,24.6398787,24.6398787,24.6398787,75815.01137
143,30.19746068,27.67247527,23.50966148,16.68537658,20.77994752,19.17624057,22.48601875,21.59886171,25.96640405,2.814676307,94.95992439,75.68131954,97.3484241,75815.01137,75815.01137,75815.01137,24.6398787,24.6398787,24.6398787,24.6398787,24.6398787,75815.01137
144,30.19746068,27.67247527,23.50966148,16.68537658,20.77994752,19.17624057,22.48601875,21.59886171,25.96640405,2.814676307,94.95992439,75.68131954,97.3484241,75815.01137,75815.01137,75815.01137,24.6398787,24.6398787,24.6398787,24.6398787,24.6398787,75815.01137
145,30.19746068,27.67247527,23.50966148,16.68537658,20.77994752,19.17624057,22.48601875,21.59886171,25.96640405,2.814676307,94.95992439,75.68131954,97.3484241,75815.01137,75815.01137,75815.01137,24.6398787,24.6398787,24.6398787,24.6398787,24.6398787,75815.01137
146,30.19746068,27.67247527,23.50966148,16.68537658,20.77994752,19.17624057,22.48601875,21.59886171,25.96640405,2.814676307,94.95992439,75.68131954,97.3484241,75815.01137,75815.01137,75815.01137,24.6398787,24.6398787,24.6398787,24.6398787,24.6398787,75815.01137
147,30.19746068,27.67247527,23.50966148,16.68537658,20.77994752,19.17624057,22.48601875,21.59886171,25.96640405,2.814676307,94.95992439,75.68131954,97.3484241,75815.01137,75815.01137,75815.01137,24.6398787,24.6398787,24.6398787,24.6398787,24.6398787,75815.01137
148,30.19746068,27.67247527,23.50966148,16.68537658,20.77994752,19.17624057,22.48601875,21.59886171,25.96640405,2.814676307,94.95992439,75.68131954,97.3484241,75815.01137,75815.01137,75815.01137,24.6398787,24.6398787,24.6398787,24.6398787,24.6398787,75815.01137
149,30.19746068,27.67247527,23.50966148,16.68537658,20.77994752,19.17624057,22.48601875,21.59886171,25.96640405,2.814676307,94.95992439,75.68131954,97.3484241,75815.01137,75815.01137,75815.01137,24.6398787,24.6398787,24.6398787,24.6398787,24.6398787,75815.01137
150,30.19746068,27.67247527,23.50966148,16.68537658,20.77994752,19.17624057,22.48601875,21.59886171,25.96640405,2.814676307,94.95992439,75.68131954,97.3484241,75815.01137,75815.01137,75815.01137,24.6398787,24.6398787,24.6398787,24.6398787,24.6398787,75815.01137
151,30.19746068,27.67247527,23.50966148,16.68537658,20.77994752,19.17624057,22.48601875,21.59886171,25.96640405,2.814676307,94.95992439,75.68131954,97.3484241,75815.01137,75815.01137,75815.01137,24.6398787,24.6398787,24.6398787,24.6398787,24.6398787,75815.01137
152,30.19746068,27.67247527,23.50966148,16.68537658,20.77994752,19.17624057,22.48601875,21.59886171,25.96640405,2.814676307,94.95992439,75.68131954,97.3484241,75815.01137,75815.01137,75815.01137,24.6398787,24.6398787,24.6398787,24.6398787,24.6398787,75815.01137
153,30.19746068,27.67247527,23.50966148,16.68537658,20.77994752,19.17624057,22.48601875,21.59886171,25.96640405,2.814676307,94.95992439,75.68131954,97.3484241,75815.01137,75815.01137,75815.01137,24.6398787,24.6398787,24.6398787,24.6398787,24.6398787,75815.01137
154,30.19746068,27.67247527,23.50966148,16.68537658,20.77994752,19.17624057,22.48601875,21.59886171,25.96640405,2.814676307,94.95992439,75.68131954,97.3484241,75815.01137,75815.01137,75815.01137,24.6398787,24.6398787,24.6398787,24.6398787,24.6398787,75815.01137
155,30.19746068,27.67247527,23.50966148,16.68537658,20.77994752,19.17624057,22.48601875,21.59886171,25.96640405,2.814676307,94.95992439,75.68131954,97.3484241,75815.01137,75815.01137,75815.01137,24.6398787,24.6398787,24.6398787,24.6398787,24.6398787,75815.01137
156,30.19746068,27.67247527,23.50966148,16.68537658,20.77994752,19.17624057,22.48601875,21.59886171,25.96640405,2.814676307,94.95992439,75.68131954,97.3484241,75815.01137,75815.01137,75815.01137,24.6398787,24.6398787,24.6398787,24.6398787,24.6398787,75815.01137
157,30.19746068,27.67247527,23.50966148,16.68537658,20.77994752,19.17624057,22.48601875,21.59886171,25.96640405,2.814676307,94.95992439,75.68131954,97.3484241,75815.01137,75815.01137,75815.01137,24.6398787,24.6398787,24.6398787,24.6398787,24.6398787,75815.01137
158,30.19746068,27.67247527,23.50966148,16.68537658,20.77994752,19.17624057,22.48601875,21.59886171,25.96640405,2.814676307,94.95992439,75.68131954,97.3484241,75815.01137,75815.01137,75815.01137,24.6398787,24.6398787,24.6398787,24.6398787,24.6398787,75815.01137
159,30.19746068,27.67247527,23.50966148,16.68537658,20.77994752,19.17624057,22.48601875,21.59886171,25.96640405,2.814676307,94.95992439,75.68131954,97.3484241,75815.01137,75815.01137,75815.01137,24.6398787,24.6398787,24.6398787,24.6398787,24.6398787,75815.01137
160,30.19746068,27.67247527,23.50966148,16.68537658,20.77994752,19.17624057,22.48601875,21.59886171,25.96640405,2.814676307,94.95992439,75.68131954,97.3484241,75815.01137,75815.01137,75815.01137,24.6398787,24.6398787,24.6398787,24.6398787,24.6398787,75815.01137
161,30.19746068,27.67247527,23.50966148,16.68537658,20.77994752,19.17624057,22.48601875,21.59886171,25.96640405,2.814676307,94.95992439,75.68131954,97.3484241,75815.01137,75815.01137,75815.01137,24.6398787,24.6398787,24.6398787,24.6398787,24.6398787,75815.01137
162,30.19746068,27.67247527,23.50966148,16.68537658,20.77994752,19.17624057,22.48601875,21.59886171,25.96640405,2.814676307,94.95992439,75.68131954,97.3484241,75815.01137,75815.01137,75815.01137,24.6398787,24.6398787,24.6398787,24.6398787,24.6398787,75815.01137
163,30.19746068,27.67247527,23.50966148,16.68537658,20.77994752,19.17624057,22.48601875,21.59886171,25.96640405,2.814676307,94.95992439,75.68131954,97.3484241,75815.01137,75815.01137,75815.01137,24.6398787,24.6398787,24.6398787,24.6398787,24.6398787,75815.01137
164,30.19746068,27.67247527,23.50966148,16.68537658,20.77994752,19.17624057,22.48601875,21.59886171,25.96640405,2.814676307,94.95992439,75.68131954,97.3484241,75815.01137,75815.01137,75815.01137,24.6398787,24.6398787,24.6398787,24.6398787,24.6398787,75815.01137
165,30.19746068,27.67247527,23.50966148,16.68537658,20.77994752,19.17624057,22.48601875,21.59886171,25.96640405,2.814676307,94.95992439,75.68131954,97.3484241,75815.01137,75815.01137,75815.01137,24.6398787,24.6398787,24.6398787,24.6398787,24.6398787,75815.01137
166,30.19746068,27.67247527,23.50966148,16.68537658,20.77994752,19.17624057,22.48601875,21.59886171,25.96640405,2.814676307,94.95992439,75.68131954,97.3484241,75815.01137,75815.01137,75815.01137,24.6398787,24.6398787,24.6398787,24.6398787,24.6398787,75815.01137
167,30.19746068,27.67247527,23.50966148,16.68537658,20.77994752,19.17624057,22.48601875,21.59886171,25.96640405,2.814676307,94.95992439,75.68131954,97.3484241,75815.01137,75815.01137,75815.01137,24.6398787,24.6398787,24.6398787,24.6398787,24.6398787,75815.01137
168,30.19746068,27.67247527,23.50966148,16.68537658,20.77994752,19.17624057,22.48601875,21.59886171,25.96640405,2.814676307,94.95992439,75.68131954,97.3484241,75815.01137,75815.01137,75815.01137,24.6398787,24.6398787,24.6398787,24.6398787,24.6398787,75815.01137
