Time_Index,natgas_fossil_CA,natgas_fossil_NW,natgas_fossil_SW,natgas_fossil_TX,natgas_fossil_NCEN,natgas_fossil_CEN,natgas_fossil_SE,natgas_fossil_MIDAT,natgas_fossil_NE,uranium_source,gasoline_fossil_global,jetfuel_fossil_global,diesel_fossil_global,ethane_CA,ethane_NW,ethane_SW,ethane_NCEN,ethane_CEN,ethane_TX,ethane_SE,ethane_MIDAT,ethane_NE
11,30.19746068,27.67247527,23.50966148,16.68537658,20.77994752,19.17624057,22.48601875,21.59886171,25.96640405,2.814676307,94.95992439,75.68131954,97.3484241,75815.01137,75815.01137,75815.01137,24.6398787,24.6398787,24.6398787,24.6398787,24.6398787,75815.01137
12,30.19746068,27.67247527,23.50966148,16.68537658,20.77994752,19.17624057,22.48601875,21.59886171,25.96640405,2.814676307,94.95992439,75.68131954,97.3484241,75815.01137,75815.01137,75815.01137,24.6398787,24.6398787,24.6398787,24.6398787,24.6398787,75815.01137
13,30.19746068,27.67247527,23.50966148,16.68537658,20.77994752,19.17624057,22.48601875,21.59886171,25.96640405,2.814676307,94.95992439,75.68131954,97.3484241,75815.01137,75815.01137,75815.01137,24.6398787,24.6398787,24.6398787,24.6398787,24.6398787,75815.01137
14,30.19746068,27.67247527,23.50966148,16.68537658,20.77994752,19.17624057,22.48601875,21.59886171,25.96640405,2.814676307,94.95992439,75.68131954,97.3484241,75815.01137,75815.01137,75815.01137,24.6398787,24.6398787,24.6398787,24.6398787,24.6398787,75815.01137
15,30.19746068,27.67247527,23.50966148,16.68537658,20.77994752,19.17624057,22.48601875,21.59886171,25.96640405,2.814676307,94.95992439,75.68131954,97.3484241,75815.01137,75815.01137,75815.01137,24.6398787,24.6398787,24.6398787,24.6398787,24.6398787,75815.01137
16,30.19746068,27.67247527,23.50966148,16.68537658,20.77994752,19.17624057,22.48601875,21.59886171,25.96640405,2.814676307,94.95992439,75.68131954,97.3484241,75815.01137,75815.01137,75815.01137,24.6398787,24.6398787,24.6398787,24.6398787,24.6398787,75815.01137
17,30.19746068,27.67247527,23.50966148,16.68537658,20.77994752,19.17624057,22.48601875,21.59886171,25.96640405,2.814676307,94.95992439,75.68131954,97.3484241,75815.01137,75815.01137,75815.01137,24.6398787,24.6398787,24.6398787,24.6398787,24.6398787,75815.01137
18,30.19746068,27.67247527,23.50966148,16.68537658,20.77994752,19.17624057,22.48601875,21.59886171,25.96640405,2.814676307,94.95992439,75.68131954,97.3484241,75815.01137,75815.01137,75815.01137,24.6398787,24.6398787,24.6398787,24.6398787,24.6398787,75815.01137
19,30.19746068,27.67247527,23.50966148,16.68537658,20.77994752,19.17624057,22.48601875,21.59886171,25.96640405,2.814676307,94.95992439,75.68131954,97.3484241,75815.01137,75815.01137,75815.01137,24.6398787,24.6398787,24.6398787,24.6398787,24.6398787,75815.01137
20,30.19746068,27.67247527,23.50966148,16.68537658,20.77994752,19.17624057,22.48601875,21.59886171,25.96640405,2.814676307,94.95992439,75.68131954,97.3484241,75815.01137,75815.01137,75815.01137,24.6398787,24.6398787,24.6398787,24.6398787,24.6398787,75815.01137
21,30.19746068,27.67247527,23.50966148,16.68537658,20.77994752,19.17624057,22.48601875,21.59886171,25.96640405,2.814676307,94.95992439,75.68131954,97.3484241,75815.01137,75815.01137,75815.01137,24.6398787,24.6398787,24.6398787,24.6398787,24.6398787,75815.01137
22,30.19746068,27.67247527,23.50966148,16.68537658,20.77994752,19.17624057,22.48601875,21.59886171,25.96640405,2.814676307,94.95992439,75.68131954,97.3484241,75815.01137,75815.01137,75815.01137,24.6398787,24.6398787,24.6398787,24.6398787,24.6398787,75815.01137
23,30.19746068,27.67247527,23.50966148,16.68537658,20.77994752,19.17624057,22.48601875,21.59886171,25.96640405,2.814676307,94.95992439,75.68131954,97.3484241,75815.01137,75815.01137,75815.01137,24.6398787,24.6398787,24.6398787,24.6398787,24.6398787,75815.01137
24,30.19746068,27.67247527,23.50966148,16.68537658,20.77994752,19.17624057,22.48601875,21.59886171,25.96640405,2.814676307,94.95992439,75.68131954,97.3484241,75815.01137,75815.01137,75815.01137,24.6398787,24.6398787,24.6398787,24.6398787,24.6398787,75815.01137
25,30.19746068,27.67247527,23.50966148,16.68537658,20.77994752,19.17624057,22.48601875,21.59886171,25.96640405,2.814676307,94.95992439,75.68131954,97.3484241,75815.01137,75815.01137,75815.01137,24.6398787,24.6398787,24.6398787,24.6398787,24.6398787,75815.01137
26,30.19746068,27.67247527,23.50966148,16.68537658,20.77994752,19.17624057,22.48601875,21.59886171,25.96640405,2.814676307,94.95992439,75.68131954,97.3484241,75815.01137,75815.01137,75815.01137,24.6398787,24.6398787,24.6398787,24.6398787,24.6398787,75815.01137
27,30.19746068,27.67247527,23.50966148,16.68537658,20.77994752,19.17624057,22.48601875,21.59886171,25.96640405,2.814676307,94.95992439,75.68131954,97.3484241,75815.01137,75815.01137,75815.01137,24.6398787,24.6398787,24.6398787,24.6398787,24.6398787,75815.01137
28,30.19746068,27.67247527,23.50966148,16.68537658,20.77994752,19.17624057,22.48601875,21.59886171,25.96640405,2.814676307,94.95992439,75.68131954,97.3484241,75815.01137,75815.01137,75815.01137,24.6398787,24.6398787,24.6398787,24.6398787,24.6398787,75815.01137
29,30.19746068,27.67247527,23.50966148,16.68537658,20.77994752,19.17624057,22.48601875,21.59886171,25.96640405,2.814676307,94.95992439,75.68131954,97.3484241,75815.01137,75815.01137,75815.01137,24.6398787,24.6398787,24.6398787,24.6398787,24.6398787,75815.01137
30,30.19746068,27.67247527,23.50966148,16.68537658,20.77994752,19.17624057,22.48601875,21.59886171,25.96640405,2.814676307,94.95992439,75.68131954,97.3484241,75815.01137,75815.01137,75815.01137,24.6398787,24.6398787,24.6398787,24.6398787,24.6398787,75815.01137
31,30.19746068,27.67247527,23.50966148,16.68537658,20.77994752,19.17624057,22.48601875,21.59886171,25.96640405,2.814676307,94.95992439,75.68131954,97.3484241,75815.01137,75815.01137,75815.01137,24.6398787,24.6398787,24.6398787,24.6398787,24.6398787,75815.01137
32,30.19746068,27.67247527,23.50966148,16.68537658,20.77994752,19.17624057,22.48601875,21.59886171,25.96640405,2.814676307,94.95992439,75.68131954,97.3484241,75815.01137,75815.01137,75815.01137,24.6398787,24.6398787,24.6398787,24.6398787,24.6398787,75815.01137
33,30.19746068,27.67247527,23.50966148,16.68537658,20.77994752,19.17624057,22.48601875,21.59886171,25.96640405,2.814676307,94.95992439,75.68131954,97.3484241,75815.01137,75815.01137,75815.01137,24.6398787,24.6398787,24.6398787,24.6398787,24.6398787,75815.01137
34,30.19746068,27.67247527,23.50966148,16.68537658,20.77994752,19.17624057,22.48601875,21.59886171,25.96640405,2.814676307,94.95992439,75.68131954,97.3484241,75815.01137,75815.01137,75815.01137,24.6398787,24.6398787,24.6398787,24.6398787,24.6398787,75815.01137
35,30.19746068,27.67247527,23.50966148,16.68537658,20.77994752,19.17624057,22.48601875,21.59886171,25.96640405,2.814676307,94.95992439,75.68131954,97.3484241,75815.01137,75815.01137,75815.01137,24.6398787,24.6398787,24.6398787,24.6398787,24.6398787,75815.01137
36,30.19746068,27.67247527,23.50966148,16.68537658,20.77994752,19.17624057,22.48601875,21.59886171,25.96640405,2.814676307,94.95992439,75.68131954,97.3484241,75815.01137,75815.01137,75815.01137,24.6398787,24.6398787,24.6398787,24.6398787,24.6398787,75815.01137
37,30.19746068,27.67247527,23.50966148,16.68537658,20.77994752,19.17624057,22.48601875,21.59886171,25.96640405,2.814676307,94.95992439,75.68131954,97.3484241,75815.01137,75815.01137,75815.01137,24.6398787,24.6398787,24.6398787,24.6398787,24.6398787,75815.01137
38,30.19746068,27.67247527,23.50966148,16.68537658,20.77994752,19.17624057,22.48601875,21.59886171,25.96640405,2.814676307,94.95992439,75.68131954,97.3484241,75815.01137,75815.01137,75815.01137,24.6398787,24.6398787,24.6398787,24.6398787,24.6398787,75815.01137
39,30.19746068,27.67247527,23.50966148,16.68537658,20.77994752,19.17624057,22.48601875,21.59886171,25.96640405,2.814676307,94.95992439,75.68131954,97.3484241,75815.01137,75815.01137,75815.01137,24.6398787,24.6398787,24.6398787,24.6398787,24.6398787,75815.01137
40,30.19746068,27.67247527,23.50966148,16.68537658,20.77994752,19.17624057,22.48601875,21.59886171,25.96640405,2.814676307,94.95992439,75.68131954,97.3484241,75815.01137,75815.01137,75815.01137,24.6398787,24.6398787,24.6398787,24.6398787,24.6398787,75815.01137
41,30.19746068,27.67247527,23.50966148,16.68537658,20.77994752,19.17624057,22.48601875,21.59886171,25.96640405,2.814676307,94.95992439,75.68131954,97.3484241,75815.01137,75815.01137,75815.01137,24.6398787,24.6398787,24.6398787,24.6398787,24.6398787,75815.01137
42,30.19746068,27.67247527,23.50966148,16.68537658,20.77994752,19.17624057,22.48601875,21.59886171,25.96640405,2.814676307,94.95992439,75.68131954,97.3484241,75815.01137,75815.01137,75815.01137,24.6398787,24.6398787,24.6398787,24.6398787,24.6398787,75815.01137
43,30.19746068,27.67247527,23.50966148,16.68537658,20.77994752,19.17624057,22.48601875,21.59886171,25.96640405,2.814676307,94.95992439,75.68131954,97.3484241,75815.01137,75815.01137,75815.01137,24.6398787,24.6398787,24.6398787,24.6398787,24.6398787,75815.01137
44,30.19746068,27.67247527,23.50966148,16.68537658,20.77994752,19.17624057,22.48601875,21.59886171,25.96640405,2.814676307,94.95992439,75.68131954,97.3484241,75815.01137,75815.01137,75815.01137,24.6398787,24.6398787,24.6398787,24.6398787,24.6398787,75815.01137
45,30.19746068,27.67247527,23.50966148,16.68537658,20.77994752,19.17624057,22.48601875,21.59886171,25.96640405,2.814676307,94.95992439,75.68131954,97.3484241,75815.01137,75815.01137,75815.01137,24.6398787,24.6398787,24.6398787,24.6398787,24.6398787,75815.01137
46,30.19746068,27.67247527,23.50966148,16.68537658,20.77994752,19.17624057,22.48601875,21.59886171,25.96640405,2.814676307,94.95992439,75.68131954,97.3484241,75815.01137,75815.01137,75815.01137,24.6398787,24.6398787,24.6398787,24.6398787,24.6398787,75815.01137
47,30.19746068,27.67247527,23.50966148,16.68537658,20.77994752,19.17624057,22.48601875,21.59886171,25.96640405,2.814676307,94.95992439,75.68131954,97.3484241,75815.01137,75815.01137,75815.01137,24.6398787,24.6398787,24.6398787,24.6398787,24.6398787,75815.01137
48,30.19746068,27.67247527,23.50966148,16.68537658,20.77994752,19.17624057,22.48601875,21.59886171,25.96640405,2.814676307,94.95992439,75.68131954,97.3484241,75815.01137,75815.01137,75815.01137,24.6398787,24.6398787,24.6398787,24.6398787,24.6398787,75815.01137
49,30.19746068,27.67247527,23.50966148,16.68537658,20.77994752,19.17624057,22.48601875,21.59886171,25.96640405,2.814676307,94.95992439,75.68131954,97.3484241,75815.01137,75815.01137,75815.01137,24.6398787,24.6398787,24.6398787,24.6398787,24.6398787,75815.01137
50,30.19746068,27.67247527,23.50966148,16.68537658,20.77994752,19.17624057,22.48601875,21.59886171,25.96640405,2.814676307,94.95992439,75.68131954,97.3484241,75815.01137,75815.01137,75815.01137,24.6398787,24.6398787,24.6398787,24.6398787,24.6398787,75815.01137
51,30.19746068,27.67247527,23.50966148,16.68537658,20.77994752,19.17624057,22.48601875,21.59886171,25.96640405,2.814676307,94.95992439,75.68131954,97.3484241,75815.01137,75815.01137,75815.01137,24.6398787,24.6398787,24.6398787,24.6398787,24.6398787,75815.01137
52,30.19746068,27.67247527,23.50966148,16.68537658,20.77994752,19.17624057,22.48601875,21.59886171,25.96640405,2.814676307,94.95992439,75.68131954,97.3484241,75815.01137,75815.01137,75815.01137,24.6398787,24.6398787,24.6398787,24.6398787,24.6398787,75815.01137
53,30.19746068,27.67247527,23.50966148,16.68537658,20.77994752,19.17624057,22.48601875,21.59886171,25.96640405,2.814676307,94.95992439,75.68131954,97.3484241,75815.01137,75815.01137,75815.01137,24.6398787,24.6398787,24.6398787,24.6398787,24.6398787,75815.01137
54,30.19746068,27.67247527,23.50966148,16.68537658,20.77994752,19.17624057,22.48601875,21.59886171,25.96640405,2.814676307,94.95992439,75.68131954,97.3484241,75815.01137,75815.01137,75815.01137,24.6398787,24.6398787,24.6398787,24.6398787,24.6398787,75815.01137
55,30.19746068,27.67247527,23.50966148,16.68537658,20.77994752,19.17624057,22.48601875,21.59886171,25.96640405,2.814676307,94.95992439,75.68131954,97.3484241,75815.01137,75815.01137,75815.01137,24.6398787,24.6398787,24.6398787,24.6398787,24.6398787,75815.01137
56,30.19746068,27.67247527,23.50966148,16.68537658,20.77994752,19.17624057,22.48601875,21.59886171,25.96640405,2.814676307,94.95992439,75.68131954,97.3484241,75815.01137,75815.01137,75815.01137,24.6398787,24.6398787,24.6398787,24.6398787,24.6398787,75815.01137
57,30.19746068,27.67247527,23.50966148,16.68537658,20.77994752,19.17624057,22.48601875,21.59886171,25.96640405,2.814676307,94.95992439,75.68131954,97.3484241,75815.01137,75815.01137,75815.01137,24.6398787,24.6398787,24.6398787,24.6398787,24.6398787,75815.01137
58,30.19746068,27.67247527,23.50966148,16.68537658,20.77994752,19.17624057,22.48601875,21.59886171,25.96640405,2.814676307,94.95992439,75.68131954,97.3484241,75815.01137,75815.01137,75815.01137,24.6398787,24.6398787,24.6398787,24.6398787,24.6398787,75815.01137
59,30.19746068,27.67247527,23.50966148,16.68537658,20.77994752,19.17624057,22.48601875,21.59886171,25.96640405,2.814676307,94.95992439,75.68131954,97.3484241,75815.01137,75815.01137,75815.01137,24.6398787,24.6398787,24.6398787,24.6398787,24.6398787,75815.01137
60,30.19746068,27.67247527,23.50966148,16.68537658,20.77994752,19.17624057,22.48601875,21.59886171,25.96640405,2.814676307,94.95992439,75.68131954,97.3484241,75815.01137,75815.01137,75815.01137,24.6398787,24.6398787,24.6398787,24.6398787,24.6398787,75815.01137
61,30.19746068,27.67247527,23.50966148,16.68537658,20.77994752,19.17624057,22.48601875,21.59886171,25.96640405,2.814676307,94.95992439,75.68131954,97.3484241,75815.01137,75815.01137,75815.01137,24.6398787,24.6398787,24.6398787,24.6398787,24.6398787,75815.01137
62,30.19746068,27.67247527,23.50966148,16.68537658,20.77994752,19.17624057,22.48601875,21.59886171,25.96640405,2.814676307,94.95992439,75.68131954,97.3484241,75815.01137,75815.01137,75815.01137,24.6398787,24.6398787,24.6398787,24.6398787,24.6398787,75815.01137
63,30.19746068,27.67247527,23.50966148,16.68537658,20.77994752,19.17624057,22.48601875,21.59886171,25.96640405,2.814676307,94.95992439,75.68131954,97.3484241,75815.01137,75815.01137,75815.01137,24.6398787,24.6398787,24.6398787,24.6398787,24.6398787,75815.01137
64,30.19746068,27.67247527,23.50966148,16.68537658,20.77994752,19.17624057,22.48601875,21.59886171,25.96640405,2.814676307,94.95992439,75.68131954,97.3484241,75815.01137,75815.01137,75815.01137,24.6398787,24.6398787,24.6398787,24.6398787,24.6398787,75815.01137
65,30.19746068,27.67247527,23.50966148,16.68537658,20.77994752,19.17624057,22.48601875,21.59886171,25.96640405,2.814676307,94.95992439,75.68131954,97.3484241,75815.01137,75815.01137,75815.01137,24.6398787,24.6398787,24.6398787,24.6398787,24.6398787,75815.01137
66,30.19746068,27.67247527,23.50966148,16.68537658,20.77994752,19.17624057,22.48601875,21.59886171,25.96640405,2.814676307,94.95992439,75.68131954,97.3484241,75815.01137,75815.01137,75815.01137,24.6398787,24.6398787,24.6398787,24.6398787,24.6398787,75815.01137
67,30.19746068,27.67247527,23.50966148,16.68537658,20.77994752,19.17624057,22.48601875,21.59886171,25.96640405,2.814676307,94.95992439,75.68131954,97.3484241,75815.01137,75815.01137,75815.01137,24.6398787,24.6398787,24.6398787,24.6398787,24.6398787,75815.01137
68,30.19746068,27.67247527,23.50966148,16.68537658,20.77994752,19.17624057,22.48601875,21.59886171,25.96640405,2.814676307,94.95992439,75.68131954,97.3484241,75815.01137,75815.01137,75815.01137,24.6398787,24.6398787,24.6398787,24.6398787,24.6398787,75815.01137
69,30.19746068,27.67247527,23.50966148,16.68537658,20.77994752,19.17624057,22.48601875,21.59886171,25.96640405,2.814676307,94.95992439,75.68131954,97.3484241,75815.01137,75815.01137,75815.01137,24.6398787,24.6398787,24.6398787,24.6398787,24.6398787,75815.01137
70,30.19746068,27.67247527,23.50966148,16.68537658,20.77994752,19.17624057,22.48601875,21.59886171,25.96640405,2.814676307,94.95992439,75.68131954,97.3484241,75815.01137,75815.01137,75815.01137,24.6398787,24.6398787,24.6398787,24.6398787,24.6398787,75815.01137
71,30.19746068,27.67247527,23.50966148,16.68537658,20.77994752,19.17624057,22.48601875,21.59886171,25.96640405,2.814676307,94.95992439,75.68131954,97.3484241,75815.01137,75815.01137,75815.01137,24.6398787,24.6398787,24.6398787,24.6398787,24.6398787,75815.01137
72,30.19746068,27.67247527,23.50966148,16.68537658,20.77994752,19.17624057,22.48601875,21.59886171,25.96640405,2.814676307,94.95992439,75.68131954,97.3484241,75815.01137,75815.01137,75815.01137,24.6398787,24.6398787,24.6398787,24.6398787,24.6398787,75815.01137
73,30.19746068,27.67247527,23.50966148,16.68537658,20.77994752,19.17624057,22.48601875,21.59886171,25.96640405,2.814676307,94.95992439,75.68131954,97.3484241,75815.01137,75815.01137,75815.01137,24.6398787,24.6398787,24.6398787,24.6398787,24.6398787,75815.01137
74,30.19746068,27.67247527,23.50966148,16.68537658,20.77994752,19.17624057,22.48601875,21.59886171,25.96640405,2.814676307,94.95992439,75.68131954,97.3484241,75815.01137,75815.01137,75815.01137,24.6398787,24.6398787,24.6398787,24.6398787,24.6398787,75815.01137
75,30.19746068,27.67247527,23.50966148,16.68537658,20.77994752,19.17624057,22.48601875,21.59886171,25.96640405,2.814676307,94.95992439,75.68131954,97.3484241,75815.01137,75815.01137,75815.01137,24.6398787,24.6398787,24.6398787,24.6398787,24.6398787,75815.01137
76,30.19746068,27.67247527,23.50966148,16.68537658,20.77994752,19.17624057,22.48601875,21.59886171,25.96640405,2.814676307,94.95992439,75.68131954,97.3484241,75815.01137,75815.01137,75815.01137,24.6398787,24.6398787,24.6398787,24.6398787,24.6398787,75815.01137
77,30.19746068,27.67247527,23.50966148,16.68537658,20.77994752,19.17624057,22.48601875,21.59886171,25.96640405,2.814676307,94.95992439,75.68131954,97.3484241,75815.01137,75815.01137,75815.01137,24.6398787,24.6398787,24.6398787,24.6398787,24.6398787,75815.01137
78,30.19746068,27.67247527,23.50966148,16.68537658,20.77994752,19.17624057,22.48601875,21.59886171,25.96640405,2.814676307,94.95992439,75.68131954,97.3484241,75815.01137,75815.01137,75815.01137,24.6398787,24.6398787,24.6398787,24.6398787,24.6398787,75815.01137
79,30.19746068,27.67247527,23.50966148,16.68537658,20.77994752,19.17624057,22.48601875,21.59886171,25.96640405,2.814676307,94.95992439,75.68131954,97.3484241,75815.01137,75815.01137,75815.01137,24.6398787,24.6398787,24.6398787,24.6398787,24.6398787,75815.01137
80,30.19746068,27.67247527,23.50966148,16.68537658,20.77994752,19.17624057,22.48601875,21.59886171,25.96640405,2.814676307,94.95992439,75.68131954,97.3484241,75815.01137,75815.01137,75815.01137,24.6398787,24.6398787,24.6398787,24.6398787,24.6398787,75815.01137
81,30.19746068,27.67247527,23.50966148,16.68537658,20.77994752,19.17624057,22.48601875,21.59886171,25.96640405,2.814676307,94.95992439,75.68131954,97.3484241,75815.01137,75815.01137,75815.01137,24.6398787,24.6398787,24.6398787,24.6398787,24.6398787,75815.01137
82,30.19746068,27.67247527,23.50966148,16.68537658,20.77994752,19.17624057,22.48601875,21.59886171,25.96640405,2.814676307,94.95992439,75.68131954,97.3484241,75815.01137,75815.01137,75815.01137,24.6398787,24.6398787,24.6398787,24.6398787,24.6398787,75815.01137
83,30.19746068,27.67247527,23.50966148,16.68537658,20.77994752,19.17624057,22.48601875,21.59886171,25.96640405,2.814676307,94.95992439,75.68131954,97.3484241,75815.01137,75815.01137,75815.01137,24.6398787,24.6398787,24.6398787,24.6398787,24.6398787,75815.01137
84,30.19746068,27.67247527,23.50966148,16.68537658,20.77994752,19.17624057,22.48601875,21.59886171,25.96640405,2.814676307,94.95992439,75.68131954,97.3484241,75815.01137,75815.01137,75815.01137,24.6398787,24.6398787,24.6398787,24.6398787,24.6398787,75815.01137
85,30.19746068,27.67247527,23.50966148,16.68537658,20.77994752,19.17624057,22.48601875,21.59886171,25.96640405,2.814676307,94.95992439,75.68131954,97.3484241,75815.01137,75815.01137,75815.01137,24.6398787,24.6398787,24.6398787,24.6398787,24.6398787,75815.01137
86,30.19746068,27.67247527,23.50966148,16.68537658,20.77994752,19.17624057,22.48601875,21.59886171,25.96640405,2.814676307,94.95992439,75.68131954,97.3484241,75815.01137,75815.01137,75815.01137,24.6398787,24.6398787,24.6398787,24.6398787,24.6398787,75815.01137
87,30.19746068,27.67247527,23.50966148,16.68537658,20.77994752,19.17624057,22.48601875,21.59886171,25.96640405,2.814676307,94.95992439,75.68131954,97.3484241,75815.01137,75815.01137,75815.01137,24.6398787,24.6398787,24.6398787,24.6398787,24.6398787,75815.01137
88,30.19746068,27.67247527,23.50966148,16.68537658,20.77994752,19.17624057,22.48601875,21.59886171,25.96640405,2.814676307,94.95992439,75.68131954,97.3484241,75815.01137,75815.01137,75815.01137,24.6398787,24.6398787,24.6398787,24.6398787,24.6398787,75815.01137
89,30.19746068,27.67247527,23.50966148,16.68537658,20.77994752,19.17624057,22.48601875,21.59886171,25.96640405,2.814676307,94.95992439,75.68131954,97.3484241,75815.01137,75815.01137,75815.01137,24.6398787,24.6398787,24.6398787,24.6398787,24.6398787,75815.01137
90,30.19746068,27.67247527,23.50966148,16.68537658,20.77994752,19.17624057,22.48601875,21.59886171,25.96640405,2.814676307,94.95992439,75.68131954,97.3484241,75815.01137,75815.01137,75815.01137,24.6398787,24.6398787,24.6398787,24.6398787,24.6398787,75815.01137
91,30.19746068,27.67247527,23.50966148,16.68537658,20.77994752,19.17624057,22.48601875,21.59886171,25.96640405,2.814676307,94.95992439,75.68131954,97.3484241,75815.01137,75815.01137,75815.01137,24.6398787,24.6398787,24.6398787,24.6398787,24.6398787,75815.01137
92,30.19746068,27.67247527,23.50966148,16.68537658,20.77994752,19.17624057,22.48601875,21.59886171,25.96640405,2.814676307,94.95992439,75.68131954,97.3484241,75815.01137,75815.01137,75815.01137,24.6398787,24.6398787,24.6398787,24.6398787,24.6398787,75815.01137
93,30.19746068,27.67247527,23.50966148,16.68537658,20.77994752,19.17624057,22.48601875,21.59886171,25.96640405,2.814676307,94.95992439,75.68131954,97.3484241,75815.01137,75815.01137,75815.01137,24.6398787,24.6398787,24.6398787,24.6398787,24.6398787,75815.01137
94,30.19746068,27.67247527,23.50966148,16.68537658,20.77994752,19.17624057,22.48601875,21.59886171,25.96640405,2.814676307,94.95992439,75.68131954,97.3484241,75815.01137,75815.01137,75815.01137,24.6398787,24.6398787,24.6398787,24.6398787,24.6398787,75815.01137
95,30.19746068,27.67247527,23.50966148,16.68537658,20.77994752,19.17624057,22.48601875,21.59886171,25.96640405,2.814676307,94.95992439,75.68131954,97.3484241,75815.01137,75815.01137,75815.01137,24.6398787,24.6398787,24.6398787,24.6398787,24.6398787,75815.01137
96,30.19746068,27.67247527,23.50966148,16.68537658,20.77994752,19.17624057,22.48601875,21.59886171,25.96640405,2.814676307,94.95992439,75.68131954,97.3484241,75815.01137,75815.01137,75815.01137,24.6398787,24.6398787,24.6398787,24.6398787,24.6398787,75815.01137
97,30.19746068,27.67247527,23.50966148,16.68537658,20.77994752,19.17624057,22.48601875,21.59886171,25.96640405,2.814676307,94.95992439,75.68131954,97.3484241,75815.01137,75815.01137,75815.01137,24.6398787,24.6398787,24.6398787,24.6398787,24.6398787,75815.01137
98,30.19746068,27.67247527,23.50966148,16.68537658,20.77994752,19.17624057,22.48601875,21.59886171,25.96640405,2.814676307,94.95992439,75.68131954,97.3484241,75815.01137,75815.01137,75815.01137,24.6398787,24.6398787,24.6398787,24.6398787,24.6398787,75815.01137
99,30.19746068,27.67247527,23.50966148,16.68537658,20.77994752,19.17624057,22.48601875,21.59886171,25.96640405,2.814676307,94.95992439,75.68131954,97.3484241,75815.01137,75815.01137,75815.01137,24.6398787,24.6398787,24.6398787,24.6398787,24.6398787,75815.01137
100,30.19746068,27.67247527,23.50966148,16.68537658,20.77994752,19.17624057,22.48601875,21.59886171,25.96640405,2.814676307,94.95992439,75.68131954,97.3484241,75815.01137,75815.01137,75815.01137,24.6398787,24.6398787,24.6398787,24.6398787,24.6398787,75815.01137
101,30.19746068,27.67247527,23.50966148,16.68537658,20.77994752,19.17624057,22.48601875,21.59886171,25.96640405,2.814676307,94.95992439,75.68131954,97.3484241,75815.01137,75815.01137,75815.01137,24.6398787,24.6398787,24.6398787,24.6398787,24.6398787,75815.01137
