case_name,commodity,commodity_subtype,zone,resource_id,component_id,type,variable,year,value
missing,all,cost,all,all,all,Cost,FixedCost,missing,1.062692893885472e11
missing,all,cost,all,all,all,Cost,VariableCost,missing,8.537774090482704e10
missing,all,cost,all,all,all,Cost,TotalCost,missing,1.9164703029337424e11
