case_name,commodity,commodity_subtype,zone,resource_id,component_id,type,variable,year,value
missing,all,cost,all,all,all,Cost,FixedCost,missing,7.325644393995815e11
missing,all,cost,all,all,all,Cost,VariableCost,missing,6.765360865352291e10
missing,all,cost,all,all,all,Cost,TotalCost,missing,8.002180480531045e11
