case_name,commodity,commodity_subtype,zone,resource_id,component_id,type,variable,year,value
missing,all,cost,all,all,all,Cost,DiscountedFixedCost,missing,7.61769744914125e11
missing,all,cost,all,all,all,Cost,DiscountedVariableCost,missing,7.43747224836193e10
missing,all,cost,all,all,all,Cost,DiscountedTotalCost,missing,8.361444673977443e11
