natgas_NE,elec_NE,co2_captured_NE
18.01610783,28.337679572124937,0.0
18.01610783,0.0,0.0
18.01610783,0.0,0.0
18.01610783,0.0,0.0
18.01610783,0.0,0.0
18.01610783,42.78039062219526,0.0
18.01610783,42.78039062219526,0.0
18.01610783,42.78039062219526,0.0
18.01610783,42.78039062219526,0.0
18.01610783,42.78039062219526,0.0
18.01610783,42.78039062219526,0.0
18.01610783,42.78039062219526,0.0
18.01610783,42.78039062219526,0.0
18.01610783,42.78039062219526,0.0
18.01610783,42.78039062219526,0.0
18.01610783,42.78039062219526,0.0
18.01610783,42.78039062219526,0.0
18.01610783,42.78039062219526,0.0
18.01610783,42.78039062219526,0.0
18.01610783,42.78039062219526,0.0
18.01610783,42.78039062219526,0.0
18.01610783,42.78039062219526,0.0
18.01610783,42.78039062219526,0.0
18.01610783,42.78039062219526,0.0
18.01610783,42.78039062219526,0.0
18.01610783,42.78039062219526,0.0
18.01610783,42.78039062219526,0.0
18.01610783,42.78039062219526,0.0
18.01610783,42.78039062219526,0.0
18.01610783,42.78039062219526,0.0
18.01610783,42.78039062219526,0.0
18.01610783,42.78039062219526,0.0
18.01610783,42.78039062219526,0.0
18.01610783,42.78039062219526,0.0
18.01610783,42.78039062219526,0.0
18.01610783,42.78039062219526,0.0
18.01610783,42.78039062219526,0.0
18.01610783,42.78039062219526,0.0
18.01610783,42.78039062219526,0.0
18.01610783,42.78039062219526,0.0
18.01610783,42.78039062219526,0.0
18.01610783,42.78039062219526,0.0
18.01610783,42.78039062219526,0.0
18.01610783,42.78039062219526,0.0
18.01610783,42.78039062219526,0.0
18.01610783,42.78039062219526,0.0
18.01610783,42.78039062219526,0.0
18.01610783,42.78039062219526,0.0
18.01610783,42.78039062219526,0.0
18.01610783,42.78039062219526,0.0
18.01610783,42.78039062219526,0.0
18.01610783,42.78039062219526,0.0
18.01610783,42.78039062219526,0.0
18.01610783,42.78039062219526,0.0
18.01610783,42.78039062219526,0.0
18.01610783,42.78039062219526,0.0
18.01610783,42.78039062219526,0.0
18.01610783,42.78039062219526,0.0
18.01610783,42.78039062219526,0.0
18.01610783,42.78039062219526,0.0
18.01610783,42.78039062219526,0.0
18.01610783,42.78039062219526,0.0
18.01610783,42.78039062219526,0.0
18.01610783,42.78039062219526,0.0
18.01610783,42.78039062219526,0.0
18.01610783,42.78039062219526,0.0
18.01610783,42.78039062219526,0.0
18.01610783,42.78039062219526,0.0
18.01610783,42.78039062219526,0.0
18.01610783,42.78039062219526,0.0
18.01610783,42.78039062219526,0.0
18.01610783,42.78039062219526,0.0
18.01610783,42.78039062219526,0.0
18.01610783,42.78039062219526,0.0
18.01610783,42.78039062219526,0.0
18.01610783,42.78039062219526,0.0
18.01610783,42.78039062219526,0.0
18.01610783,42.78039062219526,0.0
18.01610783,42.78039062219526,0.0
18.01610783,42.78039062219526,0.0
18.01610783,42.78039062219526,0.0
18.01610783,42.78039062219526,0.0
18.01610783,42.78039062219526,0.0
18.01610783,42.78039062219526,0.0
18.01610783,42.78039062219526,0.0
18.01610783,42.78039062219526,0.0
18.01610783,42.78039062219526,0.0
18.01610783,42.78039062219526,0.0
18.01610783,42.78039062219526,0.0
