time,co2_CA_to_NW_storage,co2_NW_to_CA_storage,co2_CA_to_SW_storage,co2_SW_to_CA_storage,co2_NW_to_SW_storage,co2_SW_to_NW_storage,co2_SW_to_CEN_storage,co2_CEN_to_SW_storage,co2_TX_to_CEN_storage,co2_CEN_to_TX_storage,co2_NCEN_to_CEN_storage,co2_CEN_to_NCEN_storage,co2_NCEN_to_SE_storage,co2_SE_to_NCEN_storage,co2_NCEN_to_MIDAT_storage,co2_MIDAT_to_NCEN_storage,co2_CEN_to_SE_storage,co2_SE_to_CEN_storage,co2_SE_to_MIDAT_storage,co2_MIDAT_to_SE_storage,co2_MIDAT_to_NE_storage,co2_NE_to_MIDAT_storage,CA_battery_moderate_0_storage,NW_battery_moderate_0_storage,SW_battery_moderate_0_storage,TX_battery_moderate_0_storage,NCEN_battery_moderate_0_storage,CEN_battery_moderate_0_storage,SE_battery_moderate_0_storage,MIDAT_battery_moderate_0_storage,NE_battery_moderate_0_storage,CA_hydroelectric_pumped_storage_1_storage,CEN_hydroelectric_pumped_storage_1_storage,MIDAT_hydroelectric_pumped_storage_1_storage,NE_hydroelectric_pumped_storage_1_storage,NW_hydroelectric_pumped_storage_1_storage,NCEN_hydroelectric_pumped_storage_1_storage,SE_hydroelectric_pumped_storage_1_storage,SW_hydroelectric_pumped_storage_1_storage,h2_CA_to_NW_storage,h2_NW_to_CA_storage,h2_CA_to_SW_storage,h2_SW_to_CA_storage,h2_NW_to_SW_storage,h2_SW_to_NW_storage,h2_SW_to_CEN_storage,h2_CEN_to_SW_storage,h2_TX_to_CEN_storage,h2_CEN_to_TX_storage,h2_NCEN_to_CEN_storage,h2_CEN_to_NCEN_storage,h2_NCEN_to_SE_storage,h2_SE_to_NCEN_storage,h2_NCEN_to_MIDAT_storage,h2_MIDAT_to_NCEN_storage,h2_CEN_to_SE_storage,h2_SE_to_CEN_storage,h2_SE_to_MIDAT_storage,h2_MIDAT_to_SE_storage,h2_MIDAT_to_NE_storage,h2_NE_to_MIDAT_storage,CA_Above_ground_storage_storage,NW_Above_ground_storage_storage,SW_Above_ground_storage_storage,TX_Above_ground_storage_storage,NCEN_Above_ground_storage_storage,CEN_Above_ground_storage_storage,SE_Above_ground_storage_storage,MIDAT_Above_ground_storage_storage,NE_Above_ground_storage_storage,CA_conventional_hydroelectric_1_storage,CEN_conventional_hydroelectric_1_storage,MIDAT_conventional_hydroelectric_1_storage,NE_conventional_hydroelectric_1_storage,NW_conventional_hydroelectric_1_storage,NCEN_conventional_hydroelectric_1_storage,SE_conventional_hydroelectric_1_storage,SW_conventional_hydroelectric_1_storage,TX_conventional_hydroelectric_1_storage
11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2915876476462376,1.6473881197256524,1.1641113883219063,1.5331478758146744,1.7211337679845589,1.8374723547474514,1.3314685403307778,1.2809631814116467,1.3520443327458846,2.7308606252820143e6,2.7714306201375206e6,2.802742805698686e6,2.765603816612242e6,2.7642743345867777e6,2.7738040412716046e6,2.8740200895282263e6,2.7623682273812937e6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,104162.66937841504,36400.508154010946,49930.05645047883,108371.20064519889,434501.14300618967,387338.3237388423,817784.5439140854,219589.73148003966,237393.33394861585,1.5405155849329892e6,1.5431794062288532e6,1.562864003908744e6,1.541473121807639e6,1.5410452582993335e6,1.553522399968378e6,1.6398774587142887e6,1.554895261762375e6,1.5525728444312594e6
12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3633560370373776,1.629261066336259,1.375255363149959,1.5502942264211435,1.5326214341526168,1.6553825041643822,1.1875121697787585,1.196362624446713,1.3480132533518816,2.7342740190073494e6,2.7703459716840694e6,2.8027435530130975e6,2.765697001303072e6,2.764546149986303e6,2.773802818897404e6,2.874021503124076e6,2.7630425467084e6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,110019.11534676055,38498.990089165716,56799.97070225388,114311.98066646875,404549.8138688653,359473.8627743396,817776.7488212468,211762.56942136603,233313.70944801046,1.5412360723294558e6,1.5416452613095662e6,1.5635850340015038e6,1.542431771039707e6,1.5455118946471044e6,1.5535373791707414e6,1.642962237433511e6,1.5561221703624886e6,1.5525768423237326e6
13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4613671385764435,1.5488381683590127,1.410965219340839,1.5172812346924742,1.3540274439134512,1.376882398409843,0.9705448390713974,1.1611052821677605,1.3868208992193656,2.7376874146756246e6,2.769261013415812e6,2.802744236717316e6,2.7657898480017325e6,2.764817960982322e6,2.773799481869204e6,2.8740226920621684e6,2.763716860499561e6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,115875.54286815216,40597.605766881694,63669.93581618093,121190.36485067284,374598.50096653117,331608.2341552667,817769.5191504072,204127.31501060646,231306.58725423607,1.5419565613752468e6,1.5405872527093845e6,1.5643060553801362e6,1.5437755319386777e6,1.5499785301528363e6,1.5535152929058918e6,1.646047018945575e6,1.5573490764749441e6,1.5525808402219359e6
14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4639182788769531,1.6408356390032275,1.5814405825993145,1.5679625798571108,1.502390196703829,1.3987477823751404,0.8821759825118608,1.3671959673168286,1.4215595681188065,2.7411007767711924e6,2.7692595869850563e6,2.8055461998342634e6,2.768560388136686e6,2.7650897762265876e6,2.7737994283710867e6,2.879439624798924e6,2.764391178899584e6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,121731.22963997703,42695.93734084035,70539.82351628799,129747.61083886008,344656.0873817661,304508.1556089631,829740.7284095928,209820.74169409438,232253.23376573552,1.5426770435702421e6,1.5400053767529195e6,1.5650272055392966e6,1.545506712610218e6,1.5544451666532806e6,1.5535227925893208e6,1.649131932972784e6,1.558575982741211e6,1.5525848381548251e6
15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.311204199066798,1.6311019364073938,1.62448105525554,1.507927036157987,1.7194701662501088,1.2067148718056893,1.4827008653675864,1.5442958957054993,1.4355786727686497,2.744514078766963e6,2.769258798987406e6,2.81008084675508e6,2.7713315782463066e6,2.765361590932232e6,2.7737998422299335e6,2.884861834748988e6,2.7650654932000604e6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,126894.56658010161,44793.948515982105,77409.55874871262,140769.62700065007,314736.2084285247,306418.1044740554,844176.9974112156,215514.54514723722,236559.77476009954,1.5433975183544932e6,1.539899616159805e6,1.5657483638283478e6,1.5476122322614617e6,1.5589118027712826e6,1.5534979695679252e6,1.652217010833768e6,1.5598028888471231e6,1.5525888361340007e6
16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.168845871953939,1.7441205392430925,1.8542550597340555,2.6101457544572284,1.3324902338645486,2.8475071195968016,2.0534379931655433,1.5570764849843381,1.357125261557731,2.7479274106805897e6,2.7700737438252294e6,2.8108460182970697e6,2.774085449113164e6,2.7656334049223517e6,2.773144959691943e6,2.890284041012375e6,2.765739807474221e6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,132323.25679138096,46892.010732145056,84279.34788505084,152436.03098231557,284783.4543057765,315305.31812436384,858225.8927851614,221207.37377492324,236559.89359822168,1.5441179951110235e6,1.540269963070616e6,1.566469520320612e6,1.549332714070206e6,1.5633784419016647e6,1.5534364363731844e6,1.6553020868820534e6,1.561029796992295e6,1.5525928366442197e6
17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5012407182399656,1.9567586858870833,2.443953058420171,2.860272118607799,1.2150661348569674,2.2523578689077977,1.7198418689452997,1.441251731168848,1.3243013635168746,2.751340816507636e6,2.770072449820244e6,2.8108467825492662e6,2.7741824900731947e6,2.7659052213883502e6,2.7731436375957653e6,2.890285529932385e6,2.76641412600087e6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,138179.7635094387,48990.63552989311,91149.32368527555,162930.38304058684,254832.11174663712,314837.179581452,828915.3684233202,210906.15641337447,231394.20844457884,1.5448384848250183e6,1.5411161907227393e6,1.567190542284693e6,1.5506757295939901e6,1.5678450825154202e6,1.5534122302790096e6,1.6583868777101384e6,1.5622567068075202e6,1.552596834576705e6
18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6082533196793174,2.5229777148510415,2.193150035317423,2.2702321546381095,1.0977531821793376,1.9007923291531195,1.5593243857772945,1.3949872654873385,1.2937220473839606,2.754754165191452e6,2.7700716606957205e6,2.8108475376456147e6,2.7742795093011493e6,2.7661770391162466e6,2.77314305549441e6,2.8902870030639144e6,2.767088343831661e6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,143940.3945050578,51088.42002197463,96790.4573408736,164249.52710616935,224880.43916754983,323147.3036071974,797174.3843875566,202821.49203176447,225020.29394280387,1.5455589645830882e6,1.542066035022121e6,1.5679115712283102e6,1.5516773643268128e6,1.5723117304399975e6,1.5534255976664005e6,1.6614716692137558e6,1.5634835746610384e6,1.5526008275452391e6
19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3909214238277772,2.1224975717805807,1.81421155995122,1.8582865003354607,1.2151662793374927,1.6851851635459636,1.4476274377295204,1.3255585118700772,1.2206739888536624,2.7581674330217317e6,2.770071303429444e6,2.810848247617534e6,2.7743747554501174e6,2.7664487774260426e6,2.7731437261475e6,2.890288457433047e6,2.767762487687477e6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142705.15048636624,52429.24194959637,88057.67423142964,164244.82109210675,200288.81622816558,332027.52413391514,777941.9570434687,195512.45886656112,218622.26626592767,1.5462794293322794e6,1.5430159029857814e6,1.5686325981102146e6,1.5530407490210051e6,1.576778325219992e6,1.5534766039867168e6,1.6645564665177e6,1.5647104073945843e6,1.55260482008807e6
20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3261668686588195,2.013389936757409,1.7511449566099258,1.4418631600336658,1.3049301566020235,1.3987470994564237,1.3791830808517593,1.2502277622238176,1.1287784085370411,2.7615808601490725e6,2.770070946124774e6,2.810848947633559e6,2.7744761479021623e6,2.766720507663029e6,2.773144420118122e6,2.8902899337091134e6,2.7684366344038285e6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,132245.41901815787,52399.48283969952,79321.14192427842,164248.0373249585,179546.79230404127,340908.8851483851,771713.7454619346,193772.0295840262,217377.1630509353,1.5469998926562478e6,1.5439657689496248e6,1.5693536188817436e6,1.5547854873830525e6,1.5812449127446343e6,1.5535651642772162e6,1.6676412699042025e6,1.5659372372420314e6,1.5526088126828e6
21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2933542853494742,2.049741816053598,1.46501082941319,0.9561205457533336,1.3434842368482256,0.9640406849288727,1.3959419736460763,1.2038238364116205,1.00545107510575,2.7649942463660147e6,2.7700707769086673e6,2.8108501965689114e6,2.7772472859247276e6,2.7669922394714723e6,2.773145101683569e6,2.890292736569834e6,2.7691107254553647e6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,121189.07918874979,51544.09076204615,70578.25793735363,168116.4172832333,166324.57415083345,349791.98601260455,774164.8183294352,198474.9769270886,219488.5729529203,1.5477203549301482e6,1.5449156423157402e6,1.5700746808791182e6,1.5569158062117104e6,1.585711502933134e6,1.5536910796825734e6,1.670726113941724e6,1.5671640598118366e6,1.552612805810399e6
22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2219682403376109,2.237585099087544,1.4005482693014655,1.438323302047455,1.3077193133889946,1.6673495914317238,1.3623234505262956,1.2854501708258743,0.7245649775701681,2.768407604234824e6,2.770886542457939e6,2.815380669027356e6,2.780019595994201e6,2.7672639647351205e6,2.7731456861307784e6,2.890295470213636e6,2.769784870083458e6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,115786.05042630271,48744.248797323235,61844.35205271831,172167.1194389054,161764.48886651048,359305.4840079203,778680.7023113334,204167.8072698271,227662.86461551374,1.5484408176073167e6,1.5458656183823878e6,1.5707958470918022e6,1.5593980431121576e6,1.5901780938908365e6,1.5538532138155669e6,1.6738109640146487e6,1.5683908998251078e6,1.5526168037090772e6
