time,elec_CA_seg1,elec_NW_seg1,elec_SW_seg1,elec_NCEN_seg1,elec_CEN_seg1,elec_TX_seg1,elec_SE_seg1,elec_MIDAT_seg1,elec_NE_seg1,h2_CA_seg1,h2_NW_seg1,h2_SW_seg1,h2_NCEN_seg1,h2_CEN_seg1,h2_TX_seg1,h2_SE_seg1,h2_MIDAT_seg1,h2_NE_seg1
1,0.0003204134398699417,0.0003752945111850492,0.0003476689283273193,0.00028615230724054856,0.0003029577654762336,0.00030029454634510446,0.00027983748001077035,0.000279779595815099,0.00027968534621661257,0.0003124822366624538,0.00031777694748823243,0.0003171663808356305,0.000316265889440528,0.00031213247967249705,0.00031674404510568805,0.0003165771252849741,0.0003177879835358271,0.0003218648787930135
2,0.00033001265479647325,0.0003884783728174345,0.00035655260431604046,0.00028732962326123024,0.000304107104638139,0.0003007565710290377,0.0002799418698150454,0.00027989583715069604,0.0002799336285733797,0.00032023325235503824,0.00032411943259696773,0.00032280427101245184,0.0003229910248076506,0.00031809720714109615,0.0003226118198128308,0.00032316919658073134,0.0003243168637061368,0.00032904227168914567
3,0.0003424259761961325,0.0004042564572319734,0.0003644812147773477,0.00028897237405261074,0.0003052288007748582,0.00030082669412910497,0.00028048557147699476,0.00028043461969994385,0.00028031423854075636,0.0003203304076857017,0.0003240866235615133,0.0003225902641549042,0.00032280888769494295,0.00031796362674541093,0.00032202372904566824,0.0003227477606589356,0.00032367332242002006,0.00032897205437257043
4,0.0003513869829812772,0.0004109511746135373,0.0003692775752472452,0.0002894539135056913,0.0003053404124904368,0.00030096728548400766,0.0002804570310484161,0.0002803263314851345,0.000280201560708506,0.0003200139190307979,0.0003242253671569857,0.00032311408274804344,0.00032289258788769596,0.0003182983523601425,0.00032278010369590093,0.0003226847430803757,0.0003235092722215371,0.00032821761634420745
5,0.0003516441575058512,0.00041123482794828986,0.00036808999762364764,0.0002889494229603129,0.0003046461904076939,0.00029965414040689824,0.00027983875674266953,0.0002797454911956221,0.00027946387812603557,0.00032262149534358563,0.00032727613089268226,0.00032566999107591594,0.0003264391503250714,0.00032117495692396273,0.0003257685018406556,0.00032647158721701834,0.0003275093963254678,0.0003330391283840961
6,0.00034890096248564736,0.00040688520537058025,0.0003669566507380947,0.0002876030378400532,0.00030276000630759015,0.00029766778949763577,0.00027882135894954235,0.00027874510962975867,0.0002790541546699106,0.00032039565785438285,0.0003258166809055728,0.0003245375479358307,0.0003256331899071065,0.0003201053237187851,0.0003249602678075865,0.0003256650091161438,0.00032625179195759136,0.0003320593204596965
7,0.0003478509809239404,0.0004069444704329597,0.0003645674420219306,0.0002854940253511474,0.00031490254575652866,0.00030490781879811697,0.00027829253435469555,0.00027834910875061377,0.0002784126008920058,0.00031887123198156046,0.00032540155344541505,0.0003245208568247127,0.0003253996322588907,0.0003206136210812352,0.0003259557661933285,0.00032619688436157524,0.00032658590901546767,0.0003317464079796808
8,0.00033789939932147347,0.00039377703963922365,0.0003497522216177306,0.0002836030384351686,0.0002939045343995834,0.0002879996650206497,0.0002776467583489863,0.0002776917879436167,0.00027807893327844944,0.00032085386188775356,0.0003279410452602803,0.0003270176117348534,0.0003290803876115703,0.0003236010203506739,0.00033004819040106356,0.0003312318813321165,0.000330231940755167,0.00033571819756203275
9,0.00031882715019177036,0.00037334825502977623,0.00034723692190126584,0.00028260866033136945,0.00029622031948892374,0.0002934005070382481,0.0002778255297395191,0.0002779131043333889,0.00027825905829395386,0.00031956617856209536,0.00032714082895318156,0.000327124686496207,0.0003291218691791609,0.00032395997220620624,0.0003316508519385714,0.00033228224018128473,0.0003301351518988145,0.0003340623612834025
10,0.0003174969236604095,0.000379864154852339,0.00034199093878431767,0.0002821877233575788,0.0002967396985810182,0.0002955144871645206,0.00027751745588890103,0.00027776244164335527,0.0002776848911327083,0.0003202399439963517,0.00032793062046506446,0.00032931298463960646,0.0003298023953646033,0.000324923667108279,0.00033241152113749683,0.0003319091106449732,0.00032937229153323546,0.00033156236973355473
11,0.00031317933269608744,0.0003709929395051106,0.0003368472580337468,0.0002818054538343763,0.0002959505769010701,0.00029504694347199533,0.0002775596283306077,0.00027768754100953176,0.0002776417921169725,0.0003255336026426202,0.00033237279460921485,0.0003334326769799447,0.00033409285609937013,0.00032856347501112763,0.0003358116216210084,0.0003359455877758697,0.0003330746584035825,0.0003348543491320985
12,0.00031132484656694586,0.0003672211081261892,0.00033326762256451225,0.0002820794899703216,0.0002980577372101388,0.00029774503982058403,0.0002779616571574235,0.0002780225555236499,0.000278034246606727,0.00032639528806399117,0.0003325350291147964,0.0003330993489174604,0.00033276923105478713,0.00032708360231525815,0.00033484847223133374,0.00033494354720020196,0.00033120811508181446,0.0003326854266425334
13,0.0003091705986397289,0.0003641602457200099,0.0003370250526744718,0.00028193289131901603,0.000298636107604695,0.00029909043126804933,0.00027813018187089873,0.0002781622771590513,0.0002781624592909855,0.0003268204250515601,0.0003319544910672334,0.00033232763996423047,0.0003319128772728678,0.0003267162341919752,0.00033382031691545734,0.00033346201047410956,0.0003295974691451031,0.00033006950385344096
14,0.0003082230387710679,0.00036943100654174873,0.00033542815152340697,0.0002816906156632196,0.00029916101473181916,0.00030020571352376704,0.0002781611694956035,0.0002781157313562771,0.00027831660389163393,0.0003314703907158736,0.0003351841638969341,0.0003355293210116965,0.0003350785906681645,0.00032968539264815235,0.0003364422358844174,0.00033679167923526143,0.0003320490118748688,0.0003326792090884689
15,0.0003057602185822575,0.00036821261023102346,0.0003352726892930935,0.00028221027467608095,0.00030101192127109826,0.0003024575894555469,0.000278188442203868,0.00027856557188320674,0.00027870867377298203,0.00032901746870702835,0.000333263741518723,0.00033365974256941865,0.0003321968881591108,0.0003266862345363562,0.00033458066811785944,0.0003341823111686308,0.0003298579043781235,0.0003301715137597388
16,0.00030656418929746296,0.000373413847263156,0.00033916355953206615,0.0002823725153999613,0.00030137395080015667,0.0003033032484165804,0.00027795554017550933,0.00027837404020444054,0.00027845646711534245,0.000327949611011359,0.00033157523120294104,0.00033178771281182833,0.00032947095206575105,0.0003248428008733726,0.0003318407158936488,0.0003305331159073546,0.0003270015257873947,0.0003272125369161129
17,0.0003078427461210618,0.0003776948377579997,0.0003396210820459954,0.0002812050301501831,0.00029992734011935186,0.0003020878114565969,0.00027765632612215536,0.0002777203273879793,0.00027760310315868143,0.00033103928705260595,0.0003340404748119735,0.0003342027287854084,0.0003316858402290521,0.00032687523444838255,0.0003351400868485504,0.0003315755222840421,0.00032956725117342094,0.0003296384692680263
18,0.0003070710553710179,0.00037387645118466047,0.00033629588100853535,0.00028093504508302174,0.0002973319512875811,0.00030008566066827406,0.0002777868424177809,0.0002778139212486146,0.0002777859487912087,0.0003267171452653865,0.00033056217057744476,0.00033123101778884155,0.00032801622716273793,0.00032344581740949096,0.000331465554703963,0.00032790621741649083,0.00032664753747144924,0.0003274005342815495
19,0.0003042652304354093,0.00037001198991824677,0.0003303279268713326,0.0002809606675349488,0.00029826350530738567,0.0003007355360763206,0.00027783926015499287,0.0002778645185068698,0.00027783470511498796,0.00032244174595391417,0.0003273101658803501,0.0003278724430865809,0.0003258883007741204,0.00032161510713642113,0.00032815998876246786,0.00032566695881169303,0.0003250004853069544,0.00032535118438197793
20,0.00030165362378277937,0.00036261297076752285,0.00032850717976628743,0.000281060178638362,0.00029807795644464186,0.0003010837641022571,0.0002779216733233136,0.00027798661054538034,0.0002778600047087499,0.0003229242213007751,0.0003293719524327079,0.00032936337558934413,0.0003288857523583819,0.00032415120532789537,0.00032990210466825434,0.0003283407707365588,0.0003283441623371245,0.0003283661318966359
21,0.0003009324603502531,0.00036637423785397413,0.0003287859742600044,0.0002821805973107195,0.00030008871793319223,0.00030309807814153986,0.00027850844066880533,0.00027858236270591184,0.0002785225646168393,0.00031995225418249897,0.0003264287895190264,0.000326745179921379,0.00032679243491097503,0.00032185001414911633,0.00032722532698886437,0.00032598297730506364,0.0003259613317174659,0.00032656283084708955
22,0.0003028192825151892,0.0003726941446713631,0.00033415508237269096,0.0002832371001033222,0.00030161064430369087,0.0003056814697639974,0.0002790539292582383,0.0002789823038254997,0.0002790015235769989,0.00031864367394531526,0.00032496157170547926,0.0003254523525841747,0.00032536555740382057,0.00032088911605492363,0.00032603338908399315,0.00032431405213009546,0.000324616675639747,0.0003247769618359729
23,0.00030776172928153125,0.00038127582189910404,0.00034028407631940414,0.0002841817248431181,0.00030321224676314125,0.00030690765365555403,0.0002791758524002757,0.000279182528090534,0.0002786908417845119,0.000321632885080263,0.00032688260577551636,0.00032745114675386837,0.00032798325978192504,0.00032305245871161795,0.000328336884014213,0.0003265632266241261,0.0003275944162099507,0.0003276747512723549
24,0.00031450807887685743,0.0003900642261728793,0.00034851033205168374,0.0002855960609731288,0.00030433372900939127,0.0003074146276175726,0.00027954559248779013,0.0002795417401818252,0.0002789881876707727,0.0003200282322602253,0.0003252479844147543,0.00032579496412135585,0.00032634180352239945,0.0003214264969602723,0.000326582956503392,0.0003247880508349666,0.0003256747612260778,0.0003264176496677078
25,0.0003245689292351267,0.00040332119927051133,0.0003564554046450826,0.00028690708753705685,0.0003055152404868282,0.00030621781835168954,0.0002797504126774741,0.00027977099520049676,0.00027921483927855617,0.00031928260941284755,0.0003243688755820752,0.00032496433786522073,0.0003252503665045624,0.00032090843292873026,0.0003258876121116111,0.00032335581903968546,0.0003247697765701209,0.00032515333743227993
26,0.0003342568210716302,0.00040639070415644216,0.0003596058146689847,0.0002877244684053914,0.00030603495821103824,0.00030630438116901456,0.0002794468570656844,0.00027954097739702063,0.0002789346726100661,0.0003221027140663277,0.0003263682228166231,0.0003268701458396692,0.0003278399173565493,0.0003231494216966535,0.000328254238864314,0.00032562557118965456,0.0003279084520513601,0.0003280882099531159
27,0.0003436029523326668,0.00040669089615234875,0.0003640276524332646,0.0002887988517832921,0.00030693678351280276,0.0003058065333190071,0.0002794755271784215,0.0002795553706988582,0.000278986639043175,0.0003201856933445462,0.0003248621094888912,0.00032513809768640225,0.0003260925162986603,0.0003214547268134405,0.00032643839551469675,0.00032411099213902953,0.0003260613709256408,0.00032699258494456383
28,0.00035251603401591843,0.00041216140554249875,0.00036873716963264935,0.0002889366215607714,0.00030678719576382105,0.00030562395224697326,0.0002792773668716282,0.0002790539128320619,0.00027887512542689477,0.0003190417520496346,0.0003240975673444415,0.0003244350670385394,0.0003248391503572765,0.00032084646764341033,0.0003257386923723838,0.000323021985093006,0.0003252447733681193,0.00032613057258067216
29,0.00035300447843408393,0.00040976261781008037,0.00036751643935837767,0.00028859114693544026,0.0003058001673975339,0.00030434488683407353,0.00027864217591575766,0.0002786979023704639,0.00027873022723987897,0.0003214887785680836,0.00032615294736196987,0.0003262989841199867,0.0003276109694905694,0.00032331512351793955,0.0003284020228956057,0.0003260116644788283,0.00032853179627228906,0.0003299030855334848
30,0.0003500928411433106,0.00040678089030511645,0.0003661522003504796,0.0002877067817835842,0.00030434811775119065,0.00030229890985849405,0.00027765829440981843,0.00027784706539796277,0.0002778326897688003,0.00031933992657277453,0.0003248555839405362,0.0003249166671445832,0.00032640077068489797,0.00032189988585434485,0.0003267532764798814,0.00032523158749779,0.0003272293311771204,0.0003291822583480137
31,0.00034849593406325636,0.0004060538460065974,0.0003648583520394892,0.0002863142222830447,0.00029651221386501584,0.00029603613482987557,0.0002773327662946006,0.00027749781705846757,0.000277466691638759,0.00031788491939025625,0.00032418089142485464,0.0003245453192576866,0.00032575750405814877,0.000321652807027509,0.0003266253469317667,0.00032578288844634817,0.00032754146397716353,0.00032912055820724195
32,0.0003413153417697032,0.0003979266384406529,0.0003516454628751861,0.0002839144153134189,0.00029661452251602313,0.000297300485164766,0.0002771238230704872,0.0002773093615105536,0.0002773776651289998,0.0003200515006491887,0.00032651634134076295,0.00032668213040179154,0.0003292332599060421,0.00032459081992136657,0.0003301092202354799,0.00033126780803692383,0.0003316493223210705,0.00033322915505435
33,0.00032480976322973317,0.0003783962204830547,0.0003476878940449734,0.00028250458394999463,0.00029744100901034614,0.0002971189716568459,0.0002771918808181223,0.0002777624929688839,0.0002778509892697441,0.0003189621717627571,0.00032603543295027813,0.0003268693064367622,0.0003297613812029544,0.0003245410057377904,0.000330749767160676,0.0003316297060027408,0.0003316232442326585,0.00033263689628641984
34,0.0003233464965301054,0.00038228119868977475,0.0003403012056603651,0.00028244177737479824,0.00029813882757987294,0.0002983413913282981,0.0002775659195734818,0.0002776126924687827,0.0002777080486444815,0.0003197488828636388,0.0003268412991841339,0.00032882392370489844,0.00032986820294006306,0.00032496349371873267,0.0003311441281862011,0.00033120096301212314,0.00033051646916582483,0.00033105359051884594
35,0.0003152226196648349,0.0003696275335893165,0.00033422068673513033,0.0002819356383478717,0.0002969546271508653,0.0002972406197877609,0.00027762593655381306,0.0002777515504514687,0.00027797383713287196,0.00032513360877761596,0.0003306041383155325,0.00033286920691717807,0.0003341105352765505,0.00032876692586794755,0.00033489955471714645,0.00033534490056622604,0.0003350784692119719,0.00033528369281749816
36,0.000311734102222497,0.0003639507350288747,0.0003308272463451742,0.00028209548313692766,0.00029887550813799976,0.0002991095584845871,0.00027807740603555273,0.00027819781915306444,0.0002784932453789132,0.00032540818344241134,0.0003304797745318318,0.0003324236105064486,0.0003324175173111554,0.0003270285688189076,0.0003337226893203237,0.00033381074069908516,0.0003332681692425198,0.0003335488419858602
37,0.00030977543644313454,0.0003612367415869211,0.00033491990818894867,0.0002819456317960428,0.00029930384965647604,0.0003000346148029778,0.0002783343305438362,0.00027840291163099256,0.00027857789163576984,0.0003263150688778442,0.00033041341794906614,0.00033178832293673016,0.00033133231242132307,0.0003263628216656789,0.0003326937980453601,0.00033190558665326667,0.0003311448052436577,0.0003313176573975362
38,0.00030882353629725986,0.00036609486476999375,0.00033341802790725207,0.00028142630340507606,0.00029928087049476445,0.00030094044750721746,0.0002781584248873143,0.00027825842092746484,0.0002787207671435368,0.0003313225153553735,0.0003339138313519249,0.0003351153263838379,0.00033449155608280444,0.000329257922100414,0.0003353690675646217,0.0003349231841181626,0.0003347383027482587,0.0003351482547394129
39,0.0003060606770393831,0.0003650792040964148,0.00033322433732033857,0.0002819669072934467,0.00030118134837663985,0.00030309569511656313,0.00027869017481846597,0.00027871434213610683,0.0002788591348813188,0.0003287121081316324,0.00033213417295883463,0.00033312259515956566,0.00033155964336201594,0.00032653406190750035,0.00033355446524564785,0.0003319585666147127,0.0003316578277424684,0.0003327565335641318
40,0.0003067954217476054,0.0003692700090572521,0.00033626132630671486,0.00028183356229664354,0.0003019389981256331,0.00030406158445049825,0.00027844719977798287,0.00027842091741690344,0.00027911191478249223,0.00032764482483775223,0.00033053980827256593,0.00033100914401379666,0.00032908373034918925,0.00032507809417617746,0.00033161699461024905,0.00032838562376725957,0.0003283998808154742,0.00032964703261679346
41,0.00030814365900293716,0.0003736677243029215,0.00033700988289174906,0.0002812521486795007,0.00030055615213340185,0.00030248246689792817,0.0002793974130089224,0.00027808430501747065,0.00027813253168093983,0.0003307039607530579,0.00033339600519880343,0.0003335074813525168,0.00033138781515233164,0.0003277624404086799,0.0003341413125721004,0.00033213260597288636,0.00033059750352698705,0.00033330472090848675
42,0.00030726836401950483,0.0003705738583924483,0.00033374072811680514,0.00028083455359526977,0.0002978459001483965,0.00030074079164302855,0.00027943690665460397,0.0002781729277461249,0.00027825057512522,0.00032682051846847265,0.0003299954132290696,0.0003306419698829694,0.000327854123955024,0.0003237195499483182,0.00033076858594374296,0.0003281349234678532,0.00032731691077032593,0.0003306492627045245
