zone,Investment,FixedOM,VariableOM,Fuel,Startup,NonServedDemand,Total
NW_Bio_H2_Wood_transforms_co2_sink,0.0,0.0,1363.3044174094816,0.0,0.0,0.0,1363.3044174094816
co2_sink_SW_Bio_H2_Wood_transforms,0.0,0.0,1725.6219783737945,0.0,0.0,0.0,1725.6219783737945
SW_Bio_H2_Wood_transforms_co2_sink,0.0,0.0,1749.0796880908724,0.0,0.0,0.0,1749.0796880908724
co2_sink_TX_Bio_H2_Wood_transforms,0.0,0.0,1751.3982280180774,0.0,0.0,0.0,1751.3982280180774
TX_Bio_H2_Wood_transforms_co2_sink,0.0,0.0,1774.90562771796,0.0,0.0,0.0,1774.90562771796
co2_sink_NCEN_Bio_H2_Wood_transforms,0.0,0.0,2105.8915139204432,0.0,0.0,0.0,2105.8915139204432
NCEN_Bio_H2_Wood_transforms_co2_sink,0.0,0.0,2134.4549755934313,0.0,0.0,0.0,2134.4549755934313
co2_sink_CEN_Bio_H2_Wood_transforms,0.0,0.0,1891.8921091428535,0.0,0.0,0.0,1891.8921091428535
CEN_Bio_H2_Wood_transforms_co2_sink,0.0,0.0,1917.5529693494311,0.0,0.0,0.0,1917.5529693494311
co2_sink_SE_Bio_H2_Wood_transforms,0.0,0.0,2410.4228668358983,0.0,0.0,0.0,2410.4228668358983
SE_Bio_H2_Wood_transforms_co2_sink,0.0,0.0,2442.7757451647585,0.0,0.0,0.0,2442.7757451647585
co2_sink_MIDAT_Bio_H2_Wood_transforms,0.0,0.0,2388.529786652146,0.0,0.0,0.0,2388.529786652146
MIDAT_Bio_H2_Wood_transforms_co2_sink,0.0,0.0,2420.855085394777,0.0,0.0,0.0,2420.855085394777
co2_sink_NE_Bio_H2_Wood_transforms,0.0,0.0,2174.339436977498,0.0,0.0,0.0,2174.339436977498
NE_Bio_H2_Wood_transforms_co2_sink,0.0,0.0,2203.443672841642,0.0,0.0,0.0,2203.443672841642
co2_sink_CA_Bio_H2_Agri_transforms,0.0,0.0,1723.5293012985117,0.0,0.0,0.0,1723.5293012985117
CA_Bio_H2_Agri_transforms_co2_sink,0.0,0.0,1748.0353011213097,0.0,0.0,0.0,1748.0353011213097
co2_sink_NW_Bio_H2_Agri_transforms,0.0,0.0,1528.849333796291,0.0,0.0,0.0,1528.849333796291
NW_Bio_H2_Agri_transforms_co2_sink,0.0,0.0,1551.3057783937597,0.0,0.0,0.0,1551.3057783937597
co2_sink_SW_Bio_H2_Agri_transforms,0.0,0.0,1853.6655854036296,0.0,0.0,0.0,1853.6655854036296
SW_Bio_H2_Agri_transforms_co2_sink,0.0,0.0,1880.5218703421576,0.0,0.0,0.0,1880.5218703421576
co2_sink_TX_Bio_H2_Agri_transforms,0.0,0.0,1939.3623216815374,0.0,0.0,0.0,1939.3623216815374
TX_Bio_H2_Agri_transforms_co2_sink,0.0,0.0,1968.3893382381598,0.0,0.0,0.0,1968.3893382381598
co2_sink_NCEN_Bio_H2_Agri_transforms,0.0,0.0,2795.8185354684974,0.0,0.0,0.0,2795.8185354684974
NCEN_Bio_H2_Agri_transforms_co2_sink,0.0,0.0,2835.7801016641,0.0,0.0,0.0,2835.7801016641
co2_sink_CEN_Bio_H2_Agri_transforms,0.0,0.0,2219.7887744217132,0.0,0.0,0.0,2219.7887744217132
CEN_Bio_H2_Agri_transforms_co2_sink,0.0,0.0,2251.703591605255,0.0,0.0,0.0,2251.703591605255
co2_sink_SE_Bio_H2_Agri_transforms,0.0,0.0,2185.8386574019114,0.0,0.0,0.0,2185.8386574019114
SE_Bio_H2_Agri_transforms_co2_sink,0.0,0.0,2217.470033383768,0.0,0.0,0.0,2217.470033383768
co2_sink_MIDAT_Bio_H2_Agri_transforms,0.0,0.0,2273.178519098715,0.0,0.0,0.0,2273.178519098715
MIDAT_Bio_H2_Agri_transforms_co2_sink,0.0,0.0,2305.7078633570222,0.0,0.0,0.0,2305.7078633570222
co2_sink_NE_Bio_H2_Agri_transforms,0.0,0.0,2216.291477212123,0.0,0.0,0.0,2216.291477212123
NE_Bio_H2_Agri_transforms_co2_sink,0.0,0.0,2247.8773137559688,0.0,0.0,0.0,2247.8773137559688
co2_sink_CA_Bio_H2_CCS_99_Herb_transforms,0.0,0.0,2261.1273024342286,0.0,0.0,0.0,2261.1273024342286
CA_Bio_H2_CCS_99_Herb_transforms_co2_sink,0.0,0.0,54.723747734677644,0.0,0.0,0.0,54.723747734677644
co2_sink_NW_Bio_H2_CCS_99_Herb_transforms,0.0,0.0,2423.9144387236383,0.0,0.0,0.0,2423.9144387236383
NW_Bio_H2_CCS_99_Herb_transforms_co2_sink,0.0,0.0,58.563795047557036,0.0,0.0,0.0,58.563795047557036
co2_sink_SW_Bio_H2_CCS_99_Herb_transforms,0.0,0.0,3518.3324876359684,0.0,0.0,0.0,3518.3324876359684
SW_Bio_H2_CCS_99_Herb_transforms_co2_sink,0.0,0.0,85.47202380983451,0.0,0.0,0.0,85.47202380983451
co2_sink_TX_Bio_H2_CCS_99_Herb_transforms,0.0,0.0,9017.872071665402,0.0,0.0,0.0,9017.872071665402
TX_Bio_H2_CCS_99_Herb_transforms_co2_sink,0.0,0.0,218.77336577687717,0.0,0.0,0.0,218.77336577687717
co2_sink_NCEN_Bio_H2_CCS_99_Herb_transforms,0.0,0.0,4834.103348581395,0.0,0.0,0.0,4834.103348581395
NCEN_Bio_H2_CCS_99_Herb_transforms_co2_sink,0.0,0.0,116.24518302242174,0.0,0.0,0.0,116.24518302242174
co2_sink_CEN_Bio_H2_CCS_99_Herb_transforms,0.0,0.0,8935.562656364156,0.0,0.0,0.0,8935.562656364156
CEN_Bio_H2_CCS_99_Herb_transforms_co2_sink,0.0,0.0,216.11096482933408,0.0,0.0,0.0,216.11096482933408
co2_sink_SE_Bio_H2_CCS_99_Herb_transforms,0.0,0.0,5441.545161358066,0.0,0.0,0.0,5441.545161358066
SE_Bio_H2_CCS_99_Herb_transforms_co2_sink,0.0,0.0,131.8761796149479,0.0,0.0,0.0,131.8761796149479
co2_sink_MIDAT_Bio_H2_CCS_99_Herb_transforms,0.0,0.0,2965.2815118359695,0.0,0.0,0.0,2965.2815118359695
MIDAT_Bio_H2_CCS_99_Herb_transforms_co2_sink,0.0,0.0,71.40179234777635,0.0,0.0,0.0,71.40179234777635
co2_sink_NE_Bio_H2_CCS_99_Herb_transforms,0.0,0.0,2381.537107631852,0.0,0.0,0.0,2381.537107631852
NE_Bio_H2_CCS_99_Herb_transforms_co2_sink,0.0,0.0,57.1727219450578,0.0,0.0,0.0,57.1727219450578
co2_sink_CA_Bio_H2_CCS_99_Wood_transforms,0.0,0.0,2907.9902008285385,0.0,0.0,0.0,2907.9902008285385
CA_Bio_H2_CCS_99_Wood_transforms_co2_sink,0.0,0.0,67.6452482728804,0.0,0.0,0.0,67.6452482728804
co2_sink_NW_Bio_H2_CCS_99_Wood_transforms,0.0,0.0,2687.398040596686,0.0,0.0,0.0,2687.398040596686
NW_Bio_H2_CCS_99_Wood_transforms_co2_sink,0.0,0.0,63.00396271166198,0.0,0.0,0.0,63.00396271166198
co2_sink_SW_Bio_H2_CCS_99_Wood_transforms,0.0,0.0,3130.339639096383,0.0,0.0,0.0,3130.339639096383
SW_Bio_H2_CCS_99_Wood_transforms_co2_sink,0.0,0.0,73.85651607189334,0.0,0.0,0.0,73.85651607189334
co2_sink_TX_Bio_H2_CCS_99_Wood_transforms,0.0,0.0,3075.029750531931,0.0,0.0,0.0,3075.029750531931
TX_Bio_H2_CCS_99_Wood_transforms_co2_sink,0.0,0.0,72.02357977681208,0.0,0.0,0.0,72.02357977681208
co2_sink_NCEN_Bio_H2_CCS_99_Wood_transforms,0.0,0.0,3467.885264027574,0.0,0.0,0.0,3467.885264027574
NCEN_Bio_H2_CCS_99_Wood_transforms_co2_sink,0.0,0.0,81.71584726729962,0.0,0.0,0.0,81.71584726729962
co2_sink_CEN_Bio_H2_CCS_99_Wood_transforms,0.0,0.0,3608.0330689327475,0.0,0.0,0.0,3608.0330689327475
CEN_Bio_H2_CCS_99_Wood_transforms_co2_sink,0.0,0.0,85.01823351959953,0.0,0.0,0.0,85.01823351959953
co2_sink_SE_Bio_H2_CCS_99_Wood_transforms,0.0,0.0,4050.7220742612203,0.0,0.0,0.0,4050.7220742612203
SE_Bio_H2_CCS_99_Wood_transforms_co2_sink,0.0,0.0,94.87631930025368,0.0,0.0,0.0,94.87631930025368
co2_sink_MIDAT_Bio_H2_CCS_99_Wood_transforms,0.0,0.0,3497.533715684769,0.0,0.0,0.0,3497.533715684769
MIDAT_Bio_H2_CCS_99_Wood_transforms_co2_sink,0.0,0.0,82.30940133881191,0.0,0.0,0.0,82.30940133881191
co2_sink_NE_Bio_H2_CCS_99_Wood_transforms,0.0,0.0,2729.351027461296,0.0,0.0,0.0,2729.351027461296
NE_Bio_H2_CCS_99_Wood_transforms_co2_sink,0.0,0.0,63.82675559425841,0.0,0.0,0.0,63.82675559425841
co2_sink_CA_Bio_H2_CCS_99_Agri_transforms,0.0,0.0,3096.918415545283,0.0,0.0,0.0,3096.918415545283
CA_Bio_H2_CCS_99_Agri_transforms_co2_sink,0.0,0.0,75.00271586587942,0.0,0.0,0.0,75.00271586587942
co2_sink_NW_Bio_H2_CCS_99_Agri_transforms,0.0,0.0,2822.8285246576165,0.0,0.0,0.0,2822.8285246576165
NW_Bio_H2_CCS_99_Agri_transforms_co2_sink,0.0,0.0,69.69129338664007,0.0,0.0,0.0,69.69129338664007
co2_sink_SW_Bio_H2_CCS_99_Agri_transforms,0.0,0.0,2880.602849535445,0.0,0.0,0.0,2880.602849535445
SW_Bio_H2_CCS_99_Agri_transforms_co2_sink,0.0,0.0,70.54078989516391,0.0,0.0,0.0,70.54078989516391
co2_sink_TX_Bio_H2_CCS_99_Agri_transforms,0.0,0.0,2937.6588544985343,0.0,0.0,0.0,2937.6588544985343
TX_Bio_H2_CCS_99_Agri_transforms_co2_sink,0.0,0.0,73.34540822036455,0.0,0.0,0.0,73.34540822036455
co2_sink_NCEN_Bio_H2_CCS_99_Agri_transforms,0.0,0.0,8211.976464882187,0.0,0.0,0.0,8211.976464882187
NCEN_Bio_H2_CCS_99_Agri_transforms_co2_sink,0.0,0.0,199.4962813772687,0.0,0.0,0.0,199.4962813772687
co2_sink_CEN_Bio_H2_CCS_99_Agri_transforms,0.0,0.0,4855.4550813821925,0.0,0.0,0.0,4855.4550813821925
CEN_Bio_H2_CCS_99_Agri_transforms_co2_sink,0.0,0.0,118.36342769922766,0.0,0.0,0.0,118.36342769922766
co2_sink_SE_Bio_H2_CCS_99_Agri_transforms,0.0,0.0,2854.2924915663516,0.0,0.0,0.0,2854.2924915663516
SE_Bio_H2_CCS_99_Agri_transforms_co2_sink,0.0,0.0,69.84752837172604,0.0,0.0,0.0,69.84752837172604
co2_sink_MIDAT_Bio_H2_CCS_99_Agri_transforms,0.0,0.0,2840.255479255765,0.0,0.0,0.0,2840.255479255765
MIDAT_Bio_H2_CCS_99_Agri_transforms_co2_sink,0.0,0.0,69.04681017769333,0.0,0.0,0.0,69.04681017769333
co2_sink_NE_Bio_H2_CCS_99_Agri_transforms,0.0,0.0,2381.4240787423896,0.0,0.0,0.0,2381.4240787423896
NE_Bio_H2_CCS_99_Agri_transforms_co2_sink,0.0,0.0,57.75349131748233,0.0,0.0,0.0,57.75349131748233
gasoline_fossil_global_Global_Fossil_Petroleum_Refinery_transforms,0.0,0.0,0.0,6.249907586831762e10,0.0,0.0,6.249907586831762e10
jetfuel_fossil_global_Global_Fossil_Petroleum_Refinery_transforms,0.0,0.0,0.0,1.376267379019446e10,0.0,0.0,1.376267379019446e10
diesel_fossil_global_Global_Fossil_Petroleum_Refinery_transforms,0.0,0.0,0.0,4.772656028694954e10,0.0,0.0,4.772656028694954e10
CA_NW,51764.93266469668,0.0,0.0,0.0,0.0,0.0,51764.93266469668
CA_SW,53.94621411650543,0.0,0.0,0.0,0.0,0.0,53.94621411650543
NW_SW,8.254646597016283e8,0.0,0.0,0.0,0.0,0.0,8.254646597016283e8
SW_CEN,1.6179075015387255e8,0.0,0.0,0.0,0.0,0.0,1.6179075015387255e8
TX_CEN,4.523637629411401e8,0.0,0.0,0.0,0.0,0.0,4.523637629411401e8
NCEN_CEN,3.868550931036557e8,0.0,0.0,0.0,0.0,0.0,3.868550931036557e8
NCEN_SE,7.296339565214771e8,0.0,0.0,0.0,0.0,0.0,7.296339565214771e8
NCEN_MIDAT,6020.088221513694,0.0,0.0,0.0,0.0,0.0,6020.088221513694
CEN_SE,1.2437173847678227e9,0.0,0.0,0.0,0.0,0.0,1.2437173847678227e9
SE_MIDAT,3.978052829421657e8,0.0,0.0,0.0,0.0,0.0,3.978052829421657e8
MIDAT_NE,2222.162044197226,0.0,0.0,0.0,0.0,0.0,2222.162044197226
Total,2.269637353106257e11,1.0626086912206483e11,7.927333913459888e10,2.2378442247972803e11,2.8606443753205184e6,248802.46562190022,6.362854754938584e11
