case_name,commodity,commodity_subtype,zone,resource_id,component_id,type,variable,year,value
missing,all,cost,all,all,all,Cost,FixedCost,missing,7.776204995741012e9
missing,all,cost,all,all,all,Cost,VariableCost,missing,2.228871945733885e10
missing,all,cost,all,all,all,Cost,TotalCost,missing,3.006492445307986e10
