Time_Index,None,natgas_fossil_MIDAT,natgas_fossil_NE,natgas_fossil_SE,gasoline_fossil_MIDAT,gasoline_fossil_NE,gasoline_fossil_SE,diesel_fossil_MIDAT,diesel_fossil_NE,diesel_fossil_SE,jetfuel_fossil_MIDAT,jetfuel_fossil_NE,jetfuel_fossil_SE
37,0,12.21546705,15.01342319,12.55668122,0,0,0,0,0,0,0,0,0
38,0,12.21546705,15.01342319,12.55668122,0,0,0,0,0,0,0,0,0
39,0,12.21546705,15.01342319,12.55668122,0,0,0,0,0,0,0,0,0
40,0,12.21546705,15.01342319,12.55668122,0,0,0,0,0,0,0,0,0
41,0,12.21546705,15.01342319,12.55668122,0,0,0,0,0,0,0,0,0
42,0,12.21546705,15.01342319,12.55668122,0,0,0,0,0,0,0,0,0
43,0,12.21546705,15.01342319,12.55668122,0,0,0,0,0,0,0,0,0
44,0,12.21546705,15.01342319,12.55668122,0,0,0,0,0,0,0,0,0
45,0,12.21546705,15.01342319,12.55668122,0,0,0,0,0,0,0,0,0
46,0,12.21546705,15.01342319,12.55668122,0,0,0,0,0,0,0,0,0
47,0,12.21546705,15.01342319,12.55668122,0,0,0,0,0,0,0,0,0
48,0,12.21546705,15.01342319,12.55668122,0,0,0,0,0,0,0,0,0
49,0,12.21546705,15.01342319,12.55668122,0,0,0,0,0,0,0,0,0
50,0,12.21546705,15.01342319,12.55668122,0,0,0,0,0,0,0,0,0
51,0,12.21546705,15.01342319,12.55668122,0,0,0,0,0,0,0,0,0
52,0,12.21546705,15.01342319,12.55668122,0,0,0,0,0,0,0,0,0
53,0,12.21546705,15.01342319,12.55668122,0,0,0,0,0,0,0,0,0
54,0,12.21546705,15.01342319,12.55668122,0,0,0,0,0,0,0,0,0
55,0,12.21546705,15.01342319,12.55668122,0,0,0,0,0,0,0,0,0
56,0,12.21546705,15.01342319,12.55668122,0,0,0,0,0,0,0,0,0
57,0,12.21546705,15.01342319,12.55668122,0,0,0,0,0,0,0,0,0
58,0,12.21546705,15.01342319,12.55668122,0,0,0,0,0,0,0,0,0
59,0,12.21546705,15.01342319,12.55668122,0,0,0,0,0,0,0,0,0
60,0,12.21546705,15.01342319,12.55668122,0,0,0,0,0,0,0,0,0
61,0,12.21546705,15.01342319,12.55668122,0,0,0,0,0,0,0,0,0
62,0,12.21546705,15.01342319,12.55668122,0,0,0,0,0,0,0,0,0
63,0,12.21546705,15.01342319,12.55668122,0,0,0,0,0,0,0,0,0
64,0,12.21546705,15.01342319,12.55668122,0,0,0,0,0,0,0,0,0
65,0,12.21546705,15.01342319,12.55668122,0,0,0,0,0,0,0,0,0
66,0,12.21546705,15.01342319,12.55668122,0,0,0,0,0,0,0,0,0
67,0,12.21546705,15.01342319,12.55668122,0,0,0,0,0,0,0,0,0
68,0,12.21546705,15.01342319,12.55668122,0,0,0,0,0,0,0,0,0
69,0,12.21546705,15.01342319,12.55668122,0,0,0,0,0,0,0,0,0
70,0,12.21546705,15.01342319,12.55668122,0,0,0,0,0,0,0,0,0
71,0,12.21546705,15.01342319,12.55668122,0,0,0,0,0,0,0,0,0
72,0,12.21546705,15.01342319,12.55668122,0,0,0,0,0,0,0,0,0
73,0,12.21546705,15.01342319,12.55668122,0,0,0,0,0,0,0,0,0
74,0,12.21546705,15.01342319,12.55668122,0,0,0,0,0,0,0,0,0
75,0,12.21546705,15.01342319,12.55668122,0,0,0,0,0,0,0,0,0
76,0,12.21546705,15.01342319,12.55668122,0,0,0,0,0,0,0,0,0
77,0,12.21546705,15.01342319,12.55668122,0,0,0,0,0,0,0,0,0
78,0,12.21546705,15.01342319,12.55668122,0,0,0,0,0,0,0,0,0
79,0,12.21546705,15.01342319,12.55668122,0,0,0,0,0,0,0,0,0
80,0,12.21546705,15.01342319,12.55668122,0,0,0,0,0,0,0,0,0
81,0,12.21546705,15.01342319,12.55668122,0,0,0,0,0,0,0,0,0
82,0,12.21546705,15.01342319,12.55668122,0,0,0,0,0,0,0,0,0
83,0,12.21546705,15.01342319,12.55668122,0,0,0,0,0,0,0,0,0
84,0,12.21546705,15.01342319,12.55668122,0,0,0,0,0,0,0,0,0
85,0,12.21546705,15.01342319,12.55668122,0,0,0,0,0,0,0,0,0
86,0,12.21546705,15.01342319,12.55668122,0,0,0,0,0,0,0,0,0
87,0,12.21546705,15.01342319,12.55668122,0,0,0,0,0,0,0,0,0
88,0,12.21546705,15.01342319,12.55668122,0,0,0,0,0,0,0,0,0
89,0,12.21546705,15.01342319,12.55668122,0,0,0,0,0,0,0,0,0
90,0,12.21546705,15.01342319,12.55668122,0,0,0,0,0,0,0,0,0
91,0,12.21546705,15.01342319,12.55668122,0,0,0,0,0,0,0,0,0
92,0,12.21546705,15.01342319,12.55668122,0,0,0,0,0,0,0,0,0
93,0,12.21546705,15.01342319,12.55668122,0,0,0,0,0,0,0,0,0
94,0,12.21546705,15.01342319,12.55668122,0,0,0,0,0,0,0,0,0
95,0,12.21546705,15.01342319,12.55668122,0,0,0,0,0,0,0,0,0
96,0,12.21546705,15.01342319,12.55668122,0,0,0,0,0,0,0,0,0
97,0,12.21546705,15.01342319,12.55668122,0,0,0,0,0,0,0,0,0
98,0,12.21546705,15.01342319,12.55668122,0,0,0,0,0,0,0,0,0
99,0,12.21546705,15.01342319,12.55668122,0,0,0,0,0,0,0,0,0
100,0,12.21546705,15.01342319,12.55668122,0,0,0,0,0,0,0,0,0
101,0,12.21546705,15.01342319,12.55668122,0,0,0,0,0,0,0,0,0
102,0,12.21546705,15.01342319,12.55668122,0,0,0,0,0,0,0,0,0
103,0,12.21546705,15.01342319,12.55668122,0,0,0,0,0,0,0,0,0
104,0,12.21546705,15.01342319,12.55668122,0,0,0,0,0,0,0,0,0
105,0,12.21546705,15.01342319,12.55668122,0,0,0,0,0,0,0,0,0
106,0,12.21546705,15.01342319,12.55668122,0,0,0,0,0,0,0,0,0
107,0,12.21546705,15.01342319,12.55668122,0,0,0,0,0,0,0,0,0
108,0,12.21546705,15.01342319,12.55668122,0,0,0,0,0,0,0,0,0
109,0,12.21546705,15.01342319,12.55668122,0,0,0,0,0,0,0,0,0
110,0,12.21546705,15.01342319,12.55668122,0,0,0,0,0,0,0,0,0
111,0,12.21546705,15.01342319,12.55668122,0,0,0,0,0,0,0,0,0
112,0,12.21546705,15.01342319,12.55668122,0,0,0,0,0,0,0,0,0
113,0,12.21546705,15.01342319,12.55668122,0,0,0,0,0,0,0,0,0
114,0,12.21546705,15.01342319,12.55668122,0,0,0,0,0,0,0,0,0
115,0,12.21546705,15.01342319,12.55668122,0,0,0,0,0,0,0,0,0
116,0,12.21546705,15.01342319,12.55668122,0,0,0,0,0,0,0,0,0
117,0,12.21546705,15.01342319,12.55668122,0,0,0,0,0,0,0,0,0
118,0,12.21546705,15.01342319,12.55668122,0,0,0,0,0,0,0,0,0
119,0,12.21546705,15.01342319,12.55668122,0,0,0,0,0,0,0,0,0
120,0,12.21546705,15.01342319,12.55668122,0,0,0,0,0,0,0,0,0
121,0,12.21546705,15.01342319,12.55668122,0,0,0,0,0,0,0,0,0
122,0,12.21546705,15.01342319,12.55668122,0,0,0,0,0,0,0,0,0
123,0,12.21546705,15.01342319,12.55668122,0,0,0,0,0,0,0,0,0
124,0,12.21546705,15.01342319,12.55668122,0,0,0,0,0,0,0,0,0
125,0,12.21546705,15.01342319,12.55668122,0,0,0,0,0,0,0,0,0
126,0,12.21546705,15.01342319,12.55668122,0,0,0,0,0,0,0,0,0
127,0,12.21546705,15.01342319,12.55668122,0,0,0,0,0,0,0,0,0
128,0,12.21546705,15.01342319,12.55668122,0,0,0,0,0,0,0,0,0
129,0,12.21546705,15.01342319,12.55668122,0,0,0,0,0,0,0,0,0
130,0,12.21546705,15.01342319,12.55668122,0,0,0,0,0,0,0,0,0
131,0,12.21546705,15.01342319,12.55668122,0,0,0,0,0,0,0,0,0
132,0,12.21546705,15.01342319,12.55668122,0,0,0,0,0,0,0,0,0
133,0,12.21546705,15.01342319,12.55668122,0,0,0,0,0,0,0,0,0
134,0,12.21546705,15.01342319,12.55668122,0,0,0,0,0,0,0,0,0
135,0,12.21546705,15.01342319,12.55668122,0,0,0,0,0,0,0,0,0
136,0,12.21546705,15.01342319,12.55668122,0,0,0,0,0,0,0,0,0
137,0,12.21546705,15.01342319,12.55668122,0,0,0,0,0,0,0,0,0
138,0,12.21546705,15.01342319,12.55668122,0,0,0,0,0,0,0,0,0
139,0,12.21546705,15.01342319,12.55668122,0,0,0,0,0,0,0,0,0
140,0,12.21546705,15.01342319,12.55668122,0,0,0,0,0,0,0,0,0
141,0,12.21546705,15.01342319,12.55668122,0,0,0,0,0,0,0,0,0
142,0,12.21546705,15.01342319,12.55668122,0,0,0,0,0,0,0,0,0
143,0,12.21546705,15.01342319,12.55668122,0,0,0,0,0,0,0,0,0
144,0,12.21546705,15.01342319,12.55668122,0,0,0,0,0,0,0,0,0
145,0,12.21546705,15.01342319,12.55668122,0,0,0,0,0,0,0,0,0
146,0,12.21546705,15.01342319,12.55668122,0,0,0,0,0,0,0,0,0
147,0,12.21546705,15.01342319,12.55668122,0,0,0,0,0,0,0,0,0
148,0,12.21546705,15.01342319,12.55668122,0,0,0,0,0,0,0,0,0
149,0,12.21546705,15.01342319,12.55668122,0,0,0,0,0,0,0,0,0
150,0,12.21546705,15.01342319,12.55668122,0,0,0,0,0,0,0,0,0
151,0,12.21546705,15.01342319,12.55668122,0,0,0,0,0,0,0,0,0
152,0,12.21546705,15.01342319,12.55668122,0,0,0,0,0,0,0,0,0
153,0,12.21546705,15.01342319,12.55668122,0,0,0,0,0,0,0,0,0
154,0,12.21546705,15.01342319,12.55668122,0,0,0,0,0,0,0,0,0
155,0,12.21546705,15.01342319,12.55668122,0,0,0,0,0,0,0,0,0
156,0,12.21546705,15.01342319,12.55668122,0,0,0,0,0,0,0,0,0
157,0,12.21546705,15.01342319,12.55668122,0,0,0,0,0,0,0,0,0
158,0,12.21546705,15.01342319,12.55668122,0,0,0,0,0,0,0,0,0
159,0,12.21546705,15.01342319,12.55668122,0,0,0,0,0,0,0,0,0
160,0,12.21546705,15.01342319,12.55668122,0,0,0,0,0,0,0,0,0
161,0,12.21546705,15.01342319,12.55668122,0,0,0,0,0,0,0,0,0
162,0,12.21546705,15.01342319,12.55668122,0,0,0,0,0,0,0,0,0
163,0,12.21546705,15.01342319,12.55668122,0,0,0,0,0,0,0,0,0
164,0,12.21546705,15.01342319,12.55668122,0,0,0,0,0,0,0,0,0
165,0,12.21546705,15.01342319,12.55668122,0,0,0,0,0,0,0,0,0
166,0,12.21546705,15.01342319,12.55668122,0,0,0,0,0,0,0,0,0
167,0,12.21546705,15.01342319,12.55668122,0,0,0,0,0,0,0,0,0
168,0,12.21546705,15.01342319,12.55668122,0,0,0,0,0,0,0,0,0
