Time_Index,Electricity_Demand_MW_SE,Electricity_Demand_MW_MIDAT,Electricity_Demand_MW_NE,Hydrogen_Demand_MW_SE,Hydrogen_Demand_MW_MIDAT,Hydrogen_Demand_MW_NE,Diesel_Load_mmbtu_z1,Diesel_Load_mmbtu_z2,Diesel_Load_mmbtu_z3,Gasoline_Load_mmbtu_z1,Gasoline_Load_mmbtu_z2,Gasoline_Load_mmbtu_z3,JetFuel_Load_mmbtu_z1,JetFuel_Load_mmbtu_z2,JetFuel_Load_mmbtu_z3,NG_Load_mmbtu_z1,NG_Load_mmbtu_z2,NG_Load_mmbtu_z3,Demand_Zero
143,991250.3797,647948.5212,258294.6093,17501.85,8924.5,2584.9,15693.6,8816.3,3150.1,18194.95,11895.91,7058.56,59244.77,32395.61,33613.87,51899,38971,19417,0
144,906425.3396,596281.8798,234998.2822,17501.85,8924.5,2584.9,15693.6,8816.3,3150.1,18194.95,11895.91,7058.56,59244.77,32395.61,33613.87,51899,38971,19417,0
145,832154.5673,556715.9188,218153.2458,17501.85,8924.5,2584.9,15693.6,8816.3,3150.1,18194.95,11895.91,7058.56,59244.77,32395.61,33613.87,51899,38971,19417,0
146,778124.3049,530108.9282,206890.8232,17501.85,8924.5,2584.9,15693.6,8816.3,3150.1,18194.95,11895.91,7058.56,59244.77,32395.61,33613.87,51899,38971,19417,0
147,740212.8696,511571.0726,198981.6139,17501.85,8924.5,2584.9,15693.6,8816.3,3150.1,18194.95,11895.91,7058.56,59244.77,32395.61,33613.87,51899,38971,19417,0
148,717546.4876,507690.6347,196326.9868,17501.85,8924.5,2584.9,15693.6,8816.3,3150.1,18194.95,11895.91,7058.56,59244.77,32395.61,33613.87,51899,38971,19417,0
149,714241.0934,520782.5796,198884.4193,17501.85,8924.5,2584.9,15693.6,8816.3,3150.1,18194.95,11895.91,7058.56,59244.77,32395.61,33613.87,51899,38971,19417,0
150,731584.3534,547589.0319,209423.9571,17501.85,8924.5,2584.9,15693.6,8816.3,3150.1,18194.95,11895.91,7058.56,59244.77,32395.61,33613.87,51899,38971,19417,0
151,765885.7233,596668.7147,232216.0873,17501.85,8924.5,2584.9,15693.6,8816.3,3150.1,18194.95,11895.91,7058.56,59244.77,32395.61,33613.87,51899,38971,19417,0
152,809505.4308,650734.9416,256636.2267,17501.85,8924.5,2584.9,15693.6,8816.3,3150.1,18194.95,11895.91,7058.56,59244.77,32395.61,33613.87,51899,38971,19417,0
153,870111.9906,703145.0314,276409.2501,17501.85,8924.5,2584.9,15693.6,8816.3,3150.1,18194.95,11895.91,7058.56,59244.77,32395.61,33613.87,51899,38971,19417,0
154,941456.7705,753306.6431,292780.463,17501.85,8924.5,2584.9,15693.6,8816.3,3150.1,18194.95,11895.91,7058.56,59244.77,32395.61,33613.87,51899,38971,19417,0
155,1.02E+06,796698.6434,305342.863,17501.85,8924.5,2584.9,15693.6,8816.3,3150.1,18194.95,11895.91,7058.56,59244.77,32395.61,33613.87,51899,38971,19417,0
156,1.09E+06,831042.3328,313610.4774,17501.85,8924.5,2584.9,15693.6,8816.3,3150.1,18194.95,11895.91,7058.56,59244.77,32395.61,33613.87,51899,38971,19417,0
157,1.14E+06,858834.0054,319958.4987,17501.85,8924.5,2584.9,15693.6,8816.3,3150.1,18194.95,11895.91,7058.56,59244.77,32395.61,33613.87,51899,38971,19417,0
158,1.19E+06,883017.2333,325188.7823,17501.85,8924.5,2584.9,15693.6,8816.3,3150.1,18194.95,11895.91,7058.56,59244.77,32395.61,33613.87,51899,38971,19417,0
159,1.23E+06,898164.2388,328189.6652,17501.85,8924.5,2584.9,15693.6,8816.3,3150.1,18194.95,11895.91,7058.56,59244.77,32395.61,33613.87,51899,38971,19417,0
160,1.25E+06,908862.6426,329021.8938,17501.85,8924.5,2584.9,15693.6,8816.3,3150.1,18194.95,11895.91,7058.56,59244.77,32395.61,33613.87,51899,38971,19417,0
161,1.25E+06,910585.2669,328280.7851,17501.85,8924.5,2584.9,15693.6,8816.3,3150.1,18194.95,11895.91,7058.56,59244.77,32395.61,33613.87,51899,38971,19417,0
162,1.24E+06,898303.2576,322989.7549,17501.85,8924.5,2584.9,15693.6,8816.3,3150.1,18194.95,11895.91,7058.56,59244.77,32395.61,33613.87,51899,38971,19417,0
163,1.21E+06,871176.4576,313458.6109,17501.85,8924.5,2584.9,15693.6,8816.3,3150.1,18194.95,11895.91,7058.56,59244.77,32395.61,33613.87,51899,38971,19417,0
164,1.17E+06,839389.5054,303635.8831,17501.85,8924.5,2584.9,15693.6,8816.3,3150.1,18194.95,11895.91,7058.56,59244.77,32395.61,33613.87,51899,38971,19417,0
165,1.13E+06,817503.1099,296929.4568,17501.85,8924.5,2584.9,15693.6,8816.3,3150.1,18194.95,11895.91,7058.56,59244.77,32395.61,33613.87,51899,38971,19417,0
166,1.07E+06,763092.3582,282332.0451,17501.85,8924.5,2584.9,15693.6,8816.3,3150.1,18194.95,11895.91,7058.56,59244.77,32395.61,33613.87,51899,38971,19417,0
167,989255.6461,694852.2574,256484.3602,17501.85,8924.5,2584.9,15693.6,8816.3,3150.1,18194.95,11895.91,7058.56,59244.77,32395.61,33613.87,51899,38971,19417,0
168,898348.6806,633937.8433,231487.1279,17501.85,8924.5,2584.9,15693.6,8816.3,3150.1,18194.95,11895.91,7058.56,59244.77,32395.61,33613.87,51899,38971,19417,0
