Time_Index,Load_MW_z1,Load_MW_z2,Load_MW_z3,Load_H2_tonne_per_hr_z1,Load_H2_tonne_per_hr_z2,Load_H2_tonne_per_hr_z3,H2_Load_tonneperhr_z1,H2_Load_tonneperhr_z2,H2_Load_tonneperhr_z3,Diesel_Load_mmbtu_z1,Diesel_Load_mmbtu_z2,Diesel_Load_mmbtu_z3,Gasoline_Load_mmbtu_z1,Gasoline_Load_mmbtu_z2,Gasoline_Load_mmbtu_z3,JetFuel_Load_mmbtu_z1,JetFuel_Load_mmbtu_z2,JetFuel_Load_mmbtu_z3,NG_Load_mmbtu_z1,NG_Load_mmbtu_z2,NG_Load_mmbtu_z3,Demand_Zero
119,1.06E+06,640066.7593,264351.0469,522.3,266.33,77.14,4303.652968,4781.836631,5260.020294,15693.6,8816.3,3150.1,18194.95,11895.91,7058.56,59244.77,32395.61,33613.87,51899,38971,19417,0
120,971423.7625,589004.5475,242980.3875,522.3,266.33,77.14,4303.652968,4781.836631,5260.020294,15693.6,8816.3,3150.1,18194.95,11895.91,7058.56,59244.77,32395.61,33613.87,51899,38971,19417,0
121,897302.4514,550883.1732,225333.4957,522.3,266.33,77.14,4303.652968,4781.836631,5260.020294,15693.6,8816.3,3150.1,18194.95,11895.91,7058.56,59244.77,32395.61,33613.87,51899,38971,19417,0
122,835488.7041,522529.3811,212625.3037,522.3,266.33,77.14,4303.652968,4781.836631,5260.020294,15693.6,8816.3,3150.1,18194.95,11895.91,7058.56,59244.77,32395.61,33613.87,51899,38971,19417,0
123,791058.4565,500153.3977,203458.6395,522.3,266.33,77.14,4303.652968,4781.836631,5260.020294,15693.6,8816.3,3150.1,18194.95,11895.91,7058.56,59244.77,32395.61,33613.87,51899,38971,19417,0
124,757648.1059,487115.8514,197481.1725,522.3,266.33,77.14,4303.652968,4781.836631,5260.020294,15693.6,8816.3,3150.1,18194.95,11895.91,7058.56,59244.77,32395.61,33613.87,51899,38971,19417,0
125,736723.523,479753.899,193520.4931,522.3,266.33,77.14,4303.652968,4781.836631,5260.020294,15693.6,8816.3,3150.1,18194.95,11895.91,7058.56,59244.77,32395.61,33613.87,51899,38971,19417,0
126,722403.9801,475680.0435,192603.2193,522.3,266.33,77.14,4303.652968,4781.836631,5260.020294,15693.6,8816.3,3150.1,18194.95,11895.91,7058.56,59244.77,32395.61,33613.87,51899,38971,19417,0
127,725364.4637,503441.4946,202972.6665,522.3,266.33,77.14,4303.652968,4781.836631,5260.020294,15693.6,8816.3,3150.1,18194.95,11895.91,7058.56,59244.77,32395.61,33613.87,51899,38971,19417,0
128,766075.4242,557380.7913,223176.9909,522.3,266.33,77.14,4303.652968,4781.836631,5260.020294,15693.6,8816.3,3150.1,18194.95,11895.91,7058.56,59244.77,32395.61,33613.87,51899,38971,19417,0
129,851383.3392,621256.9105,246831.723,522.3,266.33,77.14,4303.652968,4781.836631,5260.020294,15693.6,8816.3,3150.1,18194.95,11895.91,7058.56,59244.77,32395.61,33613.87,51899,38971,19417,0
130,954362.1795,679868.4479,268469.6674,522.3,266.33,77.14,4303.652968,4781.836631,5260.020294,15693.6,8816.3,3150.1,18194.95,11895.91,7058.56,59244.77,32395.61,33613.87,51899,38971,19417,0
131,1.05E+06,730489.4261,285618.437,522.3,266.33,77.14,4303.652968,4781.836631,5260.020294,15693.6,8816.3,3150.1,18194.95,11895.91,7058.56,59244.77,32395.61,33613.87,51899,38971,19417,0
132,1.13E+06,768985.5467,299037.3644,522.3,266.33,77.14,4303.652968,4781.836631,5260.020294,15693.6,8816.3,3150.1,18194.95,11895.91,7058.56,59244.77,32395.61,33613.87,51899,38971,19417,0
133,1.19E+06,789947.1649,308368.0445,522.3,266.33,77.14,4303.652968,4781.836631,5260.020294,15693.6,8816.3,3150.1,18194.95,11895.91,7058.56,59244.77,32395.61,33613.87,51899,38971,19417,0
134,1.23E+06,799575.7283,313646.9254,522.3,266.33,77.14,4303.652968,4781.836631,5260.020294,15693.6,8816.3,3150.1,18194.95,11895.91,7058.56,59244.77,32395.61,33613.87,51899,38971,19417,0
135,1.26E+06,815695.8655,316368.3738,522.3,266.33,77.14,4303.652968,4781.836631,5260.020294,15693.6,8816.3,3150.1,18194.95,11895.91,7058.56,59244.77,32395.61,33613.87,51899,38971,19417,0
136,1.27E+06,832136.3503,315882.4008,522.3,266.33,77.14,4303.652968,4781.836631,5260.020294,15693.6,8816.3,3150.1,18194.95,11895.91,7058.56,59244.77,32395.61,33613.87,51899,38971,19417,0
137,1.27E+06,834390.8727,314509.5273,522.3,266.33,77.14,4303.652968,4781.836631,5260.020294,15693.6,8816.3,3150.1,18194.95,11895.91,7058.56,59244.77,32395.61,33613.87,51899,38971,19417,0
138,1.24E+06,822386.901,311879.1989,522.3,266.33,77.14,4303.652968,4781.836631,5260.020294,15693.6,8816.3,3150.1,18194.95,11895.91,7058.56,59244.77,32395.61,33613.87,51899,38971,19417,0
139,1.20E+06,798469.6221,308234.4019,522.3,266.33,77.14,4303.652968,4781.836631,5260.020294,15693.6,8816.3,3150.1,18194.95,11895.91,7058.56,59244.77,32395.61,33613.87,51899,38971,19417,0
140,1.16E+06,771312.6006,299529.4119,522.3,266.33,77.14,4303.652968,4781.836631,5260.020294,15693.6,8816.3,3150.1,18194.95,11895.91,7058.56,59244.77,32395.61,33613.87,51899,38971,19417,0
141,1.12E+06,749988.3247,293497.273,522.3,266.33,77.14,4303.652968,4781.836631,5260.020294,15693.6,8816.3,3150.1,18194.95,11895.91,7058.56,59244.77,32395.61,33613.87,51899,38971,19417,0
142,1.07E+06,706076.5149,281347.9499,522.3,266.33,77.14,4303.652968,4781.836631,5260.020294,15693.6,8816.3,3150.1,18194.95,11895.91,7058.56,59244.77,32395.61,33613.87,51899,38971,19417,0
143,991250.3797,647948.5212,258294.6093,522.3,266.33,77.14,4303.652968,4781.836631,5260.020294,15693.6,8816.3,3150.1,18194.95,11895.91,7058.56,59244.77,32395.61,33613.87,51899,38971,19417,0
144,906425.3396,596281.8798,234998.2822,522.3,266.33,77.14,4303.652968,4781.836631,5260.020294,15693.6,8816.3,3150.1,18194.95,11895.91,7058.56,59244.77,32395.61,33613.87,51899,38971,19417,0
145,832154.5673,556715.9188,218153.2458,522.3,266.33,77.14,4303.652968,4781.836631,5260.020294,15693.6,8816.3,3150.1,18194.95,11895.91,7058.56,59244.77,32395.61,33613.87,51899,38971,19417,0
146,778124.3049,530108.9282,206890.8232,522.3,266.33,77.14,4303.652968,4781.836631,5260.020294,15693.6,8816.3,3150.1,18194.95,11895.91,7058.56,59244.77,32395.61,33613.87,51899,38971,19417,0
147,740212.8696,511571.0726,198981.6139,522.3,266.33,77.14,4303.652968,4781.836631,5260.020294,15693.6,8816.3,3150.1,18194.95,11895.91,7058.56,59244.77,32395.61,33613.87,51899,38971,19417,0
148,717546.4876,507690.6347,196326.9868,522.3,266.33,77.14,4303.652968,4781.836631,5260.020294,15693.6,8816.3,3150.1,18194.95,11895.91,7058.56,59244.77,32395.61,33613.87,51899,38971,19417,0
149,714241.0934,520782.5796,198884.4193,522.3,266.33,77.14,4303.652968,4781.836631,5260.020294,15693.6,8816.3,3150.1,18194.95,11895.91,7058.56,59244.77,32395.61,33613.87,51899,38971,19417,0
150,731584.3534,547589.0319,209423.9571,522.3,266.33,77.14,4303.652968,4781.836631,5260.020294,15693.6,8816.3,3150.1,18194.95,11895.91,7058.56,59244.77,32395.61,33613.87,51899,38971,19417,0
151,765885.7233,596668.7147,232216.0873,522.3,266.33,77.14,4303.652968,4781.836631,5260.020294,15693.6,8816.3,3150.1,18194.95,11895.91,7058.56,59244.77,32395.61,33613.87,51899,38971,19417,0
152,809505.4308,650734.9416,256636.2267,522.3,266.33,77.14,4303.652968,4781.836631,5260.020294,15693.6,8816.3,3150.1,18194.95,11895.91,7058.56,59244.77,32395.61,33613.87,51899,38971,19417,0
153,870111.9906,703145.0314,276409.2501,522.3,266.33,77.14,4303.652968,4781.836631,5260.020294,15693.6,8816.3,3150.1,18194.95,11895.91,7058.56,59244.77,32395.61,33613.87,51899,38971,19417,0
154,941456.7705,753306.6431,292780.463,522.3,266.33,77.14,4303.652968,4781.836631,5260.020294,15693.6,8816.3,3150.1,18194.95,11895.91,7058.56,59244.77,32395.61,33613.87,51899,38971,19417,0
155,1.02E+06,796698.6434,305342.863,522.3,266.33,77.14,4303.652968,4781.836631,5260.020294,15693.6,8816.3,3150.1,18194.95,11895.91,7058.56,59244.77,32395.61,33613.87,51899,38971,19417,0
156,1.09E+06,831042.3328,313610.4774,522.3,266.33,77.14,4303.652968,4781.836631,5260.020294,15693.6,8816.3,3150.1,18194.95,11895.91,7058.56,59244.77,32395.61,33613.87,51899,38971,19417,0
157,1.14E+06,858834.0054,319958.4987,522.3,266.33,77.14,4303.652968,4781.836631,5260.020294,15693.6,8816.3,3150.1,18194.95,11895.91,7058.56,59244.77,32395.61,33613.87,51899,38971,19417,0
158,1.19E+06,883017.2333,325188.7823,522.3,266.33,77.14,4303.652968,4781.836631,5260.020294,15693.6,8816.3,3150.1,18194.95,11895.91,7058.56,59244.77,32395.61,33613.87,51899,38971,19417,0
159,1.23E+06,898164.2388,328189.6652,522.3,266.33,77.14,4303.652968,4781.836631,5260.020294,15693.6,8816.3,3150.1,18194.95,11895.91,7058.56,59244.77,32395.61,33613.87,51899,38971,19417,0
160,1.25E+06,908862.6426,329021.8938,522.3,266.33,77.14,4303.652968,4781.836631,5260.020294,15693.6,8816.3,3150.1,18194.95,11895.91,7058.56,59244.77,32395.61,33613.87,51899,38971,19417,0
161,1.25E+06,910585.2669,328280.7851,522.3,266.33,77.14,4303.652968,4781.836631,5260.020294,15693.6,8816.3,3150.1,18194.95,11895.91,7058.56,59244.77,32395.61,33613.87,51899,38971,19417,0
162,1.24E+06,898303.2576,322989.7549,522.3,266.33,77.14,4303.652968,4781.836631,5260.020294,15693.6,8816.3,3150.1,18194.95,11895.91,7058.56,59244.77,32395.61,33613.87,51899,38971,19417,0
163,1.21E+06,871176.4576,313458.6109,522.3,266.33,77.14,4303.652968,4781.836631,5260.020294,15693.6,8816.3,3150.1,18194.95,11895.91,7058.56,59244.77,32395.61,33613.87,51899,38971,19417,0
164,1.17E+06,839389.5054,303635.8831,522.3,266.33,77.14,4303.652968,4781.836631,5260.020294,15693.6,8816.3,3150.1,18194.95,11895.91,7058.56,59244.77,32395.61,33613.87,51899,38971,19417,0
165,1.13E+06,817503.1099,296929.4568,522.3,266.33,77.14,4303.652968,4781.836631,5260.020294,15693.6,8816.3,3150.1,18194.95,11895.91,7058.56,59244.77,32395.61,33613.87,51899,38971,19417,0
166,1.07E+06,763092.3582,282332.0451,522.3,266.33,77.14,4303.652968,4781.836631,5260.020294,15693.6,8816.3,3150.1,18194.95,11895.91,7058.56,59244.77,32395.61,33613.87,51899,38971,19417,0
167,989255.6461,694852.2574,256484.3602,522.3,266.33,77.14,4303.652968,4781.836631,5260.020294,15693.6,8816.3,3150.1,18194.95,11895.91,7058.56,59244.77,32395.61,33613.87,51899,38971,19417,0
168,898348.6806,633937.8433,231487.1279,522.3,266.33,77.14,4303.652968,4781.836631,5260.020294,15693.6,8816.3,3150.1,18194.95,11895.91,7058.56,59244.77,32395.61,33613.87,51899,38971,19417,0
