case_name,commodity,commodity_subtype,zone,resource_id,component_id,type,variable,year,value
missing,all,cost,all,all,all,Cost,FixedCost,missing,1.5055774739387846e9
missing,all,cost,all,all,all,Cost,VariableCost,missing,4.086062153996602e-8
missing,all,cost,all,all,all,Cost,TotalCost,missing,1.5055774739387846e9
